shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-11T00:40:36.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-11T00:40:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-11T00:40:39.9Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-12-11T00:40:39Z,40000,False,,,0,,Jump Ball J. Allen vs. A. Pokusevski: Tip to E. Mobley,"[1630596, 1628386, 1630197]",4,1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,,,,,,
11:33,7,PT11M33.00S,2022-12-11T00:41:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,94.43166885676742,49.01960784313725,1610612739,2,0,2022-12-11T00:41:08Z,70000,False,-5.0,0.0,1,right,D. Garland driving finger roll Layup (2 PTS),[1629636],10,1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,0.49,Made,2.0,,,,,,,,,,,,,,,,,
11:12,8,PT11M12.00S,2022-12-11T00:41:23.2Z,1,REGULAR,3pt,Jump Shot,[],1628983,27.414586070959263,78.92156862745098,1610612760,2,0,2022-12-11T00:41:30Z,80000,False,-145.0,205.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],2,1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
11:08,9,PT11M08.00S,2022-12-11T00:41:27.2Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,2,0,2022-12-11T00:41:30Z,90000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,,
11:00,10,PT11M00.00S,2022-12-11T00:41:35.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630197,9.806176084099869,60.049019607843135,1610612760,2,0,2022-12-11T00:41:40Z,100000,False,-50.0,40.0,1,left,MISS A. Pokusevski 6' driving floating bank Shot,[1630197],17,1610612760.0,OKC,driving floating bank,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,6.4,Missed,,,,,,,,,,,,,,,,,,
10:57,11,PT10M57.00S,2022-12-11T00:41:38.4Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,2,0,2022-12-11T00:41:40Z,110000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
10:51,12,PT10M51.00S,2022-12-11T00:41:44.8Z,1,REGULAR,3pt,Jump Shot,[],1630205,75.90341655716163,11.029411764705882,1610612739,5,0,2022-12-11T00:41:49Z,120000,False,-195.0,174.0,1,right,L. Stevens 26' 3PT  (3 PTS) (D. Garland 1 AST),"[1630205, 1629636]",8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,26.13,Made,3.0,,,,,D. Garland,1629636.0,1.0,,,,,,,,,,
10:33,14,PT10M33.00S,2022-12-11T00:42:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,8.492115637319317,51.71568627450981,1610612760,5,0,2022-12-11T00:42:14Z,140000,False,-9.0,27.0,1,left,MISS J. Giddey reverse Layup,[1630581],3,1610612760.0,OKC,reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
10:30,15,PT10M30.00S,2022-12-11T00:42:05.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,0,2022-12-11T00:42:14Z,150000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
10:25,16,PT10M25.00S,2022-12-11T00:42:10.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630205,94.03745072273325,51.470588235294116,1610612739,5,0,2022-12-11T00:42:20Z,160000,False,7.0,4.0,1,right,MISS L. Stevens driving reverse Layup - blocked,"[1630205, 1630526]",8,1610612739.0,CLE,driving reverse,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,Robinson-Earl,1630526.0,,,,,,,,
10:25,17,PT10M25.00S,2022-12-11T00:42:10.4Z,1,REGULAR,block,,[],1630526,,,1610612739,5,0,2022-12-11T00:42:13Z,170000,False,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10:22,18,PT10M22.00S,2022-12-11T00:42:13.4Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,5,0,2022-12-11T00:42:20Z,180000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
10:17,19,PT10M17.00S,2022-12-11T00:42:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,7.703679369250986,50.98039215686274,1610612760,5,2,2022-12-11T00:42:35Z,190000,False,-5.0,20.0,1,left,L. Dort driving Layup (2 PTS),[1629652],5,1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.05,Made,2.0,,,,,,,,,,,,,,,,,
09:54,20,PT09M54.00S,2022-12-11T00:42:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612739,5,2,2022-12-11T00:42:54Z,200000,False,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Mobley 2 FT),"[1630197, 1630596]",17,1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628484.0,1.0,0.0,Mobley,1630596.0,,,
09:54,22,PT09M54.00S,2022-12-11T00:43:03.5Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,5,2,2022-12-11T00:43:03Z,220000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:54,23,PT09M54.00S,2022-12-11T00:43:03.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,5,2,2022-12-11T00:43:03Z,230000,False,,,0,,TEAM offensive REBOUND,[],,1610612739.0,CLE,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,
09:54,24,PT09M54.00S,2022-12-11T00:43:03.5Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,5,2,2022-12-11T00:43:26Z,240000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:50,25,PT09M50.00S,2022-12-11T00:43:07.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,2,2022-12-11T00:43:26Z,250000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],3,1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
09:44,26,PT09M44.00S,2022-12-11T00:43:31.6Z,1,REGULAR,3pt,Jump Shot,[],1629652,11.383048620236531,96.56862745098039,1610612760,5,2,2022-12-11T00:43:35Z,260000,False,-233.0,55.0,1,left,MISS L. Dort 3PT,[1629652],5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
09:42,27,PT09M42.00S,2022-12-11T00:43:33.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,2,2022-12-11T00:43:35Z,270000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,
09:21,28,PT09M21.00S,2022-12-11T00:43:54.8Z,1,REGULAR,3pt,Jump Shot,[],1627747,77.34888304862024,92.8921568627451,1610612739,8,2,2022-12-11T00:44:00Z,280000,False,214.0,160.0,1,right,C. LeVert 26' 3PT  (3 PTS) (D. Garland 2 AST),"[1627747, 1629636]",3,1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,26.78,Made,3.0,,,,,D. Garland,1629636.0,2.0,,,,,,,,,,
09:08,30,PT09M08.00S,2022-12-11T00:44:14.0Z,1,REGULAR,foul,personal,[],1629636,,,1610612760,8,2,2022-12-11T00:44:25Z,300000,False,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1630581]",10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1662.0,1.0,0.0,Giddey,1630581.0,,,
08:58,32,PT08M58.00S,2022-12-11T00:44:46.5Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612760,8,2,2022-12-11T00:44:54Z,320000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630596, 1628983]",4,1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628484.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
08:58,34,PT08M58.00S,2022-12-11T00:45:05.3Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,8,3,2022-12-11T00:45:05Z,340000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],2,1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
08:58,35,PT08M58.00S,2022-12-11T00:45:16.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,8,4,2022-12-11T00:45:16Z,350000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],2,1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
08:35,36,PT08M35.00S,2022-12-11T00:45:45.4Z,1,REGULAR,2pt,Jump Shot,[],1627747,82.7365308804205,9.803921568627452,1610612739,8,4,2022-12-11T00:46:10Z,360000,False,-201.0,110.0,1,right,MISS C. LeVert 22' step back Shot,[1627747],3,1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left,22.9,Missed,,,,,,,,,,,,,,,,,,
08:34,37,PT08M34.00S,2022-12-11T00:45:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,8,4,2022-12-11T00:46:10Z,370000,False,,,0,,TEAM offensive REBOUND,[],,1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Left,,,,36.0,,,,,,,,,,,,,,,,
08:34,38,PT08M34.00S,2022-12-11T00:45:49.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,8,4,2022-12-11T00:46:00Z,380000,False,,,0,,CLE shot clock Team TURNOVER,[],,1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1626300.0,,,,,,,
08:24,39,PT08M24.00S,2022-12-11T00:46:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,6.915243101182654,50.245098039215684,1610612760,8,4,2022-12-11T00:47:15Z,390000,False,-1.0,13.0,1,left,MISS L. Dort driving Layup - blocked,"[1629652, 1628386]",5,1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,Allen,1628386.0,,,,,,,,
08:24,40,PT08M24.00S,2022-12-11T00:46:03.2Z,1,REGULAR,block,,[],1628386,,,1610612760,8,4,2022-12-11T00:46:06Z,400000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:23,41,PT08M23.00S,2022-12-11T00:46:04.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,8,4,2022-12-11T00:46:16Z,410000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,
08:23,42,PT08M23.00S,2022-12-11T00:46:13.1Z,1,REGULAR,foul,personal,[],1629652,,,1610612739,8,4,2022-12-11T00:46:23Z,420000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1630596]",5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628484.0,1.0,0.0,Mobley,1630596.0,,,
08:15,44,PT08M15.00S,2022-12-11T00:46:31.3Z,1,REGULAR,2pt,Jump Shot,[],1629636,83.13074901445466,72.05882352941177,1610612739,8,4,2022-12-11T00:46:35Z,440000,False,110.0,106.0,1,right,MISS D. Garland 15' pullup Shot,[1629636],10,1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,15.3,Missed,,,,,,,,,,,,,,,,,,
08:12,45,PT08M12.00S,2022-12-11T00:46:34.3Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,8,4,2022-12-11T00:46:35Z,450000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,8-16 Right,,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,
08:08,46,PT08M08.00S,2022-12-11T00:46:38.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,29.122864651773984,75.49019607843137,1610612760,8,4,2022-12-11T00:48:00Z,460000,False,-127.0,221.0,1,left,MISS J. Giddey 25' running pullup 3PT,[1630581],3,1610612760.0,OKC,running pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
08:04,47,PT08M04.00S,2022-12-11T00:46:42.6Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,8,4,2022-12-11T00:46:43Z,470000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
07:59,48,PT07M59.00S,2022-12-11T00:46:46.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629636,91.59001314060447,54.09007352941176,1610612739,8,4,2022-12-11T00:48:17Z,480000,False,20.0,27.0,1,right,MISS D. Garland running Layup,[1629636],10,1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,,
07:57,49,PT07M57.00S,2022-12-11T00:46:48.8Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,8,4,2022-12-11T00:46:59Z,490000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:2),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,
07:49,50,PT07M49.00S,2022-12-11T00:46:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,9.937582128777924,95.58823529411765,1610612760,8,7,2022-12-11T00:47:01Z,500000,False,-228.0,41.0,1,left,L. Dort 3PT  (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1629652, 1628983]",5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.15,Made,5.0,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
07:25,52,PT07M25.00S,2022-12-11T00:47:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.9060446780552,49.754901960784316,1610612739,10,7,2022-12-11T00:49:14Z,520000,False,-1.0,5.0,1,right,C. LeVert driving finger roll Layup (5 PTS) (E. Mobley 1 AST),"[1627747, 1630596]",3,1610612739.0,CLE,driving finger roll,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,0.49,Made,5.0,,,,,E. Mobley,1630596.0,1.0,,,,,,,,,,
07:01,54,PT07M01.00S,2022-12-11T00:47:44.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,27.414586070959263,12.254901960784313,1610612760,10,7,2022-12-11T00:47:48Z,540000,False,189.0,205.0,1,left,MISS L. Dort 27' 3PT,[1629652],5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
06:58,55,PT06M58.00S,2022-12-11T00:47:47.9Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,10,7,2022-12-11T00:47:48Z,550000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Right Center,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,
06:51,56,PT06M51.00S,2022-12-11T00:47:58.7Z,1,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612739,10,7,2022-12-11T00:50:54Z,560000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Allen 2 FT),"[1630526, 1628386]",50,1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628484.0,1.0,0.0,Allen,1628386.0,,,
06:51,58,PT06M51.00S,2022-12-11T00:48:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,10,7,2022-12-11T00:48:12Z,580000,False,,,0,,CLE Timeout,[],,1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:51,59,PT06M51.00S,2022-12-11T00:48:36.2Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,10,7,2022-12-11T00:50:51Z,590000,False,,,0,,SUB out: C. LeVert,[1627747],3,1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
06:51,60,PT06M51.00S,2022-12-11T00:48:36.2Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,10,7,2022-12-11T00:50:51Z,600000,False,,,0,,SUB in: C. Osman,[1626224],16,1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
06:51,61,PT06M51.00S,2022-12-11T00:51:10.5Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,11,7,2022-12-11T00:51:10Z,610000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
06:51,62,PT06M51.00S,2022-12-11T00:51:25.0Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,12,7,2022-12-11T00:51:25Z,620000,False,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
