actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
178,PT09M47.00S,2023-03-16T00:22:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,15.193823915900131,43.13725490196079,1610612755,29,31,2023-03-16T00:22:41Z,1780000,False,34.0,90.0,1,left,MISS J. Harden 9' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,9.66,,,,,,,,,,,,
179,PT09M44.00S,2023-03-16T00:22:05.9Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,29,31,2023-03-16T00:22:05Z,1790000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,
180,PT09M44.00S,2023-03-16T00:22:05.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,5.590000152587891,50.0,1610612755,29,31,2023-03-16T00:22:05Z,1800000,False,0.0,0.0,1,left,MISS P. Reed tip Layup,[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,,,,Missed,,0.0,,,,,,,,,,,,
181,PT09M42.00S,2023-03-16T00:22:07.2Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,29,31,2023-03-16T00:22:07Z,1810000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,
182,PT09M35.00S,2023-03-16T00:22:18.9Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612739,29,31,2023-03-16T00:22:27Z,1820000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (LeVert 2 FT),"[1627777, 1627747]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,1204.0,2.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
184,PT09M35.00S,2023-03-16T00:22:49.4Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,30,31,2023-03-16T00:22:49Z,1840000,False,,,0,,C. LeVert Free Throw 1 of 2 (4 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
185,PT09M35.00S,2023-03-16T00:22:50.1Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,30,31,2023-03-16T00:22:55Z,1850000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M35.00S,2023-03-16T00:22:50.1Z,2,REGULAR,substitution,in,[],202699,,,1610612739,30,31,2023-03-16T00:22:55Z,1860000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M35.00S,2023-03-16T00:23:00.3Z,2,REGULAR,substitution,out,[],203526,,,1610612739,30,31,2023-03-16T00:23:08Z,1870000,False,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M35.00S,2023-03-16T00:23:00.3Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,30,31,2023-03-16T00:23:08Z,1880000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M35.00S,2023-03-16T00:23:17.7Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,31,31,2023-03-16T00:23:17Z,1890000,False,,,0,,C. LeVert Free Throw 2 of 2 (5 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
190,PT09M18.00S,2023-03-16T00:23:37.9Z,2,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,31,31,2023-03-16T00:23:49Z,1900000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,202007.0,,,,,,,,,,,,,,1.0,,,,,
191,PT09M08.00S,2023-03-16T00:24:12.0Z,2,REGULAR,foul,technical,['1freethrow'],202699,,,1610612739,31,31,2023-03-16T00:27:12Z,1910000,False,,,0,,T. Harris defensive-3-second technical FOUL (1 Tech),[202699],1610612755.0,PHI,defensive-3-second,,,Harris,T. Harris,,,,,,,202007.0,2.0,1.0,,,,,,,,,,,,,,,,,
192,PT09M08.00S,2023-03-16T00:24:27.6Z,2,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,32,31,2023-03-16T00:24:27Z,1920000,False,,,0,,D. Garland technical Free Throw 1 of 1 (1 PTS),[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
193,PT09M03.00S,2023-03-16T00:24:47.6Z,2,REGULAR,turnover,bad pass,[],1626224,,,1610612739,32,31,2023-03-16T00:24:52Z,1930000,False,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 1630194]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,1.0,Reed,1630194.0,,,
194,PT09M03.00S,2023-03-16T00:24:47.6Z,2,REGULAR,steal,,[],1630194,,,1610612755,32,31,2023-03-16T00:24:49Z,1940000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
195,PT08M55.00S,2023-03-16T00:24:54.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629003,6.389618922470433,51.9607843137255,1610612755,32,33,2023-03-16T00:27:12Z,1950000,False,-10.0,8.0,1,left,S. Milton running Layup (2 PTS),[1629003],1610612755.0,PHI,running,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.24,,,,,,,,,,,,
196,PT08M35.00S,2023-03-16T00:25:15.0Z,2,REGULAR,3pt,Jump Shot,[],1626224,72.48685939553219,80.88235294117648,1610612739,32,33,2023-03-16T00:25:21Z,1960000,False,154.0,206.0,1,right,MISS C. Osman 25' pullup 3PT,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.75,,,,,,,,,,,,
197,PT08M31.00S,2023-03-16T00:25:18.9Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612739,32,33,2023-03-16T00:25:18Z,1970000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,
198,PT08M29.00S,2023-03-16T00:25:20.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,91.01511169513797,95.58823529411765,1610612739,32,33,2023-03-16T00:25:25Z,1980000,False,228.0,32.0,1,right,MISS C. LeVert 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.01,,,,,,,,,,,,
199,PT08M27.00S,2023-03-16T00:25:22.8Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612739,32,33,2023-03-16T00:29:28Z,1990000,False,,,0,,C. Osman REBOUND (Off:1 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,,,,,,,,,198.0,4.0,3.0,1.0,,,,,,,,
200,PT08M22.00S,2023-03-16T00:25:28.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,77.61169513797634,89.2156862745098,1610612739,32,33,2023-03-16T00:25:32Z,2000000,False,196.0,158.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.18,,,,,,,,,,,,
201,PT08M19.00S,2023-03-16T00:25:30.4Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,32,33,2023-03-16T00:25:30Z,2010000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,
202,PT08M10.00S,2023-03-16T00:25:46.7Z,2,REGULAR,foul,offensive,[],1630194,,,1610612755,32,33,2023-03-16T00:29:55Z,2020000,False,,,0,,P. Reed charge offensive FOUL (1 PF),"[1630194, 1626224]",1610612755.0,PHI,charge,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,1204.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,
204,PT08M10.00S,2023-03-16T00:25:46.7Z,2,REGULAR,turnover,offensive foul,[],1630194,,,1610612755,32,33,2023-03-16T00:25:46Z,2040000,False,,,0,,P. Reed offensive foul TURNOVER (1 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,1204.0,,,,,,,,,,,,,,1.0,,,,,
205,PT07M59.00S,2023-03-16T00:26:15.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,64.99671484888306,17.892156862745097,1610612739,35,33,2023-03-16T00:26:20Z,2050000,False,-161.0,277.0,1,right,C. Osman 31' 3PT  (5 PTS) (D. Garland 3 AST),"[1626224, 1629636]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,31.97,,,,,,,,,,D. Garland,1629636.0,3.0
207,PT07M58.00S,2023-03-16T00:26:22.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,35,33,2023-03-16T00:26:22Z,2070000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M58.00S,2023-03-16T00:26:46.7Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,35,33,2023-03-16T00:29:31Z,2080000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M58.00S,2023-03-16T00:26:46.7Z,2,REGULAR,substitution,in,[],200782,,,1610612755,35,33,2023-03-16T00:29:31Z,2090000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M44.00S,2023-03-16T00:29:55.2Z,2,REGULAR,3pt,Jump Shot,[],1629003,26.62614980289093,15.931372549019606,1610612755,35,36,2023-03-16T00:30:01Z,2100000,False,170.0,198.0,1,left,S. Milton 26' 3PT  (5 PTS) (P. Tucker 1 AST),"[1629003, 200782]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,26.1,,,,,,,,,,P. Tucker,200782.0,1.0
212,PT07M21.00S,2023-03-16T00:30:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629603,92.59198423127464,52.69607843137255,1610612739,35,36,2023-03-16T00:31:37Z,2120000,False,13.0,17.0,1,right,MISS M. Diakite cutting Layup - blocked,"[1629603, 202699]",1610612739.0,CLE,cutting,,,Diakite,M. Diakite,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.18,,,,,Harris,202699.0,,,,,,
213,PT07M21.00S,2023-03-16T00:30:20.6Z,2,REGULAR,block,,[],202699,,,1610612739,35,36,2023-03-16T00:30:23Z,2130000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT07M20.00S,2023-03-16T00:30:21.6Z,2,REGULAR,rebound,offensive,[],1629603,,,1610612739,35,36,2023-03-16T00:31:37Z,2140000,False,,,0,,M. Diakite REBOUND (Off:1 Def:0),[1629603],1610612739.0,CLE,,,,Diakite,M. Diakite,,,,,Restricted Area,0-8 Center,,,,,,,,,212.0,1.0,0.0,1.0,,,,,,,,
215,PT07M18.00S,2023-03-16T00:30:25.3Z,2,REGULAR,foul,personal,[],200782,,,1610612739,35,36,2023-03-16T00:30:34Z,2150000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1629636]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,101284.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
217,PT07M08.00S,2023-03-16T00:31:03.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629636,89.43823915900131,36.029411764705884,1610612739,37,36,2023-03-16T00:31:11Z,2170000,False,-70.0,47.0,1,right,D. Garland 8' driving floating Jump Shot (3 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,3.0,8.41,,,,,,,,,,,,
219,PT07M08.00S,2023-03-16T00:31:06.7Z,2,REGULAR,foul,personal,['1freethrow'],1629001,,,1610612739,37,36,2023-03-16T00:31:16Z,2190000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Garland 1 FT),"[1629001, 1629636]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,1204.0,2.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
221,PT07M08.00S,2023-03-16T00:31:27.2Z,2,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,38,36,2023-03-16T00:31:27Z,2210000,False,,,0,,D. Garland Free Throw 1 of 1 (4 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
222,PT06M52.00S,2023-03-16T00:31:45.0Z,2,REGULAR,3pt,Jump Shot,[],201935,33.590670170827856,50.73529411764706,1610612755,38,36,2023-03-16T00:31:50Z,2220000,False,-4.0,263.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.33,,,,,,,,,,,,
223,PT06M48.00S,2023-03-16T00:31:49.0Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,38,36,2023-03-16T00:31:50Z,2230000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,
224,PT06M45.00S,2023-03-16T00:31:54.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629636,92.72339027595268,52.20588235294118,1610612739,38,36,2023-03-16T00:34:27Z,2240000,False,11.0,16.0,1,right,MISS D. Garland running Layup - blocked,"[1629636, 1629001]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.93,,,,,Melton,1629001.0,,,,,,
225,PT06M45.00S,2023-03-16T00:31:54.2Z,2,REGULAR,block,,[],1629001,,,1610612739,38,36,2023-03-16T00:31:58Z,2250000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
226,PT06M45.00S,2023-03-16T00:31:54.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,38,36,2023-03-16T00:32:04Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,224.0,,,,,,,,,,,
227,PT06M45.00S,2023-03-16T00:32:00.4Z,2,REGULAR,substitution,out,[],1629603,,,1610612739,38,36,2023-03-16T00:32:19Z,2270000,False,,,0,,SUB out: M. Diakite,[1629603],1610612739.0,CLE,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M45.00S,2023-03-16T00:32:00.4Z,2,REGULAR,substitution,out,[],1629001,,,1610612739,38,36,2023-03-16T00:32:19Z,2280000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M45.00S,2023-03-16T00:32:00.4Z,2,REGULAR,substitution,out,[],1629003,,,1610612739,38,36,2023-03-16T00:32:19Z,2290000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M45.00S,2023-03-16T00:32:00.4Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,38,36,2023-03-16T00:32:19Z,2300000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M45.00S,2023-03-16T00:32:00.4Z,2,REGULAR,substitution,in,[],1630178,,,1610612739,38,36,2023-03-16T00:32:19Z,2310000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M45.00S,2023-03-16T00:32:00.4Z,2,REGULAR,substitution,in,[],203954,,,1610612739,38,36,2023-03-16T00:32:19Z,2320000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M39.00S,2023-03-16T00:32:34.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,90.22667542706965,64.70588235294117,1610612739,38,36,2023-03-16T00:32:40Z,2330000,False,74.0,39.0,1,right,MISS D. Garland 8' driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,8.34,,,,,,,,,,,,
234,PT06M35.00S,2023-03-16T00:32:38.1Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,38,36,2023-03-16T00:32:40Z,2340000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,
235,PT06M27.00S,2023-03-16T00:32:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.389618922470433,52.450980392156865,1610612755,38,36,2023-03-16T00:32:57Z,2350000,False,-12.0,8.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.45,,,,,,,,,,,,
236,PT06M27.00S,2023-03-16T00:32:45.4Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,38,36,2023-03-16T00:32:57Z,2360000,False,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,235.0,4.0,3.0,1.0,,,,,,,,
237,PT06M19.00S,2023-03-16T00:32:53.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201935,24.917871222076215,13.23529411764706,1610612755,38,39,2023-03-16T00:33:02Z,2370000,False,184.0,182.0,1,left,J. Harden 25' 3PT  (11 PTS) (J. Embiid 2 AST),"[201935, 203954]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,25.85,,,,,,,,,,J. Embiid,203954.0,2.0
239,PT06M06.00S,2023-03-16T00:33:06.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.03745072273325,47.794117647058826,1610612739,40,39,2023-03-16T00:33:12Z,2390000,False,-11.0,4.0,1,right,E. Mobley cutting DUNK (7 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.15,,,,,,,,,,C. LeVert,1627747.0,2.0
241,PT05M41.00S,2023-03-16T00:33:35.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612755,40,39,2023-03-16T00:34:19Z,2410000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,202007.0,,,,,,,,,,,,,,,,,,,
242,PT05M41.00S,2023-03-16T00:33:40.9Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,40,39,2023-03-16T00:33:45Z,2420000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M41.00S,2023-03-16T00:33:40.9Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,40,39,2023-03-16T00:33:45Z,2430000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M29.00S,2023-03-16T00:34:01.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,85.75886990801577,51.9607843137255,1610612739,42,39,2023-03-16T00:34:07Z,2440000,False,10.0,81.0,1,right,D. Garland 8' driving floating Jump Shot (6 PTS) (E. Mobley 4 AST),"[1629636, 1630596]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,6.0,8.2,,,,,,,,,,E. Mobley,1630596.0,4.0
246,PT05M12.00S,2023-03-16T00:34:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.521024967148489,51.470588235294116,1610612755,42,41,2023-03-16T00:34:25Z,2460000,False,-7.0,9.0,1,left,T. Harris driving reverse Layup (2 PTS) (J. Embiid 3 AST),"[202699, 203954]",1610612755.0,PHI,driving reverse,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.15,,,,,,,,,,J. Embiid,203954.0,3.0
248,PT05M02.00S,2023-03-16T00:34:28.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.64323258869908,49.754901960784316,1610612739,44,41,2023-03-16T00:34:33Z,2480000,False,-1.0,7.0,1,right,E. Mobley alley-oop Layup (9 PTS) (C. LeVert 3 AST),"[1630596, 1627747]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,0.74,,,,,,,,,,C. LeVert,1627747.0,3.0
250,PT04M46.00S,2023-03-16T00:34:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,14.799605781865965,37.99019607843137,1610612755,44,41,2023-03-16T00:34:51Z,2500000,False,60.0,87.0,1,left,MISS T. Harris 10' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,10.54,,,,,,,,,,,,
251,PT04M44.00S,2023-03-16T00:34:47.6Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,44,41,2023-03-16T00:34:51Z,2510000,False,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,250.0,6.0,4.0,2.0,,,,,,,,
252,PT04M42.00S,2023-03-16T00:34:50.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627747,94.56307490144546,47.549019607843135,1610612739,46,41,2023-03-16T00:37:36Z,2520000,False,-12.0,-1.0,1,right,C. LeVert running DUNK (7 PTS) (E. Mobley 5 AST),"[1627747, 1630596]",1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.24,,,,,,,,,,E. Mobley,1630596.0,5.0
254,PT04M42.00S,2023-03-16T00:34:58.7Z,2,REGULAR,foul,technical,['1freethrow'],202699,,,1610612755,46,41,2023-03-16T00:35:20Z,2540000,False,,,0,,T. Harris technical FOUL (2 Tech),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,101284.0,2.0,2.0,,,,,,,,,,,,,,,,,
255,PT04M42.00S,2023-03-16T00:35:24.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,46,41,2023-03-16T00:35:24Z,2550000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M42.00S,2023-03-16T00:38:28.6Z,2,REGULAR,freethrow,1 of 1,[],1628378,,,1610612755,47,41,2023-03-16T00:38:28Z,2560000,False,,,0,,D. Mitchell technical Free Throw 1 of 1 (8 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
257,PT04M29.00S,2023-03-16T00:38:55.2Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612755,47,41,2023-03-16T00:39:14Z,2570000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630596, 203954]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,1204.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
259,PT04M29.00S,2023-03-16T00:39:25.7Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,47,42,2023-03-16T00:39:25Z,2590000,False,,,0,,J. Embiid Free Throw 1 of 2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
260,PT04M29.00S,2023-03-16T00:39:42.7Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,47,43,2023-03-16T00:39:42Z,2600000,False,,,0,,J. Embiid Free Throw 2 of 2 (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
261,PT04M09.00S,2023-03-16T00:40:05.3Z,2,REGULAR,3pt,Jump Shot,[],1630171,89.30683311432325,97.05882352941177,1610612739,50,43,2023-03-16T00:40:09Z,2610000,False,235.0,48.0,1,right,I. Okoro 24' 3PT  (6 PTS) (C. LeVert 4 AST),"[1630171, 1627747]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,,Made,6.0,24.01,,,,,,,,,,C. LeVert,1627747.0,4.0
