actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
14,PT10M41.00S,2023-03-05T00:42:44.1Z,1,REGULAR,2pt,Jump Shot,[],1630164,27.54599211563732,49.50980392156863,1610612765,2,2,2023-03-05T00:42:48Z,140000,False,2.0,206.0,1,left,MISS J. Wiseman 20' Jump Shot,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Center,20.64,Missed,,,,,,,,,,,,,,,,,,
15,PT10M39.00S,2023-03-05T00:42:46.3Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,2,2,2023-03-05T00:42:46Z,150000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M29.00S,2023-03-05T00:42:57.9Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612765,2,2,2023-03-05T00:43:11Z,160000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Wiseman 2 FT),"[1629636, 1630164]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,1.0,0.0,Wiseman,1630164.0,,,,,
18,PT10M29.00S,2023-03-05T00:43:24.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630164,,,1610612765,2,2,2023-03-05T00:43:24Z,180000,False,,,0,,MISS J. Wiseman Free Throw 1 of 2,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT10M29.00S,2023-03-05T00:43:24.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,2,2,2023-03-05T00:43:24Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2023-03-05T00:43:38.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630164,,,1610612765,2,3,2023-03-05T00:43:38Z,200000,False,,,0,,J. Wiseman Free Throw 2 of 2 (1 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
21,PT10M19.00S,2023-03-05T00:43:51.6Z,1,REGULAR,2pt,Jump Shot,[],1629636,92.32917214191852,70.09803921568627,1610612739,4,3,2023-03-05T00:44:07Z,210000,False,100.0,20.0,1,right,D. Garland 10' fadeaway Jump Shot (2 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,10.24,Made,,,,,,,,2.0,,,,,,E. Mobley,1630596.0,1.0,,
25,PT09M54.00S,2023-03-05T00:44:16.4Z,1,REGULAR,2pt,Jump Shot,[],1630165,22.552562417871222,57.107843137254896,1610612765,4,3,2023-03-05T00:51:41Z,230000,False,-36.0,159.0,1,left,MISS K. Hayes 16' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,16.34,Missed,,,,,,,,,,,,,,,,,,
26,PT09M51.00S,2023-03-05T00:44:19.4Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,4,3,2023-03-05T00:44:28Z,240000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Center,,,25.0,2.0,0.0,2.0,,,,,,,,,,,,,,
27,PT09M46.00S,2023-03-05T00:44:24.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631093,12.171484888304862,4.166666666666666,1610612765,4,6,2023-03-05T00:44:31Z,250000,False,229.0,62.0,1,left,J. Ivey 3PT  (3 PTS) (M. Bagley III 1 AST),"[1631093, 1628963]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,23.74,Made,,,,,,,,3.0,,,,,,M. Bagley III,1628963.0,1.0,,
29,PT09M39.00S,2023-03-05T00:44:32.7Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,4,6,2023-03-05T00:44:37Z,270000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1628963]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Bagley III,1628963.0,,,,,,,,,,,
30,PT09M39.00S,2023-03-05T00:44:32.7Z,1,REGULAR,steal,,[],1628963,,,1610612765,4,6,2023-03-05T00:54:23Z,280000,False,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
31,PT09M17.00S,2023-03-05T00:44:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630164,8.492115637319317,54.166666666666664,1610612765,4,6,2023-03-05T00:45:02Z,290000,False,-21.0,27.0,1,left,MISS J. Wiseman driving Layup - blocked,"[1630164, 1630596]",1610612765.0,DET,driving,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,Mobley,1630596.0
32,PT09M17.00S,2023-03-05T00:44:54.3Z,1,REGULAR,block,,[],1630596,,,1610612765,4,6,2023-03-05T00:44:57Z,300000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M11.00S,2023-03-05T00:45:00.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,4,6,2023-03-05T00:45:02Z,310000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M07.00S,2023-03-05T00:45:04.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.7562417871222,65.44117647058823,1610612739,7,6,2023-03-05T00:54:48Z,320000,False,77.0,251.0,1,right,D. Mitchell 26' 3PT step back (5 PTS) (D. Garland 1 AST),"[1628378, 1629636]",1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.22,Made,,,,,,,,5.0,,,,,,D. Garland,1629636.0,1.0,,
35,PT08M48.00S,2023-03-05T00:45:22.8Z,1,REGULAR,3pt,Jump Shot,[],1631093,29.6484888304862,73.77450980392157,1610612765,7,6,2023-03-05T00:45:27Z,330000,False,-119.0,226.0,1,left,MISS J. Ivey 25' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
36,PT08M48.00S,2023-03-05T00:45:22.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,7,6,2023-03-05T00:45:27Z,340000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,35.0,,,,,,,,,,,,,,,,,
38,PT08M40.00S,2023-03-05T00:45:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,87.33574244415243,51.225490196078425,1610612739,7,6,2023-03-05T00:56:49Z,360000,False,6.0,67.0,1,right,MISS E. Mobley 6' cutting Layup - blocked,"[1630596, 1628963]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.68,Missed,,,,,,,,,,,,,,,,,Bagley III,1628963.0
39,PT08M40.00S,2023-03-05T00:45:35.6Z,1,REGULAR,block,,[],1628963,,,1610612739,7,6,2023-03-05T00:45:38Z,370000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M40.00S,2023-03-05T00:45:35.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,7,6,2023-03-05T00:45:42Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,38.0,,,,,,,,,,,,,,,,,
42,PT08M37.00S,2023-03-05T00:46:03.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628386,82.07950065703022,57.84313725490197,1610612739,9,6,2023-03-05T00:46:09Z,400000,False,39.0,116.0,1,right,J. Allen 12' Jump Shot (2 PTS) (D. Mitchell 1 AST),"[1628386, 1628378]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,12.24,Made,,,,,,,,2.0,,,,,,D. Mitchell,1628378.0,1.0,,
44,PT08M17.00S,2023-03-05T00:46:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,19.66162943495401,56.127450980392155,1610612765,9,6,2023-03-05T00:46:36Z,420000,False,-31.0,132.0,1,left,MISS K. Hayes 13' fadeaway Shot,[1630165],1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,13.58,Missed,,,,,,,,,,,,,,,,,,
45,PT08M15.00S,2023-03-05T00:46:25.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,9,6,2023-03-05T00:46:36Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,,,,,,,,,,,,,,,,,
47,PT08M05.00S,2023-03-05T00:46:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,83.78777923784494,52.20588235294118,1610612739,9,6,2023-03-05T00:57:39Z,450000,False,11.0,100.0,1,right,MISS J. Allen 10' floating Shot,[1628386],1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,10.05,Missed,,,,,,,,,,,,,,,,,,
48,PT08M03.00S,2023-03-05T00:46:44.3Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,9,6,2023-03-05T00:46:46Z,460000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:3),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,
49,PT07M56.00S,2023-03-05T00:46:50.8Z,1,REGULAR,turnover,lost ball,[],1630164,,,1610612765,9,6,2023-03-05T00:46:57Z,470000,False,,,0,,J. Wiseman lost ball TURNOVER (2 TO),"[1630164, 1629636]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Right,,,,,,,2.0,Garland,1629636.0,,,,,,,,,,,
50,PT07M56.00S,2023-03-05T00:46:50.8Z,1,REGULAR,steal,,[],1629636,,,1610612739,9,6,2023-03-05T00:46:53Z,480000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
51,PT07M53.00S,2023-03-05T00:46:56.3Z,1,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612739,9,6,2023-03-05T00:47:04Z,490000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Okoro 2 FT),"[1631093, 1630171]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626302.0,1.0,0.0,Okoro,1630171.0,,,,,
53,PT07M53.00S,2023-03-05T00:47:25.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630171,,,1610612739,9,6,2023-03-05T00:47:25Z,510000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
54,PT07M53.00S,2023-03-05T00:47:25.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,9,6,2023-03-05T00:47:25Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,
57,PT07M53.00S,2023-03-05T00:47:38.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630171,,,1610612739,10,6,2023-03-05T00:47:38Z,530000,False,,,0,,I. Okoro Free Throw 2 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
59,PT07M28.00S,2023-03-05T00:48:04.7Z,1,REGULAR,3pt,Jump Shot,[],1630587,29.517082785808146,73.77450980392157,1610612765,10,6,2023-03-05T00:48:08Z,540000,False,-119.0,225.0,1,left,MISS I. Livers 25' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
60,PT07M25.00S,2023-03-05T00:48:07.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,10,6,2023-03-05T00:48:07Z,550000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT07M19.00S,2023-03-05T00:48:14.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,92.59198423127464,51.225490196078425,1610612739,12,6,2023-03-05T00:48:19Z,560000,False,6.0,17.0,1,right,I. Okoro cutting DUNK (3 PTS) (E. Mobley 2 AST),"[1630171, 1630596]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,3.0,,,,,,E. Mobley,1630596.0,2.0,,
63,PT07M03.00S,2023-03-05T00:48:30.1Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,12,6,2023-03-05T00:48:39Z,580000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1628378]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Mitchell,1628378.0,,,,,,,,,,,
64,PT07M03.00S,2023-03-05T00:48:30.1Z,1,REGULAR,steal,,[],1628378,,,1610612739,12,6,2023-03-05T00:48:39Z,590000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT07M00.00S,2023-03-05T00:48:34.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,94.30026281208936,50.245098039215684,1610612739,14,6,2023-03-05T00:48:46Z,600000,False,1.0,1.0,1,right,D. Mitchell running DUNK (7 PTS) (D. Garland 2 AST),"[1628378, 1629636]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,,7.0,,,,,,D. Garland,1629636.0,2.0,,
67,PT07M00.00S,2023-03-05T00:48:59.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,14,6,2023-03-05T00:48:59Z,620000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M49.00S,2023-03-05T00:51:48.0Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612765,14,6,2023-03-05T00:51:59Z,630000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1628386, 1628963]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628171.0,1.0,0.0,Bagley III,1628963.0,,,,,
70,PT06M49.00S,2023-03-05T00:52:19.9Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,14,6,2023-03-05T00:52:42Z,650000,False,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT06M49.00S,2023-03-05T00:52:19.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,14,6,2023-03-05T00:52:42Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,
72,PT06M49.00S,2023-03-05T00:52:19.9Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,14,6,2023-03-05T00:52:42Z,670000,False,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT06M46.00S,2023-03-05T00:52:22.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,6,2023-03-05T00:52:42Z,680000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT06M33.00S,2023-03-05T00:52:54.0Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,14,6,2023-03-05T00:52:57Z,690000,False,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1630164]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,,,,2.0,Wiseman,1630164.0,,,,,,,,,,,
75,PT06M33.00S,2023-03-05T00:52:54.0Z,1,REGULAR,steal,,[],1630164,,,1610612765,14,6,2023-03-05T00:52:56Z,700000,False,,,0,,J. Wiseman STEAL (1 STL),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
76,PT06M20.00S,2023-03-05T00:53:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,7.5722733245729295,48.03921568627451,1610612765,14,8,2023-03-05T00:53:16Z,710000,False,10.0,19.0,1,left,M. Bagley III driving Layup (4 PTS) (K. Hayes 1 AST),"[1628963, 1630165]",1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,4.0,,,,,,K. Hayes,1630165.0,1.0,,
78,PT06M07.00S,2023-03-05T00:53:20.1Z,1,REGULAR,3pt,Jump Shot,[],1630171,92.59198423127464,96.07843137254902,1610612739,14,8,2023-03-05T00:53:25Z,730000,False,230.0,17.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2023-03-05T00:53:23.1Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,14,8,2023-03-05T00:53:25Z,740000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT05M57.00S,2023-03-05T00:53:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,16.63929040735874,40.44117647058824,1610612765,14,10,2023-03-05T00:53:37Z,750000,False,48.0,104.0,1,left,K. Hayes 11' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,11.44,Made,,,,,,,,2.0,,,,,,,,,,
81,PT05M43.00S,2023-03-05T00:53:47.7Z,1,REGULAR,foul,personal,[],1630165,,,1610612739,14,10,2023-03-05T00:53:55Z,760000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1629636]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1626302.0,1.0,0.0,Garland,1629636.0,,,,,
83,PT05M43.00S,2023-03-05T00:53:54.9Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,14,10,2023-03-05T00:54:00Z,780000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M43.00S,2023-03-05T00:53:54.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,14,10,2023-03-05T00:54:00Z,790000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M43.00S,2023-03-05T00:54:06.7Z,1,REGULAR,substitution,out,[],1628963,,,1610612739,14,10,2023-03-05T00:54:15Z,800000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M43.00S,2023-03-05T00:54:06.7Z,1,REGULAR,substitution,in,[],1628977,,,1610612739,14,10,2023-03-05T00:54:15Z,810000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
