actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-04-03T00:10:46.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-03T00:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-03T00:10:50.7Z,1,REGULAR,jumpball,recovered,[],1629614,,,1610612754,0,0,2023-04-03T00:10:50Z,40000,False,,,0,,Jump Ball I. Jackson vs. J. Allen: Tip to A. Nembhard,"[1629614, 1630543, 1628386]",1610612754.0,IND,startperiod,A. Nembhard,1629614.0,Nembhard,A. Nembhard,Jackson,1630543.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-04-03T00:11:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,7.966491458607096,50.49019607843137,1610612754,0,0,2023-04-03T00:11:14Z,70000,False,-2.0,22.0,1,left,MISS J. Nwora driving Layup - blocked,"[1629670, 1630596]",1610612754.0,IND,driving,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,2.25,Missed,Mobley,1630596.0,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-04-03T00:11:07.4Z,1,REGULAR,block,,[],1630596,,,1610612754,0,0,2023-04-03T00:11:10Z,80000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2023-04-03T00:11:14.4Z,1,REGULAR,rebound,offensive,[],1629670,,,1610612754,0,0,2023-04-03T00:11:14Z,90000,False,,,0,,J. Nwora REBOUND (Off:1 Def:0),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M31.00S,2023-04-03T00:11:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,7.835085413929041,48.03921568627451,1610612754,0,0,2023-04-03T00:11:20Z,100000,False,10.0,21.0,1,left,MISS J. Nwora putback Layup,[1629670],1610612754.0,IND,putback,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
11,PT11M27.00S,2023-04-03T00:11:18.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2023-04-03T00:11:20Z,110000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M24.00S,2023-04-03T00:11:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.72339027595268,51.225490196078425,1610612739,2,0,2023-04-03T00:11:56Z,120000,False,6.0,16.0,1,right,D. Garland driving finger roll Layup (2 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,2.0,,,,,,,,,,,
14,PT11M19.00S,2023-04-03T00:11:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630543,14.799605781865965,37.5,1610612754,2,0,2023-04-03T00:11:34Z,140000,False,62.0,87.0,1,left,MISS I. Jackson 10' driving floating Shot,[1630543],1610612754.0,IND,driving floating,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Right,10.68,Missed,,,,,,,,,,,,,,,,,,
15,PT11M19.00S,2023-04-03T00:11:27.1Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,2,0,2023-04-03T00:11:34Z,150000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Right,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT11M11.00S,2023-04-03T00:11:34.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,82.7365308804205,46.81372549019608,1610612739,2,0,2023-04-03T00:11:40Z,160000,False,-16.0,110.0,1,right,MISS J. Allen 11' driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,11.09,Missed,,,,,,,,,,,,,,,,,,
17,PT11M09.00S,2023-04-03T00:11:36.8Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,2,0,2023-04-03T00:11:40Z,170000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT10M59.00S,2023-04-03T00:11:47.0Z,1,REGULAR,3pt,Jump Shot,[],1631097,22.158344283837057,90.93137254901961,1610612754,2,3,2023-04-03T00:11:55Z,180000,False,-205.0,156.0,1,left,B. Mathurin 25' 3PT step back (3 PTS),[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,25.72,Made,,,,,,,3.0,,,,,,,,,,,
19,PT10M42.00S,2023-04-03T00:12:08.2Z,1,REGULAR,violation,kicked ball,[],1630174,,,1610612739,2,3,2023-04-03T00:12:11Z,190000,False,,,0,,A. Nesmith kicked ball VIOLATION,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,202037.0,,,,,,,,,,
20,PT10M35.00S,2023-04-03T00:12:25.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,68.9388961892247,73.52941176470588,1610612739,2,3,2023-04-03T00:12:32Z,200000,False,118.0,239.0,1,right,MISS D. Garland 26' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
21,PT10M30.00S,2023-04-03T00:12:30.9Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612754,2,3,2023-04-03T00:12:32Z,210000,False,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,
22,PT10M28.00S,2023-04-03T00:12:33.6Z,1,REGULAR,turnover,bad pass,[],1629670,,,1610612754,2,3,2023-04-03T00:12:37Z,220000,False,,,0,,J. Nwora bad pass TURNOVER (1 TO),"[1629670, 1629636]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Garland,1629636.0,,,,,,,
23,PT10M28.00S,2023-04-03T00:12:33.6Z,1,REGULAR,steal,,[],1629636,,,1610612739,2,3,2023-04-03T00:12:36Z,230000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
24,PT10M23.00S,2023-04-03T00:12:38.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,94.69448094612353,51.470588235294116,1610612739,4,3,2023-04-03T00:12:42Z,240000,False,7.0,-3.0,1,right,E. Mobley DUNK (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,,,2.0,,,,,D. Garland,1629636.0,1.0,,,,
26,PT10M09.00S,2023-04-03T00:12:51.6Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,4,3,2023-04-03T00:12:59Z,260000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 1628386]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Allen,1628386.0,,,,,,,
27,PT10M09.00S,2023-04-03T00:12:51.6Z,1,REGULAR,steal,,[],1628386,,,1610612739,4,3,2023-04-03T00:12:56Z,270000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M58.00S,2023-04-03T00:13:03.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,87.33574244415243,45.09803921568628,1610612739,6,3,2023-04-03T00:13:09Z,280000,False,-25.0,67.0,1,right,E. Mobley 7' driving Hook (4 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,,,,,,,4.0,,,,,,,,,,,
29,PT09M49.00S,2023-04-03T00:13:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,19.793035479632064,38.72549019607843,1610612754,6,5,2023-04-03T00:13:16Z,290000,False,56.0,134.0,1,left,A. Nembhard 14' fadeaway Jump Shot (2 PTS),[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,14.5,Made,,,,,,,2.0,,,,,,,,,,,
30,PT09M35.00S,2023-04-03T00:13:26.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.03745072273325,49.754901960784316,1610612739,8,5,2023-04-03T00:13:30Z,300000,False,-1.0,4.0,1,right,D. Mitchell driving Layup (2 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,2.0,,,,,,,,,,,
31,PT09M17.00S,2023-04-03T00:13:45.7Z,1,REGULAR,foul,offensive,[],1630543,,,1610612754,8,5,2023-04-03T00:14:02Z,310000,False,,,0,,I. Jackson offensive FOUL (1 PF),"[1630543, 1629731]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202049.0,,,,,,,1.0,0.0,Wade,1629731.0
33,PT09M17.00S,2023-04-03T00:13:45.7Z,1,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,8,5,2023-04-03T00:13:45Z,330000,False,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202049.0,1.0,,,,,,,,,
34,PT09M03.00S,2023-04-03T00:14:12.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,93.24901445466492,50.49019607843137,1610612739,8,5,2023-04-03T00:14:18Z,340000,False,2.0,11.0,1,right,MISS D. Garland driving Layup - blocked,"[1629636, 1630543]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.13,Missed,Jackson,1630543.0,,,,,,,,,,,,,,,,
