actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-14T00:10:30.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-14T00:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-14T00:10:33.1Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2023-02-14T00:10:33Z,40000,False,,,0,,Jump Ball J. Allen vs. Z. Collins: Tip to E. Mobley,"[1630596, 1628386, 1628380]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-02-14T00:10:51.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.64323258869908,49.754901960784316,1610612739,2,0,2023-02-14T00:11:18Z,70000,False,-1.0,7.0,1,right,E. Mobley cutting DUNK (2 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-02-14T00:11:04.0Z,1,REGULAR,3pt,Jump Shot,[],1628380,27.54599211563732,12.990196078431374,1610612759,2,3,2023-02-14T00:14:00Z,90000,False,185.0,206.0,1,left,Z. Collins 27' 3PT  (3 PTS) (M. Branham 1 AST),"[1628380, 1631103]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,27.72,Made,3.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
12,PT11M08.00S,2023-02-14T00:11:33.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,86.28449408672799,46.32352941176471,1610612739,4,3,2023-02-14T00:13:05Z,120000,False,-18.0,76.0,1,right,E. Mobley 7' Hook (4 PTS) (D. Mitchell 2 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,4.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,
14,PT10M54.00S,2023-02-14T00:11:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,7.30946123521682,50.49019607843137,1610612759,4,3,2023-02-14T00:14:39Z,140000,False,-2.0,16.0,1,left,MISS J. Sochan driving reverse Layup,[1631110],1610612759.0,SAS,driving reverse,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2023-02-14T00:11:49.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,3,2023-02-14T00:11:49Z,150000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M48.00S,2023-02-14T00:11:53.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630596,94.69448094612353,48.77450980392157,1610612739,6,3,2023-02-14T00:17:56Z,160000,False,-6.0,-3.0,1,right,E. Mobley driving Layup (6 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.66,Made,6.0,,,,,,,,,,,,,,,,,
17,PT10M28.00S,2023-02-14T00:12:13.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,10.988830486202366,43.13725490196079,1610612759,6,3,2023-02-14T00:12:28Z,170000,False,34.0,51.0,1,left,MISS K. Johnson 6' Hook,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,,,,,,,
18,PT10M23.00S,2023-02-14T00:12:17.5Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,6,3,2023-02-14T00:12:17Z,180000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
