actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-21T00:40:44.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-21T00:40:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2023-01-21T00:40:45.2Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2023-01-21T00:40:45Z,40000,False,,,0,,Jump Ball J. Allen vs. K. Looney: Tip to E. Mobley,"[1630596, 1628386, 1626172]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-01-21T00:40:58.8Z,1,REGULAR,2pt,Jump Shot,[],1630596,80.23981603153744,69.85294117647058,1610612739,2,0,2023-01-21T00:41:05Z,70000,False,99.0,133.0,1,right,E. Mobley 16' pullup Jump Shot (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,16.61,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2023-01-21T00:41:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,16.770696452036795,62.5,1610612744,2,0,2023-01-21T00:41:39Z,90000,False,-62.0,105.0,1,left,MISS J. Kuminga 12' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Left,12.23,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2023-01-21T00:41:24.4Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,2,0,2023-01-21T00:41:24Z,100000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M13.00S,2023-01-21T00:41:26.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,6.915243101182654,4.411764705882353,1610612744,2,3,2023-01-21T00:41:41Z,110000,False,228.0,13.0,1,left,J. Poole 3PT  (3 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,22.82,Made,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
13,PT11M00.00S,2023-01-21T00:41:39.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,93.51182654402102,66.42156862745098,1610612739,2,3,2023-01-21T00:41:51Z,130000,False,82.0,8.0,1,right,MISS D. Garland 8' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,8.25,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2023-01-21T00:41:39.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,2,3,2023-01-21T00:41:51Z,140000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M57.00S,2023-01-21T00:41:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,93.24901445466492,51.470588235294116,1610612739,4,3,2023-01-21T00:41:56Z,150000,False,7.0,11.0,1,right,J. Allen putback Layup (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.33,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2023-01-21T00:42:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,8.229303547963205,55.63725490196079,1610612744,4,3,2023-01-21T00:42:19Z,170000,False,-28.0,25.0,1,left,MISS J. Kuminga driving Layup - blocked,"[1630228, 1628386]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,Allen,1628386.0,,,,,,,,
