actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
193,PT08M12.00S,2022-11-19T01:18:50.4Z,2,REGULAR,block,,[],1630208,,,1610612739,33,24,2022-11-19T01:18:53Z,1920000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT08M11.00S,2022-11-19T01:18:51.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,33,24,2022-11-19T01:20:05Z,1930000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,192.0,,,,,,1.0,1.0,0.0,,
195,PT08M03.00S,2022-11-19T01:18:59.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,27.54599211563732,16.666666666666664,1610612766,33,27,2022-11-19T01:20:46Z,1940000,False,167.0,206.0,1,left,T. Rozier 26' 3PT running (5 PTS) (G. Hayward 2 AST),"[1626179, 202330]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,26.53,Made,5.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
196,PT07M56.00S,2022-11-19T01:19:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.51182654402102,50.98039215686274,1610612739,35,27,2022-11-19T01:22:00Z,1950000,False,5.0,8.0,1,right,C. LeVert driving reverse Layup (2 PTS),[1627747],1610612739.0,CLE,driving reverse,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,,,,,,,,,,,,,,,,,
197,PT07M34.00S,2022-11-19T01:19:29.2Z,2,REGULAR,3pt,Jump Shot,[],1626179,20.318659658344284,7.352941176470589,1610612766,35,27,2022-11-19T01:19:42Z,1960000,False,213.0,138.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
198,PT07M34.00S,2022-11-19T01:19:29.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,35,27,2022-11-19T01:19:42Z,1970000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,197.0,,,,,,,,,,
199,PT07M32.00S,2022-11-19T01:19:38.7Z,2,REGULAR,foul,personal,[],1630208,,,1610612739,35,27,2022-11-19T01:19:43Z,1980000,False,,,0,,N. Richards loose ball personal FOUL (2 PF),"[1630208, 201567]",1610612766.0,CHA,loose ball,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,2.0,0.0,Love,201567.0,,,,,
201,PT07M32.00S,2022-11-19T01:19:45.6Z,2,REGULAR,substitution,out,[],1629636,,,1610612739,35,27,2022-11-19T01:20:19Z,2000000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M32.00S,2022-11-19T01:19:45.6Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,35,27,2022-11-19T01:20:19Z,2010000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M32.00S,2022-11-19T01:19:45.6Z,2,REGULAR,substitution,out,[],1629023,,,1610612739,35,27,2022-11-19T01:20:59Z,2015000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M32.00S,2022-11-19T01:19:45.6Z,2,REGULAR,substitution,in,[],1630539,,,1610612739,35,27,2022-11-19T01:20:59Z,2017500,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M08.00S,2022-11-19T01:20:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630205,72.48685939553219,17.892156862745097,1610612739,35,27,2022-11-19T01:20:28Z,2020000,False,-161.0,206.0,1,right,MISS L. Stevens 26' 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
204,PT07M05.00S,2022-11-19T01:20:26.1Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,35,27,2022-11-19T01:20:26Z,2030000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,203.0,,,,,,1.0,1.0,0.0,,
205,PT07M00.00S,2022-11-19T01:20:40.3Z,2,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612766,35,27,2022-11-19T01:20:51Z,2040000,False,,,0,,L. Stevens shooting personal FOUL (2 PF) (Hayward 2 FT),"[1630205, 202330]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2005.0,2.0,0.0,Hayward,202330.0,,,,,
209,PT07M00.00S,2022-11-19T01:21:00.4Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,35,28,2022-11-19T01:21:00Z,2060000,False,,,0,,G. Hayward Free Throw 1 of 2 (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
210,PT07M00.00S,2022-11-19T01:21:00.4Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,35,28,2022-11-19T01:21:23Z,2070000,False,,,0,,MISS G. Hayward Free Throw 2 of 2,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
211,PT06M58.00S,2022-11-19T01:21:02.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,35,28,2022-11-19T01:21:23Z,2080000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,210.0,,,,,,3.0,3.0,0.0,,
212,PT06M43.00S,2022-11-19T01:21:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.03745072273325,49.26470588235294,1610612739,37,28,2022-11-19T01:24:28Z,2090000,False,-4.0,4.0,1,right,D. Mitchell driving finger roll Layup (13 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.51,Made,13.0,,,,,,,,,,,,,,,,,
213,PT06M31.00S,2022-11-19T01:21:44.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,8.492115637319317,50.49019607843137,1610612766,37,28,2022-11-19T01:21:53Z,2100000,False,-2.0,27.0,1,left,MISS N. Richards cutting DUNK - blocked,"[1630208, 1628386]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,Allen,1628386.0
214,PT06M31.00S,2022-11-19T01:21:44.8Z,2,REGULAR,block,,[],1628386,,,1610612766,37,28,2022-11-19T01:21:47Z,2110000,False,,,0,,J. Allen BLOCK (3 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT06M27.00S,2022-11-19T01:21:48.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,37,28,2022-11-19T01:21:53Z,2120000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,213.0,,,,,,1.0,1.0,0.0,,
216,PT06M25.00S,2022-11-19T01:21:56.9Z,2,REGULAR,foul,personal,[],1630539,,,1610612739,37,28,2022-11-19T01:22:07Z,2130000,False,,,0,,K. Jones personal FOUL (1 PF),"[1630539, 1627747]",1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,LeVert,1627747.0,,,,,
218,PT06M25.00S,2022-11-19T01:22:05.8Z,2,REGULAR,substitution,out,[],1626179,,,1610612739,37,28,2022-11-19T01:22:22Z,2150000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M25.00S,2022-11-19T01:22:05.8Z,2,REGULAR,substitution,out,[],1630208,,,1610612739,37,28,2022-11-19T01:22:22Z,2160000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M25.00S,2022-11-19T01:22:05.8Z,2,REGULAR,substitution,in,[],1630177,,,1610612739,37,28,2022-11-19T01:22:22Z,2170000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M25.00S,2022-11-19T01:22:05.8Z,2,REGULAR,substitution,in,[],203486,,,1610612739,37,28,2022-11-19T01:22:22Z,2180000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M15.00S,2022-11-19T01:22:26.1Z,2,REGULAR,3pt,Jump Shot,[],1628378,72.22404730617609,17.401960784313726,1610612739,37,28,2022-11-19T01:22:30Z,2190000,False,-163.0,209.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
223,PT06M12.00S,2022-11-19T01:22:28.7Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,37,28,2022-11-19T01:22:28Z,2200000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,222.0,,,,,,1.0,1.0,0.0,,
224,PT06M01.00S,2022-11-19T01:22:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.178055190538765,52.450980392156865,1610612766,37,28,2022-11-19T01:22:46Z,2210000,False,-12.0,15.0,1,left,MISS M. Plumlee cutting Layup,[203486],1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
225,PT05M57.00S,2022-11-19T01:22:44.1Z,2,REGULAR,rebound,offensive,[],1630539,,,1610612766,37,28,2022-11-19T01:22:46Z,2220000,False,,,0,,K. Jones REBOUND (Off:1 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,224.0,,,,,,2.0,1.0,1.0,,
226,PT05M57.00S,2022-11-19T01:22:43.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630539,5.590000152587891,50.0,1610612766,37,30,2022-11-19T01:22:43Z,2230000,False,0.0,0.0,1,left,K. Jones putback DUNK (2 PTS),[1630539],1610612766.0,CHA,putback,,,Jones,K. Jones,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
227,PT05M37.00S,2022-11-19T01:23:07.3Z,2,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,37,30,2022-11-19T01:23:18Z,2240000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (3 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,3.0,,,,1662.0,,,,,,,,,
228,PT05M37.00S,2022-11-19T01:23:11.7Z,2,REGULAR,substitution,out,[],201567,,,1610612766,37,30,2022-11-19T01:23:30Z,2250000,False,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M37.00S,2022-11-19T01:23:11.7Z,2,REGULAR,substitution,out,[],1627747,,,1610612766,37,30,2022-11-19T01:23:30Z,2260000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M37.00S,2022-11-19T01:23:11.7Z,2,REGULAR,substitution,out,[],202330,,,1610612766,37,30,2022-11-19T01:23:30Z,2270000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M37.00S,2022-11-19T01:23:11.7Z,2,REGULAR,substitution,in,[],1629636,,,1610612766,37,30,2022-11-19T01:23:30Z,2280000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M37.00S,2022-11-19T01:23:11.7Z,2,REGULAR,substitution,in,[],1630596,,,1610612766,37,30,2022-11-19T01:23:30Z,2290000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M37.00S,2022-11-19T01:23:11.7Z,2,REGULAR,substitution,in,[],1630547,,,1610612766,37,30,2022-11-19T01:23:30Z,2300000,False,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M29.00S,2022-11-19T01:23:38.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630205,,,1610612766,37,30,2022-11-19T01:23:53Z,2310000,False,,,0,,L. Stevens personal FOUL (3 PF) (Oubre Jr. 2 FT),"[1630205, 1626162]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1155.0,3.0,0.0,Oubre Jr.,1626162.0,,,,,
236,PT05M29.00S,2022-11-19T01:23:59.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626162,,,1610612766,37,31,2022-11-19T01:23:59Z,2330000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (1 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
237,PT05M29.00S,2022-11-19T01:24:00.9Z,2,REGULAR,substitution,out,[],1630205,,,1610612766,37,31,2022-11-19T01:24:05Z,2340000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M29.00S,2022-11-19T01:24:00.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612766,37,31,2022-11-19T01:24:05Z,2350000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M29.00S,2022-11-19T01:24:14.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626162,,,1610612766,37,32,2022-11-19T01:24:14Z,2360000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (2 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
240,PT05M14.00S,2022-11-19T01:24:31.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.64323258869908,49.754901960784316,1610612739,39,32,2022-11-19T01:24:37Z,2370000,False,-1.0,7.0,1,right,E. Mobley cutting DUNK (5 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.74,Made,5.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,,
242,PT04M50.00S,2022-11-19T01:24:54.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,10.200394218134035,3.6764705882352944,1610612766,39,32,2022-11-19T01:28:03Z,2390000,False,232.0,43.0,1,left,MISS K. Oubre Jr. step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
243,PT04M48.00S,2022-11-19T01:24:56.5Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,39,32,2022-11-19T01:25:01Z,2400000,False,,,0,,E. Mobley REBOUND (Off:1 Def:8),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,,,,,242.0,,,,,,9.0,8.0,1.0,,
244,PT04M40.00S,2022-11-19T01:25:04.9Z,2,REGULAR,2pt,Jump Shot,[],1629636,78.66294349540078,31.61764705882353,1610612739,39,32,2022-11-19T01:25:09Z,2410000,False,-92.0,148.0,1,right,MISS D. Garland 17' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,17.43,Missed,,,,,,,,,,,,,,,,,,
245,PT04M38.00S,2022-11-19T01:25:06.9Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,39,32,2022-11-19T01:25:09Z,2420000,False,,,0,,K. Jones REBOUND (Off:1 Def:2),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,244.0,,,,,,3.0,2.0,1.0,,
246,PT04M32.00S,2022-11-19T01:25:15.7Z,2,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612766,39,32,2022-11-19T01:25:21Z,2430000,False,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (1 TO),[1630177],1610612766.0,CHA,bad pass,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,2005.0,,,,,,,,,
247,PT04M21.00S,2022-11-19T01:25:34.2Z,2,REGULAR,foul,personal,['3freethrow'],1630547,,,1610612739,39,32,2022-11-19T01:25:46Z,2440000,False,,,0,,J. Bouknight shooting personal FOUL (1 PF) (Mitchell 3 FT),"[1630547, 1628378]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1662.0,1.0,0.0,Mitchell,1628378.0,,,,,
249,PT04M21.00S,2022-11-19T01:26:03.4Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1628378,,,1610612739,40,32,2022-11-19T01:26:03Z,2460000,False,,,0,,D. Mitchell Free Throw 1 of 3 (14 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
250,PT04M21.00S,2022-11-19T01:26:21.9Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1628378,,,1610612739,41,32,2022-11-19T01:26:21Z,2470000,False,,,0,,D. Mitchell Free Throw 2 of 3 (15 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
251,PT04M21.00S,2022-11-19T01:26:39.4Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1628378,,,1610612739,42,32,2022-11-19T01:26:39Z,2480000,False,,,0,,D. Mitchell Free Throw 3 of 3 (16 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
252,PT04M05.00S,2022-11-19T01:26:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.806176084099869,58.08823529411765,1610612766,42,34,2022-11-19T01:29:55Z,2490000,False,-40.0,40.0,1,left,K. Oubre Jr. driving finger roll Layup (4 PTS),[1626162],1610612766.0,CHA,driving finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,4.0,,,,,,,,,,,,,,,,,
253,PT03M52.00S,2022-11-19T01:27:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.1819973718791,45.83333333333333,1610612739,44,34,2022-11-19T01:27:19Z,2500000,False,-21.0,96.0,1,right,D. Garland 9' driving floating Jump Shot (10 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,9.84,Made,10.0,,,,,,,,,,,,,,,,,
254,PT03M42.00S,2022-11-19T01:27:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,6.783837056504599,51.470588235294116,1610612766,44,36,2022-11-19T01:27:31Z,2510000,False,-7.0,11.0,1,left,K. Oubre Jr. driving Layup (6 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.35,Made,6.0,,,,,,,,,,,,,,,,,
255,PT03M42.00S,2022-11-19T01:27:29.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630171,,,1610612766,44,36,2022-11-19T01:28:00Z,2520000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Oubre Jr. 1 FT),"[1630171, 1626162]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1662.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,
257,PT03M42.00S,2022-11-19T01:27:43.4Z,2,REGULAR,substitution,out,[],1630177,,,1610612766,44,36,2022-11-19T01:27:59Z,2540000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M42.00S,2022-11-19T01:27:43.4Z,2,REGULAR,substitution,out,[],1630539,,,1610612766,44,36,2022-11-19T01:27:59Z,2550000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M42.00S,2022-11-19T01:27:43.4Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,44,36,2022-11-19T01:27:59Z,2560000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M42.00S,2022-11-19T01:27:43.4Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,44,36,2022-11-19T01:27:59Z,2570000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M42.00S,2022-11-19T01:28:01.5Z,2,REGULAR,freethrow,1 of 1,[],1626162,,,1610612766,44,37,2022-11-19T01:28:01Z,2580000,False,,,0,,K. Oubre Jr. Free Throw 1 of 1 (7 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
262,PT03M28.00S,2022-11-19T01:28:05.7Z,2,REGULAR,2pt,Jump Shot,[],1628378,80.3712220762155,68.38235294117648,1610612739,44,37,2022-11-19T01:30:55Z,2590000,False,92.0,132.0,1,right,MISS D. Mitchell 16' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,16.08,Missed,,,,,,,,,,,,,,,,,,
263,PT03M26.00S,2022-11-19T01:28:07.7Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,44,37,2022-11-19T01:28:14Z,2600000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,262.0,,,,,,4.0,3.0,1.0,,
264,PT03M23.00S,2022-11-19T01:28:11.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,92.9862023653088,51.225490196078425,1610612739,46,37,2022-11-19T01:28:21Z,2610000,False,6.0,13.0,1,right,J. Allen putback Layup (10 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.47,Made,10.0,,,,,,,,,,,,,,,,,
265,PT03M09.00S,2022-11-19T01:28:25.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,24.655059132720105,13.480392156862745,1610612766,46,40,2022-11-19T01:28:32Z,2620000,False,183.0,179.0,1,left,K. Oubre Jr. 25' 3PT  (10 PTS) (P. Washington 2 AST),"[1626162, 1629023]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.59,Made,10.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,,
267,PT02M52.00S,2022-11-19T01:28:42.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,82.60512483574244,38.23529411764706,1610612739,48,40,2022-11-19T01:28:47Z,2640000,False,-59.0,111.0,1,right,D. Garland 12' driving floating Jump Shot (12 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,12.56,Made,12.0,,,,,,,,,,,,,,,,,
268,PT02M38.00S,2022-11-19T01:28:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,16.770696452036795,36.27450980392157,1610612766,48,42,2022-11-19T01:29:03Z,2650000,False,69.0,105.0,1,left,T. Rozier 12' floating Jump Shot (7 PTS),[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,12.55,Made,7.0,,,,,,,,,,,,,,,,,
269,PT02M24.00S,2022-11-19T01:29:10.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.64323258869908,50.245098039215684,1610612739,50,42,2022-11-19T01:29:16Z,2660000,False,1.0,7.0,1,right,E. Mobley cutting DUNK (7 PTS) (D. Mitchell 2 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.74,Made,7.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,
271,PT02M13.00S,2022-11-19T01:29:25.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630596,,,1610612766,50,42,2022-11-19T01:30:13Z,2680000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Washington 2 FT),"[1630596, 1629023]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2005.0,2.0,0.0,Washington,1629023.0,,,,,
273,PT02M13.00S,2022-11-19T01:29:44.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,50,42,2022-11-19T01:29:44Z,2700000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
