actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-17T00:41:44.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-17T00:41:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2022-12-17T00:41:46.3Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-12-17T00:41:46Z,40000,False,,,0,,Jump Ball J. Allen vs. M. Turner: Tip to E. Mobley,"[1630596, 1628386, 1626167]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-12-17T00:42:01.2Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612739,0,0,2022-12-17T00:42:12Z,70000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Allen 2 FT),"[1630188, 1628386]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2715.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
9,PT11M44.00S,2022-12-17T00:42:22.5Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,1,0,2022-12-17T00:42:22Z,90000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M44.00S,2022-12-17T00:42:36.9Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,2,0,2022-12-17T00:42:36Z,100000,False,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M25.00S,2022-12-17T00:42:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,7.703679369250986,50.98039215686274,1610612754,2,0,2022-12-17T00:43:04Z,110000,False,-5.0,20.0,1,left,MISS A. Nembhard driving floating bank Shot,[1629614],1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.05,,,,,,,,,,,,
12,PT11M22.00S,2022-12-17T00:43:01.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,0,2022-12-17T00:43:04Z,120000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M19.00S,2022-12-17T00:43:03.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630596,93.77463863337714,50.245098039215684,1610612739,4,0,2022-12-17T00:43:13Z,130000,False,1.0,6.0,1,right,E. Mobley running DUNK (2 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.61,,,,,D. Mitchell,1628378.0,1.0,,,,,
15,PT11M06.00S,2022-12-17T00:43:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.40801576872536,53.92156862745098,1610612754,4,0,2022-12-17T00:43:21Z,150000,False,-20.0,252.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.29,,,,,,,,,,,,
16,PT11M03.00S,2022-12-17T00:43:19.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,4,0,2022-12-17T00:43:21Z,160000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M54.00S,2022-12-17T00:43:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.77463863337714,52.20588235294118,1610612739,6,0,2022-12-17T00:44:00Z,170000,False,11.0,6.0,1,right,E. Mobley cutting Layup (4 PTS) (D. Mitchell 2 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.25,,,,,D. Mitchell,1628378.0,2.0,,,,,
19,PT10M53.00S,2022-12-17T00:43:39.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,6,0,2022-12-17T00:43:39Z,190000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M44.00S,2022-12-17T00:46:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,12.828515111695138,56.372549019607845,1610612754,6,2,2022-12-17T00:47:00Z,200000,False,-32.0,68.0,1,left,A. Nembhard 7' driving floating bank Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1629614, 1630169]",1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.52,,,,,T. Haliburton,1630169.0,1.0,,,,,
22,PT10M44.00S,2022-12-17T00:46:45.0Z,1,REGULAR,foul,personal,['1freethrow'],1629636,,,1610612754,6,2,2022-12-17T00:46:53Z,220000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Nembhard 1 FT),"[1629636, 1629614]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,2715.0,1.0,0.0,Nembhard,1629614.0,,,,,,,,,,,,,,,
24,PT10M44.00S,2022-12-17T00:47:04.7Z,1,REGULAR,freethrow,1 of 1,[],1629614,,,1610612754,6,3,2022-12-17T00:47:04Z,240000,False,,,0,,A. Nembhard Free Throw 1 of 1 (3 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
25,PT10M28.00S,2022-12-17T00:47:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,80.89684625492772,47.794117647058826,1610612739,6,3,2022-12-17T00:47:41Z,250000,False,-11.0,127.0,1,right,MISS E. Mobley 12' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.76,,,,,,,,,,,,
26,PT10M27.00S,2022-12-17T00:47:19.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,6,3,2022-12-17T00:47:24Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,25.0,,,,,,,,,,,
28,PT10M19.00S,2022-12-17T00:47:30.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,14.14257555847569,42.15686274509804,1610612754,6,5,2022-12-17T00:47:35Z,280000,False,39.0,80.0,1,left,J. Smith 8' turnaround Hook (2 PTS),[1630188],1610612754.0,IND,turnaround,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,8.94,,,,,,,,,,,,
29,PT10M03.00S,2022-12-17T00:47:45.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,72.61826544021025,5.637254901960785,1610612739,6,5,2022-12-17T00:47:50Z,290000,False,-222.0,205.0,1,right,MISS D. Mitchell 30' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,30.2,,,,,,,,,,,,
