actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-01T00:10:25.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-01T00:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-01T00:10:28.0Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612755,0,0,2022-12-01T00:10:28Z,40000,False,,,0,,Jump Ball J. Embiid vs. E. Mobley: Tip to P. Tucker,"[200782, 203954, 1630596]",1610612755.0,PHI,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Embiid,203954.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-12-01T00:10:45.8Z,1,REGULAR,turnover,lost ball,[],200782,,,1610612755,0,0,2022-12-01T00:10:52Z,70000,False,,,0,,P. Tucker lost ball TURNOVER (1 TO),"[200782, 1629731]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,1.0,Wade,1629731.0,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-12-01T00:10:45.8Z,1,REGULAR,steal,,[],1629731,,,1610612739,0,0,2022-12-01T00:10:48Z,80000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-12-01T00:10:54.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,74.85216819973719,86.51960784313727,1610612739,0,0,2022-12-01T00:10:58Z,90000,False,183.0,184.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,25.92,Missed,,,,,,,,,,,,,,,
10,PT11M28.00S,2022-12-01T00:10:56.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2022-12-01T00:10:58Z,100000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M16.00S,2022-12-01T00:11:09.0Z,1,REGULAR,2pt,Jump Shot,[],1629001,24.78646517739816,41.17647058823529,1610612755,0,2,2022-12-01T00:11:14Z,110000,False,44.0,180.0,1,left,D. Melton 18' pullup Jump Shot (2 PTS) (J. Embiid 1 AST),"[1629001, 203954]",1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,18.58,Made,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,
13,PT10M58.00S,2022-12-01T00:11:26.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.01905387647832,32.59803921568628,1610612739,0,2,2022-12-01T00:13:11Z,130000,False,-87.0,248.0,1,right,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,26.29,Missed,,,,,,,,,,,,,,,
14,PT10M55.00S,2022-12-01T00:11:29.3Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,0,2,2022-12-01T00:11:35Z,140000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M47.00S,2022-12-01T00:11:42.7Z,1,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,0,2,2022-12-01T00:11:52Z,150000,False,,,0,,S. Milton lost ball out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,lost ball,,,Milton,S. Milton,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,1830.0,,,,,,
17,PT10M24.00S,2022-12-01T00:12:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,93.9060446780552,49.50980392156863,1610612739,2,2,2022-12-01T00:14:22Z,170000,False,-2.0,5.0,1,right,E. Mobley Layup (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,0.54,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,
19,PT10M08.00S,2022-12-01T00:12:22.3Z,1,REGULAR,3pt,Jump Shot,[],200782,8.229303547963205,3.9215686274509802,1610612755,2,5,2022-12-01T00:12:26Z,190000,False,230.0,25.0,1,left,P. Tucker 3PT  (3 PTS) (J. Embiid 2 AST),"[200782, 203954]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,23.17,Made,,,,,3.0,J. Embiid,203954.0,2.0,,,,,,,
21,PT09M53.00S,2022-12-01T00:12:38.3Z,1,REGULAR,3pt,Jump Shot,[],1630596,66.70499342969777,54.90196078431373,1610612739,2,5,2022-12-01T00:12:42Z,210000,False,25.0,260.0,1,right,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,26.16,Missed,,,,,,,,,,,,,,,
22,PT09M49.00S,2022-12-01T00:12:42.3Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,2,5,2022-12-01T00:12:42Z,220000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT09M46.00S,2022-12-01T00:12:47.3Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612755,2,5,2022-12-01T00:13:32Z,230000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Harris 2 FT),"[1629731, 202699]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202053.0,1.0,0.0,Harris,202699.0,,
25,PT09M46.00S,2022-12-01T00:13:14.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202699,,,1610612755,2,6,2022-12-01T00:13:14Z,250000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
26,PT09M46.00S,2022-12-01T00:13:33.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202699,,,1610612755,2,7,2022-12-01T00:13:33Z,260000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
27,PT09M32.00S,2022-12-01T00:13:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,84.57621550591328,65.19607843137256,1610612739,2,7,2022-12-01T00:13:54Z,270000,False,76.0,92.0,1,right,MISS D. Mitchell 11' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,,,,11.97,Missed,,,,,,,,,,,,,,,
28,PT09M28.00S,2022-12-01T00:13:52.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,7,2022-12-01T00:13:54Z,280000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,
29,PT09M22.00S,2022-12-01T00:13:58.2Z,1,REGULAR,2pt,Jump Shot,[],1629001,28.203022339027594,30.88235294117647,1610612755,2,9,2022-12-01T00:14:12Z,290000,False,96.0,213.0,1,left,D. Melton 23' Jump Shot (4 PTS) (J. Embiid 3 AST),"[1629001, 203954]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Right Center,,,,23.31,Made,,,,,4.0,J. Embiid,203954.0,3.0,,,,,,,
31,PT09M10.00S,2022-12-01T00:14:12.8Z,1,REGULAR,2pt,Jump Shot,[],1629636,79.31997371879106,50.98039215686274,1610612739,2,9,2022-12-01T00:14:27Z,310000,False,5.0,142.0,1,right,MISS D. Garland 14' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,,,,14.2,Missed,,,,,,,,,,,,,,,
32,PT09M09.00S,2022-12-01T00:14:13.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,2,9,2022-12-01T00:14:27Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Center,,,,,,31.0,,,,,,,,,,,,,,
34,PT08M59.00S,2022-12-01T00:14:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,92.9862023653088,50.73529411764706,1610612739,4,9,2022-12-01T00:14:49Z,340000,False,4.0,13.0,1,right,D. Garland driving finger roll Layup (2 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,1.39,Made,,,,,2.0,,,,,,,,,,
35,PT08M36.00S,2022-12-01T00:15:04.1Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,4,9,2022-12-01T00:15:08Z,350000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1628378]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
36,PT08M36.00S,2022-12-01T00:15:04.1Z,1,REGULAR,steal,,[],1628378,,,1610612739,4,9,2022-12-01T00:15:06Z,360000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2022-12-01T00:15:10.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630596,92.59198423127464,49.50980392156863,1610612739,6,9,2022-12-01T00:16:32Z,370000,False,-2.0,17.0,1,right,E. Mobley running Layup (4 PTS),[1630596],1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,1.73,Made,,,,,4.0,,,,,,,,,,
38,PT08M16.00S,2022-12-01T00:15:23.6Z,1,REGULAR,3pt,Jump Shot,[],200782,5.519053876478318,3.944546568627451,1610612755,6,9,2022-12-01T00:15:36Z,380000,False,230.0,-1.0,1,left,MISS P. Tucker 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,23.03,Missed,,,,,,,,,,,,,,,
