shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
10:22,19,PT10M22.00S,2022-12-07T00:34:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,16.770696452036795,38.72549019607843,1610612739,8,2,2022-12-07T00:34:49Z,190000,False,56.0,105.0,1,left,J. Allen 11' floating Jump Shot (4 PTS) (D. Garland 3 AST),"[1628386, 1629636]",31,1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,4.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,
10:04,21,PT10M04.00S,2022-12-07T00:35:08.1Z,1,REGULAR,foul,technical,['1freethrow'],1630205,,,1610612747,8,2,2022-12-07T00:35:26Z,210000,False,,,0,,L. Stevens defensive-3-second technical FOUL (1 Tech),[1630205],8,1610612739.0,CLE,defensive-3-second,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,2004.0,0.0,1.0,,,,,,,
10:04,22,PT10M04.00S,2022-12-07T00:35:32.3Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,8,3,2022-12-07T00:35:32Z,220000,False,,,0,,A. Davis technical Free Throw 1 of 1 (1 PTS),[203076],3,1610612747.0,LAL,technical,,,Davis,A. Davis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
09:58,23,PT09M58.00S,2022-12-07T00:35:54.2Z,1,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612747,8,3,2022-12-07T00:36:03Z,230000,False,,,0,,L. Stevens shooting personal FOUL (1 PF) (Davis 2 FT),"[1630205, 203076]",8,1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,1.0,1.0,Davis,203076.0,,,,,
09:58,25,PT09M58.00S,2022-12-07T00:36:25.9Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,8,3,2022-12-07T00:36:49Z,250000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:58,26,PT09M58.00S,2022-12-07T00:36:25.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,8,3,2022-12-07T00:36:49Z,260000,False,,,0,,TEAM offensive REBOUND,[],,1610612747.0,LAL,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
09:58,27,PT09M58.00S,2022-12-07T00:36:25.9Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,8,3,2022-12-07T00:36:49Z,270000,False,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:55,28,PT09M55.00S,2022-12-07T00:36:28.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,8,3,2022-12-07T00:36:49Z,280000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
09:42,29,PT09M42.00S,2022-12-07T00:37:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,16.63929040735874,37.254901960784316,1610612739,10,3,2022-12-07T00:37:05Z,290000,False,64.0,104.0,1,left,D. Garland 12' pullup Jump Shot (2 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",10,1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Right,12.19,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
09:30,31,PT09M30.00S,2022-12-07T00:37:13.0Z,1,REGULAR,3pt,Jump Shot,[],201976,93.51182654402102,2.696078431372549,1610612747,10,3,2022-12-07T00:37:18Z,310000,False,-237.0,8.0,1,right,MISS P. Beverley 3PT,[201976],21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
09:27,32,PT09M27.00S,2022-12-07T00:37:16.0Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,10,3,2022-12-07T00:37:18Z,320000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
09:14,33,PT09M14.00S,2022-12-07T00:37:28.9Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,10,3,2022-12-07T00:37:33Z,330000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 2544]",31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,James,2544.0,,
09:14,34,PT09M14.00S,2022-12-07T00:37:28.9Z,1,REGULAR,steal,,[],2544,,,1610612747,10,3,2022-12-07T00:37:31Z,340000,False,,,0,,L. James STEAL (1 STL),[2544],6,1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
09:09,35,PT09M09.00S,2022-12-07T00:37:34.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,94.1688567674113,50.73529411764706,1610612747,10,3,2022-12-07T00:37:42Z,350000,False,4.0,2.0,1,right,MISS L. James running DUNK,[2544],6,1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,0.44,Missed,,,,,,,,,,,,,,,,,,
09:04,36,PT09M04.00S,2022-12-07T00:37:39.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,10,3,2022-12-07T00:37:42Z,360000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,,,
09:03,37,PT09M03.00S,2022-12-07T00:37:39.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629022,70.38436268068331,21.323529411764707,1610612747,10,3,2022-12-07T00:37:45Z,370000,False,-143.0,226.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
09:00,38,PT09M00.00S,2022-12-07T00:37:42.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,10,3,2022-12-07T00:37:45Z,380000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,
08:58,39,PT08M58.00S,2022-12-07T00:37:59.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,10,3,2022-12-07T00:37:59Z,390000,False,,,0,,CLE Timeout,[],,1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:52,40,PT08M52.00S,2022-12-07T00:41:22.6Z,1,REGULAR,2pt,Jump Shot,[],1628378,20.18725361366623,28.676470588235293,1610612739,10,3,2022-12-07T00:41:27Z,400000,False,107.0,137.0,1,left,MISS D. Mitchell 17' pullup Shot,[1628378],45,1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,17.38,Missed,,,,,,,,,,,,,,,,,,
08:50,41,PT08M50.00S,2022-12-07T00:41:24.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,10,3,2022-12-07T00:41:27Z,410000,False,,,0,,TEAM defensive REBOUND,[],,1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,40.0,,,,,,,,,,,,,
08:25,43,PT08M25.00S,2022-12-07T00:41:54.1Z,1,REGULAR,3pt,Jump Shot,[],201976,94.82588699080158,97.05882352941177,1610612747,10,6,2022-12-07T00:41:58Z,430000,False,235.0,-4.0,1,right,P. Beverley 3PT  (3 PTS) (L. Walker IV 1 AST),"[201976, 1629022]",21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,23.53,Made,3.0,L. Walker IV,1629022.0,1.0,,,,,,,,,,,,,,
08:08,45,PT08M08.00S,2022-12-07T00:42:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,17.427726675427067,38.970588235294116,1610612739,12,6,2022-12-07T00:42:15Z,450000,False,55.0,111.0,1,left,J. Allen 12' driving floating bank Jump Shot (6 PTS) (D. Mitchell 2 AST),"[1628386, 1628378]",31,1610612739.0,CLE,driving floating bank,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,12.42,Made,6.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,
08:00,47,PT08M00.00S,2022-12-07T00:42:19.7Z,1,REGULAR,3pt,Jump Shot,[],203471,80.23981603153744,95.09803921568627,1610612747,12,6,2022-12-07T00:42:23Z,470000,False,225.0,133.0,1,right,MISS D. Schroder 26' 3PT,[203471],17,1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
07:57,48,PT07M57.00S,2022-12-07T00:42:22.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,12,6,2022-12-07T00:42:23Z,480000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,
07:50,49,PT07M50.00S,2022-12-07T00:42:29.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,21.895532194480946,8.333333333333332,1610612739,12,6,2022-12-07T00:42:33Z,490000,False,208.0,153.0,1,left,MISS D. Garland 25' pullup 3PT,[1629636],10,1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
07:48,50,PT07M48.00S,2022-12-07T00:42:31.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,12,6,2022-12-07T00:42:33Z,500000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,
07:33,51,PT07M33.00S,2022-12-07T00:42:46.4Z,1,REGULAR,3pt,Jump Shot,[],2544,64.47109067017082,22.058823529411764,1610612747,12,9,2022-12-07T00:42:52Z,510000,False,-140.0,281.0,1,right,L. James 31' 3PT  (5 PTS) (P. Beverley 1 AST),"[2544, 201976]",6,1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,31.43,Made,5.0,P. Beverley,201976.0,1.0,,,,,,,,,,,,,,
07:16,53,PT07M16.00S,2022-12-07T00:43:02.8Z,1,REGULAR,3pt,Jump Shot,[],1630205,5.206964520367937,5.147058823529411,1610612739,12,9,2022-12-07T00:43:06Z,530000,False,224.0,-4.0,1,left,MISS L. Stevens 3PT,[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
07:15,54,PT07M15.00S,2022-12-07T00:43:03.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,12,9,2022-12-07T00:43:06Z,540000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,53.0,3.0,2.0,1.0,,,,,,,,,,
07:00,55,PT07M00.00S,2022-12-07T00:43:20.8Z,1,REGULAR,3pt,Jump Shot,[],2544,61.18593955321945,33.57843137254902,1610612747,12,9,2022-12-07T00:43:25Z,550000,False,-82.0,312.0,1,right,MISS L. James 32' 3PT,[2544],6,1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,32.3,Missed,,,,,,,,,,,,,,,,,,
06:56,56,PT06M56.00S,2022-12-07T00:43:24.8Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,12,9,2022-12-07T00:43:25Z,560000,False,,,0,,L. Stevens REBOUND (Off:0 Def:3),[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Center,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,
06:47,57,PT06M47.00S,2022-12-07T00:43:33.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.521024967148489,50.98039215686274,1610612739,14,9,2022-12-07T00:43:42Z,570000,False,-5.0,9.0,1,left,J. Allen DUNK (8 PTS) (D. Garland 4 AST),"[1628386, 1629636]",31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.01,Made,8.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,,
06:31,59,PT06M31.00S,2022-12-07T00:43:48.1Z,1,REGULAR,3pt,Jump Shot,[],1629022,73.9323258869908,84.80392156862744,1610612747,14,9,2022-12-07T00:43:53Z,590000,False,174.0,193.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
06:28,60,PT06M28.00S,2022-12-07T00:43:51.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,14,9,2022-12-07T00:43:53Z,600000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,,,
06:20,61,PT06M20.00S,2022-12-07T00:44:00.5Z,1,REGULAR,2pt,Jump Shot,[],1629636,8.754927726675426,26.225490196078432,1610612739,16,9,2022-12-07T00:44:05Z,610000,False,119.0,30.0,1,left,D. Garland 12' pullup Jump Shot (4 PTS) (E. Mobley 2 AST),"[1629636, 1630596]",10,1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,12.26,Made,4.0,E. Mobley,1630596.0,2.0,,,,,,,,,,,,,,
05:54,63,PT05M54.00S,2022-12-07T00:44:25.0Z,1,REGULAR,3pt,Jump Shot,[],201976,69.99014454664915,23.03921568627451,1610612747,16,9,2022-12-07T00:44:30Z,630000,False,-135.0,230.0,1,right,MISS P. Beverley 26' 3PT,[201976],21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
05:51,64,PT05M51.00S,2022-12-07T00:44:28.0Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,16,9,2022-12-07T00:44:30Z,640000,False,,,0,,L. Stevens REBOUND (Off:0 Def:4),[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,,,,63.0,4.0,4.0,0.0,,,,,,,,,,
05:38,65,PT05M38.00S,2022-12-07T00:44:41.9Z,1,REGULAR,2pt,Jump Shot,[],1628378,24.655059132720105,50.73529411764706,1610612739,16,9,2022-12-07T00:45:55Z,642500,False,-4.0,179.0,1,left,MISS D. Mitchell 17' pullup Shot,[1628378],45,1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,17.93,Missed,,,,,,,,,,,,,,,,,,
05:38,66,PT05M38.00S,2022-12-07T00:44:41.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,16,9,2022-12-07T00:45:55Z,643750,False,,,0,,TEAM defensive REBOUND,[],,1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,65.0,,,,,,,,,,,,,
05:38,68,PT05M38.00S,2022-12-07T00:44:51.6Z,1,REGULAR,substitution,out,[],2544,,,1610612747,16,9,2022-12-07T00:45:55Z,645000,False,,,0,,SUB out: L. James,[2544],6,1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
05:38,69,PT05M38.00S,2022-12-07T00:44:51.6Z,1,REGULAR,substitution,out,[],201976,,,1610612747,16,9,2022-12-07T00:45:55Z,647500,False,,,0,,SUB out: P. Beverley,[201976],21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
05:38,70,PT05M38.00S,2022-12-07T00:44:51.6Z,1,REGULAR,substitution,out,[],203471,,,1610612747,16,9,2022-12-07T00:45:55Z,648750,False,,,0,,SUB out: D. Schroder,[203471],17,1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
05:38,71,PT05M38.00S,2022-12-07T00:44:51.6Z,1,REGULAR,substitution,in,[],201566,,,1610612747,16,9,2022-12-07T00:45:55Z,649375,False,,,0,,SUB in: R. Westbrook,[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
05:38,72,PT05M38.00S,2022-12-07T00:44:51.6Z,1,REGULAR,substitution,in,[],1628972,,,1610612747,16,9,2022-12-07T00:45:55Z,649687,False,,,0,,SUB in: T. Brown Jr.,[1628972],7,1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
05:38,73,PT05M38.00S,2022-12-07T00:44:51.6Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,16,9,2022-12-07T00:45:55Z,649843,False,,,0,,SUB in: A. Reaves,[1630559],15,1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
05:25,74,PT05M25.00S,2022-12-07T00:45:23.8Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,16,9,2022-12-07T00:45:29Z,750000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1628386]",0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Allen,1628386.0,,
05:25,75,PT05M25.00S,2022-12-07T00:45:23.8Z,1,REGULAR,steal,,[],1628386,,,1610612739,16,9,2022-12-07T00:45:26Z,760000,False,,,0,,J. Allen STEAL (1 STL),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
05:15,76,PT05M15.00S,2022-12-07T00:45:32.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630205,5.863994743758213,97.79411764705883,1610612739,16,9,2022-12-07T00:45:38Z,770000,False,-239.0,3.0,1,left,MISS L. Stevens 3PT,[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
05:11,77,PT05M11.00S,2022-12-07T00:45:37.4Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,16,9,2022-12-07T00:45:37Z,780000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,
05:08,78,PT05M08.00S,2022-12-07T00:45:41.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,76.42904073587385,12.009803921568627,1610612747,16,9,2022-12-07T01:50:25Z,790000,False,-190.0,169.0,1,right,MISS A. Reaves 25' running pullup 3PT,[1630559],15,1610612747.0,LAL,running pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
05:05,79,PT05M05.00S,2022-12-07T00:45:44.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,16,9,2022-12-07T00:45:46Z,800000,False,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,78.0,4.0,4.0,0.0,,,,,,,,,,
04:54,80,PT04M54.00S,2022-12-07T00:45:54.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,19.530223390275953,5.88235294117647,1610612739,19,9,2022-12-07T00:45:58Z,810000,False,221.0,131.0,1,left,D. Mitchell 25' 3PT step back (3 PTS),[1628378],45,1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.66,Made,3.0,,,,,,,,,,,,,,,,,
04:44,82,PT04M44.00S,2022-12-07T00:46:10.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612747,19,9,2022-12-07T00:46:17Z,830000,False,,,0,,SUB out: D. Garland,[1629636],10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
04:44,83,PT04M44.00S,2022-12-07T00:46:10.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612747,19,9,2022-12-07T00:46:17Z,840000,False,,,0,,SUB out: J. Allen,[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
04:44,84,PT04M44.00S,2022-12-07T00:46:10.4Z,1,REGULAR,substitution,in,[],201567,,,1610612747,19,9,2022-12-07T00:46:17Z,850000,False,,,0,,SUB in: K. Love,[201567],0,1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
04:44,85,PT04M44.00S,2022-12-07T00:46:10.4Z,1,REGULAR,substitution,in,[],1627747,,,1610612747,19,9,2022-12-07T00:46:17Z,860000,False,,,0,,SUB in: C. LeVert,[1627747],3,1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
