actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M09.00S,2024-03-10T00:12:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203995,93.11760840998686,52.69607843137255,1610612766,2,6,2024-03-10T00:12:32Z,150000,False,13.0,12.0,1,right,MISS V. Micic driving Layup,[203995],1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
16,PT10M06.00S,2024-03-10T00:12:31.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,6,2024-03-10T00:12:32Z,160000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
17,PT10M03.00S,2024-03-10T00:12:34.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,28.33442838370565,23.774509803921568,1610612751,2,9,2024-03-10T00:12:41Z,170000,False,131.0,214.0,1,left,C. Thomas 25' 3PT running (7 PTS) (D. Schroder 1 AST),"[1630560, 203471]",1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.08,Made,,,,,7.0,D. Schroder,203471.0,1.0,,,,,,,,,,
19,PT09M45.00S,2024-03-10T00:12:51.2Z,1,REGULAR,3pt,Jump Shot,[],1629684,88.38699080157687,5.147058823529411,1610612766,5,9,2024-03-10T00:12:55Z,190000,False,-224.0,57.0,1,right,G. Williams 3PT  (3 PTS) (V. Micic 1 AST),"[1629684, 203995]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.14,Made,,,,,3.0,V. Micic,203995.0,1.0,,,,,,,,,,
21,PT09M28.00S,2024-03-10T00:13:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,7.5722733245729295,44.11764705882353,1610612751,5,11,2024-03-10T00:13:12Z,210000,False,29.0,19.0,1,left,C. Thomas driving Layup (9 PTS) (N. Claxton 1 AST),"[1630560, 1629651]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,9.0,N. Claxton,1629651.0,1.0,,,,,,,,,,
23,PT09M10.00S,2024-03-10T00:13:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.67214191852825,50.0,1610612766,5,11,2024-03-10T00:14:52Z,230000,False,0.0,26.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
24,PT09M10.00S,2024-03-10T00:13:26.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,5,11,2024-03-10T00:13:31Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,23.0,,,,,,,,,,,,,,,,,
26,PT08M56.00S,2024-03-10T00:14:09.0Z,1,REGULAR,turnover,lost ball,[],1630560,,,1610612751,5,11,2024-03-10T00:16:20Z,260000,False,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 1628970]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,Bridges,1628970.0,,,,,,,
27,PT08M56.00S,2024-03-10T00:14:09.0Z,1,REGULAR,steal,,[],1628970,,,1610612766,5,11,2024-03-10T00:16:20Z,270000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
29,PT08M56.00S,2024-03-10T00:14:25.3Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,5,11,2024-03-10T00:14:34Z,290000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,lost ball,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,2003.0,,,,,,
30,PT08M51.00S,2024-03-10T00:14:30.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,7.703679369250986,98.0392156862745,1610612751,5,11,2024-03-10T00:14:37Z,300000,False,-240.0,20.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,24.1,Missed,,,,,,,,,,,,,,,,,,
31,PT08M49.00S,2024-03-10T00:14:32.4Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,5,11,2024-03-10T00:14:32Z,310000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M40.00S,2024-03-10T00:14:57.4Z,1,REGULAR,2pt,Jump Shot,[],1641706,91.5407358738502,80.14705882352942,1610612766,7,11,2024-03-10T00:15:02Z,330000,False,151.0,27.0,1,right,B. Miller 15' Jump Shot (4 PTS) (V. Micic 2 AST),"[1641706, 203995]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,15.31,Made,,,,,4.0,V. Micic,203995.0,2.0,,,,,,,,,,
35,PT08M26.00S,2024-03-10T00:15:12.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,30.699737187910642,36.27450980392157,1610612751,7,14,2024-03-10T00:15:16Z,350000,False,69.0,236.0,1,left,M. Bridges 24' 3PT  (3 PTS) (C. Thomas 1 AST),"[1628969, 1630560]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,24.59,Made,,,,,3.0,C. Thomas,1630560.0,1.0,,,,,,,,,,
37,PT08M02.00S,2024-03-10T00:15:35.8Z,1,REGULAR,3pt,Jump Shot,[],203995,66.3107752956636,40.19607843137255,1610612766,7,14,2024-03-10T00:15:39Z,370000,False,-49.0,264.0,1,right,MISS V. Micic 26' 3PT,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Center,26.87,Missed,,,,,,,,,,,,,,,,,,
38,PT08M00.00S,2024-03-10T00:15:37.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,7,14,2024-03-10T00:15:39Z,380000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT07M51.00S,2024-03-10T00:15:46.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.995400788436268,49.01960784313725,1610612751,7,14,2024-03-10T00:19:01Z,390000,False,5.0,4.0,1,left,MISS N. Claxton driving DUNK - blocked,"[1629651, 1630208]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,Richards,1630208.0,,,,
40,PT07M51.00S,2024-03-10T00:15:46.1Z,1,REGULAR,block,,[],1630208,,,1610612751,7,14,2024-03-10T00:15:48Z,400000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT07M51.00S,2024-03-10T00:15:46.1Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,7,14,2024-03-10T00:19:01Z,410000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,39.0,3.0,1.0,2.0,,,,,,,,,,,,,,
42,PT07M45.00S,2024-03-10T00:15:53.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,7.966491458607096,97.30392156862744,1610612751,7,14,2024-03-10T00:15:57Z,420000,False,-237.0,22.0,1,left,MISS C. Thomas 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Left Corner 3,24+ Left,23.76,Missed,,,,,,,,,,,,,,,,,,
43,PT07M43.00S,2024-03-10T00:15:55.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,7,14,2024-03-10T00:15:57Z,430000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M37.00S,2024-03-10T00:16:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,91.67214191852825,51.71568627450981,1610612766,9,14,2024-03-10T00:16:06Z,440000,False,9.0,26.0,1,right,M. Bridges running Layup (2 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,2.0,,,,,,,,,,,,,
45,PT07M15.00S,2024-03-10T00:16:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.703679369250986,50.73529411764706,1610612751,9,16,2024-03-10T00:20:12Z,450000,False,-4.0,20.0,1,left,N. Claxton cutting Layup (4 PTS) (D. Schroder 2 AST),"[1629651, 203471]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,4.0,D. Schroder,203471.0,2.0,,,,,,,,,,
47,PT07M15.00S,2024-03-10T00:16:26.7Z,1,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612751,9,16,2024-03-10T00:16:59Z,470000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Claxton 1 FT),"[1641706, 1629651]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1626302.0,,,1.0,0.0,Claxton,1629651.0
49,PT07M15.00S,2024-03-10T00:16:38.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612751,9,16,2024-03-10T00:17:06Z,490000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M15.00S,2024-03-10T00:16:38.5Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,9,16,2024-03-10T00:17:06Z,500000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M15.00S,2024-03-10T00:17:05.9Z,1,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,9,16,2024-03-10T00:17:05Z,510000,False,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT07M13.00S,2024-03-10T00:17:06.6Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,16,2024-03-10T00:17:06Z,520000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT06M58.00S,2024-03-10T00:17:20.3Z,1,REGULAR,2pt,Jump Shot,[],1628970,90.48948751642575,22.058823529411764,1610612766,11,16,2024-03-10T00:20:40Z,530000,False,-140.0,37.0,1,right,M. Bridges 14' Jump Shot (4 PTS) (B. Miller 1 AST),"[1628970, 1641706]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,14.45,Made,,,,,4.0,B. Miller,1641706.0,1.0,,,,,,,,,,
55,PT06M50.00S,2024-03-10T00:17:33.2Z,1,REGULAR,foul,offensive,[],1629651,,,1610612751,11,16,2024-03-10T00:18:06Z,550000,False,,,0,,N. Claxton offensive FOUL (1 PF),"[1629651, 1641706]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2003.0,,,1.0,0.0,Miller,1641706.0
57,PT06M50.00S,2024-03-10T00:17:33.2Z,1,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,11,16,2024-03-10T00:17:33Z,570000,False,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,2003.0,,,,,,
58,PT06M50.00S,2024-03-10T00:17:42.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,11,16,2024-03-10T00:17:42Z,580000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2024-03-10T00:18:31.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612766,11,16,2024-03-10T00:20:11Z,590000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M50.00S,2024-03-10T00:18:31.8Z,1,REGULAR,substitution,in,[],1630549,,,1610612766,11,16,2024-03-10T00:20:11Z,600000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M36.00S,2024-03-10T00:20:43.1Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,11,16,2024-03-10T00:20:51Z,610000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1626302.0,,,,,,
62,PT06M21.00S,2024-03-10T00:21:05.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,18.610381077529567,72.05882352941177,1610612751,11,18,2024-03-10T00:21:09Z,620000,False,-110.0,122.0,1,left,C. Thomas 16' step back Jump Shot (11 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,16.48,Made,,,,,11.0,,,,,,,,,,,,,
64,PT06M08.00S,2024-03-10T00:21:28.1Z,1,REGULAR,substitution,out,[],1629684,,,1610612766,11,18,2024-03-10T00:21:31Z,640000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M08.00S,2024-03-10T00:21:28.1Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,11,18,2024-03-10T00:21:31Z,650000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M04.00S,2024-03-10T00:21:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,87.07293035479631,47.794117647058826,1610612766,11,18,2024-03-10T00:22:12Z,660000,False,-11.0,69.0,1,right,MISS M. Bridges 6' fadeaway Shot,[1628970],1610612766.0,CHA,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2024-03-10T00:21:48.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,11,18,2024-03-10T00:21:48Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,66.0,,,,,,,,,,,,,,,,,
69,PT05M56.00S,2024-03-10T00:22:07.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641706,92.46057818659659,27.941176470588236,1610612766,11,18,2024-03-10T00:22:37Z,690000,False,-110.0,18.0,1,right,MISS B. Miller 11' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,11.18,Missed,,,,,,,,,,,,,,,,,,
70,PT05M54.00S,2024-03-10T00:22:09.6Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,11,18,2024-03-10T00:22:12Z,700000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M41.00S,2024-03-10T00:22:23.1Z,1,REGULAR,3pt,Jump Shot,[],1630560,32.276609724047304,66.91176470588235,1610612751,11,21,2024-03-10T00:22:53Z,710000,False,-85.0,251.0,1,left,C. Thomas 26' 3PT step back (14 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.48,Made,,,,,14.0,,,,,,,,,,,,,
72,PT05M23.00S,2024-03-10T00:22:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,86.28449408672799,51.225490196078425,1610612766,11,21,2024-03-10T00:23:36Z,720000,False,6.0,76.0,1,right,MISS B. Miller 7' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
73,PT05M20.00S,2024-03-10T00:22:43.4Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,11,21,2024-03-10T00:22:43Z,730000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
74,PT05M20.00S,2024-03-10T00:22:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,13,21,2024-03-10T00:22:43Z,740000,False,0.0,0.0,1,right,N. Richards tip Layup (2 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
75,PT05M10.00S,2024-03-10T00:22:53.7Z,1,REGULAR,2pt,Jump Shot,[],203471,21.50131406044678,51.470588235294116,1610612751,13,23,2024-03-10T00:22:57Z,750000,False,-7.0,150.0,1,left,D. Schroder 14' pullup Jump Shot (2 PTS),[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Center,14.98,Made,,,,,2.0,,,,,,,,,,,,,
76,PT04M55.00S,2024-03-10T00:23:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203995,92.9862023653088,51.470588235294116,1610612766,15,23,2024-03-10T01:08:20Z,760000,False,7.0,13.0,1,right,V. Micic driving Layup (2 PTS),[203995],1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,2.0,,,,,,,,,,,,,
77,PT04M55.00S,2024-03-10T00:23:12.9Z,1,REGULAR,foul,personal,['1freethrow'],1630592,,,1610612766,15,23,2024-03-10T01:08:29Z,770000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Micic 1 FT),"[1630592, 203995]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1630886.0,,,1.0,0.0,Micic,203995.0
79,PT04M55.00S,2024-03-10T00:23:42.8Z,1,REGULAR,freethrow,1 of 1,[],203995,,,1610612766,16,23,2024-03-10T01:08:40Z,790000,False,,,0,,V. Micic Free Throw 1 of 1 (3 PTS),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
80,PT04M44.00S,2024-03-10T00:23:57.3Z,1,REGULAR,3pt,Jump Shot,[],1630560,29.911300919842315,26.47058823529412,1610612751,16,26,2024-03-10T00:24:01Z,800000,False,118.0,229.0,1,left,C. Thomas 25' 3PT  (17 PTS) (D. Sharpe 1 AST),"[1630560, 1630549]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.72,Made,,,,,17.0,D. Sharpe,1630549.0,1.0,,,,,,,,,,
82,PT04M26.00S,2024-03-10T00:24:18.6Z,1,REGULAR,turnover,out-of-bounds,[],203995,,,1610612766,16,26,2024-03-10T00:24:26Z,820000,False,,,0,,V. Micic bad pass out-of-bounds TURNOVER (1 TO),[203995],1610612766.0,CHA,bad pass,,,Micic,V. Micic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1626302.0,,,,,,
83,PT04M16.00S,2024-03-10T00:24:40.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",203471,7.30946123521682,48.28431372549019,1610612751,16,28,2024-03-10T00:28:35Z,830000,False,9.0,16.0,1,left,D. Schroder driving Layup (4 PTS) (D. Finney-Smith 1 AST),"[203471, 1627827]",1610612751.0,BKN,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,4.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,
84,PT04M16.00S,2024-03-10T00:24:46.4Z,1,REGULAR,violation,defensive goaltending,[],1630208,,,1610612751,16,28,2024-03-10T00:24:53Z,840000,False,,,0,,N. Richards defensive goaltending VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,1630886.0,,,,,,
85,PT04M16.00S,2024-03-10T00:24:51.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,16,28,2024-03-10T00:24:51Z,850000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M16.00S,2024-03-10T00:26:50.4Z,1,REGULAR,substitution,out,[],203995,,,1610612766,16,28,2024-03-10T00:27:41Z,860000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2024-03-10T00:26:50.4Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,16,28,2024-03-10T00:27:41Z,870000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
