actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT04M27.00S,2024-04-01T23:22:52.6Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,25,21,2024-04-01T23:23:12Z,870000,False,,,0,,MISS K. Porzingis Free Throw 2 of 2,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
89,PT04M25.00S,2024-04-01T23:22:54.6Z,1,REGULAR,rebound,defensive,[],1629716,,,1610612766,25,21,2024-04-01T23:23:12Z,880000,False,,,0,,M. Bolden REBOUND (Off:1 Def:2),[1629716],1610612766.0,CHA,,,,Bolden,M. Bolden,,,,,,,,,,,,,,,,,,88.0,3.0,2.0,1.0,,,,,
90,PT04M04.00S,2024-04-01T23:23:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,93.77463863337714,56.61764705882353,1610612766,25,21,2024-04-01T23:23:39Z,890000,False,33.0,6.0,1,right,MISS A. Pokusevski cutting Layup - blocked,"[1630197, 204001]",1610612766.0,CHA,cutting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.36,,,,,,,,Porzingis,204001.0,,,
91,PT04M04.00S,2024-04-01T23:23:31.2Z,1,REGULAR,block,,[],204001,,,1610612766,25,21,2024-04-01T23:23:33Z,900000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M02.00S,2024-04-01T23:23:33.2Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612766,25,21,2024-04-01T23:23:39Z,910000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,90.0,1.0,0.0,1.0,,,,,
93,PT04M02.00S,2024-04-01T23:23:37.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,25,21,2024-04-01T23:23:53Z,920000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,1628171.0,,,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2024-04-01T23:23:53.9Z,1,REGULAR,foul,technical,['1freethrow'],2168,,,1610612738,25,21,2024-04-01T23:24:08Z,930000,False,,,0,,TEAM foul technical,[2168],1610612766.0,CHA,,,,,,,,,,,,1628171.0,,,,,,,,,,,,,,,,,,,
95,PT04M00.00S,2024-04-01T23:24:12.2Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,25,22,2024-04-01T23:24:12Z,940000,False,,,0,,J. Tatum technical Free Throw 1 of 1 (7 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
96,PT03M47.00S,2024-04-01T23:24:39.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204001,29.517082785808146,76.9607843137255,1610612738,25,22,2024-04-01T23:24:43Z,950000,False,-135.0,225.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.23,,,,,,,,,,,,
97,PT03M45.00S,2024-04-01T23:24:41.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,25,22,2024-04-01T23:24:43Z,960000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,96.0,3.0,3.0,0.0,,,,,
98,PT03M39.00S,2024-04-01T23:24:47.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641706,86.94152431011827,51.9607843137255,1610612766,27,22,2024-04-01T23:30:20Z,970000,False,10.0,70.0,1,right,B. Miller 7' running pullup Jump Shot (8 PTS) (M. Bridges 4 AST),"[1641706, 1628970]",1610612766.0,CHA,running pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,7.09,M. Bridges,1628970.0,4.0,,,,,,,,,
100,PT03M25.00S,2024-04-01T23:25:01.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,32.14520367936925,52.94117647058824,1610612738,27,22,2024-04-01T23:30:50Z,990000,False,-15.0,250.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.01,,,,,,,,,,,,
101,PT03M22.00S,2024-04-01T23:25:04.7Z,1,REGULAR,rebound,defensive,[],1629716,,,1610612766,27,22,2024-04-01T23:25:06Z,1000000,False,,,0,,M. Bolden REBOUND (Off:1 Def:3),[1629716],1610612766.0,CHA,,,,Bolden,M. Bolden,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,100.0,4.0,3.0,1.0,,,,,
102,PT03M11.00S,2024-04-01T23:25:15.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,93.64323258869908,41.66666666666667,1610612766,27,22,2024-04-01T23:31:10Z,1010000,False,-42.0,7.0,1,right,MISS V. Micic pullup Shot,[203995],1610612766.0,CHA,pullup,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.23,,,,,,,,,,,,
103,PT03M09.00S,2024-04-01T23:25:17.8Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,27,22,2024-04-01T23:25:22Z,1020000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,
104,PT03M01.00S,2024-04-01T23:25:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.77989487516426,25.98039215686275,1610612738,27,25,2024-04-01T23:25:30Z,1030000,False,120.0,227.0,1,left,S. Hauser 25' 3PT  (3 PTS) (O. Brissett 1 AST),"[1630573, 1629052]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.72,O. Brissett,1629052.0,1.0,,,,,,,,,
106,PT02M49.00S,2024-04-01T23:25:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,89.30683311432325,65.68627450980392,1610612766,29,25,2024-04-01T23:25:52Z,1050000,False,78.0,48.0,1,right,B. Miller 9' bank Jump Shot (10 PTS),[1641706],1610612766.0,CHA,bank,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,10.0,9.19,,,,,,,,,,,,
107,PT02M49.00S,2024-04-01T23:25:44.0Z,1,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612766,29,25,2024-04-01T23:25:50Z,1060000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Miller 1 FT),"[1628369, 1641706]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,2003.0,1.0,0.0,Miller,1641706.0,,,,,,,,,,,,,,,
109,PT02M49.00S,2024-04-01T23:25:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,25,2024-04-01T23:28:48Z,1080000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M49.00S,2024-04-01T23:27:37.1Z,1,REGULAR,substitution,out,[],203995,,,1610612766,29,25,2024-04-01T23:28:48Z,1090000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M49.00S,2024-04-01T23:27:37.1Z,1,REGULAR,substitution,out,[],204001,,,1610612766,29,25,2024-04-01T23:28:48Z,1100000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M49.00S,2024-04-01T23:27:37.1Z,1,REGULAR,substitution,in,[],1630544,,,1610612766,29,25,2024-04-01T23:28:48Z,1110000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M49.00S,2024-04-01T23:27:37.1Z,1,REGULAR,substitution,in,[],1628436,,,1610612766,29,25,2024-04-01T23:28:48Z,1120000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M49.00S,2024-04-01T23:28:46.0Z,1,REGULAR,freethrow,1 of 1,[],1641706,,,1610612766,30,25,2024-04-01T23:28:46Z,1130000,False,,,0,,B. Miller Free Throw 1 of 1 (11 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
115,PT02M28.00S,2024-04-01T23:29:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.1268068331143235,51.470588235294116,1610612738,30,27,2024-04-01T23:29:16Z,1140000,False,-7.0,5.0,1,left,J. Tatum driving Layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,0.9,,,,,,,,,,,,
116,PT02M07.00S,2024-04-01T23:29:33.7Z,1,REGULAR,turnover,lost ball,[],1641706,,,1610612766,30,27,2024-04-01T23:29:41Z,1150000,False,,,0,,B. Miller lost ball TURNOVER (1 TO),"[1641706, 1628369]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0
117,PT02M07.00S,2024-04-01T23:29:33.7Z,1,REGULAR,steal,,[],1628369,,,1610612738,30,27,2024-04-01T23:29:35Z,1160000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
118,PT02M04.00S,2024-04-01T23:29:37.0Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,30,27,2024-04-01T23:29:44Z,1170000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1641706]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Miller,1641706.0
119,PT02M04.00S,2024-04-01T23:29:37.0Z,1,REGULAR,steal,,[],1641706,,,1610612766,30,27,2024-04-01T23:29:38Z,1180000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
120,PT01M45.00S,2024-04-01T23:29:55.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628970,93.38042049934296,23.284313725490197,1610612766,30,27,2024-04-01T23:34:52Z,1190000,False,-134.0,10.0,1,right,MISS M. Bridges 13' turnaround Shot,[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,Missed,,13.4,,,,,,,,,,,,
121,PT01M43.00S,2024-04-01T23:29:57.4Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,30,27,2024-04-01T23:29:57Z,1200000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,
122,PT01M32.00S,2024-04-01T23:30:09.1Z,1,REGULAR,3pt,Jump Shot,[],1630573,26.757555847568987,19.11764705882353,1610612738,30,30,2024-04-01T23:30:12Z,1210000,False,154.0,199.0,1,left,S. Hauser 25' 3PT  (6 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,25.19,P. Pritchard,1630202.0,1.0,,,,,,,,,
124,PT01M13.00S,2024-04-01T23:30:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.80354796320631,50.73529411764706,1610612766,30,30,2024-04-02T00:12:35Z,1230000,False,4.0,25.0,1,right,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.48,,,,,,,,,,,,
125,PT01M12.00S,2024-04-01T23:30:27.6Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612738,30,30,2024-04-01T23:30:34Z,1240000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,
126,PT01M06.00S,2024-04-01T23:30:35.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,31.09395532194481,69.11764705882352,1610612738,30,30,2024-04-01T23:36:17Z,1250000,False,-96.0,240.0,1,left,MISS J. Tatum 25' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.82,,,,,,,,,,,,
127,PT01M02.00S,2024-04-01T23:30:37.7Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,30,30,2024-04-01T23:30:37Z,1260000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,126.0,3.0,3.0,0.0,,,,,
128,PT01M00.00S,2024-04-01T23:30:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628970,93.77463863337714,51.470588235294116,1610612766,32,30,2024-04-01T23:30:47Z,1270000,False,7.0,6.0,1,right,M. Bridges running alley-oop DUNK (10 PTS) (T. Mann 2 AST),"[1628970, 1630544]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,0.95,T. Mann,1630544.0,2.0,,,,,,,,,
130,PT00M45.60S,2024-04-01T23:31:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,18.74178712220762,94.6078431372549,1610612738,32,30,2024-04-01T23:31:12Z,1290000,False,-223.0,124.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.5,,,,,,,,,,,,
131,PT00M43.50S,2024-04-01T23:31:11.7Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612766,32,30,2024-04-01T23:31:12Z,1300000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,130.0,2.0,1.0,1.0,,,,,
132,PT00M33.50S,2024-04-01T23:31:21.7Z,1,REGULAR,2pt,Jump Shot,[],1630197,73.80091984231275,52.450980392156865,1610612766,32,30,2024-04-01T23:37:09Z,1310000,False,12.0,194.0,1,right,MISS A. Pokusevski 19' pullup Shot,[1630197],1610612766.0,CHA,pullup,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Center,,,,,,Missed,,19.42,,,,,,,,,,,,
133,PT00M31.40S,2024-04-01T23:31:23.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,30,2024-04-01T23:31:23Z,1320000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,,
134,PT00M13.90S,2024-04-01T23:31:44.0Z,1,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,32,30,2024-04-01T23:31:56Z,1330000,False,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,1662.0,,,,,,,,,,,,,,,,,1.0,,
135,PT00M13.90S,2024-04-01T23:31:48.1Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,32,30,2024-04-01T23:31:58Z,1340000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M13.90S,2024-04-01T23:31:48.1Z,1,REGULAR,substitution,in,[],202722,,,1610612766,32,30,2024-04-01T23:31:58Z,1350000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M07.60S,2024-04-01T23:32:09.7Z,1,REGULAR,foul,personal,[],1630202,,,1610612766,32,30,2024-04-01T23:32:43Z,1360000,False,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1630544]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,1628171.0,1.0,0.0,Mann,1630544.0,,,,,,,,,,,,,,,
139,PT00M07.60S,2024-04-01T23:32:19.9Z,1,REGULAR,substitution,out,[],1628436,,,1610612766,32,30,2024-04-01T23:32:27Z,1380000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M07.60S,2024-04-01T23:32:19.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612766,32,30,2024-04-01T23:32:27Z,1390000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M01.50S,2024-04-01T23:32:45.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630197,80.3712220762155,29.65686274509804,1610612766,32,30,2024-04-01T23:37:58Z,1400000,False,-102.0,132.0,1,right,MISS A. Pokusevski 16' pullup Shot,[1630197],1610612766.0,CHA,pullup,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,16.66,,,,,,,,,,,,
142,PT00M01.50S,2024-04-01T23:32:45.1Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,32,30,2024-04-01T23:32:52Z,1410000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,
143,PT00M00.00S,2024-04-01T23:32:55.0Z,1,REGULAR,period,end,[],0,,,1610612738,32,30,2024-04-01T23:32:55Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612738,32,30,2024-04-01T23:35:27Z,1430000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,out,['startperiod'],1629716,,,1610612738,32,30,2024-04-01T23:35:27Z,1440000,False,,,0,,SUB out: M. Bolden,[1629716],1610612766.0,CHA,,,,Bolden,M. Bolden,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,32,30,2024-04-01T23:35:27Z,1450000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,out,['startperiod'],1629052,,,1610612738,32,30,2024-04-01T23:35:27Z,1460000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,32,30,2024-04-01T23:35:27Z,1470000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,in,['startperiod'],1630550,,,1610612738,32,30,2024-04-01T23:35:27Z,1480000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,32,30,2024-04-01T23:35:27Z,1490000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-04-01T23:34:37.3Z,2,REGULAR,substitution,in,['startperiod'],201950,,,1610612738,32,30,2024-04-01T23:35:27Z,1500000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-04-01T23:35:35.3Z,2,REGULAR,period,start,[],0,,,1610612766,32,30,2024-04-01T23:35:35Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M49.00S,2024-04-01T23:35:36.3Z,2,REGULAR,turnover,bad pass,[],1629684,,,1610612766,32,30,2024-04-01T23:35:46Z,1520000,False,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1628436]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Kornet,1628436.0
154,PT11M49.00S,2024-04-01T23:35:36.3Z,2,REGULAR,steal,,[],1628436,,,1610612738,32,30,2024-04-01T23:35:37Z,1530000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
155,PT11M44.00S,2024-04-01T23:35:41.5Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,32,30,2024-04-01T23:35:50Z,1540000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1630197]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Pokusevski,1630197.0
156,PT11M44.00S,2024-04-01T23:35:41.5Z,2,REGULAR,steal,,[],1630197,,,1610612766,32,30,2024-04-01T23:35:43Z,1550000,False,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT11M37.00S,2024-04-01T23:35:48.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202722,69.46452036793693,22.54901960784314,1610612766,32,30,2024-04-01T23:35:52Z,1560000,False,-137.0,235.0,1,right,MISS D. Bertans 27' 3PT,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.17,,,,,,,,,,,,
158,PT11M34.00S,2024-04-01T23:35:51.9Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,32,30,2024-04-01T23:35:52Z,1570000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,
159,PT11M26.00S,2024-04-01T23:36:00.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,28.465834428383708,80.14705882352942,1610612738,32,30,2024-04-01T23:36:10Z,1580000,False,-151.0,215.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.26,,,,,,,,,,,,
160,PT11M20.00S,2024-04-01T23:36:06.5Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,32,30,2024-04-01T23:36:06Z,1590000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,159.0,2.0,1.0,1.0,,,,,
161,PT11M20.00S,2024-04-01T23:36:06.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,32,32,2024-04-01T23:40:06Z,1600000,False,0.0,0.0,1,left,L. Kornet tip DUNK (2 PTS),[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
162,PT11M01.00S,2024-04-01T23:36:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.85479632063075,51.470588235294116,1610612766,34,32,2024-04-02T00:00:16Z,1610000,False,7.0,15.0,1,right,G. Williams Layup (7 PTS) (A. Pokusevski 1 AST),"[1629684, 1630197]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.65,A. Pokusevski,1630197.0,1.0,,,,,,,,,
164,PT11M01.00S,2024-04-01T23:36:30.2Z,2,REGULAR,foul,personal,['1freethrow'],1630573,,,1610612766,34,32,2024-04-01T23:36:40Z,1630000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Williams 1 FT),"[1630573, 1629684]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
166,PT11M01.00S,2024-04-01T23:36:49.8Z,2,REGULAR,freethrow,1 of 1,[],1629684,,,1610612766,34,32,2024-04-01T23:36:52Z,1650000,False,,,0,,MISS G. Williams Free Throw 1 of 1,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
167,PT10M59.00S,2024-04-01T23:36:51.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,34,32,2024-04-01T23:36:52Z,1660000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,166.0,3.0,2.0,1.0,,,,,
