actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-09T00:11:04.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-09T00:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-09T00:11:07.3Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,0,0,2023-11-09T00:11:07Z,40000,False,,,0,,Jump Ball M. Williams vs. D. Gafford: Tip to P. Washington,"[1629023, 1631109, 1629655]",1610612766.0,CHA,startperiod,P. Washington,1629023.0,Washington,P. Washington,Williams,1631109.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-11-09T00:11:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,5.601182654402102,49.754901960784316,1610612766,2,0,2023-11-09T00:11:44Z,80000,False,1.0,0.0,1,left,M. Williams cutting Layup (2 PTS) (G. Hayward 1 AST),"[1631109, 202330]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
10,PT11M28.00S,2023-11-09T00:11:49.4Z,1,REGULAR,2pt,Jump Shot,[],1629673,78.0059132720105,25.49019607843137,1610612764,2,0,2023-11-09T00:12:13Z,100000,False,-123.0,154.0,1,right,MISS J. Poole 19' driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,19.69,Missed,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2023-11-09T00:11:53.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,2,0,2023-11-09T00:12:13Z,110000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Left Center,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,
12,PT11M18.00S,2023-11-09T00:11:59.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,69.20170827858082,22.54901960784314,1610612764,2,0,2023-11-09T00:12:07Z,120000,False,-137.0,237.0,1,right,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2023-11-09T00:12:00.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,2,0,2023-11-09T00:12:07Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,,,,,,,,,,,,,
15,PT11M09.00S,2023-11-09T00:12:28.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,89.70105124835742,96.32352941176471,1610612764,2,0,2023-11-09T00:13:39Z,150000,False,232.0,44.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
16,PT11M06.00S,2023-11-09T00:12:31.6Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,2,0,2023-11-09T00:13:39Z,160000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
17,PT11M05.00S,2023-11-09T00:12:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,93.64323258869908,53.92156862745098,1610612764,2,0,2023-11-09T00:14:50Z,170000,False,20.0,7.0,1,right,MISS K. Kuzma putback Layup,[1628398],1610612764.0,WAS,putback,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
