actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
499,PT10M52.00S,2023-12-16T01:46:51.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626179,78.9257555847569,92.64705882352942,1610612766,78,78,2023-12-16T01:52:16Z,4960000,False,213.0,146.0,1,right,MISS T. Rozier 25' running pullup 3PT,[1626179],1610612766.0,CHA,running pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
500,PT10M49.00S,2023-12-16T01:46:54.4Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,78,78,2023-12-16T01:46:54Z,4970000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:6),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,499.0,7.0,6.0,1.0,,,,,,,,,,,,,,
501,PT10M44.00S,2023-12-16T01:46:59.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,28.728646517739815,26.96078431372549,1610612740,78,81,2023-12-16T01:47:14Z,4980000,False,115.0,218.0,1,left,C. McCollum 24' 3PT running pullup (9 PTS) (J. Alvarado 1 AST),"[203468, 1630631]",1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.61,Made,,,,,,,,,9.0,,,,,J. Alvarado,1630631.0,1.0,,
503,PT10M22.00S,2023-12-16T01:47:24.6Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612766,78,81,2023-12-16T01:47:37Z,5000000,False,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Mensah 2 FT),"[202685, 1641877]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,1204.0,,,,,1.0,0.0,Mensah,1641877.0,,,,,
505,PT10M22.00S,2023-12-16T01:47:51.5Z,4,REGULAR,freethrow,1 of 2,[],1641877,,,1610612766,79,81,2023-12-16T01:47:51Z,5020000,False,,,0,,N. Mensah Free Throw 1 of 2 (1 PTS),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
506,PT10M22.00S,2023-12-16T01:48:09.8Z,4,REGULAR,freethrow,2 of 2,[],1641877,,,1610612766,80,81,2023-12-16T01:48:09Z,5030000,False,,,0,,N. Mensah Free Throw 2 of 2 (2 PTS),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
507,PT10M11.00S,2023-12-16T01:48:22.0Z,4,REGULAR,3pt,Jump Shot,[],203468,32.013797634691194,36.27450980392157,1610612740,80,81,2023-12-16T01:48:28Z,5040000,False,69.0,248.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
508,PT10M08.00S,2023-12-16T01:48:24.1Z,4,REGULAR,rebound,offensive,[],203468,,,1610612740,80,81,2023-12-16T01:48:24Z,5050000,False,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,507.0,3.0,2.0,1.0,,,,,,,,,,,,,,
509,PT10M07.00S,2023-12-16T01:48:25.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,6.1268068331143235,50.49019607843137,1610612740,80,83,2023-12-16T01:54:24Z,5060000,False,-2.0,5.0,1,left,C. McCollum putback Layup (11 PTS),[203468],1610612740.0,NOP,putback,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,,,,,11.0,,,,,,,,,
510,PT09M56.00S,2023-12-16T01:48:36.7Z,4,REGULAR,3pt,Jump Shot,[],1628970,81.2910643889619,94.11764705882352,1610612766,80,83,2023-12-16T01:48:41Z,5070000,False,221.0,123.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
511,PT09M52.00S,2023-12-16T01:48:40.7Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,80,83,2023-12-16T01:48:41Z,5080000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,510.0,4.0,3.0,1.0,,,,,,,,,,,,,,
512,PT09M50.00S,2023-12-16T01:48:45.9Z,4,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,80,83,2023-12-16T01:48:57Z,5090000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (2 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left,,,,,,,1204.0,2.0,,,,,,,,,,,,
513,PT09M38.00S,2023-12-16T01:49:08.4Z,4,REGULAR,foul,offensive,[],1641877,,,1610612766,80,83,2023-12-16T01:49:20Z,5100000,False,,,0,,N. Mensah offensive FOUL (5 PF),"[1641877, 1630631]",1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Above the Break 3,24+ Right Center,,,,,,,1628953.0,,,,,5.0,0.0,Alvarado,1630631.0,,,,,
515,PT09M38.00S,2023-12-16T01:49:08.4Z,4,REGULAR,turnover,offensive foul,[],1641877,,,1610612766,80,83,2023-12-16T01:49:08Z,5120000,False,,,0,,N. Mensah offensive foul TURNOVER (2 TO),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Above the Break 3,24+ Right Center,,,,,,,1628953.0,2.0,,,,,,,,,,,,
516,PT09M38.00S,2023-12-16T01:49:17.8Z,4,REGULAR,substitution,out,[],1641877,,,1610612740,80,83,2023-12-16T01:49:21Z,5130000,False,,,0,,SUB out: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M38.00S,2023-12-16T01:49:17.8Z,4,REGULAR,substitution,in,[],1630208,,,1610612740,80,83,2023-12-16T01:49:21Z,5140000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M16.00S,2023-12-16T01:49:47.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203468,19.66162943495401,93.87254901960785,1610612740,80,86,2023-12-16T01:55:47Z,5150000,False,-219.0,132.0,1,left,C. McCollum 25' 3PT  (14 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.62,Made,,,,,,,,,14.0,,,,,J. Valanciunas,202685.0,2.0,,
520,PT09M04.00S,2023-12-16T01:50:06.2Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612766,80,86,2023-12-16T01:50:26Z,5170000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Rozier 2 FT),"[202685, 1626179]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,2.0,0.0,Rozier,1626179.0,,,,,
522,PT09M04.00S,2023-12-16T01:50:30.5Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,81,86,2023-12-16T01:50:30Z,5190000,False,,,0,,T. Rozier Free Throw 1 of 2 (21 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,21.0,,,,,,,,,
523,PT09M04.00S,2023-12-16T01:50:32.2Z,4,REGULAR,substitution,out,[],1628970,,,1610612766,81,86,2023-12-16T01:50:36Z,5200000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M04.00S,2023-12-16T01:50:32.2Z,4,REGULAR,substitution,in,[],1630550,,,1610612766,81,86,2023-12-16T01:50:36Z,5210000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M04.00S,2023-12-16T01:50:52.4Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,82,86,2023-12-16T01:50:52Z,5220000,False,,,0,,T. Rozier Free Throw 2 of 2 (22 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,22.0,,,,,,,,,
526,PT08M55.00S,2023-12-16T01:51:11.6Z,4,REGULAR,foul,personal,[],1630208,,,1610612740,82,86,2023-12-16T01:51:20Z,5230000,False,,,0,,N. Richards personal FOUL (4 PF),"[1630208, 202685]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2003.0,,,,,4.0,0.0,Valanciunas,202685.0,,,,,
528,PT08M47.00S,2023-12-16T01:51:34.6Z,4,REGULAR,3pt,Jump Shot,[],1630631,30.305519053876477,68.38235294117648,1610612740,82,86,2023-12-16T01:51:42Z,5250000,False,-92.0,232.0,1,left,MISS J. Alvarado 24' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
529,PT08M47.00S,2023-12-16T01:51:34.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,82,86,2023-12-16T01:51:42Z,5260000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,528.0,,,,,,,,,,,,,,,,,
530,PT08M47.00S,2023-12-16T01:51:41.9Z,4,REGULAR,foul,personal,[],1630208,,,1610612740,82,86,2023-12-16T01:52:09Z,5270000,False,,,0,,N. Richards loose ball personal FOUL (5 PF),"[1630208, 202685]",1610612766.0,CHA,loose ball,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,1204.0,,,,,5.0,0.0,Valanciunas,202685.0,,,,,
532,PT08M47.00S,2023-12-16T01:51:52.1Z,4,REGULAR,substitution,out,[],1630208,,,1610612740,82,86,2023-12-16T01:51:55Z,5290000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M47.00S,2023-12-16T01:51:52.1Z,4,REGULAR,substitution,in,[],1641877,,,1610612740,82,86,2023-12-16T01:51:55Z,5300000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M44.00S,2023-12-16T01:52:07.2Z,4,REGULAR,foul,personal,['2freethrow'],1641877,,,1610612740,82,86,2023-12-16T01:52:28Z,5310000,False,,,0,,N. Mensah shooting personal FOUL (6 PF) (Murphy III 2 FT),"[1641877, 1630530]",1610612766.0,CHA,shooting,,,Mensah,N. Mensah,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,6.0,0.0,Murphy III,1630530.0,,,,,
536,PT08M44.00S,2023-12-16T01:52:32.2Z,4,REGULAR,substitution,out,[],1641877,,,1610612740,82,86,2023-12-16T01:52:35Z,5330000,False,,,0,,SUB out: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M44.00S,2023-12-16T01:52:32.2Z,4,REGULAR,substitution,in,[],1628970,,,1610612740,82,86,2023-12-16T01:52:35Z,5340000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M44.00S,2023-12-16T01:52:54.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630530,,,1610612740,82,87,2023-12-16T01:52:54Z,5350000,False,,,0,,T. Murphy III Free Throw 1 of 2 (12 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
539,PT08M44.00S,2023-12-16T01:53:15.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630530,,,1610612740,82,88,2023-12-16T01:53:15Z,5360000,False,,,0,,T. Murphy III Free Throw 2 of 2 (13 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
541,PT08M44.00S,2023-12-16T01:53:42.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,82,88,2023-12-16T01:56:26Z,5380000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M34.00S,2023-12-16T01:56:40.9Z,4,REGULAR,foul,personal,[],1630530,,,1610612766,82,88,2023-12-16T01:56:53Z,5400000,False,,,0,,T. Murphy III personal FOUL (2 PF),"[1630530, 1626179]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,1204.0,,,,,2.0,0.0,Rozier,1626179.0,,,,,
546,PT08M23.00S,2023-12-16T01:57:09.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,87.59855453350855,44.6078431372549,1610612766,82,88,2023-12-16T01:57:17Z,5420000,False,-27.0,64.0,1,right,MISS B. Miller 6' fadeaway Shot,[1641706],1610612766.0,CHA,fadeaway,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,,
547,PT08M19.00S,2023-12-16T01:57:13.1Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,82,88,2023-12-16T01:57:17Z,5430000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:7),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,546.0,8.0,7.0,1.0,,,,,,,,,,,,,,
548,PT08M14.00S,2023-12-16T01:57:21.9Z,4,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612740,82,88,2023-12-16T01:57:49Z,5440000,False,,,0,,B. Miller shooting personal FOUL (3 PF) (Alvarado 2 FT),"[1641706, 1630631]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,,,,,2003.0,,,,,3.0,0.0,Alvarado,1630631.0,,,,,
550,PT08M14.00S,2023-12-16T01:57:50.5Z,4,REGULAR,freethrow,1 of 2,[],1630631,,,1610612740,82,89,2023-12-16T01:57:50Z,5460000,False,,,0,,J. Alvarado Free Throw 1 of 2 (5 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
551,PT08M14.00S,2023-12-16T01:57:53.2Z,4,REGULAR,substitution,out,[],1631121,,,1610612740,82,89,2023-12-16T01:57:56Z,5470000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M14.00S,2023-12-16T01:57:53.2Z,4,REGULAR,substitution,in,[],202330,,,1610612740,82,89,2023-12-16T01:57:56Z,5480000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M14.00S,2023-12-16T01:58:05.9Z,4,REGULAR,freethrow,2 of 2,[],1630631,,,1610612740,82,90,2023-12-16T01:58:05Z,5490000,False,,,0,,J. Alvarado Free Throw 2 of 2 (6 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
554,PT07M50.00S,2023-12-16T01:58:30.9Z,4,REGULAR,2pt,Jump Shot,[],1641706,77.61169513797634,71.32352941176471,1610612766,82,90,2023-12-16T01:58:36Z,5500000,False,107.0,158.0,1,right,MISS B. Miller 19' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,19.06,Missed,,,,,,,,,,,,,,,,,,
555,PT07M47.00S,2023-12-16T01:58:33.9Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,82,90,2023-12-16T01:58:36Z,5510000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right Center,,,554.0,12.0,9.0,3.0,,,,,,,,,,,,,,
556,PT07M41.00S,2023-12-16T01:58:42.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630550,,,1610612740,82,90,2023-12-16T01:58:56Z,5520000,False,,,0,,J. Thor personal FOUL (1 PF) (Alvarado 2 FT),"[1630550, 1630631]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628953.0,,,,,1.0,0.0,Alvarado,1630631.0,,,,,
558,PT07M41.00S,2023-12-16T01:59:15.4Z,4,REGULAR,freethrow,1 of 2,[],1630631,,,1610612740,82,91,2023-12-16T01:59:15Z,5540000,False,,,0,,J. Alvarado Free Throw 1 of 2 (7 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
559,PT07M41.00S,2023-12-16T01:59:34.9Z,4,REGULAR,freethrow,2 of 2,[],1630631,,,1610612740,82,92,2023-12-16T01:59:34Z,5550000,False,,,0,,J. Alvarado Free Throw 2 of 2 (8 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
560,PT07M21.00S,2023-12-16T01:59:56.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.32917214191852,47.549019607843135,1610612766,84,92,2023-12-16T02:00:38Z,5560000,False,-12.0,20.0,1,right,T. Rozier driving finger roll Layup (24 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,,,,,24.0,,,,,,,,,
561,PT07M06.00S,2023-12-16T02:00:16.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612740,84,92,2023-12-16T02:00:41Z,5570000,False,,,0,,M. Bridges shooting personal FOUL (3 PF) (Valanciunas 2 FT),"[1628970, 202685]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,3.0,0.0,Valanciunas,202685.0,,,,,
563,PT07M06.00S,2023-12-16T02:00:45.4Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,84,93,2023-12-16T02:01:12Z,5590000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (25 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,25.0,,,,,,,,,
564,PT07M06.00S,2023-12-16T02:00:45.4Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,84,93,2023-12-16T02:01:12Z,5600000,False,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
565,PT07M03.00S,2023-12-16T02:00:48.4Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,84,93,2023-12-16T02:01:12Z,5610000,False,,,0,,M. Bridges REBOUND (Off:1 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,564.0,8.0,7.0,1.0,,,,,,,,,,,,,,
566,PT06M53.00S,2023-12-16T02:01:18.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.85479632063075,50.245098039215684,1610612766,86,93,2023-12-16T02:01:57Z,5620000,False,1.0,15.0,1,right,M. Bridges driving finger roll Layup (19 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,19.0,,,,,,,,,
567,PT06M38.00S,2023-12-16T02:01:33.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.389618922470433,46.81372549019608,1610612740,86,93,2023-12-16T02:04:02Z,5630000,False,16.0,8.0,1,left,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
568,PT06M36.00S,2023-12-16T02:01:35.5Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,86,93,2023-12-16T02:01:40Z,5640000,False,,,0,,B. Miller REBOUND (Off:0 Def:4),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,567.0,4.0,4.0,0.0,,,,,,,,,,,,,,
569,PT06M31.00S,2023-12-16T02:01:40.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,77.7431011826544,91.91176470588235,1610612766,86,93,2023-12-16T02:02:11Z,5650000,False,210.0,157.0,1,right,MISS T. Rozier 26' running 3PT,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
570,PT06M30.00S,2023-12-16T02:01:42.4Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,86,93,2023-12-16T02:01:42Z,5660000,False,,,0,,M. Bridges REBOUND (Off:2 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,569.0,9.0,7.0,2.0,,,,,,,,,,,,,,
571,PT06M29.00S,2023-12-16T02:01:43.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,91.80354796320631,51.225490196078425,1610612766,88,93,2023-12-16T02:04:30Z,5670000,False,6.0,25.0,1,right,M. Bridges putback Layup (21 PTS),[1628970],1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,,21.0,,,,,,,,,
572,PT06M29.00S,2023-12-16T02:01:51.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,88,93,2023-12-16T02:01:51Z,5680000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M29.00S,2023-12-16T02:01:52.9Z,4,REGULAR,substitution,out,[],1630550,,,1610612740,88,93,2023-12-16T02:04:52Z,5690000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M29.00S,2023-12-16T02:01:52.9Z,4,REGULAR,substitution,out,[],1630631,,,1610612740,88,93,2023-12-16T02:04:52Z,5700000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M29.00S,2023-12-16T02:01:52.9Z,4,REGULAR,substitution,out,[],1630530,,,1610612740,88,93,2023-12-16T02:04:52Z,5710000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M29.00S,2023-12-16T02:01:52.9Z,4,REGULAR,substitution,in,[],1630208,,,1610612740,88,93,2023-12-16T02:04:52Z,5720000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M29.00S,2023-12-16T02:01:52.9Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,88,93,2023-12-16T02:04:52Z,5730000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M29.00S,2023-12-16T02:01:52.9Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,88,93,2023-12-16T02:04:52Z,5740000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M11.00S,2023-12-16T02:04:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.966491458607096,47.05882352941176,1610612740,88,93,2023-12-16T02:06:17Z,5750000,False,15.0,22.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
580,PT06M06.00S,2023-12-16T02:05:01.8Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,88,93,2023-12-16T02:05:01Z,5760000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,579.0,13.0,9.0,4.0,,,,,,,,,,,,,,
581,PT06M06.00S,2023-12-16T02:05:01.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,88,95,2023-12-16T02:05:01Z,5770000,False,0.0,0.0,1,left,J. Valanciunas tip Layup (27 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,27.0,,,,,,,,,
582,PT05M54.00S,2023-12-16T02:05:14.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,88.91261498028909,37.745098039215684,1610612766,88,95,2023-12-16T02:07:00Z,5780000,False,-61.0,52.0,1,right,MISS M. Bridges 8' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
583,PT05M50.00S,2023-12-16T02:05:17.2Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,88,95,2023-12-16T02:05:17Z,5790000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:6),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,582.0,9.0,6.0,3.0,,,,,,,,,,,,,,
584,PT05M43.00S,2023-12-16T02:05:25.0Z,4,REGULAR,3pt,Jump Shot,[],203468,29.25427069645204,22.54901960784314,1610612740,88,98,2023-12-16T02:05:30Z,5800000,False,137.0,222.0,1,left,C. McCollum 26' 3PT  (17 PTS) (Z. Williamson 4 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,,,,,17.0,,,,,Z. Williamson,1629627.0,4.0,,
