actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-10-27T23:10:51.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-27T23:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-10-27T23:10:54.0Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,0,0,2023-10-27T23:10:54Z,40000,False,,,0,,Jump Ball M. Williams vs. J. Duren: Tip to P. Washington,"[1629023, 1631109, 1631105]",1610612766.0,CHA,startperiod,P. Washington,1629023.0,Washington,P. Washington,Williams,1631109.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-10-27T23:11:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.178055190538765,48.529411764705884,1610612766,0,0,2023-10-27T23:11:19Z,70000,False,7.0,15.0,1,left,MISS P. Washington driving Layup - blocked,"[1629023, 1641709]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.67,Missed,Thompson,1641709.0,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-10-27T23:11:11.7Z,1,REGULAR,block,,[],1641709,,,1610612766,0,0,2023-10-27T23:11:14Z,80000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2023-10-27T23:11:14.7Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,0,2023-10-27T23:11:19Z,90000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M28.00S,2023-10-27T23:11:23.0Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,0,0,2023-10-27T23:11:28Z,100000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1630163]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Ball,1630163.0,,,,,,,,,
11,PT11M28.00S,2023-10-27T23:11:23.0Z,1,REGULAR,steal,,[],1630163,,,1610612766,0,0,2023-10-27T23:13:47Z,110000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2023-10-27T23:11:31.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,7.178055190538765,51.71568627450981,1610612766,0,0,2023-10-27T23:13:41Z,120000,False,-9.0,15.0,1,left,MISS T. Rozier driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2023-10-27T23:11:33.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,0,2023-10-27T23:11:33Z,130000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,12.0,2.0,2.0,0.0,,,,,,,,,,,,
15,PT11M08.00S,2023-10-27T23:11:59.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,92.06636005256242,51.225490196078425,1610612765,0,2,2023-10-27T23:12:05Z,150000,False,6.0,22.0,1,right,J. Duren cutting DUNK (2 PTS) (A. Thompson 1 AST),"[1631105, 1641709]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,,,,,,2.0,A. Thompson,1641709.0,1.0,,,,,
17,PT10M54.00S,2023-10-27T23:12:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629023,25.837713534822605,83.57843137254902,1610612766,0,2,2023-10-27T23:12:18Z,170000,False,-168.0,190.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
18,PT10M51.00S,2023-10-27T23:12:16.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,2,2023-10-27T23:12:23Z,180000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M41.00S,2023-10-27T23:12:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,84.57621550591328,55.14705882352941,1610612765,0,2,2023-10-27T23:16:01Z,190000,False,26.0,92.0,1,right,MISS C. Cunningham 9' floating Shot,[1630595],1610612765.0,DET,floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,9.6,Missed,,,,,,,,,,,,,,,,,,
20,PT10M37.00S,2023-10-27T23:12:30.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,0,2,2023-10-27T23:17:29Z,200000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
21,PT10M35.00S,2023-10-27T23:12:32.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202330,8.722076215505908,45.833333333333336,1610612766,0,2,2023-10-27T23:15:27Z,210000,False,21.0,29.0,1,left,MISS G. Hayward running Layup - blocked,"[202330, 1630165]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,3.61,Missed,Hayes,1630165.0,,,,,,,,,,,,,,,,
22,PT10M35.00S,2023-10-27T23:12:32.6Z,1,REGULAR,block,,[],1630165,,,1610612766,0,2,2023-10-27T23:12:34Z,220000,False,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M33.00S,2023-10-27T23:12:34.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,0,2,2023-10-27T23:12:42Z,230000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M27.00S,2023-10-27T23:12:41.3Z,1,REGULAR,turnover,bad pass,[],1641709,,,1610612765,0,2,2023-10-27T23:19:29Z,240000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641709, 202330]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Hayward,202330.0,,,,,,,,,
25,PT10M27.00S,2023-10-27T23:12:41.3Z,1,REGULAR,steal,,[],202330,,,1610612766,0,2,2023-10-27T23:12:43Z,250000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
26,PT10M20.00S,2023-10-27T23:12:48.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626179,4.5499342969776615,51.225490196078425,1610612766,2,2,2023-10-27T23:18:19Z,260000,False,-6.0,-10.0,1,left,T. Rozier driving Layup (2 PTS) (G. Hayward 1 AST),"[1626179, 202330]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,2.0,G. Hayward,202330.0,1.0,,,,,
28,PT10M06.00S,2023-10-27T23:13:04.6Z,1,REGULAR,turnover,traveling,[],1641709,,,1610612765,2,2,2023-10-27T23:13:10Z,280000,False,,,0,,A. Thompson traveling TURNOVER (2 TO),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,1179.0,,,,
29,PT09M57.00S,2023-10-27T23:13:27.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202330,21.107095926412615,55.14705882352941,1610612766,4,2,2023-10-27T23:13:32Z,290000,False,-26.0,146.0,1,left,G. Hayward 14' Jump Shot (2 PTS) (L. Ball 1 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Center,14.81,Made,,,,,,,,,,2.0,L. Ball,1630163.0,1.0,,,,,
31,PT09M42.00S,2023-10-27T23:13:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,81.8166885676741,35.049019607843135,1610612765,4,4,2023-10-27T23:19:40Z,310000,False,-75.0,118.0,1,right,K. Hayes 14' pullup Jump Shot (2 PTS) (C. Cunningham 1 AST),"[1630165, 1630595]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,14.0,Made,,,,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,
33,PT09M30.00S,2023-10-27T23:13:52.9Z,1,REGULAR,3pt,Jump Shot,[],202330,26.49474375821288,81.86274509803921,1610612766,4,4,2023-10-27T23:14:00Z,330000,False,-159.0,197.0,1,left,MISS G. Hayward 25' step back 3PT,[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
34,PT09M27.00S,2023-10-27T23:13:55.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,4,4,2023-10-27T23:14:00Z,340000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,
35,PT09M18.00S,2023-10-27T23:14:07.2Z,1,REGULAR,violation,kicked ball,[],202330,,,1610612765,4,4,2023-10-27T23:14:12Z,350000,False,,,0,,G. Hayward kicked ball VIOLATION,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,1662.0,,,,
259,PT09M12.00S,2023-10-27T23:14:35.4Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,4,4,2023-10-27T23:50:07Z,385000,False,,,0,,J. Duren lost ball out-of-bounds TURNOVER (2 TO),[1631105],1610612765.0,DET,lost ball,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,1662.0,,,,
40,PT08M56.00S,2023-10-27T23:14:54.2Z,1,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612766,4,4,2023-10-27T23:15:03Z,400000,False,,,0,,T. Rozier bad pass out-of-bounds TURNOVER (1 TO),[1626179],1610612766.0,CHA,bad pass,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,,,,,,,1628954.0,,,,
41,PT08M41.00S,2023-10-27T23:15:17.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630165,82.7365308804205,69.11764705882352,1610612765,4,4,2023-10-27T23:22:31Z,410000,False,96.0,110.0,1,right,MISS K. Hayes 14' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,14.56,Missed,,,,,,,,,,,,,,,,,,
