actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT03M32.00S,2024-02-01T00:23:56.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,31.750985545335087,56.127450980392155,1610612766,16,20,2024-02-01T00:24:01Z,870000,False,-31.0,246.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,24.79,Missed,,,,,,,,,,,,,,,,,,
89,PT03M29.00S,2024-02-01T00:23:59.8Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612741,16,20,2024-02-01T00:24:01Z,880000,False,,,0,,T. Taylor REBOUND (Off:0 Def:2),[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Center,,,88.0,,,,,2.0,2.0,0.0,,,,,,,,,,
90,PT03M21.00S,2024-02-01T00:24:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630678,92.19776609724047,54.166666666666664,1610612741,16,20,2024-02-01T00:30:59Z,890000,False,21.0,21.0,1,right,MISS T. Taylor driving floating Shot,[1630678],1610612741.0,CHI,driving floating,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
91,PT03M17.00S,2024-02-01T00:24:11.4Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,16,20,2024-02-01T00:24:17Z,900000,False,,,0,,J. Phillips REBOUND (Off:1 Def:0),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,90.0,,,,,1.0,0.0,1.0,,,,,,,,,,
92,PT03M17.00S,2024-02-01T00:24:11.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641763,94.40999984741211,50.0,1610612741,16,22,2024-02-01T00:24:24Z,910000,False,0.0,0.0,1,right,J. Phillips putback Layup (2 PTS),[1641763],1610612741.0,CHI,putback,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,0.0,Made,,2.0,,,,,,,,,,,,,,,,
94,PT03M05.00S,2024-02-01T00:24:23.3Z,1,REGULAR,3pt,Jump Shot,[],1628970,31.750985545335087,59.80392156862745,1610612766,19,22,2024-02-01T00:24:28Z,930000,False,-49.0,246.0,1,left,M. Bridges 25' 3PT  (3 PTS) (B. Miller 1 AST),"[1628970, 1641706]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,25.08,Made,,3.0,B. Miller,1641706.0,1.0,,,,,,,,,,,,,
96,PT03M05.00S,2024-02-01T00:24:32.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,19,22,2024-02-01T00:24:32Z,950000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M05.00S,2024-02-01T00:24:34.4Z,1,REGULAR,substitution,out,[],1641706,,,1610612741,19,22,2024-02-01T00:27:11Z,960000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M05.00S,2024-02-01T00:24:34.4Z,1,REGULAR,substitution,in,[],1641778,,,1610612741,19,22,2024-02-01T00:27:11Z,970000,False,,,0,,SUB in: L. Black,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M46.00S,2024-02-01T00:27:39.0Z,1,REGULAR,2pt,Jump Shot,[],1628975,77.21747700394218,69.6078431372549,1610612741,19,24,2024-02-01T00:27:43Z,980000,False,98.0,162.0,1,right,J. Carter 18' pullup Jump Shot (2 PTS) (A. Dosunmu 2 AST),"[1628975, 1630245]",1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right Center,18.91,Made,,2.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,
102,PT02M29.00S,2024-02-01T00:27:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.966491458607096,45.588235294117645,1610612766,19,24,2024-02-01T00:28:04Z,1000000,False,22.0,22.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 202696]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,Vucevic,202696.0,,,
103,PT02M29.00S,2024-02-01T00:27:58.3Z,1,REGULAR,block,,[],202696,,,1610612766,19,24,2024-02-01T00:28:01Z,1010000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
104,PT02M29.00S,2024-02-01T00:27:58.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,19,24,2024-02-01T00:28:04Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,102.0,,,,,,,,,,,,,,,,,
106,PT02M29.00S,2024-02-01T00:28:05.6Z,1,REGULAR,substitution,out,[],202696,,,1610612766,19,24,2024-02-01T00:28:14Z,1040000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M29.00S,2024-02-01T00:28:05.6Z,1,REGULAR,substitution,out,[],1630245,,,1610612766,19,24,2024-02-01T00:28:14Z,1050000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M29.00S,2024-02-01T00:28:05.6Z,1,REGULAR,substitution,out,[],1641763,,,1610612766,19,24,2024-02-01T00:28:14Z,1060000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M29.00S,2024-02-01T00:28:05.6Z,1,REGULAR,substitution,in,[],201942,,,1610612766,19,24,2024-02-01T00:28:14Z,1070000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M29.00S,2024-02-01T00:28:05.6Z,1,REGULAR,substitution,in,[],203083,,,1610612766,19,24,2024-02-01T00:28:14Z,1080000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M29.00S,2024-02-01T00:28:05.6Z,1,REGULAR,substitution,in,[],1629632,,,1610612766,19,24,2024-02-01T00:28:14Z,1090000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M17.00S,2024-02-01T00:28:37.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641778,7.5722733245729295,5.147058823529411,1610612766,22,24,2024-02-01T00:28:42Z,1100000,False,224.0,19.0,1,left,L. Black 3PT  (3 PTS) (M. Bridges 2 AST),"[1641778, 1628970]",1610612766.0,CHA,,,,Black,L. Black,,,,,Right Corner 3,24+ Right,22.51,Made,,3.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,
114,PT01M51.00S,2024-02-01T00:29:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,88.51839684625493,45.83333333333333,1610612741,22,26,2024-02-01T00:29:14Z,1120000,False,-21.0,55.0,1,right,A. Drummond turnaround bank Jump Shot (2 PTS) (C. White 2 AST),"[203083, 1629632]",1610612741.0,CHI,turnaround bank,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,,2.0,C. White,1629632.0,2.0,,,,,,,,,,,,,
116,PT01M51.00S,2024-02-01T00:29:11.9Z,1,REGULAR,foul,personal,['1freethrow'],202397,,,1610612741,22,26,2024-02-01T00:29:23Z,1140000,False,,,0,,I. Smith shooting personal FOUL (1 PF) (Drummond 1 FT),"[202397, 203083]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202041.0,1.0,0.0,Drummond,203083.0,,,,,
118,PT01M51.00S,2024-02-01T00:29:34.6Z,1,REGULAR,freethrow,1 of 1,[],203083,,,1610612741,22,26,2024-02-01T00:29:34Z,1160000,False,,,0,,MISS A. Drummond Free Throw 1 of 1,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
119,PT01M48.00S,2024-02-01T00:29:35.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,22,26,2024-02-01T00:29:35Z,1170000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,118.0,,,,,4.0,4.0,0.0,,,,,,,,,,
120,PT01M34.00S,2024-02-01T00:29:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628373,30.436925098554536,29.166666666666668,1610612766,22,26,2024-02-01T00:29:55Z,1180000,False,104.0,234.0,1,left,MISS F. Ntilikina 25' 3PT,[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
121,PT01M30.00S,2024-02-01T00:29:53.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,22,26,2024-02-01T00:29:55Z,1190000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,120.0,,,,,1.0,1.0,0.0,,,,,,,,,,
122,PT01M18.00S,2024-02-01T00:30:06.5Z,1,REGULAR,3pt,Jump Shot,[],1630678,91.27792378449409,4.166666666666666,1610612741,22,26,2024-02-01T00:30:10Z,1200000,False,-229.0,29.0,1,right,MISS T. Taylor 3PT,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
123,PT01M15.00S,2024-02-01T00:30:09.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,22,26,2024-02-01T00:30:10Z,1210000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,122.0,,,,,5.0,5.0,0.0,,,,,,,,,,
124,PT00M56.40S,2024-02-01T00:30:27.8Z,1,REGULAR,2pt,Jump Shot,[],202397,23.73521681997372,33.088235294117645,1610612766,22,26,2024-02-01T00:30:34Z,1220000,False,85.0,171.0,1,left,MISS I. Smith 19' pullup Shot,[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Right Center,19.04,Missed,,,,,,,,,,,,,,,,,,
125,PT00M53.20S,2024-02-01T00:30:31.0Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,22,26,2024-02-01T00:30:34Z,1230000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,124.0,,,,,1.0,0.0,1.0,,,,,,,,,,
126,PT00M53.20S,2024-02-01T00:30:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,5.590000152587891,50.0,1610612766,24,26,2024-02-01T00:30:33Z,1240000,False,0.0,0.0,1,left,P. Washington tip Layup (5 PTS),[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,0.0,Made,,5.0,,,,,,,,,,,,,,,,
127,PT00M35.20S,2024-02-01T00:30:51.3Z,1,REGULAR,2pt,Jump Shot,[],201942,81.02825229960578,15.686274509803921,1610612741,24,28,2024-02-01T00:35:23Z,1250000,False,-172.0,126.0,1,right,D. DeRozan 21' step back Jump Shot (4 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,21.28,Made,,4.0,,,,,,,,,,,,,,,,
128,PT00M23.10S,2024-02-01T00:31:08.5Z,1,REGULAR,3pt,Jump Shot,[],1628373,8.360709592641262,4.6568627450980395,1610612766,24,28,2024-02-01T00:31:13Z,1260000,False,227.0,26.0,1,left,MISS F. Ntilikina 3PT,[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
129,PT00M20.10S,2024-02-01T00:31:11.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,24,28,2024-02-01T00:31:11Z,1270000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,128.0,,,,,2.0,2.0,0.0,,,,,,,,,,
130,PT00M02.50S,2024-02-01T00:31:34.5Z,1,REGULAR,turnover,traveling,[],1628975,,,1610612741,24,28,2024-02-01T00:31:43Z,1280000,False,,,0,,J. Carter traveling TURNOVER (1 TO),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right,,,,,,,,,,,202056.0,,,,,,,1.0,,
131,PT00M00.00S,2024-02-01T00:31:50.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202397,36.35019710906702,35.78431372549019,1610612766,27,28,2024-02-01T00:31:55Z,1290000,False,71.0,289.0,1,left,I. Smith 29' 3PT pullup (3 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,Above the Break 3,24+ Center,29.78,Made,,3.0,,,,,,,,,,,,,,,,
132,PT00M00.00S,2024-02-01T00:32:03.0Z,1,REGULAR,period,end,[],0,,,1610612741,27,28,2024-02-01T00:32:03Z,1300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612741,27,28,2024-02-01T00:34:35Z,1320000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612741,27,28,2024-02-01T00:34:35Z,1330000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612741,27,28,2024-02-01T00:34:35Z,1340000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,out,['startperiod'],1630678,,,1610612741,27,28,2024-02-01T00:34:35Z,1350000,False,,,0,,SUB out: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612741,27,28,2024-02-01T00:34:35Z,1360000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612741,27,28,2024-02-01T00:34:35Z,1370000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,in,['startperiod'],1627936,,,1610612741,27,28,2024-02-01T00:34:35Z,1380000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2024-02-01T00:34:05.6Z,2,REGULAR,substitution,in,['startperiod'],1641763,,,1610612741,27,28,2024-02-01T00:34:35Z,1390000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-02-01T00:34:43.9Z,2,REGULAR,period,start,[],0,,,1610612741,27,28,2024-02-01T00:34:43Z,1400000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT11M53.00S,2024-02-01T00:34:50.3Z,2,REGULAR,2pt,Jump Shot,[],201942,75.90341655716163,47.05882352941176,1610612741,27,30,2024-02-01T00:34:55Z,1410000,False,-15.0,174.0,1,right,D. DeRozan 17' pullup Jump Shot (6 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,17.46,Made,,6.0,,,,,,,,,,,,,,,,
144,PT11M40.00S,2024-02-01T00:35:05.4Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612766,27,30,2024-02-01T00:35:18Z,1420000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Miller 2 FT),"[203083, 1641706]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202056.0,1.0,0.0,Miller,1641706.0,,,,,
146,PT11M40.00S,2024-02-01T00:35:29.4Z,2,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,28,30,2024-02-01T00:35:29Z,1440000,False,,,0,,B. Miller Free Throw 1 of 2 (6 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
147,PT11M40.00S,2024-02-01T00:35:42.9Z,2,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,29,30,2024-02-01T00:35:42Z,1450000,False,,,0,,B. Miller Free Throw 2 of 2 (7 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
148,PT11M22.00S,2024-02-01T00:36:02.4Z,2,REGULAR,3pt,Jump Shot,[],1627936,86.94152431011827,4.6568627450980395,1610612741,29,30,2024-02-01T00:36:07Z,1460000,False,-227.0,70.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
149,PT11M19.00S,2024-02-01T00:36:05.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,29,30,2024-02-01T00:36:05Z,1470000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,148.0,,,,,2.0,1.0,1.0,,,,,,,,,,
150,PT11M15.00S,2024-02-01T00:36:12.0Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612766,29,30,2024-02-01T00:36:26Z,1480000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Richards 2 FT),"[203083, 1630208]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,2.0,0.0,Richards,1630208.0,,,,,
152,PT11M15.00S,2024-02-01T00:36:42.4Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,30,30,2024-02-01T00:39:11Z,1500000,False,,,0,,N. Richards Free Throw 1 of 2 (5 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
153,PT11M15.00S,2024-02-01T00:36:42.4Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,31,30,2024-02-01T00:39:11Z,1510000,False,,,0,,N. Richards Free Throw 2 of 2 (6 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
154,PT10M51.00S,2024-02-01T00:37:29.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,92.46057818659659,65.44117647058823,1610612741,31,30,2024-02-01T00:40:12Z,1520000,False,77.0,18.0,1,right,MISS A. Caruso 7' driving floating Shot,[1627936],1610612741.0,CHI,driving floating,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
155,PT10M51.00S,2024-02-01T00:37:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,31,30,2024-02-01T00:38:00Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,154.0,,,,,,,,,,,,,,,,,
157,PT10M51.00S,2024-02-01T00:37:39.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,31,30,2024-02-01T00:37:49Z,1550000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,,,,,,,,,
158,PT10M36.00S,2024-02-01T00:37:56.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,33.196452036793694,52.450980392156865,1610612766,31,30,2024-02-01T00:38:02Z,1560000,False,-12.0,260.0,1,left,MISS B. Miller 25' 3PT - blocked,"[1641706, 1627936]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,Caruso,1627936.0,,,
159,PT10M36.00S,2024-02-01T00:37:56.9Z,2,REGULAR,block,,[],1627936,,,1610612766,31,30,2024-02-01T00:37:59Z,1570000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
160,PT10M36.00S,2024-02-01T00:37:56.9Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,31,30,2024-02-01T00:38:02Z,1580000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,158.0,,,,,1.0,1.0,0.0,,,,,,,,,,
161,PT10M30.00S,2024-02-01T00:38:02.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,71.17279894875165,77.20588235294117,1610612741,31,33,2024-02-01T00:38:07Z,1590000,False,136.0,218.0,1,right,C. White 25' 3PT running (10 PTS) (A. Caruso 2 AST),"[1629632, 1627936]",1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.74,Made,,10.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,
163,PT10M17.00S,2024-02-01T00:38:23.7Z,2,REGULAR,foul,personal,[],201942,,,1610612766,31,33,2024-02-01T00:38:31Z,1610000,False,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1641778]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627529.0,1.0,0.0,Black,1641778.0,,,,,
165,PT10M17.00S,2024-02-01T00:38:31.8Z,2,REGULAR,substitution,out,[],202397,,,1610612766,31,33,2024-02-01T00:38:38Z,1630000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M17.00S,2024-02-01T00:38:31.8Z,2,REGULAR,substitution,out,[],1641763,,,1610612766,31,33,2024-02-01T00:38:38Z,1640000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M17.00S,2024-02-01T00:38:31.8Z,2,REGULAR,substitution,in,[],1641733,,,1610612766,31,33,2024-02-01T00:38:38Z,1650000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M17.00S,2024-02-01T00:38:31.8Z,2,REGULAR,substitution,in,[],1630245,,,1610612766,31,33,2024-02-01T00:38:38Z,1660000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M12.00S,2024-02-01T00:38:51.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,17.296320630749015,62.254901960784316,1610612766,31,33,2024-02-01T00:39:04Z,1670000,False,-61.0,110.0,1,left,MISS B. Miller 12' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,12.6,Missed,,,,,,,,,,,,,,,,,,
170,PT10M12.00S,2024-02-01T00:38:51.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,31,33,2024-02-01T00:39:04Z,1680000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,169.0,,,,,,,,,,,,,,,,,
171,PT10M12.00S,2024-02-01T00:39:04.3Z,2,REGULAR,foul,personal,[],1630208,,,1610612741,31,33,2024-02-01T00:39:17Z,1690000,False,,,0,,N. Richards loose ball personal FOUL (1 PF),"[1630208, 203083]",1610612766.0,CHA,loose ball,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202041.0,1.0,0.0,Drummond,203083.0,,,,,
173,PT09M55.00S,2024-02-01T00:39:24.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.32917214191852,56.61764705882353,1610612741,31,33,2024-02-01T00:43:21Z,1710000,False,33.0,20.0,1,right,MISS A. Drummond driving Layup,[203083],1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
174,PT09M54.00S,2024-02-01T00:39:25.5Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612741,31,33,2024-02-01T00:39:30Z,1720000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,173.0,,,,,2.0,1.0,1.0,,,,,,,,,,
175,PT09M46.00S,2024-02-01T00:39:34.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,66.96780551905388,35.294117647058826,1610612741,31,33,2024-02-01T00:39:38Z,1730000,False,-74.0,258.0,1,right,MISS C. White 26' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
