actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
87,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,in,[],201565,,,1610612766,13,17,2024-02-11T00:23:37Z,860000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M34.00S,2024-02-11T00:23:21.0Z,1,REGULAR,freethrow,1 of 1,[],1641706,,,1610612766,14,17,2024-02-11T00:23:21Z,870000,False,,,0,,B. Miller Free Throw 1 of 1 (5 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
89,PT04M20.00S,2024-02-11T00:23:36.0Z,1,REGULAR,3pt,Jump Shot,[],1628379,77.61169513797634,91.17647058823529,1610612763,14,17,2024-02-11T00:23:40Z,880000,False,206.0,158.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
90,PT04M19.00S,2024-02-11T00:23:37.0Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,14,17,2024-02-11T00:23:40Z,890000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,
91,PT04M13.00S,2024-02-11T00:23:44.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629684,22.421156373193167,79.16666666666666,1610612766,14,17,2024-02-11T00:23:58Z,900000,False,-146.0,158.0,1,left,MISS G. Williams 21' running pullup Shot,[1629684],1610612766.0,CHA,running pullup,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,21.52,Missed,,,,,,,,,,,,,,,,,,
92,PT04M10.00S,2024-02-11T00:23:47.1Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,14,17,2024-02-11T00:23:48Z,910000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT03M52.00S,2024-02-11T00:24:04.8Z,1,REGULAR,turnover,bad pass,[],1631246,,,1610612763,14,17,2024-02-11T00:24:10Z,920000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 203552]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,Curry,203552.0
94,PT03M52.00S,2024-02-11T00:24:04.8Z,1,REGULAR,steal,,[],203552,,,1610612766,14,17,2024-02-11T00:24:06Z,930000,False,,,0,,S. Curry STEAL (1 STL),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
95,PT03M49.00S,2024-02-11T00:24:08.7Z,1,REGULAR,turnover,bad pass,[],1629684,,,1610612766,14,17,2024-02-11T00:26:33Z,940000,False,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1641713]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Jackson,1641713.0
102,PT03M49.00S,2024-02-11T00:24:08.7Z,1,REGULAR,steal,,[],1641713,,,1610612763,14,17,2024-02-11T00:24:32Z,950000,False,,,0,,G. Jackson STEAL (1 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2024-02-11T00:24:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641713,91.80354796320631,50.73529411764706,1610612763,14,17,2024-02-11T00:26:57Z,960000,False,4.0,25.0,1,right,MISS G. Jackson driving Layup,[1641713],1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
98,PT03M43.00S,2024-02-11T00:24:13.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,14,17,2024-02-11T00:24:13Z,970000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,97.0,3.0,3.0,0.0,,,,,,,,,,
99,PT03M31.00S,2024-02-11T00:24:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203995,5.469776609724048,49.01960784313725,1610612766,14,17,2024-02-11T00:31:16Z,980000,False,5.0,-1.0,1,left,MISS V. Micic driving Layup - blocked,"[203995, 1641998]",1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,0.5,Missed,,,,,,,,,,,Jemison,1641998.0,,,,,,
100,PT03M31.00S,2024-02-11T00:24:28.8Z,1,REGULAR,block,,[],1641998,,,1610612766,14,17,2024-02-11T00:24:31Z,990000,False,,,0,,T. Jemison BLOCK (1 BLK),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
101,PT03M29.00S,2024-02-11T00:24:30.8Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,14,17,2024-02-11T00:31:10Z,1000000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,
103,PT03M16.00S,2024-02-11T00:24:40.8Z,1,REGULAR,3pt,Jump Shot,[],1641713,72.61826544021025,85.04901960784314,1610612763,14,20,2024-02-11T00:24:44Z,1010000,False,175.0,205.0,1,right,G. Jackson 26' 3PT  (3 PTS) (V. Williams Jr. 2 AST),"[1641713, 1631246]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,26.96,Made,3.0,V. Williams Jr.,1631246.0,2.0,,,,,,,,,,,,,,
105,PT03M06.00S,2024-02-11T00:24:51.6Z,1,REGULAR,3pt,Jump Shot,[],1641706,32.14520367936925,51.71568627450981,1610612766,17,20,2024-02-11T00:31:43Z,1030000,False,-9.0,250.0,1,left,B. Miller 24' 3PT pullup (8 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,24.98,Made,8.0,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2024-02-11T00:25:01.9Z,1,REGULAR,2pt,Jump Shot,[],201565,91.80354796320631,76.47058823529412,1610612763,17,20,2024-02-11T00:32:02Z,1050000,False,132.0,25.0,1,right,MISS D. Rose 13' pullup Shot,[201565],1610612763.0,MEM,pullup,,,Rose,D. Rose,,,,,Mid-Range,8-16 Right,13.46,Missed,,,,,,,,,,,,,,,,,,
108,PT02M54.00S,2024-02-11T00:25:02.9Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,17,20,2024-02-11T00:25:05Z,1060000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,
109,PT02M48.00S,2024-02-11T00:25:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641706,4.155716162943495,51.225490196078425,1610612766,19,20,2024-02-11T00:25:14Z,1070000,False,-6.0,-13.0,1,left,B. Miller running Layup (10 PTS),[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.47,Made,10.0,,,,,,,,,,,,,,,,,
110,PT02M48.00S,2024-02-11T00:26:09.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,19,20,2024-02-11T00:26:09Z,1080000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M27.00S,2024-02-11T00:28:24.5Z,1,REGULAR,3pt,Jump Shot,[],1631246,93.64323258869908,4.411764705882353,1610612763,19,20,2024-02-11T00:28:28Z,1090000,False,-228.0,7.0,1,right,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
112,PT02M25.00S,2024-02-11T00:28:26.5Z,1,REGULAR,rebound,offensive,[],1641998,,,1610612763,19,20,2024-02-11T00:28:28Z,1100000,False,,,0,,T. Jemison REBOUND (Off:1 Def:0),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Left Corner 3,24+ Left,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,
113,PT02M22.00S,2024-02-11T00:28:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201565,92.19776609724047,50.49019607843137,1610612763,19,22,2024-02-11T00:32:55Z,1110000,False,2.0,21.0,1,right,D. Rose driving Layup (2 PTS) (T. Jemison 1 AST),"[201565, 1641998]",1610612763.0,MEM,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,T. Jemison,1641998.0,1.0,,,,,,,,,,,,,,
115,PT02M03.00S,2024-02-11T00:28:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629684,30.962549277266753,33.82352941176471,1610612766,22,22,2024-02-11T00:29:09Z,1130000,False,81.0,239.0,1,left,G. Williams 25' 3PT  (3 PTS) (V. Micic 1 AST),"[1629684, 203995]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.18,Made,3.0,V. Micic,203995.0,1.0,,,,,,,,,,,,,,
117,PT01M51.00S,2024-02-11T00:29:00.9Z,1,REGULAR,3pt,Jump Shot,[],1641713,68.01905387647832,26.225490196078432,1610612763,22,22,2024-02-11T00:29:20Z,1150000,False,-119.0,248.0,1,right,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,27.51,Missed,,,,,,,,,,,,,,,,,,
118,PT01M51.00S,2024-02-11T00:29:00.9Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,22,22,2024-02-11T00:29:20Z,1160000,False,,,0,,B. Miller REBOUND (Off:0 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,117.0,3.0,3.0,0.0,,,,,,,,,,
119,PT01M42.00S,2024-02-11T00:29:12.5Z,1,REGULAR,foul,offensive,[],1641706,,,1610612766,22,22,2024-02-11T00:29:45Z,1170000,False,,,0,,B. Miller charge offensive FOUL (1 PF),"[1641706, 201565]",1610612766.0,CHA,charge,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,1.0,0.0,Rose,201565.0,,
121,PT01M42.00S,2024-02-11T00:29:12.5Z,1,REGULAR,turnover,offensive foul,[],1641706,,,1610612766,22,22,2024-02-11T00:29:12Z,1190000,False,,,0,,B. Miller offensive foul TURNOVER (2 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,2.0,,,,,,,,
122,PT01M42.00S,2024-02-11T00:29:23.7Z,1,REGULAR,substitution,out,[],1641706,,,1610612763,22,22,2024-02-11T00:29:27Z,1200000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M42.00S,2024-02-11T00:29:23.7Z,1,REGULAR,substitution,in,[],1630544,,,1610612763,22,22,2024-02-11T00:29:27Z,1210000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M21.00S,2024-02-11T00:29:57.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201565,88.38699080157687,97.79411764705883,1610612763,22,25,2024-02-11T00:30:03Z,1220000,False,239.0,57.0,1,right,D. Rose 24' 3PT  (5 PTS) (T. Jemison 2 AST),"[201565, 1641998]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,Right Corner 3,24+ Right,24.56,Made,5.0,T. Jemison,1641998.0,2.0,,,,,,,,,,,,,,
126,PT01M10.00S,2024-02-11T00:30:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629684,31.882391590013142,50.98039215686274,1610612766,25,25,2024-02-11T00:30:16Z,1240000,False,-5.0,247.0,1,left,G. Williams 24' 3PT pullup (6 PTS) (T. Mann 1 AST),"[1629684, 1630544]",1610612766.0,CHA,pullup,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,24.72,Made,6.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,
128,PT00M48.80S,2024-02-11T00:30:31.1Z,1,REGULAR,turnover,lost ball,[],1631246,,,1610612763,25,25,2024-02-11T00:30:40Z,1260000,False,,,0,,V. Williams Jr. lost ball TURNOVER (2 TO),"[1631246, 203552]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,,,Curry,203552.0
129,PT00M48.80S,2024-02-11T00:30:31.1Z,1,REGULAR,steal,,[],203552,,,1610612766,25,25,2024-02-11T00:30:33Z,1270000,False,,,0,,S. Curry STEAL (2 STL),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
130,PT00M44.50S,2024-02-11T00:30:35.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203552,30.56833114323259,31.372549019607842,1610612766,25,25,2024-02-11T00:34:33Z,1280000,False,93.0,235.0,1,left,MISS S. Curry 25' running pullup 3PT,[203552],1610612766.0,CHA,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
131,PT00M42.90S,2024-02-11T00:30:37.0Z,1,REGULAR,rebound,offensive,[],1630544,,,1610612766,25,25,2024-02-11T00:30:37Z,1290000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,130.0,1.0,0.0,1.0,,,,,,,,,,
132,PT00M39.70S,2024-02-11T00:30:40.2Z,1,REGULAR,turnover,lost ball,[],203552,,,1610612766,25,25,2024-02-11T00:30:49Z,1300000,False,,,0,,S. Curry lost ball TURNOVER (1 TO),"[203552, 1631246]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,,,Williams Jr.,1631246.0
133,PT00M39.70S,2024-02-11T00:30:40.2Z,1,REGULAR,steal,,[],1631246,,,1610612763,25,25,2024-02-11T00:37:16Z,1310000,False,,,0,,V. Williams Jr. STEAL (1 STL),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
134,PT00M23.20S,2024-02-11T00:30:56.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,65.1281208935611,51.71568627450981,1610612763,25,28,2024-02-11T00:31:00Z,1320000,False,9.0,275.0,1,right,L. Kennard 27' 3PT  (3 PTS) (D. Rose 1 AST),"[1628379, 201565]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,27.54,Made,3.0,D. Rose,201565.0,1.0,,,,,,,,,,,,,,
136,PT00M07.60S,2024-02-11T00:31:17.6Z,1,REGULAR,foul,personal,[],1628379,,,1610612766,25,28,2024-02-11T00:31:26Z,1340000,False,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 203995]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101284.0,,,,1.0,0.0,Micic,203995.0,,
138,PT00M00.80S,2024-02-11T00:31:45.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,28.728646517739815,78.43137254901961,1610612766,25,28,2024-02-11T00:38:00Z,1360000,False,-142.0,218.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
139,PT00M00.10S,2024-02-11T00:31:46.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,25,28,2024-02-11T00:38:00Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,138.0,,,,,,,,,,,,,
140,PT00M00.00S,2024-02-11T00:31:50.4Z,1,REGULAR,period,end,[],0,,,1610612766,25,28,2024-02-11T00:31:50Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,25,28,2024-02-11T00:34:35Z,1390000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,out,['startperiod'],203995,,,1610612766,25,28,2024-02-11T00:34:35Z,1400000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,out,['startperiod'],1631246,,,1610612766,25,28,2024-02-11T00:34:35Z,1410000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,out,['startperiod'],201565,,,1610612766,25,28,2024-02-11T00:34:35Z,1420000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,25,28,2024-02-11T00:34:35Z,1430000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,25,28,2024-02-11T00:34:35Z,1440000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,in,['startperiod'],1631367,,,1610612766,25,28,2024-02-11T00:34:35Z,1450000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-02-11T00:31:55.8Z,2,REGULAR,substitution,in,['startperiod'],1629723,,,1610612766,25,28,2024-02-11T00:34:35Z,1460000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-02-11T00:34:26.2Z,2,REGULAR,period,start,[],0,,,1610612766,25,28,2024-02-11T00:34:36Z,1470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M36.00S,2024-02-11T00:34:49.4Z,2,REGULAR,turnover,bad pass,[],1629684,,,1610612766,25,28,2024-02-11T00:35:04Z,1480000,False,,,0,,G. Williams bad pass TURNOVER (2 TO),"[1629684, 1631367]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,,,,,,,Gilyard,1631367.0
184,PT11M36.00S,2024-02-11T00:34:49.4Z,2,REGULAR,steal,,[],1631367,,,1610612763,25,28,2024-02-11T00:38:48Z,1490000,False,,,0,,J. Gilyard STEAL (1 STL),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
152,PT11M26.00S,2024-02-11T00:34:59.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641713,90.22667542706965,4.411764705882353,1610612763,25,28,2024-02-11T00:35:07Z,1500000,False,-228.0,39.0,1,right,MISS G. Jackson 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
153,PT11M24.00S,2024-02-11T00:35:01.7Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,25,28,2024-02-11T00:35:01Z,1510000,False,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,152.0,4.0,4.0,0.0,,,,,,,,,,
154,PT11M14.00S,2024-02-11T00:35:10.6Z,2,REGULAR,3pt,Jump Shot,[],1630544,19.530223390275953,8.57843137254902,1610612766,25,28,2024-02-11T00:39:34Z,1520000,False,207.0,131.0,1,left,MISS T. Mann 24' step back 3PT,[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,24.51,Missed,,,,,,,,,,,,,,,,,,
155,PT11M12.00S,2024-02-11T00:35:12.8Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,25,28,2024-02-11T00:35:12Z,1530000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,
156,PT10M58.00S,2024-02-11T00:35:33.3Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612763,25,28,2024-02-11T00:35:42Z,1540000,False,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 1630544]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,1.0,,,,,,,Mann,1630544.0
157,PT10M58.00S,2024-02-11T00:35:33.3Z,2,REGULAR,steal,,[],1630544,,,1610612766,25,28,2024-02-11T00:35:35Z,1550000,False,,,0,,T. Mann STEAL (1 STL),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
158,PT10M58.00S,2024-02-11T00:35:37.2Z,2,REGULAR,foul,personal,[],1641998,,,1610612766,25,28,2024-02-11T00:35:46Z,1560000,False,,,0,,T. Jemison personal FOUL (1 PF),"[1641998, 1630544]",1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,,,1.0,0.0,Mann,1630544.0,,
160,PT10M40.00S,2024-02-11T00:36:02.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630208,6.258212877792378,50.98039215686274,1610612766,27,28,2024-02-11T00:36:07Z,1580000,False,-5.0,6.0,1,left,N. Richards alley-oop DUNK (2 PTS) (T. Mann 2 AST),"[1630208, 1630544]",1610612766.0,CHA,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,T. Mann,1630544.0,2.0,,,,,,,,,,,,,,
162,PT10M25.00S,2024-02-11T00:36:17.8Z,2,REGULAR,turnover,bad pass,[],1631367,,,1610612763,27,28,2024-02-11T00:36:22Z,1600000,False,,,0,,J. Gilyard bad pass TURNOVER (1 TO),"[1631367, 1630544]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,Mann,1630544.0
163,PT10M25.00S,2024-02-11T00:36:17.8Z,2,REGULAR,steal,,[],1630544,,,1610612766,27,28,2024-02-11T00:36:19Z,1610000,False,,,0,,T. Mann STEAL (2 STL),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
164,PT10M22.00S,2024-02-11T00:36:21.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641706,6.389618922470433,51.225490196078425,1610612766,29,28,2024-02-11T00:36:27Z,1620000,False,-6.0,8.0,1,left,B. Miller running DUNK (12 PTS) (T. Mann 3 AST),"[1641706, 1630544]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,0.97,Made,12.0,T. Mann,1630544.0,3.0,,,,,,,,,,,,,,
166,PT09M53.00S,2024-02-11T00:36:51.5Z,2,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612763,29,28,2024-02-11T00:37:04Z,1640000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Jemison 2 FT),"[1641706, 1641998]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,,,,2.0,0.0,Jemison,1641998.0,,
168,PT09M53.00S,2024-02-11T00:37:20.2Z,2,REGULAR,freethrow,1 of 2,[],1641998,,,1610612763,29,28,2024-02-11T00:37:20Z,1660000,False,,,0,,MISS T. Jemison Free Throw 1 of 2,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
169,PT09M53.00S,2024-02-11T00:37:20.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,29,28,2024-02-11T00:37:20Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,
170,PT09M53.00S,2024-02-11T00:37:21.1Z,2,REGULAR,substitution,out,[],1641706,,,1610612763,29,28,2024-02-11T00:37:31Z,1680000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M53.00S,2024-02-11T00:37:21.1Z,2,REGULAR,substitution,out,[],1641713,,,1610612763,29,28,2024-02-11T00:37:31Z,1690000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
