actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-18T00:10:40.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-18T00:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-18T00:10:43.0Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2023-11-18T00:10:43Z,40000,False,,,0,,Jump Ball B. Lopez vs. M. Williams: Tip to G. Antetokounmpo,"[203507, 201572, 1631109]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-18T00:10:56.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,88.38699080157687,96.81372549019608,1610612749,0,3,2023-11-18T00:11:00Z,70000,False,234.0,57.0,1,right,M. Beasley 24' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1627736, 203507]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,24.09,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-11-18T00:11:12.7Z,1,REGULAR,3pt,Jump Shot,[],1629023,30.962549277266753,77.94117647058823,1610612766,3,3,2023-11-18T00:11:16Z,90000,False,-140.0,239.0,1,left,P. Washington 27' 3PT  (3 PTS) (L. Ball 1 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,27.64,Made,3.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
11,PT11M11.00S,2023-11-18T00:11:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.80354796320631,53.92156862745098,1610612749,3,5,2023-11-18T00:11:31Z,110000,False,20.0,25.0,1,right,G. Antetokounmpo driving Layup (2 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.14,Made,2.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
12,PT10M59.00S,2023-11-18T00:11:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.258212877792378,47.30392156862745,1610612766,5,5,2023-11-18T00:11:44Z,120000,False,13.0,6.0,1,left,L. Ball driving reverse Layup (2 PTS),[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2023-11-18T00:11:52.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,94.03745072273325,97.05882352941177,1610612749,5,5,2023-11-18T00:11:56Z,130000,False,235.0,4.0,1,right,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2023-11-18T00:11:55.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,5,5,2023-11-18T00:11:56Z,140000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Right Corner 3,24+ Right,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M39.00S,2023-11-18T00:12:00.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,39.50394218134034,66.42156862745098,1610612766,8,5,2023-11-18T00:13:08Z,150000,False,-82.0,319.0,1,left,L. Ball 32' 3PT  (5 PTS) (P. Washington 1 AST),"[1630163, 1629023]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,32.92,Made,5.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
18,PT10M24.00S,2023-11-18T00:12:15.0Z,1,REGULAR,3pt,Jump Shot,[],203114,65.1281208935611,21.568627450980394,1610612749,8,5,2023-11-18T00:12:19Z,170000,False,-142.0,275.0,1,right,MISS K. Middleton 30' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,30.99,Missed,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2023-11-18T00:12:18.0Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,8,5,2023-11-18T00:12:19Z,180000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
20,PT10M18.00S,2023-11-18T00:12:20.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,32.670827858081466,62.99019607843137,1610612766,8,5,2023-11-18T00:12:25Z,190000,False,-65.0,255.0,1,left,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
21,PT10M15.00S,2023-11-18T00:12:24.2Z,1,REGULAR,rebound,offensive,[],1641706,,,1610612766,8,5,2023-11-18T00:12:24Z,200000,False,,,0,,B. Miller REBOUND (Off:1 Def:0),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,
22,PT10M12.00S,2023-11-18T00:12:26.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202330,18.347568988173457,31.372549019607842,1610612766,10,5,2023-11-18T00:14:13Z,210000,False,93.0,120.0,1,left,G. Hayward 15' pullup Jump Shot (2 PTS) (B. Miller 1 AST),"[202330, 1641706]",1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,15.19,Made,2.0,B. Miller,1641706.0,1.0,,,,,,,,,,,,,,
