actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-12T00:10:17.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-12T00:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-12T00:10:26.9Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,0,0,2023-12-12T00:10:26Z,40000,False,,,0,,Jump Ball N. Richards vs. O. Robinson: Tip to T. Rozier,"[1626179, 1630208, 1631115]",1610612766.0,CHA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Richards,1630208.0,Robinson,1631115.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-12-12T00:10:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,92.46057818659659,51.9607843137255,1610612766,2,0,2023-12-12T00:11:20Z,70000,False,10.0,18.0,1,right,N. Richards Layup (2 PTS) (T. Rozier 1 AST),"[1630208, 1626179]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2023-12-12T00:10:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,31.61957950065703,64.95098039215686,1610612748,2,3,2023-12-12T00:11:01Z,90000,False,-75.0,245.0,1,left,D. Robinson 25' 3PT  (3 PTS) (O. Robinson 1 AST),"[1629130, 1631115]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,25.59,Made,3.0,O. Robinson,1631115.0,1.0,,,,,,,,,,,,,,
11,PT11M08.00S,2023-12-12T00:11:20.5Z,1,REGULAR,foul,offensive,[],1626179,,,1610612766,2,3,2023-12-12T00:11:35Z,110000,False,,,0,,T. Rozier charge offensive FOUL (1 PF),"[1626179, 1628997]",1610612766.0,CHA,charge,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627541.0,1.0,0.0,Martin,1628997.0,,,,,,,,,
13,PT11M08.00S,2023-12-12T00:11:20.5Z,1,REGULAR,turnover,offensive foul,[],1626179,,,1610612766,2,3,2023-12-12T00:11:20Z,130000,False,,,0,,T. Rozier offensive foul TURNOVER (1 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627541.0,,,,,1.0,,,,,,,,
14,PT10M56.00S,2023-12-12T00:11:41.7Z,1,REGULAR,foul,personal,[],202330,,,1610612748,2,3,2023-12-12T00:11:55Z,140000,False,,,0,,G. Hayward personal FOUL (1 PF),"[202330, 1631115]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,1.0,0.0,Robinson,1631115.0,,,,,,,,,
16,PT10M42.00S,2023-12-12T00:12:12.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202710,6.521024967148489,24.509803921568626,1610612748,2,3,2023-12-12T00:29:24Z,160000,False,127.0,9.0,1,left,MISS J. Butler 12' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.78,Missed,,,,,,,,,,,,,,,,,,
17,PT10M41.00S,2023-12-12T00:12:13.2Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612748,2,3,2023-12-12T00:29:24Z,170000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,
128,PT10M40.00S,2023-12-12T00:12:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631115,7.145203679369246,53.18627450980392,1610612748,2,3,2023-12-12T00:29:45Z,175000,False,-16.0,15.0,1,left,MISS O. Robinson tip Layup,[1631115],1610612748.0,MIA,tip,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
