actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M19.00S,2024-02-08T00:13:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,90.48948751642575,43.38235294117647,1610612761,7,3,2024-02-08T00:38:56Z,190000,False,-33.0,37.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2024-02-08T00:13:16.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,7,3,2024-02-08T00:13:18Z,200000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,
21,PT10M10.00S,2024-02-08T00:13:24.2Z,1,REGULAR,2pt,Jump Shot,[],1641706,22.815374507227332,42.15686274509804,1610612766,9,3,2024-02-08T00:13:30Z,210000,False,39.0,162.0,1,left,B. Miller 16' pullup Jump Shot (2 PTS) (C. Martin 2 AST),"[1641706, 1628998]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,16.67,Made,2.0,,,,,,,,,,C. Martin,1628998.0,2.0,,,,,
22,PT09M48.00S,2024-02-08T00:13:45.3Z,1,REGULAR,2pt,Jump Shot,[],1630193,76.03482260183968,78.92156862745098,1610612761,9,3,2024-02-08T00:15:53Z,220000,False,145.0,173.0,1,right,MISS I. Quickley 22' step back Shot,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,22.53,Missed,,,,,,,,,,,,,,,,,,
23,PT09M46.00S,2024-02-08T00:13:47.3Z,1,REGULAR,rebound,defensive,[],1641778,,,1610612766,9,3,2024-02-08T00:13:49Z,230000,False,,,0,,L. Black REBOUND (Off:0 Def:1),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Mid-Range,16-24 Right Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT09M33.00S,2024-02-08T00:14:01.2Z,1,REGULAR,3pt,Jump Shot,[],1628998,6.915243101182654,95.34313725490196,1610612766,12,3,2024-02-08T00:14:05Z,240000,False,-227.0,13.0,1,left,C. Martin 3PT  (5 PTS) (L. Black 1 AST),"[1628998, 1641778]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,22.7,Made,5.0,,,,,,,,,,L. Black,1641778.0,1.0,,,,,
26,PT09M33.00S,2024-02-08T00:14:06.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,12,3,2024-02-08T00:14:06Z,260000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M14.00S,2024-02-08T00:17:14.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,66.3107752956636,33.82352941176471,1610612761,12,3,2024-02-08T00:17:25Z,270000,False,-81.0,264.0,1,right,MISS I. Quickley 27' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,27.63,Missed,,,,,,,,,,,,,,,,,,
29,PT09M11.00S,2024-02-08T00:17:17.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,12,3,2024-02-08T00:17:19Z,280000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,
30,PT09M05.00S,2024-02-08T00:17:23.7Z,1,REGULAR,3pt,Jump Shot,[],1641706,31.35676741130092,70.09803921568627,1610612766,12,3,2024-02-08T00:17:36Z,290000,False,-100.0,242.0,1,left,MISS B. Miller 26' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2024-02-08T00:17:27.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,12,3,2024-02-08T00:17:28Z,300000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT08M55.00S,2024-02-08T00:17:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627751,93.38042049934296,55.88235294117647,1610612761,12,3,2024-02-08T00:18:35Z,310000,False,29.0,10.0,1,right,MISS J. Poeltl running Layup - blocked,"[1627751, 1641778]",1610612761.0,TOR,running,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,Black,1641778.0,,,
48,PT08M55.00S,2024-02-08T00:17:34.0Z,1,REGULAR,block,,[],1641778,,,1610612761,12,3,2024-02-08T00:20:52Z,315000,False,,,0,,L. Black BLOCK (1 BLK),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2024-02-08T00:17:37.0Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,12,3,2024-02-08T00:21:51Z,320000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,
34,PT08M47.00S,2024-02-08T00:17:42.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,29.38567674113009,76.7156862745098,1610612766,15,3,2024-02-08T00:17:50Z,330000,False,-134.0,224.0,1,left,M. Bridges 26' 3PT  (8 PTS) (C. Martin 3 AST),"[1628970, 1628998]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.06,Made,8.0,,,,,,,,,,C. Martin,1628998.0,3.0,,,,,
36,PT08M34.00S,2024-02-08T00:17:58.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1630567,92.32917214191852,43.38235294117647,1610612761,15,5,2024-02-08T00:19:03Z,350000,False,-33.0,20.0,1,right,S. Barnes driving floating Jump Shot (2 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.85,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M34.00S,2024-02-08T00:18:01.6Z,1,REGULAR,violation,defensive goaltending,[],1630208,,,1610612761,15,5,2024-02-08T00:18:17Z,360000,False,,,0,,N. Richards defensive goaltending VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,
38,PT08M14.00S,2024-02-08T00:18:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,14.931011826544022,62.5,1610612766,17,5,2024-02-08T00:19:28Z,370000,False,-62.0,88.0,1,left,C. Martin 10' turnaround Jump Shot (7 PTS) (M. Bridges 1 AST),"[1628998, 1628970]",1610612766.0,CHA,turnaround,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Left,10.79,Made,7.0,,,,,,,,,,M. Bridges,1628970.0,1.0,,,,,
39,PT08M01.00S,2024-02-08T00:18:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,72.35545335085413,17.647058823529413,1610612761,17,8,2024-02-08T00:18:48Z,380000,False,-162.0,207.0,1,right,G. Trent Jr. 26' 3PT  (6 PTS) (S. Barnes 2 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.3,Made,6.0,,,,,,,,,,S. Barnes,1630567.0,2.0,,,,,
41,PT07M36.00S,2024-02-08T00:19:08.9Z,1,REGULAR,turnover,bad pass,[],1628998,,,1610612766,17,8,2024-02-08T00:19:43Z,400000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1629018]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0
42,PT07M36.00S,2024-02-08T00:19:08.9Z,1,REGULAR,steal,,[],1629018,,,1610612761,17,8,2024-02-08T00:56:56Z,410000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT07M12.00S,2024-02-08T00:19:49.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,92.59198423127464,55.63725490196079,1610612761,17,8,2024-02-08T00:55:47Z,430000,False,28.0,17.0,1,right,MISS S. Barnes turnaround bank Shot,[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
45,PT07M10.00S,2024-02-08T00:19:51.7Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,17,8,2024-02-08T00:19:57Z,440000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,44.0,3.0,3.0,0.0,,,,,,,,,,,,,
46,PT07M01.00S,2024-02-08T00:20:03.2Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612766,17,8,2024-02-08T00:20:48Z,450000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Black 2 FT),"[1629628, 1641778]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Black,1641778.0,,,,,,,,
50,PT07M01.00S,2024-02-08T00:21:07.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,8,2024-02-08T00:21:07Z,480000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M01.00S,2024-02-08T00:23:53.3Z,1,REGULAR,freethrow,1 of 2,[],1641778,,,1610612766,17,8,2024-02-08T00:23:53Z,510000,False,,,0,,MISS L. Black Free Throw 1 of 2,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M01.00S,2024-02-08T00:23:53.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,17,8,2024-02-08T00:23:53Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,
56,PT07M01.00S,2024-02-08T00:24:06.2Z,1,REGULAR,freethrow,2 of 2,[],1641778,,,1610612766,18,8,2024-02-08T00:24:06Z,530000,False,,,0,,L. Black Free Throw 2 of 2 (1 PTS),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
57,PT06M46.00S,2024-02-08T00:24:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,86.28449408672799,51.225490196078425,1610612761,18,10,2024-02-08T00:24:41Z,540000,False,6.0,76.0,1,right,I. Quickley 7' driving floating Jump Shot (2 PTS),[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,2.0,,,,,,,,,,,,,,,,,
58,PT06M33.00S,2024-02-08T00:24:42.3Z,1,REGULAR,foul,offensive,[],1641778,,,1610612766,18,10,2024-02-08T00:25:01Z,550000,False,,,0,,L. Black offensive FOUL (1 PF),"[1641778, 1630567]",1610612766.0,CHA,,,,Black,L. Black,,,,,Mid-Range,16-24 Left Center,,,,,,,,1162.0,1.0,0.0,Barnes,1630567.0,,,,,,,,
60,PT06M33.00S,2024-02-08T00:24:42.3Z,1,REGULAR,turnover,offensive foul,[],1641778,,,1610612766,18,10,2024-02-08T00:24:42Z,570000,False,,,0,,L. Black offensive foul TURNOVER (1 TO),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Mid-Range,16-24 Left Center,,,,,,,,1162.0,,,,,,,,,,1.0,,
61,PT06M33.00S,2024-02-08T00:24:56.1Z,1,REGULAR,substitution,out,[],1641778,,,1610612761,18,10,2024-02-08T00:25:07Z,580000,False,,,0,,SUB out: L. Black,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M33.00S,2024-02-08T00:24:56.1Z,1,REGULAR,substitution,in,[],1629023,,,1610612761,18,10,2024-02-08T00:27:22Z,595000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M08.00S,2024-02-08T00:25:24.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,66.83639947437582,58.57843137254902,1610612761,18,13,2024-02-08T00:25:39Z,600000,False,43.0,259.0,1,right,G. Trent Jr. 26' 3PT step back (9 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.27,Made,9.0,,,,,,,,,,,,,,,,,
64,PT05M55.00S,2024-02-08T00:25:40.7Z,1,REGULAR,foul,personal,['3freethrow'],1630193,,,1610612766,18,13,2024-02-08T00:25:57Z,610000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Martin 3 FT),"[1630193, 1628998]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627524.0,1.0,0.0,Martin,1628998.0,,,,,,,,
66,PT05M55.00S,2024-02-08T00:26:01.6Z,1,REGULAR,freethrow,1 of 3,[],1628998,,,1610612766,18,13,2024-02-08T00:26:01Z,630000,False,,,0,,MISS C. Martin Free Throw 1 of 3,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT05M55.00S,2024-02-08T00:26:01.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,18,13,2024-02-08T00:26:01Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,
68,PT05M55.00S,2024-02-08T00:26:15.9Z,1,REGULAR,freethrow,2 of 3,[],1628998,,,1610612766,19,13,2024-02-08T00:26:15Z,650000,False,,,0,,C. Martin Free Throw 2 of 3 (8 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
69,PT05M55.00S,2024-02-08T00:26:30.5Z,1,REGULAR,freethrow,3 of 3,[],1628998,,,1610612766,20,13,2024-02-08T00:26:30Z,660000,False,,,0,,C. Martin Free Throw 3 of 3 (9 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
70,PT05M42.00S,2024-02-08T00:26:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.59198423127464,54.41176470588235,1610612761,20,15,2024-02-08T00:27:04Z,670000,False,22.0,17.0,1,right,R. Barrett driving Layup (2 PTS),[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.79,Made,2.0,,,,,,,,,,,,,,,,,
71,PT05M42.00S,2024-02-08T00:26:51.7Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612761,20,15,2024-02-08T00:27:00Z,680000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Barrett 1 FT),"[1630208, 1629628]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,1627524.0,1.0,0.0,Barrett,1629628.0,,,,,,,,
73,PT05M42.00S,2024-02-08T00:27:01.8Z,1,REGULAR,substitution,out,[],1628998,,,1610612761,20,15,2024-02-08T00:27:05Z,700000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2024-02-08T00:27:01.8Z,1,REGULAR,substitution,in,[],202397,,,1610612761,20,15,2024-02-08T00:27:05Z,710000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M42.00S,2024-02-08T00:27:09.4Z,1,REGULAR,freethrow,1 of 1,[],1629628,,,1610612761,20,16,2024-02-08T00:27:09Z,720000,False,,,0,,R. Barrett Free Throw 1 of 1 (3 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
77,PT05M30.00S,2024-02-08T00:27:23.5Z,1,REGULAR,2pt,Jump Shot,[],1628970,26.757555847568987,47.549019607843135,1610612766,22,16,2024-02-08T00:29:11Z,730000,False,12.0,199.0,1,left,M. Bridges 19' pullup Jump Shot (10 PTS) (I. Smith 1 AST),"[1628970, 202397]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,19.94,Made,10.0,,,,,,,,,,I. Smith,202397.0,1.0,,,,,
79,PT05M19.00S,2024-02-08T00:27:34.6Z,1,REGULAR,3pt,Jump Shot,[],1629628,66.17936925098554,38.72549019607843,1610612761,22,16,2024-02-08T00:27:38Z,750000,False,-56.0,265.0,1,right,MISS R. Barrett 27' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,27.13,Missed,,,,,,,,,,,,,,,,,,
80,PT05M16.00S,2024-02-08T00:27:37.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,22,16,2024-02-08T00:27:38Z,760000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,
81,PT04M58.00S,2024-02-08T00:27:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,7.966491458607096,50.73529411764706,1610612766,22,16,2024-02-08T00:28:14Z,770000,False,-4.0,22.0,1,left,MISS P. Washington driving floating bank Shot,[1629023],1610612766.0,CHA,driving floating bank,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
82,PT04M56.00S,2024-02-08T00:27:56.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,22,16,2024-02-08T00:28:14Z,780000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,
83,PT04M38.00S,2024-02-08T00:28:14.5Z,1,REGULAR,3pt,Jump Shot,[],1630193,75.90341655716163,89.4607843137255,1610612761,22,19,2024-02-08T00:28:20Z,790000,False,197.0,174.0,1,right,I. Quickley 26' 3PT  (5 PTS) (R. Barrett 1 AST),"[1630193, 1629628]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.31,Made,5.0,,,,,,,,,,R. Barrett,1629628.0,1.0,,,,,
310,PT04M35.00S,2024-02-08T00:28:25.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,3.860052562417877,97.30392156862744,1610612766,22,19,2024-02-08T01:21:57Z,805000,False,-237.0,-16.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
311,PT04M33.00S,2024-02-08T00:28:27.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,22,19,2024-02-08T01:21:57Z,807500,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,310.0,,,,,,,,,,,,,,,,
85,PT04M31.00S,2024-02-08T00:28:35.5Z,1,REGULAR,foul,personal,[],1627751,,,1610612766,22,19,2024-02-08T00:40:50Z,810000,False,,,0,,J. Poeltl personal FOUL (1 PF),"[1627751, 1630208]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,1.0,0.0,Richards,1630208.0,,,,,,,,
87,PT04M31.00S,2024-02-08T00:28:44.3Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,22,19,2024-02-08T00:28:51Z,830000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2024-02-08T00:28:44.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612766,22,19,2024-02-08T00:28:51Z,840000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M31.00S,2024-02-08T00:28:44.3Z,1,REGULAR,substitution,in,[],1631121,,,1610612766,22,19,2024-02-08T00:28:51Z,850000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M31.00S,2024-02-08T00:28:44.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612766,22,19,2024-02-08T00:28:51Z,860000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
