actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-04-09T23:11:19.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-09T23:11:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-04-09T23:11:22.6Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2024-04-09T23:11:22Z,40000,False,,,0,,Jump Ball D. Gafford vs. G. Williams: Tip to L. Doncic,"[1629029, 1629655, 1629684]",1610612742.0,DAL,startperiod,L. Doncic,1629029.0,Doncic,L. Doncic,Gafford,1629655.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-04-09T23:11:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,6.915243101182654,46.81372549019608,1610612742,0,0,2024-04-09T23:11:37Z,70000,False,16.0,13.0,1,left,MISS P. Washington cutting Layup - blocked,"[1629023, 1628970]",1610612742.0,DAL,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.02,Missed,Bridges,1628970.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-04-09T23:11:32.8Z,1,REGULAR,block,,[],1628970,,,1610612742,0,0,2024-04-09T23:11:35Z,80000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2024-04-09T23:11:35.8Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,0,0,2024-04-09T23:11:37Z,90000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M36.00S,2024-04-09T23:11:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,66.17936925098554,44.85294117647059,1610612766,0,0,2024-04-09T23:11:47Z,100000,False,-26.0,265.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
11,PT11M32.00S,2024-04-09T23:11:46.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2024-04-09T23:11:47Z,110000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M24.00S,2024-04-09T23:11:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,6.389618922470433,95.58823529411765,1610612742,0,0,2024-04-09T23:12:01Z,120000,False,-228.0,8.0,1,left,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
13,PT11M20.00S,2024-04-09T23:11:59.0Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612742,0,0,2024-04-09T23:11:59Z,130000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,
14,PT11M17.00S,2024-04-09T23:12:01.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,37.40144546649146,41.911764705882355,1610612742,0,3,2024-04-09T23:12:05Z,140000,False,40.0,299.0,1,left,L. Doncic 30' 3PT  (3 PTS) (D. Jones Jr. 1 AST),"[1629029, 1627884]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,30.18,Made,,,,,,,3.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,
