actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M10.00S,2023-11-18T23:12:15.9Z,1,REGULAR,2pt,Jump Shot,[],1629628,22.421156373193167,45.09803921568628,1610612752,2,6,2023-11-18T23:14:00Z,180000,False,25.0,158.0,1,left,R. Barrett 16' pullup Jump Shot (2 PTS),[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,16.02,Made,2.0,,,,,,,,,,,,,,,,,
19,PT09M58.00S,2023-11-18T23:12:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,69.72733245729303,76.47058823529412,1610612766,2,6,2023-11-18T23:14:23Z,190000,False,132.0,232.0,1,right,MISS P. Washington 26' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
20,PT09M55.00S,2023-11-18T23:12:30.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,2,6,2023-11-18T23:12:31Z,200000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,
21,PT09M43.00S,2023-11-18T23:12:42.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,10.726018396846255,4.6568627450980395,1610612752,2,9,2023-11-18T23:12:49Z,210000,False,227.0,48.0,1,left,J. Brunson 3PT  (5 PTS) (R. Barrett 1 AST),"[1628973, 1629628]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,23.18,Made,5.0,,,,,,,,R. Barrett,1629628.0,1.0,,,,,,,
23,PT09M27.00S,2023-11-18T23:12:58.4Z,1,REGULAR,2pt,Jump Shot,[],202330,78.79434954007884,38.48039215686275,1610612766,4,9,2023-11-18T23:13:06Z,230000,False,-58.0,147.0,1,right,G. Hayward 15' Jump Shot (2 PTS) (L. Ball 2 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Center,15.77,Made,2.0,,,,,,,,L. Ball,1630163.0,2.0,,,,,,,
25,PT09M09.00S,2023-11-18T23:13:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.258212877792378,50.98039215686274,1610612752,4,11,2023-11-18T23:15:10Z,250000,False,-5.0,6.0,1,left,J. Randle driving Layup (2 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M09.00S,2023-11-18T23:13:20.1Z,1,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612752,4,11,2023-11-18T23:13:28Z,260000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Randle 1 FT),"[1641706, 203944]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628171.0,1.0,0.0,Randle,203944.0,,
29,PT09M09.00S,2023-11-18T23:13:45.1Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,4,11,2023-11-18T23:13:52Z,280000,False,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M08.00S,2023-11-18T23:13:46.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,4,11,2023-11-18T23:13:52Z,290000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,
31,PT09M08.00S,2023-11-18T23:13:52.2Z,1,REGULAR,foul,personal,[],1630163,,,1610612752,4,11,2023-11-18T23:14:02Z,300000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1629011]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202026.0,1.0,0.0,Robinson,1629011.0,,
33,PT08M54.00S,2023-11-18T23:14:16.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629628,10.463206307490145,50.0,1610612752,4,11,2023-11-18T23:15:42Z,320000,False,0.0,46.0,1,left,MISS R. Barrett driving Hook,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
34,PT08M52.00S,2023-11-18T23:14:18.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,4,11,2023-11-18T23:14:22Z,330000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,
35,PT08M43.00S,2023-11-18T23:14:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,65.78515111695138,25.735294117647058,1610612766,7,11,2023-11-18T23:16:39Z,340000,False,-121.0,269.0,1,right,L. Ball 29' 3PT pullup (3 PTS) (P. Washington 1 AST),"[1630163, 1629023]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.52,Made,3.0,,,,,,,,P. Washington,1629023.0,1.0,,,,,,,
36,PT08M25.00S,2023-11-18T23:14:46.1Z,1,REGULAR,3pt,Jump Shot,[],203944,31.882391590013142,52.450980392156865,1610612752,7,11,2023-11-18T23:14:49Z,350000,False,-12.0,247.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
37,PT08M22.00S,2023-11-18T23:14:48.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,7,11,2023-11-18T23:14:48Z,360000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M19.00S,2023-11-18T23:14:51.4Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,7,11,2023-11-18T23:14:59Z,370000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1628978]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,DiVincenzo,1628978.0,,,,,,,,,,
39,PT08M19.00S,2023-11-18T23:14:51.4Z,1,REGULAR,steal,,[],1628978,,,1610612752,7,11,2023-11-18T23:14:53Z,380000,False,,,0,,D. DiVincenzo STEAL (2 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2023-11-18T23:14:58.0Z,1,REGULAR,foul,personal,[],202330,,,1610612752,7,11,2023-11-18T23:15:07Z,390000,False,,,0,,G. Hayward personal FOUL (1 PF),"[202330, 1628978]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,202026.0,1.0,0.0,DiVincenzo,1628978.0,,
42,PT07M56.00S,2023-11-18T23:15:32.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,8.886333771353483,65.44117647058823,1610612752,7,13,2023-11-18T23:17:29Z,410000,False,-77.0,31.0,1,left,J. Brunson 8' pullup Jump Shot (7 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,8.32,Made,7.0,,,,,,,,,,,,,,,,,
43,PT07M46.00S,2023-11-18T23:15:42.0Z,1,REGULAR,2pt,Jump Shot,[],1629023,74.58935611038108,57.35294117647059,1610612766,7,13,2023-11-18T23:17:41Z,420000,False,37.0,186.0,1,right,MISS P. Washington 19' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,19.0,Missed,,,,,,,,,,,,,,,,,,
44,PT07M43.00S,2023-11-18T23:15:45.0Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,7,13,2023-11-18T23:15:46Z,430000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,
45,PT07M39.00S,2023-11-18T23:15:52.7Z,1,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612752,7,13,2023-11-18T23:15:59Z,440000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Barrett 2 FT),"[1641706, 1629628]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1628171.0,2.0,0.0,Barrett,1629628.0,,
47,PT07M39.00S,2023-11-18T23:16:21.4Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,7,14,2023-11-18T23:16:40Z,460000,False,,,0,,R. Barrett Free Throw 1 of 2 (3 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
48,PT07M39.00S,2023-11-18T23:16:22.2Z,1,REGULAR,substitution,out,[],1641706,,,1610612752,7,14,2023-11-18T23:16:24Z,470000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M39.00S,2023-11-18T23:16:22.2Z,1,REGULAR,substitution,in,[],202397,,,1610612752,7,14,2023-11-18T23:16:24Z,480000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2023-11-18T23:16:21.4Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,7,14,2023-11-18T23:16:40Z,490000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT07M37.00S,2023-11-18T23:16:23.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,7,14,2023-11-18T23:16:40Z,500000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,
52,PT07M26.00S,2023-11-18T23:16:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,85.62746386333771,48.529411764705884,1610612766,7,14,2023-11-18T23:19:06Z,510000,False,-7.0,83.0,1,right,MISS G. Hayward 8' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,,,,,,,,
53,PT07M21.00S,2023-11-18T23:16:53.9Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,7,14,2023-11-18T23:16:53Z,520000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,
54,PT07M21.00S,2023-11-18T23:16:53.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,94.40999984741211,50.0,1610612766,9,14,2023-11-18T23:20:29Z,530000,False,0.0,0.0,1,right,M. Williams tip Layup (2 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
55,PT07M09.00S,2023-11-18T23:17:06.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,32.013797634691194,32.59803921568628,1610612752,9,17,2023-11-18T23:20:39Z,540000,False,87.0,248.0,1,left,J. Brunson 26' 3PT pullup (10 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.32,Made,10.0,,,,,,,,,,,,,,,,,
56,PT06M59.00S,2023-11-18T23:17:16.6Z,1,REGULAR,3pt,Jump Shot,[],202330,68.01905387647832,28.431372549019606,1610612766,9,17,2023-11-18T23:17:21Z,550000,False,-108.0,248.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,27.05,Missed,,,,,,,,,,,,,,,,,,
57,PT06M56.00S,2023-11-18T23:17:19.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,9,17,2023-11-18T23:17:21Z,560000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,
58,PT06M51.00S,2023-11-18T23:17:24.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,25.18068331143233,85.29411764705883,1610612752,9,20,2023-11-18T23:20:58Z,570000,False,-176.0,184.0,1,left,J. Randle 25' 3PT running (5 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.51,Made,5.0,,,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,
60,PT06M50.00S,2023-11-18T23:17:29.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,9,20,2023-11-18T23:17:29Z,590000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2023-11-18T23:19:39.6Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,9,20,2023-11-18T23:20:20Z,600000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2023-11-18T23:19:39.6Z,1,REGULAR,substitution,in,[],1628970,,,1610612766,9,20,2023-11-18T23:20:20Z,610000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2023-11-18T23:20:40.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,87.07293035479631,4.411764705882353,1610612766,12,20,2023-11-18T23:29:00Z,620000,False,-228.0,69.0,1,right,L. Ball 3PT  (6 PTS) (M. Williams 1 AST),"[1630163, 1631109]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,23.81,Made,6.0,,,,,,,,M. Williams,1631109.0,1.0,,,,,,,
66,PT06M10.00S,2023-11-18T23:21:01.8Z,1,REGULAR,2pt,Jump Shot,[],203944,1.7904073587385019,88.72549019607843,1610612752,12,22,2023-11-19T01:10:36Z,640000,False,-194.0,-36.0,1,left,J. Randle 19' step back Jump Shot (7 PTS) (R. Barrett 2 AST),"[203944, 1629628]",1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,19.69,Made,7.0,,,,,,,,R. Barrett,1629628.0,2.0,,,,,,,
68,PT05M47.00S,2023-11-18T23:21:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,83.78777923784494,38.72549019607843,1610612766,14,22,2023-11-18T23:22:47Z,660000,False,-56.0,100.0,1,right,L. Ball 11' driving floating Jump Shot (8 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,11.47,Made,8.0,,,,,,,,M. Bridges,1628970.0,1.0,,,,,,,
70,PT05M40.00S,2023-11-18T23:21:31.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.750985545335087,24.264705882352942,1610612752,14,22,2023-11-18T23:23:30Z,680000,False,129.0,246.0,1,left,MISS J. Brunson 27' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,27.76,Missed,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2023-11-18T23:21:31.9Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,14,22,2023-11-18T23:21:38Z,690000,False,,,0,,M. Williams REBOUND (Off:1 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,70.0,4.0,3.0,1.0,,,,,,,,,,,,,
72,PT05M30.00S,2023-11-18T23:21:42.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,93.11760840998686,5.392156862745098,1610612766,14,22,2023-11-18T23:21:45Z,700000,False,-223.0,12.0,1,right,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,22.33,Missed,,,,,,,,,,,,,,,,,,
73,PT05M28.00S,2023-11-18T23:21:44.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,22,2023-11-18T23:21:45Z,710000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT05M21.00S,2023-11-18T23:21:50.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,19.793035479632064,10.53921568627451,1610612752,14,25,2023-11-18T23:21:55Z,720000,False,197.0,134.0,1,left,D. DiVincenzo 3PT  (5 PTS) (J. Randle 2 AST),"[1628978, 203944]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,23.83,Made,5.0,,,,,,,,J. Randle,203944.0,2.0,,,,,,,
76,PT04M59.00S,2023-11-18T23:22:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.06636005256242,50.245098039215684,1610612766,16,25,2023-11-18T23:22:19Z,740000,False,1.0,22.0,1,right,M. Bridges Layup (2 PTS) (M. Williams 2 AST),"[1628970, 1631109]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,,,,M. Williams,1631109.0,2.0,,,,,,,
78,PT04M37.00S,2023-11-18T23:22:34.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,7.046649145860711,5.147058823529411,1610612752,16,25,2023-11-18T23:22:38Z,760000,False,224.0,14.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.47,Missed,,,,,,,,,,,,,,,,,,
79,PT04M35.00S,2023-11-18T23:22:36.8Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,16,25,2023-11-18T23:37:41Z,770000,False,,,0,,M. Williams REBOUND (Off:1 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Right Corner 3,24+ Right,,,,78.0,5.0,4.0,1.0,,,,,,,,,,,,,
80,PT04M25.00S,2023-11-18T23:22:46.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,92.46057818659659,5.392156862745098,1610612766,16,25,2023-11-18T23:22:50Z,780000,False,-223.0,18.0,1,right,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,22.38,Missed,,,,,,,,,,,,,,,,,,
81,PT04M23.00S,2023-11-18T23:22:48.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,16,25,2023-11-18T23:22:50Z,790000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
83,PT04M20.00S,2023-11-18T23:22:56.2Z,1,REGULAR,substitution,out,[],1631109,,,1610612752,16,25,2023-11-18T23:23:14Z,810000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M20.00S,2023-11-18T23:22:56.2Z,1,REGULAR,substitution,out,[],202330,,,1610612752,16,25,2023-11-18T23:23:14Z,820000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M20.00S,2023-11-18T23:22:56.2Z,1,REGULAR,substitution,out,[],1628978,,,1610612752,16,25,2023-11-18T23:23:14Z,830000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M20.00S,2023-11-18T23:22:56.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,16,25,2023-11-18T23:23:14Z,840000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M20.00S,2023-11-18T23:22:56.2Z,1,REGULAR,substitution,in,[],1629023,,,1610612752,16,25,2023-11-18T23:23:14Z,850000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M20.00S,2023-11-18T23:22:56.2Z,1,REGULAR,substitution,in,[],1631121,,,1610612752,16,25,2023-11-18T23:23:14Z,860000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
