actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-07T22:10:19.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-07T22:10:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-04-07T22:10:23.7Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2024-04-07T22:10:23Z,40000,False,,,0,,Jump Ball C. Holmgren vs. G. Williams: Tip to J. Giddey,"[1630581, 1631096, 1629684]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2024-04-07T22:10:42.1Z,1,REGULAR,3pt,Jump Shot,[],1631096,12.828515111695138,96.81372549019608,1610612760,0,3,2024-04-07T22:10:47Z,70000,False,-234.0,68.0,1,left,C. Holmgren 24' 3PT step back (3 PTS) (A. Wiggins 1 AST),"[1631096, 1630598]",1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,24.38,Made,3.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,,
8,PT11M24.00S,2024-04-07T22:10:55.2Z,1,REGULAR,turnover,bad pass,[],203995,,,1610612766,0,3,2024-04-07T22:11:00Z,80000,False,,,0,,V. Micic bad pass TURNOVER (1 TO),"[203995, 1631096]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Holmgren,1631096.0,,,,,,,,,,,
9,PT11M24.00S,2024-04-07T22:10:55.2Z,1,REGULAR,steal,,[],1631096,,,1610612760,0,3,2024-04-07T22:10:57Z,90000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2024-04-07T22:11:00.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641717,26.62614980289093,17.892156862745097,1610612760,0,6,2024-04-07T22:11:06Z,100000,False,161.0,198.0,1,left,C. Wallace 25' 3PT running (3 PTS) (J. Giddey 1 AST),"[1641717, 1630581]",1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,25.47,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
12,PT11M01.00S,2024-04-07T22:11:18.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,72.22404730617609,81.61764705882352,1610612766,0,6,2024-04-07T22:11:22Z,120000,False,158.0,209.0,1,right,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2024-04-07T22:11:21.3Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,0,6,2024-04-07T22:11:22Z,130000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,
14,PT10M44.00S,2024-04-07T22:11:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.966491458607096,39.21568627450981,1610612760,0,6,2024-04-07T22:11:38Z,140000,False,54.0,22.0,1,left,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
15,PT10M42.00S,2024-04-07T22:11:36.4Z,1,REGULAR,rebound,offensive,[],1641717,,,1610612760,0,6,2024-04-07T22:11:36Z,150000,False,,,0,,C. Wallace REBOUND (Off:1 Def:0),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,,,
