actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
26,PT10M04.00S,2024-01-20T00:16:12.3Z,1,REGULAR,steal,,[],1630200,,,1610612759,7,2,2024-01-20T00:21:41Z,260000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M58.00S,2024-01-20T00:16:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,91.01511169513797,51.470588235294116,1610612759,7,4,2024-01-20T00:16:25Z,270000,False,7.0,32.0,1,right,T. Jones running Layup (2 PTS) (J. Sochan 1 AST),"[1630200, 1631110]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,3.28,Made,2.0,J. Sochan,1631110.0,1.0,,,,,,
29,PT09M45.00S,2024-01-20T00:16:31.6Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612766,7,4,2024-01-20T00:16:36Z,290000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1630577]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,1.0,Champagnie,1630577.0,,,,,,,,,,,,,,,,,
30,PT09M45.00S,2024-01-20T00:16:31.6Z,1,REGULAR,steal,,[],1630577,,,1610612759,7,4,2024-01-20T00:16:33Z,300000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
31,PT09M40.00S,2024-01-20T00:16:36.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631110,91.67214191852825,51.225490196078425,1610612759,7,6,2024-01-20T00:16:41Z,310000,False,6.0,26.0,1,right,J. Sochan running Layup (2 PTS) (J. Champagnie 1 AST),"[1631110, 1630577]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,2.65,Made,2.0,J. Champagnie,1630577.0,1.0,,,,,,
33,PT09M23.00S,2024-01-20T00:16:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.732588699080158,49.01960784313725,1610612766,9,6,2024-01-20T00:17:06Z,330000,False,5.0,1.0,1,left,L. Ball driving finger roll Layup (2 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,0.51,Made,2.0,M. Bridges,1628970.0,1.0,,,,,,
35,PT09M06.00S,2024-01-20T00:17:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,91.5407358738502,51.225490196078425,1610612759,9,6,2024-01-20T00:17:14Z,350000,False,6.0,27.0,1,right,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,2.77,Missed,,,,,,,,,,
36,PT09M03.00S,2024-01-20T00:17:12.6Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,9,6,2024-01-20T00:17:12Z,360000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,
37,PT08M56.00S,2024-01-20T00:17:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,31.225361366622867,34.55882352941176,1610612766,12,6,2024-01-20T00:17:24Z,370000,False,77.0,241.0,1,left,P. Washington 25' 3PT  (5 PTS) (T. Rozier 2 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,25.31,Made,5.0,T. Rozier,1626179.0,2.0,,,,,,
39,PT08M41.00S,2024-01-20T00:17:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,92.46057818659659,51.470588235294116,1610612759,12,8,2024-01-20T00:20:08Z,390000,False,7.0,18.0,1,right,D. Vassell cutting Layup (2 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,1.98,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,
42,PT08M18.00S,2024-01-20T00:18:14.6Z,1,REGULAR,3pt,Jump Shot,[],1628970,6.258212877792378,96.32352941176471,1610612766,15,8,2024-01-20T00:18:18Z,420000,False,-232.0,6.0,1,left,M. Bridges 3PT  (3 PTS) (B. Miller 1 AST),"[1628970, 1641706]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,,23.17,Made,3.0,B. Miller,1641706.0,1.0,,,,,,
44,PT08M04.00S,2024-01-20T00:18:30.7Z,1,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,15,8,2024-01-20T00:18:41Z,440000,False,,,0,,J. Sochan bad pass out-of-bounds TURNOVER (1 TO),[1631110],1610612759.0,SAS,bad pass,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.0,,,203593.0,,,,,,,,,,,,,,,,
46,PT07M39.00S,2024-01-20T00:19:17.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,22.421156373193167,10.53921568627451,1610612766,18,8,2024-01-20T00:19:22Z,460000,False,197.0,158.0,1,left,B. Miller 25' 3PT  (6 PTS) (T. Rozier 3 AST),"[1641706, 1626179]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.3,Made,6.0,T. Rozier,1626179.0,3.0,,,,,,
48,PT07M24.00S,2024-01-20T00:19:32.1Z,1,REGULAR,3pt,Jump Shot,[],1630577,91.67214191852825,96.07843137254902,1610612759,18,11,2024-01-20T00:19:36Z,480000,False,230.0,26.0,1,right,J. Champagnie 3PT  (3 PTS) (T. Jones 1 AST),"[1630577, 1630200]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,,,,,23.18,Made,3.0,T. Jones,1630200.0,1.0,,,,,,
50,PT07M11.00S,2024-01-20T00:19:46.1Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,18,11,2024-01-20T00:19:50Z,500000,False,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1630170]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.0,Vassell,1630170.0,,,,,,,,,,,,,,,,,
51,PT07M11.00S,2024-01-20T00:19:46.1Z,1,REGULAR,steal,,[],1630170,,,1610612759,18,11,2024-01-20T00:19:48Z,510000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M00.00S,2024-01-20T00:19:57.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,69.59592641261499,74.26470588235294,1610612759,18,11,2024-01-20T00:20:01Z,520000,False,121.0,233.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.29,Missed,,,,,,,,,,
53,PT06M56.00S,2024-01-20T00:20:01.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,18,11,2024-01-20T00:20:01Z,530000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,
54,PT06M49.00S,2024-01-20T00:20:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,12.828515111695138,53.18627450980392,1610612766,18,11,2024-01-20T00:22:59Z,540000,False,-16.0,68.0,1,left,MISS T. Rozier 6' driving floating Shot - blocked,"[1626179, 1631110]",1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.99,Missed,,,,,,,,,Sochan,1631110.0
55,PT06M49.00S,2024-01-20T00:20:07.4Z,1,REGULAR,block,,[],1631110,,,1610612766,18,11,2024-01-20T00:20:10Z,550000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M46.00S,2024-01-20T00:20:10.4Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,18,11,2024-01-20T00:20:11Z,560000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,
57,PT06M40.00S,2024-01-20T00:20:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,67.23061760840999,34.068627450980394,1610612759,18,11,2024-01-20T00:20:20Z,570000,False,-80.0,256.0,1,right,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,,,26.76,Missed,,,,,,,,,,
58,PT06M38.00S,2024-01-20T00:20:19.0Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,18,11,2024-01-20T00:20:20Z,580000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,57.0,1.0,1.0,0.0,,
59,PT06M30.00S,2024-01-20T00:20:29.0Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,18,11,2024-01-20T00:20:37Z,590000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right,1.0,,,203593.0,,,,,,,,,,,,,,,,
60,PT06M10.00S,2024-01-20T00:20:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630170,93.38042049934296,37.00980392156863,1610612759,18,11,2024-01-20T00:21:05Z,600000,False,-65.0,10.0,1,right,MISS D. Vassell 6' driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.57,Missed,,,,,,,,,,
61,PT06M07.00S,2024-01-20T00:21:02.4Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,18,11,2024-01-20T00:21:05Z,610000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,60.0,2.0,2.0,0.0,,
62,PT06M05.00S,2024-01-20T00:21:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612766,18,11,2024-01-20T00:21:23Z,620000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Miller 2 FT),"[1630200, 1641706]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,2714.0,1.0,0.0,Miller,1641706.0,,,,,,,,,,,,
64,PT06M05.00S,2024-01-20T00:21:36.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641706,,,1610612766,19,11,2024-01-20T00:22:05Z,640000,False,,,0,,B. Miller Free Throw 1 of 2 (7 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,Made,7.0,,,,,,,,,
65,PT06M05.00S,2024-01-20T00:21:38.0Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,19,11,2024-01-20T00:21:47Z,650000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M05.00S,2024-01-20T00:21:38.0Z,1,REGULAR,substitution,out,[],1628380,,,1610612766,19,11,2024-01-20T00:21:47Z,660000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M05.00S,2024-01-20T00:21:38.0Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,19,11,2024-01-20T00:21:47Z,670000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M05.00S,2024-01-20T00:21:38.0Z,1,REGULAR,substitution,in,[],1629640,,,1610612766,19,11,2024-01-20T00:21:47Z,680000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M05.00S,2024-01-20T00:21:36.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641706,,,1610612766,19,11,2024-01-20T00:22:05Z,690000,False,,,0,,MISS B. Miller Free Throw 2 of 2,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
70,PT06M03.00S,2024-01-20T00:21:38.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,19,11,2024-01-20T00:22:05Z,700000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,
71,PT05M47.00S,2024-01-20T00:22:20.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,92.59198423127464,49.50980392156863,1610612759,19,13,2024-01-20T00:22:24Z,710000,False,-2.0,17.0,1,right,J. Sochan cutting DUNK (4 PTS) (J. Champagnie 2 AST),"[1631110, 1630577]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,1.73,Made,4.0,J. Champagnie,1630577.0,2.0,,,,,,
73,PT05M25.00S,2024-01-20T00:22:46.2Z,1,REGULAR,2pt,Jump Shot,[],1628998,23.340998685939553,51.225490196078425,1610612766,19,13,2024-01-20T00:26:16Z,730000,False,-6.0,167.0,1,left,MISS C. Martin 16' pullup Shot,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,,16.7,Missed,,,,,,,,,,
74,PT05M22.00S,2024-01-20T00:22:49.2Z,1,REGULAR,rebound,offensive,[],1641706,,,1610612766,19,13,2024-01-20T00:26:16Z,740000,False,,,0,,B. Miller REBOUND (Off:1 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,73.0,3.0,2.0,1.0,,
75,PT05M20.00S,2024-01-20T00:22:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641706,7.835085413929041,48.529411764705884,1610612766,21,13,2024-01-20T00:23:30Z,750000,False,7.0,21.0,1,left,B. Miller driving Layup (9 PTS),[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,2.24,Made,9.0,,,,,,,,,
77,PT05M20.00S,2024-01-20T00:22:55.0Z,1,REGULAR,foul,personal,['1freethrow'],1629640,,,1610612766,21,13,2024-01-20T00:23:09Z,770000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Miller 1 FT),"[1629640, 1641706]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,202035.0,1.0,0.0,Miller,1641706.0,,,,,,,,,,,,
79,PT05M20.00S,2024-01-20T00:23:10.3Z,1,REGULAR,substitution,out,[],1630577,,,1610612766,21,13,2024-01-20T00:23:30Z,790000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M20.00S,2024-01-20T00:23:10.3Z,1,REGULAR,substitution,in,[],1626224,,,1610612766,21,13,2024-01-20T00:23:30Z,800000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2024-01-20T00:23:18.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1641706,,,1610612766,22,13,2024-01-20T00:23:18Z,810000,False,,,0,,B. Miller Free Throw 1 of 1 (10 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,Made,10.0,,,,,,,,,
82,PT05M05.00S,2024-01-20T00:23:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.19776609724047,53.67647058823529,1610612759,22,13,2024-01-20T00:23:40Z,820000,False,18.0,21.0,1,right,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2.78,Missed,,,,,,,,,,
83,PT05M03.00S,2024-01-20T00:23:38.5Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,22,13,2024-01-20T00:23:38Z,830000,False,,,0,,B. Miller REBOUND (Off:1 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,82.0,4.0,3.0,1.0,,
84,PT05M01.00S,2024-01-20T00:23:41.2Z,1,REGULAR,turnover,lost ball,[],1641706,,,1610612766,22,13,2024-01-20T00:23:46Z,840000,False,,,0,,B. Miller lost ball TURNOVER (2 TO),"[1641706, 1630200]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,2.0,Jones,1630200.0,,,,,,,,,,,,,,,,,
85,PT05M01.00S,2024-01-20T00:23:41.2Z,1,REGULAR,steal,,[],1630200,,,1610612759,22,13,2024-01-20T00:23:43Z,850000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
86,PT04M57.00S,2024-01-20T00:23:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,93.38042049934296,54.166666666666664,1610612759,22,15,2024-01-20T00:23:51Z,860000,False,21.0,10.0,1,right,T. Jones running Layup (4 PTS),[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2.3,Made,4.0,,,,,,,,,
87,PT04M47.00S,2024-01-20T00:23:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.1268068331143235,48.529411764705884,1610612766,24,15,2024-01-20T00:23:58Z,870000,False,7.0,5.0,1,left,T. Rozier driving finger roll Layup (4 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,0.9,Made,4.0,,,,,,,,,
88,PT04M27.00S,2024-01-20T00:24:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,84.44480946123521,55.392156862745104,1610612759,24,15,2024-01-20T00:24:18Z,880000,False,27.0,94.0,1,right,MISS J. Sochan 9' turnaround Shot,[1631110],1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,9.75,Missed,,,,,,,,,,
