actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-01T00:10:42.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-01T00:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-01T00:10:45.7Z,1,REGULAR,jumpball,recovered,[],1628970,,,1610612766,0,0,2024-03-01T00:10:45Z,40000,False,,,0,,Jump Ball N. Richards vs. B. Lopez: Tip to M. Bridges,"[1628970, 1630208, 201572]",1610612766.0,CHA,startperiod,M. Bridges,1628970.0,Bridges,M. Bridges,Richards,1630208.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-01T00:11:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.80354796320631,59.31372549019608,1610612766,0,0,2024-03-01T00:11:10Z,70000,False,47.0,25.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 201572]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-03-01T00:11:01.9Z,1,REGULAR,block,,[],201572,,,1610612766,0,0,2024-03-01T00:11:04Z,80000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2024-03-01T00:11:04.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2024-03-01T00:11:10Z,90000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M21.00S,2024-03-01T00:11:19.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,6.915243101182654,4.6568627450980395,1610612749,0,3,2024-03-01T00:11:23Z,100000,False,227.0,13.0,1,left,M. Beasley 3PT  (3 PTS) (B. Lopez 1 AST),"[1627736, 201572]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,22.7,Made,,,,,,,3.0,B. Lopez,201572.0,1.0,,,,,,,,
12,PT11M05.00S,2024-03-01T00:11:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630544,71.96123521681997,12.5,1610612766,0,3,2024-03-01T00:11:41Z,120000,False,-188.0,211.0,1,right,MISS T. Mann 28' 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,28.23,Missed,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2024-03-01T00:11:39.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,0,3,2024-03-01T00:11:41Z,130000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT10M44.00S,2024-03-01T00:11:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.732588699080158,46.568627450980394,1610612749,0,3,2024-03-01T00:13:14Z,140000,False,17.0,1.0,1,left,MISS G. Antetokounmpo cutting Layup,[203507],1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2024-03-01T00:12:00.8Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,0,3,2024-03-01T00:12:03Z,150000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,
16,PT10M40.00S,2024-03-01T00:12:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,5.590000152587891,50.0,1610612749,0,5,2024-03-01T00:12:00Z,160000,False,0.0,0.0,1,left,G. Antetokounmpo tip Layup (2 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
17,PT10M34.00S,2024-03-01T00:12:07.0Z,1,REGULAR,3pt,Jump Shot,[],1628998,66.17936925098554,44.11764705882353,1610612766,0,5,2024-03-01T00:12:13Z,170000,False,-29.0,265.0,1,right,MISS C. Martin 26' pullup 3PT,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
18,PT10M30.00S,2024-03-01T00:12:11.0Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,0,5,2024-03-01T00:12:13Z,180000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
