actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M47.00S,2023-12-17T00:12:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,79.84559789750328,60.049019607843135,1610612766,0,4,2023-12-17T00:12:45Z,170000,False,50.0,137.0,1,right,MISS B. Miller 14' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,14.59,Missed,,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2023-12-17T00:12:31.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,4,2023-12-17T00:12:31Z,180000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,17.0,,,,,,,1.0,1.0,0.0,,,,,,
19,PT10M41.00S,2023-12-17T00:12:34.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,26.10052562417871,83.82352941176471,1610612755,0,4,2023-12-17T00:13:10Z,190000,False,-169.0,193.0,1,left,MISS T. Maxey 25' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2023-12-17T00:12:37.8Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,0,4,2023-12-17T00:12:40Z,200000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,19.0,,,,,,,1.0,1.0,0.0,,,,,,
21,PT10M27.00S,2023-12-17T00:12:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,91.40932982917214,50.73529411764706,1610612766,2,4,2023-12-17T00:12:58Z,210000,False,4.0,28.0,1,right,B. McGowens Layup (2 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.85,Made,,,,,,,,,2.0,,,,,,,,,
23,PT10M27.00S,2023-12-17T00:12:54.7Z,1,REGULAR,foul,personal,['1freethrow'],203954,,,1610612766,2,4,2023-12-17T00:13:18Z,230000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (McGowens 1 FT),"[203954, 1631121]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,203593.0,1.0,0.0,McGowens,1631121.0,,,,,,,,,,
25,PT10M27.00S,2023-12-17T00:13:18.9Z,1,REGULAR,freethrow,1 of 1,[],1631121,,,1610612766,3,4,2023-12-17T00:13:18Z,250000,False,,,0,,B. McGowens Free Throw 1 of 1 (3 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
26,PT10M15.00S,2023-12-17T00:13:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.652431011826544,49.754901960784316,1610612755,3,6,2023-12-17T00:13:33Z,260000,False,1.0,10.0,1,left,J. Embiid Layup (6 PTS) (N. Batum 1 AST),"[203954, 201587]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,6.0,,,,N. Batum,201587.0,1.0,,,
28,PT09M52.00S,2023-12-17T00:13:52.4Z,1,REGULAR,3pt,Jump Shot,[],1641706,94.56307490144546,98.77450980392157,1610612766,3,6,2023-12-17T00:13:55Z,280000,False,244.0,-1.0,1,right,MISS B. Miller 24' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,24.39,Missed,,,,,,,,,,,,,,,,,,
29,PT09M50.00S,2023-12-17T00:13:54.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,3,6,2023-12-17T00:13:55Z,290000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,,,28.0,,,,,,,2.0,2.0,0.0,,,,,,
30,PT09M42.00S,2023-12-17T00:14:01.5Z,1,REGULAR,2pt,Jump Shot,[],203954,7.966491458607096,28.431372549019606,1610612755,3,8,2023-12-17T00:14:09Z,300000,False,108.0,22.0,1,left,J. Embiid 11' pullup Jump Shot (8 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,11.01,Made,,,,,,,,,8.0,,,,,,,,,
31,PT09M13.00S,2023-12-17T00:14:30.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,76.5604467805519,91.66666666666666,1610612766,3,8,2023-12-17T00:15:19Z,310000,False,208.0,168.0,1,right,MISS M. Bridges 26' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
32,PT09M11.00S,2023-12-17T00:14:32.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,3,8,2023-12-17T00:14:35Z,320000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,31.0,,,,,,,3.0,3.0,0.0,,,,,,
33,PT09M04.00S,2023-12-17T00:14:39.8Z,1,REGULAR,2pt,Jump Shot,[],203954,21.23850197109067,52.20588235294118,1610612755,3,8,2023-12-17T00:14:44Z,330000,False,-11.0,147.0,1,left,MISS J. Embiid 14' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,14.75,Missed,,,,,,,,,,,,,,,,,,
34,PT09M01.00S,2023-12-17T00:14:42.8Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612766,3,8,2023-12-17T00:14:44Z,340000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Center,,,,,33.0,,,,,,,1.0,1.0,0.0,,,,,,
35,PT08M56.00S,2023-12-17T00:14:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631121,87.33574244415243,50.98039215686274,1610612766,3,8,2023-12-17T00:15:43Z,350000,False,5.0,67.0,1,right,MISS B. McGowens 6' driving floating Shot,[1631121],1610612766.0,CHA,driving floating,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
36,PT08M54.00S,2023-12-17T00:14:50.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,3,8,2023-12-17T00:14:55Z,360000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,35.0,,,,,,,4.0,4.0,0.0,,,,,,
38,PT08M46.00S,2023-12-17T00:15:13.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,6.521024967148489,97.79411764705883,1610612755,3,8,2023-12-17T00:15:17Z,380000,False,-239.0,9.0,1,left,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,
39,PT08M44.00S,2023-12-17T00:15:15.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,3,8,2023-12-17T00:15:17Z,390000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,38.0,,,,,,,1.0,1.0,0.0,,,,,,
40,PT08M27.00S,2023-12-17T00:15:32.7Z,1,REGULAR,turnover,lost ball,[],1630208,,,1610612766,3,8,2023-12-17T00:31:06Z,400000,False,,,0,,N. Richards lost ball TURNOVER (1 TO),"[1630208, 1629001]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
41,PT08M27.00S,2023-12-17T00:15:32.7Z,1,REGULAR,steal,,[],1629001,,,1610612755,3,8,2023-12-17T00:15:34Z,410000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M22.00S,2023-12-17T00:15:37.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202699,5.338370565045992,5.392156862745098,1610612755,3,8,2023-12-17T00:17:31Z,420000,False,223.0,-2.0,1,left,MISS T. Harris running 3PT,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
43,PT08M20.00S,2023-12-17T00:15:39.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,3,8,2023-12-17T00:15:41Z,430000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,42.0,,,,,,,2.0,2.0,0.0,,,,,,
44,PT08M18.00S,2023-12-17T00:15:42.2Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,3,8,2023-12-17T00:15:46Z,440000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1629001]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
45,PT08M18.00S,2023-12-17T00:15:42.2Z,1,REGULAR,steal,,[],1629001,,,1610612755,3,8,2023-12-17T00:15:43Z,450000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
46,PT08M15.00S,2023-12-17T00:15:47.1Z,1,REGULAR,foul,offensive,[],1629001,,,1610612755,3,8,2023-12-17T00:15:55Z,460000,False,,,0,,D. Melton charge offensive FOUL (1 PF),"[1629001, 1631121]",1610612755.0,PHI,charge,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,203593.0,1.0,0.0,McGowens,1631121.0,,,,,,,,,,
48,PT08M15.00S,2023-12-17T00:15:47.1Z,1,REGULAR,turnover,offensive foul,[],1629001,,,1610612755,3,8,2023-12-17T00:15:47Z,480000,False,,,0,,D. Melton offensive foul TURNOVER (1 TO),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,203593.0,,,,,,,,,,,,1.0,,
50,PT08M06.00S,2023-12-17T00:16:31.7Z,1,REGULAR,violation,kicked ball,[],1630178,,,1610612766,3,8,2023-12-17T00:16:38Z,500000,False,,,0,,T. Maxey kicked ball VIOLATION,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,203593.0,,,,,,,,,,,,,,
51,PT07M55.00S,2023-12-17T00:16:52.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631121,92.9862023653088,48.28431372549019,1610612766,3,8,2023-12-17T00:18:28Z,510000,False,-9.0,13.0,1,right,MISS B. McGowens driving reverse Layup - blocked,"[1631121, 203954]",1610612766.0,CHA,driving reverse,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,1.59,Missed,Embiid,203954.0,,,,,,,,,,,,,,,,
52,PT07M55.00S,2023-12-17T00:16:52.3Z,1,REGULAR,block,,[],203954,,,1610612766,3,8,2023-12-17T00:16:54Z,520000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M53.00S,2023-12-17T00:16:54.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,3,8,2023-12-17T00:16:57Z,530000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,51.0,,,,,,,5.0,5.0,0.0,,,,,,
54,PT07M39.00S,2023-12-17T00:17:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.389618922470433,50.49019607843137,1610612755,3,10,2023-12-17T00:17:16Z,540000,False,-2.0,8.0,1,left,T. Harris driving Layup (2 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,2.0,,,,,,,,,
55,PT07M19.00S,2023-12-17T00:17:28.9Z,1,REGULAR,2pt,Jump Shot,[],1641706,73.80091984231275,50.245098039215684,1610612766,3,10,2023-12-17T00:17:33Z,550000,False,1.0,194.0,1,right,MISS B. Miller 19' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,19.38,Missed,,,,,,,,,,,,,,,,,,
56,PT07M17.00S,2023-12-17T00:17:30.9Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,3,10,2023-12-17T00:17:33Z,560000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,55.0,,,,,,,1.0,1.0,0.0,,,,,,
57,PT07M12.00S,2023-12-17T00:17:36.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202699,23.127463863337713,86.05238970588235,1610612755,3,13,2023-12-17T00:21:31Z,570000,False,-180.0,165.0,1,left,T. Harris 24' 3PT running pullup (5 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,running pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,24.43,Made,,,,,,,,,5.0,,,,T. Maxey,1630178.0,1.0,,,
59,PT07M12.00S,2023-12-17T00:17:43.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,3,13,2023-12-17T00:17:43Z,590000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M12.00S,2023-12-17T00:19:14.9Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,3,13,2023-12-17T00:20:41Z,600000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M12.00S,2023-12-17T00:19:14.9Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,3,13,2023-12-17T00:20:41Z,610000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2023-12-17T00:21:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,84.97043363994744,52.94117647058824,1610612766,3,13,2023-12-17T00:22:23Z,620000,False,15.0,89.0,1,right,MISS T. Rozier 9' floating Shot,[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,9.0,Missed,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2023-12-17T00:21:00.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,3,13,2023-12-17T00:21:12Z,630000,False,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,62.0,,,,,,,6.0,6.0,0.0,,,,,,
64,PT06M48.00S,2023-12-17T00:21:09.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,4.944152431011826,49.26470588235294,1610612755,3,15,2023-12-17T00:21:15Z,640000,False,4.0,-6.0,1,left,T. Harris DUNK (7 PTS) (J. Embiid 1 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,7.0,,,,J. Embiid,203954.0,1.0,,,
66,PT06M32.00S,2023-12-17T00:21:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,86.81011826544021,40.44117647058824,1610612766,5,15,2023-12-17T00:23:43Z,660000,False,-48.0,71.0,1,right,B. Miller 8' driving floating Jump Shot (2 PTS),[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Left,8.6,Made,,,,,,,,,2.0,,,,,,,,,
67,PT06M22.00S,2023-12-17T00:21:38.1Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612755,5,15,2023-12-17T00:21:46Z,670000,False,,,0,,N. Richards shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630208, 203954]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,203593.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,
69,PT06M22.00S,2023-12-17T00:22:04.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,5,16,2023-12-17T00:22:04Z,690000,False,,,0,,J. Embiid Free Throw 1 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
70,PT06M22.00S,2023-12-17T00:22:08.9Z,1,REGULAR,substitution,out,[],1630208,,,1610612755,5,16,2023-12-17T00:22:12Z,700000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M22.00S,2023-12-17T00:22:08.9Z,1,REGULAR,substitution,in,[],1641877,,,1610612755,5,16,2023-12-17T00:22:12Z,710000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M22.00S,2023-12-17T00:22:30.7Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,5,17,2023-12-17T00:22:30Z,720000,False,,,0,,J. Embiid Free Throw 2 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
73,PT06M07.00S,2023-12-17T00:22:47.0Z,1,REGULAR,3pt,Jump Shot,[],1626179,68.01905387647832,32.35294117647059,1610612766,5,17,2023-12-17T00:24:10Z,730000,False,-88.0,248.0,1,right,MISS T. Rozier 26' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,,
74,PT06M05.00S,2023-12-17T00:22:49.0Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,5,17,2023-12-17T00:22:51Z,740000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,73.0,,,,,,,1.0,1.0,0.0,,,,,,
75,PT06M05.00S,2023-12-17T00:22:52.3Z,1,REGULAR,foul,personal,[],1626179,,,1610612755,5,17,2023-12-17T00:23:00Z,750000,False,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 1629001]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,1627526.0,1.0,0.0,Melton,1629001.0,,,,,,,,,,
77,PT05M54.00S,2023-12-17T00:23:24.2Z,1,REGULAR,2pt,Jump Shot,[],1630178,6.915243101182654,18.627450980392158,1610612755,5,19,2023-12-17T00:24:39Z,770000,False,157.0,13.0,1,left,T. Maxey 15' pullup Jump Shot (2 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,15.74,Made,,,,,,,,,2.0,,,,J. Embiid,203954.0,2.0,,,
79,PT05M26.00S,2023-12-17T00:23:51.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,79.84559789750328,51.470588235294116,1610612766,5,19,2023-12-17T00:24:58Z,790000,False,7.0,137.0,1,right,MISS B. Miller 13' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,13.72,Missed,,,,,,,,,,,,,,,,,,
80,PT05M25.00S,2023-12-17T00:23:53.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,5,19,2023-12-17T00:23:53Z,800000,False,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,79.0,,,,,,,7.0,7.0,0.0,,,,,,
81,PT05M22.00S,2023-12-17T00:24:01.8Z,1,REGULAR,foul,personal,[],1641877,,,1610612755,5,19,2023-12-17T00:24:51Z,810000,False,,,0,,N. Mensah personal FOUL (1 PF),"[1641877, 203954]",1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),0-8 Center,,,,,,203593.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,
83,PT05M22.00S,2023-12-17T00:24:11.5Z,1,REGULAR,substitution,out,[],1626179,,,1610612755,5,19,2023-12-17T00:24:22Z,830000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M22.00S,2023-12-17T00:24:11.5Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,5,19,2023-12-17T00:24:22Z,840000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M22.00S,2023-12-17T00:24:11.5Z,1,REGULAR,substitution,in,[],202397,,,1610612755,5,19,2023-12-17T00:24:22Z,850000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2023-12-17T00:24:11.5Z,1,REGULAR,substitution,in,[],201976,,,1610612755,5,19,2023-12-17T00:24:22Z,860000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
