actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-13T00:10:18.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-13T00:10:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-13T00:10:21.3Z,1,REGULAR,jumpball,recovered,[],1628970,,,1610612766,0,0,2024-02-13T00:10:21Z,40000,False,,,0,,Jump Ball N. Richards vs. M. Turner: Tip to M. Bridges,"[1628970, 1630208, 1626167]",1610612766.0,CHA,startperiod,M. Bridges,1628970.0,Bridges,M. Bridges,Richards,1630208.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-13T00:10:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.46057818659659,53.92156862745098,1610612766,0,0,2024-02-13T00:10:44Z,70000,False,20.0,18.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-02-13T00:10:40.6Z,1,REGULAR,rebound,offensive,[],1630544,,,1610612766,0,0,2024-02-13T00:10:40Z,80000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-02-13T00:10:42.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630208,93.24901445466492,51.225490196078425,1610612766,2,0,2024-02-13T00:10:47Z,90000,False,6.0,11.0,1,right,N. Richards alley-oop DUNK (2 PTS) (T. Mann 1 AST),"[1630208, 1630544]",1610612766.0,CHA,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,2.0,T. Mann,1630544.0,1.0,,,,,,,,,,
11,PT11M17.00S,2024-02-13T00:11:00.2Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.802233902759525,51.470588235294116,1610612754,2,3,2024-02-13T00:11:06Z,110000,False,-7.0,256.0,1,left,M. Turner 25' 3PT  (3 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.59,Made,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,
13,PT10M58.00S,2024-02-13T00:11:19.1Z,1,REGULAR,turnover,bad pass,[],1628998,,,1610612766,2,3,2024-02-13T00:11:26Z,130000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1626167]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Turner,1626167.0,,,,,,,
14,PT10M58.00S,2024-02-13T00:11:19.1Z,1,REGULAR,steal,,[],1626167,,,1610612754,2,3,2024-02-13T00:11:21Z,140000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M53.00S,2024-02-13T00:11:24.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630174,6.652431011826544,46.07843137254902,1610612754,2,3,2024-02-13T00:11:43Z,150000,False,20.0,10.0,1,left,MISS A. Nesmith running Layup,[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2024-02-13T00:11:24.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,2,3,2024-02-13T00:11:43Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,15.0,,,,,,,,,,,,,,,,,
18,PT10M39.00S,2024-02-13T00:11:52.1Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,2,3,2024-02-13T00:11:57Z,180000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1628970]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Bridges,1628970.0,,,,,,,
19,PT10M39.00S,2024-02-13T00:11:52.1Z,1,REGULAR,steal,,[],1628970,,,1610612766,2,3,2024-02-13T00:11:55Z,190000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2024-02-13T00:11:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,92.72339027595268,52.20588235294118,1610612766,4,3,2024-02-13T00:12:01Z,200000,False,11.0,16.0,1,right,M. Bridges running Layup (2 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M21.00S,2024-02-13T00:12:09.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,6.258212877792378,51.470588235294116,1610612754,4,5,2024-02-13T00:12:13Z,210000,False,-7.0,6.0,1,left,M. Turner DUNK (5 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,5.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,
23,PT10M08.00S,2024-02-13T00:12:22.7Z,1,REGULAR,3pt,Jump Shot,[],1641706,66.3107752956636,59.80392156862745,1610612766,7,5,2024-02-13T00:12:28Z,230000,False,49.0,264.0,1,right,B. Miller 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,26.87,Made,,,,,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,
