actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M34.00S,2024-01-11T00:12:56.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.09395532194481,70.83333333333334,1610612758,4,0,2024-01-11T00:13:02Z,180000,False,-104.0,240.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2024-01-11T00:13:00.1Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612766,4,0,2024-01-11T00:13:02Z,190000,False,,,0,,B. McGowens REBOUND (Off:0 Def:2),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,
20,PT10M25.00S,2024-01-11T00:13:05.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,73.01248357424441,13.970588235294118,1610612766,4,0,2024-01-11T00:13:11Z,200000,False,-180.0,201.0,1,right,MISS B. Miller 27' running 3PT,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,27.0,Missed,,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2024-01-11T00:13:08.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,4,0,2024-01-11T00:13:11Z,210000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT10M16.00S,2024-01-11T00:13:16.5Z,1,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,4,0,2024-01-11T00:13:25Z,220000,False,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Right,,,,,,,,1199.0,,,,,,,,1.0,,,,
23,PT09M55.00S,2024-01-11T00:13:43.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,66.96780551905388,74.26470588235294,1610612766,4,0,2024-01-11T00:13:48Z,230000,False,121.0,258.0,1,right,MISS M. Bridges 28' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,28.51,Missed,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2024-01-11T00:13:44.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,4,0,2024-01-11T00:14:56Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,23.0,,,,,,,,,,,,,,,,
26,PT09M38.00S,2024-01-11T00:14:07.7Z,1,REGULAR,3pt,Jump Shot,[],1631099,31.225361366622867,65.19607843137256,1610612758,4,0,2024-01-11T00:14:16Z,260000,False,-76.0,241.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,25.27,Missed,,,,,,,,,,,,,,,,,,
27,PT09M33.00S,2024-01-11T00:14:12.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,4,0,2024-01-11T00:14:16Z,270000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M21.00S,2024-01-11T00:14:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612766,4,0,2024-01-11T00:14:48Z,280000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Richards 2 FT),"[1627734, 1630208]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1199.0,1.0,0.0,Richards,1630208.0,,,,,,,,
30,PT09M21.00S,2024-01-11T00:14:53.0Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,5,0,2024-01-11T00:14:53Z,300000,False,,,0,,N. Richards Free Throw 1 of 2 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2024-01-11T00:15:09.2Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,6,0,2024-01-11T00:15:09Z,310000,False,,,0,,N. Richards Free Throw 2 of 2 (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M12.00S,2024-01-11T00:15:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.995400788436268,52.20588235294118,1610612758,6,2,2024-01-11T00:15:29Z,320000,False,-11.0,4.0,1,left,D. Fox driving Layup (2 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.17,Made,2.0,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2024-01-11T00:15:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.46057818659659,54.166666666666664,1610612766,8,2,2024-01-11T00:16:27Z,340000,False,21.0,18.0,1,right,T. Rozier driving finger roll Layup (2 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.78,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M46.00S,2024-01-11T00:15:49.8Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612758,8,2,2024-01-11T00:16:05Z,350000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1630208, 1627734]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,1199.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,
37,PT08M46.00S,2024-01-11T00:16:14.2Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,8,3,2024-01-11T00:16:35Z,370000,False,,,0,,D. Sabonis Free Throw 1 of 2 (1 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
38,PT08M46.00S,2024-01-11T00:16:14.2Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,8,3,2024-01-11T00:16:35Z,380000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
39,PT08M43.00S,2024-01-11T00:16:17.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,8,3,2024-01-11T00:16:35Z,390000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,
40,PT08M26.00S,2024-01-11T00:16:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612766,8,3,2024-01-11T00:17:11Z,400000,False,,,0,,C. Duarte shooting personal FOUL (1 PF) (McGowens 2 FT),"[1630537, 1631121]",1610612758.0,SAC,shooting,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2530.0,1.0,0.0,McGowens,1631121.0,,,,,,,,
42,PT08M26.00S,2024-01-11T00:17:20.0Z,1,REGULAR,freethrow,1 of 2,[],1631121,,,1610612766,8,3,2024-01-11T00:17:20Z,420000,False,,,0,,MISS B. McGowens Free Throw 1 of 2,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M26.00S,2024-01-11T00:17:20.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,8,3,2024-01-11T00:17:20Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,
44,PT08M26.00S,2024-01-11T00:17:30.1Z,1,REGULAR,freethrow,2 of 2,[],1631121,,,1610612766,9,3,2024-01-11T00:17:30Z,440000,False,,,0,,B. McGowens Free Throw 2 of 2 (1 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2024-01-11T00:17:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,15.588042049934298,54.166666666666664,1610612758,9,5,2024-01-11T00:17:45Z,450000,False,-21.0,94.0,1,left,D. Fox 9' pullup Jump Shot (4 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,9.63,Made,4.0,,,,,,,,,,,,,,,,,
46,PT08M06.00S,2024-01-11T00:17:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.5407358738502,54.41176470588235,1610612766,9,5,2024-01-11T00:17:56Z,460000,False,22.0,27.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 1631099]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,Murray,1631099.0,,
47,PT08M06.00S,2024-01-11T00:17:52.4Z,1,REGULAR,block,,[],1631099,,,1610612766,9,5,2024-01-11T00:20:05Z,470000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M02.00S,2024-01-11T00:17:56.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,5,2024-01-11T00:17:56Z,480000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT08M00.00S,2024-01-11T00:17:57.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630537,7.046649145860711,51.470588235294116,1610612758,9,5,2024-01-11T00:18:03Z,490000,False,-7.0,14.0,1,left,MISS C. Duarte running DUNK - blocked,"[1630537, 1626179]",1610612758.0,SAC,running,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,Rozier,1626179.0,,
50,PT08M00.00S,2024-01-11T00:17:57.4Z,1,REGULAR,block,,[],1626179,,,1610612758,9,5,2024-01-11T00:35:16Z,500000,False,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M56.00S,2024-01-11T00:18:01.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,5,2024-01-11T00:18:03Z,510000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
52,PT07M49.00S,2024-01-11T00:18:08.9Z,1,REGULAR,3pt,Jump Shot,[],1626179,75.50919842312747,10.784313725490197,1610612766,12,5,2024-01-11T00:18:13Z,520000,False,-196.0,178.0,1,right,T. Rozier 26' 3PT  (5 PTS) (N. Richards 1 AST),"[1626179, 1630208]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.46,Made,5.0,,,,,,,,,,N. Richards,1630208.0,1.0,,,,,
54,PT07M33.00S,2024-01-11T00:18:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,10.988830486202366,51.9607843137255,1610612758,12,7,2024-01-11T00:18:28Z,540000,False,-10.0,51.0,1,left,D. Sabonis turnaround Hook (3 PTS) (C. Duarte 1 AST),"[1627734, 1630537]",1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,3.0,,,,,,,,,,C. Duarte,1630537.0,1.0,,,,,
56,PT07M16.00S,2024-01-11T00:18:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,81.8166885676741,62.99019607843137,1610612766,12,7,2024-01-11T00:21:05Z,560000,False,65.0,118.0,1,right,MISS M. Bridges 13' turnaround Shot,[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,13.51,Missed,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2024-01-11T00:18:44.3Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,12,7,2024-01-11T00:18:45Z,570000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,
58,PT07M10.00S,2024-01-11T00:18:48.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,4.28712220762155,95.09803921568627,1610612758,12,10,2024-01-11T00:18:54Z,580000,False,-225.0,-12.0,1,left,K. Murray 3PT running (3 PTS) (C. Duarte 2 AST),"[1631099, 1630537]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,22.58,Made,3.0,,,,,,,,,,C. Duarte,1630537.0,2.0,,,,,
60,PT06M53.00S,2024-01-11T00:19:04.2Z,1,REGULAR,3pt,Jump Shot,[],1631121,69.59592641261499,25.0,1610612766,12,10,2024-01-11T00:19:08Z,600000,False,-125.0,233.0,1,right,MISS B. McGowens 26' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
61,PT06M51.00S,2024-01-11T00:19:06.6Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,12,10,2024-01-11T00:19:06Z,610000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,60.0,3.0,2.0,1.0,,,,,,,,,,,,,
62,PT06M42.00S,2024-01-11T00:19:15.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626179,89.04402102496715,49.754901960784316,1610612766,14,10,2024-01-11T00:19:20Z,620000,False,-1.0,50.0,1,right,T. Rozier driving floating Jump Shot (7 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,7.0,,,,,,,,,,,,,,,,,
63,PT06M38.00S,2024-01-11T00:19:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,5.732588699080158,55.14705882352941,1610612758,14,12,2024-01-11T00:22:06Z,630000,False,-26.0,1.0,1,left,K. Murray driving Layup (5 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.57,Made,5.0,,,,,,,,,,D. Fox,1628368.0,1.0,,,,,
65,PT06M21.00S,2024-01-11T00:19:39.3Z,1,REGULAR,turnover,out-of-bounds,[],1631121,,,1610612766,14,12,2024-01-11T00:22:49Z,650000,False,,,0,,B. McGowens lost ball out-of-bounds TURNOVER (1 TO),[1631121],1610612766.0,CHA,lost ball,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Right,,,,,,,,2530.0,,,,,,,,1.0,,,,
66,PT06M21.00S,2024-01-11T00:19:53.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,14,12,2024-01-11T00:19:53Z,660000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M21.00S,2024-01-11T00:20:33.7Z,1,REGULAR,substitution,out,[],1626179,,,1610612758,14,12,2024-01-11T00:22:25Z,670000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2024-01-11T00:20:33.7Z,1,REGULAR,substitution,in,[],202397,,,1610612758,14,12,2024-01-11T00:22:25Z,680000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M12.00S,2024-01-11T00:22:44.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,28.465834428383708,22.058823529411764,1610612758,14,12,2024-01-11T00:22:49Z,690000,False,140.0,215.0,1,left,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2024-01-11T00:22:47.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,14,12,2024-01-11T00:22:49Z,700000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,
71,PT06M05.00S,2024-01-11T00:22:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.11760840998686,55.88235294117647,1610612766,14,12,2024-01-11T00:23:34Z,710000,False,29.0,12.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2024-01-11T00:22:55.7Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,14,12,2024-01-11T00:23:34Z,720000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,71.0,4.0,2.0,2.0,,,,,,,,,,,,,
73,PT06M03.00S,2024-01-11T00:22:58.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612766,14,12,2024-01-11T00:23:37Z,730000,False,0.0,0.0,1,right,MISS N. Richards tip Layup,[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2024-01-11T00:22:58.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,14,12,2024-01-11T00:23:42Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,73.0,,,,,,,,,,,,,,,,
77,PT06M03.00S,2024-01-11T00:23:15.1Z,1,REGULAR,substitution,out,[],203084,,,1610612766,14,12,2024-01-11T00:23:26Z,770000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M03.00S,2024-01-11T00:23:15.1Z,1,REGULAR,substitution,in,[],1626168,,,1610612766,14,12,2024-01-11T00:23:26Z,780000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M03.00S,2024-01-11T00:23:15.1Z,1,REGULAR,substitution,in,[],1628370,,,1610612766,14,12,2024-01-11T00:23:26Z,790000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M03.00S,2024-01-11T00:23:15.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612766,14,12,2024-01-11T00:25:13Z,795000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M56.00S,2024-01-11T00:23:45.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641706,82.21090670170827,62.745098039215684,1610612766,14,12,2024-01-11T00:23:48Z,800000,False,64.0,115.0,1,right,MISS B. Miller 13' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,13.12,Missed,,,,,,,,,,,,,,,,,,
81,PT05M53.00S,2024-01-11T00:23:48.2Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,14,12,2024-01-11T00:23:48Z,810000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
82,PT05M35.00S,2024-01-11T00:24:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.440867279894875,55.14705882352941,1610612758,14,14,2024-01-11T00:24:09Z,820000,False,-26.0,17.0,1,left,D. Sabonis driving Layup (5 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.1,Made,5.0,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2024-01-11T00:24:22.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,91.01511169513797,61.274509803921575,1610612766,16,14,2024-01-11T00:24:28Z,830000,False,56.0,32.0,1,right,M. Bridges 6' driving Hook (2 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,2.0,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2024-01-11T00:24:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,16.770696452036795,55.63725490196079,1610612758,16,14,2024-01-11T00:24:39Z,840000,False,-28.0,105.0,1,left,MISS M. Monk 10' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,10.88,Missed,,,,,,,,,,,,,,,,,,
85,PT05M04.00S,2024-01-11T00:24:35.5Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,16,14,2024-01-11T00:24:39Z,850000,False,,,0,,N. Richards REBOUND (Off:2 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,84.0,5.0,3.0,2.0,,,,,,,,,,,,,
