actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT09M51.00S,2023-12-09T00:38:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,4.944152431011826,46.32352941176471,1610612766,42,30,2023-12-09T00:41:12Z,1680000,False,18.0,-6.0,1,left,N. Richards Layup (6 PTS) (M. Bridges 2 AST),"[1630208, 1628970]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,1.94,Made,,,,,,6.0,M. Bridges,1628970.0,2.0,,,,,,
173,PT09M34.00S,2023-12-09T00:38:48.4Z,2,REGULAR,turnover,lost ball,[],1630201,,,1610612761,42,30,2023-12-09T00:38:54Z,1700000,False,,,0,,M. Flynn lost ball TURNOVER (1 TO),"[1630201, 1630208]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Mid-Range,16-24 Left Center,1.0,Richards,1630208.0,,,,,,,,,,,,,,,,,
174,PT09M34.00S,2023-12-09T00:38:48.4Z,2,REGULAR,steal,,[],1630208,,,1610612766,42,30,2023-12-09T00:39:27Z,1710000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
175,PT09M22.00S,2023-12-09T00:38:59.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,6.652431011826544,48.28431372549019,1610612766,44,30,2023-12-09T00:39:02Z,1720000,False,9.0,10.0,1,left,T. Rozier driving Layup (9 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,1.32,Made,,,,,,9.0,,,,,,,,,
176,PT09M10.00S,2023-12-09T00:39:12.9Z,2,REGULAR,3pt,Jump Shot,[],1629018,68.80749014454665,28.431372549019606,1610612761,44,30,2023-12-09T00:42:51Z,1730000,False,-108.0,241.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.37,Missed,,,,,,,,,,,,,,,
177,PT09M07.00S,2023-12-09T00:39:15.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,44,30,2023-12-09T00:39:18Z,1740000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,176.0,,,,,,,,,,,,,,
179,PT09M07.00S,2023-12-09T00:39:24.1Z,2,REGULAR,substitution,out,[],1630201,,,1610612766,44,30,2023-12-09T00:39:30Z,1760000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M07.00S,2023-12-09T00:39:24.1Z,2,REGULAR,substitution,in,[],1628449,,,1610612766,44,30,2023-12-09T00:39:30Z,1770000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M42.00S,2023-12-09T00:40:01.6Z,2,REGULAR,2pt,Jump Shot,[],1628970,19.136005256241788,66.17647058823529,1610612766,44,30,2023-12-09T00:40:05Z,1780000,False,-81.0,127.0,1,left,MISS M. Bridges 15' fadeaway Shot,[1628970],1610612766.0,CHA,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,15.09,Missed,,,,,,,,,,,,,,,
182,PT08M40.00S,2023-12-09T00:40:03.6Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,44,30,2023-12-09T00:40:05Z,1790000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,,
183,PT08M35.00S,2023-12-09T00:40:08.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630567,86.94152431011827,47.549019607843135,1610612761,44,30,2023-12-09T00:43:35Z,1800000,False,-12.0,70.0,1,right,MISS S. Barnes 7' running pullup Shot,[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,7.13,Missed,,,,,,,,,,,,,,,
184,PT08M32.00S,2023-12-09T00:40:11.9Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,44,30,2023-12-09T00:40:24Z,1810000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,183.0,5.0,5.0,0.0,,,,,,,,,,,
185,PT08M31.00S,2023-12-09T00:40:16.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,7.30946123521682,50.98039215686274,1610612766,44,30,2023-12-09T00:44:42Z,1820000,False,-5.0,16.0,1,left,MISS M. Bridges running Layup,[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,1.69,Missed,,,,,,,,,,,,,,,
186,PT08M30.00S,2023-12-09T00:40:17.2Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,44,30,2023-12-09T00:44:42Z,1830000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,185.0,2.0,1.0,1.0,,,,,,,,,,,
187,PT08M28.00S,2023-12-09T00:40:20.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,5.590000152587891,50.0,1610612766,46,30,2023-12-09T00:45:27Z,1840000,False,0.0,0.0,1,left,N. Richards tip Layup (8 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,8.0,,,,,,,,,
188,PT08M28.00S,2023-12-09T00:40:25.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,46,30,2023-12-09T00:40:25Z,1850000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,out,[],1628970,,,1610612761,46,30,2023-12-09T00:43:16Z,1860000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,out,[],1626179,,,1610612761,46,30,2023-12-09T00:43:16Z,1870000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,out,[],1630208,,,1610612761,46,30,2023-12-09T00:43:16Z,1880000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,out,[],1631121,,,1610612761,46,30,2023-12-09T00:43:16Z,1890000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,out,[],203490,,,1610612761,46,30,2023-12-09T00:43:16Z,1900000,False,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,out,[],1629018,,,1610612761,46,30,2023-12-09T00:43:16Z,1910000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,in,[],202397,,,1610612761,46,30,2023-12-09T00:43:16Z,1920000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,in,[],1641706,,,1610612761,46,30,2023-12-09T00:43:16Z,1930000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,in,[],202330,,,1610612761,46,30,2023-12-09T00:43:16Z,1940000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,in,[],1631109,,,1610612761,46,30,2023-12-09T00:43:16Z,1950000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,46,30,2023-12-09T00:43:16Z,1960000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M28.00S,2023-12-09T00:40:30.3Z,2,REGULAR,substitution,in,[],203471,,,1610612761,46,30,2023-12-09T00:43:16Z,1970000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M10.00S,2023-12-09T00:43:37.5Z,2,REGULAR,2pt,Jump Shot,[],203471,91.5407358738502,69.11764705882352,1610612761,46,30,2023-12-09T00:46:14Z,1980000,False,96.0,27.0,1,right,MISS D. Schroder 9' driving floating bank Shot,[203471],1610612761.0,TOR,driving floating bank,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,,9.93,Missed,,,,,,,,,,,,,,,
202,PT08M02.00S,2023-12-09T00:43:45.5Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,46,30,2023-12-09T00:45:19Z,1990000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,,,,201.0,5.0,2.0,3.0,,,,,,,,,,,
203,PT08M02.00S,2023-12-09T00:43:44.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630173,94.40999984741211,50.0,1610612761,46,32,2023-12-09T00:45:22Z,2000000,False,0.0,0.0,1,right,P. Achiuwa tip Layup (12 PTS),[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,12.0,,,,,,,,,
205,PT07M47.00S,2023-12-09T00:44:04.9Z,2,REGULAR,turnover,double dribble,[],1641706,,,1610612766,46,32,2023-12-09T00:44:18Z,2020000,False,,,0,,B. Miller double dribble TURNOVER (1 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,2004.0,,,,,,,,,,
206,PT07M31.00S,2023-12-09T00:44:25.3Z,2,REGULAR,turnover,bad pass,[],1630173,,,1610612761,46,32,2023-12-09T00:45:16Z,2030000,False,,,0,,P. Achiuwa bad pass TURNOVER (3 TO),"[1630173, 1629023]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left Center,3.0,Washington,1629023.0,,,,,,,,,,,,,,,,,
207,PT07M31.00S,2023-12-09T00:44:25.3Z,2,REGULAR,steal,,[],1629023,,,1610612766,46,32,2023-12-09T00:44:27Z,2040000,False,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
208,PT07M28.00S,2023-12-09T00:44:28.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641706,5.995400788436268,49.754901960784316,1610612766,48,32,2023-12-09T00:47:23Z,2050000,False,1.0,4.0,1,left,B. Miller running finger roll Layup (8 PTS) (I. Smith 2 AST),"[1641706, 202397]",1610612766.0,CHA,running finger roll,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,0.41,Made,,,,,,8.0,I. Smith,202397.0,2.0,,,,,,
210,PT07M19.00S,2023-12-09T00:44:51.6Z,2,REGULAR,foul,personal,['3freethrow'],1629023,,,1610612761,48,32,2023-12-09T00:50:26Z,2070000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Barnes 3 FT),"[1629023, 1630567]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628171.0,,,,,,,2.0,0.0,Barnes,1630567.0
212,PT07M19.00S,2023-12-09T00:45:11.6Z,2,REGULAR,freethrow,1 of 3,[],1630567,,,1610612761,48,32,2023-12-09T00:50:10Z,2090000,False,,,0,,MISS S. Barnes Free Throw 1 of 3,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
213,PT07M19.00S,2023-12-09T00:45:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,48,32,2023-12-09T00:45:11Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,
214,PT07M19.00S,2023-12-09T00:45:11.6Z,2,REGULAR,freethrow,2 of 3,[],1630567,,,1610612761,48,33,2023-12-09T00:50:10Z,2110000,False,,,0,,S. Barnes Free Throw 2 of 3 (5 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
314,PT07M19.00S,2023-12-09T00:45:37.1Z,2,REGULAR,substitution,out,[],1629023,,,1610612761,48,33,2023-12-09T01:02:37Z,2112500,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT07M19.00S,2023-12-09T00:45:37.1Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,48,33,2023-12-09T01:02:37Z,2113750,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT07M19.00S,2023-12-09T00:45:37.1Z,2,REGULAR,substitution,in,[],1628970,,,1610612761,48,33,2023-12-09T01:02:37Z,2114375,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT07M19.00S,2023-12-09T00:45:37.1Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,48,33,2023-12-09T01:02:37Z,2114687,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M19.00S,2023-12-09T00:45:11.6Z,2,REGULAR,freethrow,3 of 3,[],1630567,,,1610612761,48,33,2023-12-09T00:50:10Z,2115000,False,,,0,,MISS S. Barnes Free Throw 3 of 3,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
257,PT07M17.00S,2023-12-09T00:45:13.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,48,33,2023-12-09T01:00:39Z,2117500,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,
219,PT07M17.00S,2023-12-09T00:46:02.7Z,2,REGULAR,foul,personal,[],1628384,,,1610612766,48,33,2023-12-09T01:03:28Z,2160000,False,,,0,,O. Anunoby loose ball personal FOUL (1 PF),"[1628384, 1641706]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Center,,,,,,,,,,201638.0,,,,,,,1.0,0.0,Miller,1641706.0
223,PT07M17.00S,2023-12-09T00:46:19.5Z,2,REGULAR,substitution,out,[],1630567,,,1610612766,48,33,2023-12-09T00:52:56Z,2175000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M17.00S,2023-12-09T00:46:19.5Z,2,REGULAR,substitution,in,[],1627783,,,1610612766,48,33,2023-12-09T00:52:56Z,2177500,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M13.00S,2023-12-09T00:46:20.8Z,2,REGULAR,3pt,Jump Shot,[],202330,23.209592641261498,12.254901960784313,1610612766,51,33,2023-12-09T00:53:11Z,2180000,False,189.0,166.0,1,left,G. Hayward 25' 3PT  (11 PTS) (I. Smith 3 AST),"[202330, 202397]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,25.11,Made,,,,,,11.0,I. Smith,202397.0,3.0,,,,,,
225,PT06M55.00S,2023-12-09T00:46:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,83.26215505913272,49.01960784313725,1610612761,51,33,2023-12-09T00:53:41Z,2220000,False,-5.0,105.0,1,right,MISS O. Anunoby 10' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,10.49,Missed,,,,,,,,,,,,,,,
226,PT06M55.00S,2023-12-09T00:46:27.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,51,33,2023-12-09T00:48:42Z,2230000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,225.0,,,,,,,,,,,,,,
228,PT06M37.00S,2023-12-09T00:46:55.4Z,2,REGULAR,2pt,Jump Shot,[],202330,17.296320630749015,25.49019607843137,1610612766,53,33,2023-12-09T00:54:03Z,2250000,False,123.0,110.0,1,left,G. Hayward 16' pullup Jump Shot (13 PTS) (I. Smith 4 AST),"[202330, 202397]",1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,16.47,Made,,,,,,13.0,I. Smith,202397.0,4.0,,,,,,
230,PT06M26.00S,2023-12-09T00:47:09.7Z,2,REGULAR,turnover,out-of-bounds,[],203471,,,1610612761,53,33,2023-12-09T00:47:19Z,2270000,False,,,0,,D. Schroder step out-of-bounds TURNOVER (2 TO),[203471],1610612761.0,TOR,step,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,201638.0,,,,,,,,,,
231,PT06M10.00S,2023-12-09T00:47:31.9Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612766,53,33,2023-12-09T00:47:40Z,2280000,False,,,0,,G. Hayward bad pass TURNOVER (1 TO),"[202330, 203471]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,1.0,Schroder,203471.0,,,,,,,,,,,,,,,,,
232,PT06M10.00S,2023-12-09T00:47:31.9Z,2,REGULAR,steal,,[],203471,,,1610612761,53,33,2023-12-09T00:47:34Z,2290000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
233,PT06M08.00S,2023-12-09T00:47:37.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628449,92.72339027595268,55.88235294117647,1610612761,53,33,2023-12-09T00:55:42Z,2300000,False,29.0,16.0,1,right,MISS C. Boucher running Layup - blocked,"[1628449, 1641706]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,3.34,Missed,,,,,,,,,,Miller,1641706.0,,,,
234,PT06M08.00S,2023-12-09T00:47:37.1Z,2,REGULAR,block,,[],1641706,,,1610612761,53,33,2023-12-09T01:02:44Z,2310000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT06M05.00S,2023-12-09T00:47:40.1Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,53,33,2023-12-09T00:55:42Z,2320000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,233.0,1.0,0.0,1.0,,,,,,,,,,,
236,PT06M05.00S,2023-12-09T00:47:45.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627783,94.40999984741211,50.0,1610612761,53,35,2023-12-09T00:56:09Z,2330000,False,0.0,0.0,1,right,P. Siakam putback Layup (4 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,4.0,,,,,,,,,
237,PT05M54.00S,2023-12-09T00:47:48.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,8.360709592641262,51.470588235294116,1610612766,53,35,2023-12-09T00:56:58Z,2340000,False,-7.0,26.0,1,left,MISS B. Miller driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,2.71,Missed,,,,,,,,,,,,,,,
238,PT05M52.00S,2023-12-09T00:47:50.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,53,35,2023-12-09T00:47:54Z,2350000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,237.0,2.0,1.0,1.0,,,,,,,,,,,
239,PT05M50.00S,2023-12-09T00:47:56.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,91.27792378449409,47.549019607843135,1610612761,53,37,2023-12-09T00:57:55Z,2360000,False,-12.0,29.0,1,right,P. Siakam running Layup (6 PTS),[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,3.2,Made,,,,,,6.0,,,,,,,,,
240,PT05M50.00S,2023-12-09T00:48:01.6Z,2,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612761,53,37,2023-12-09T00:48:15Z,2370000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Siakam 1 FT),"[1641706, 1627783]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,1.0,0.0,Siakam,1627783.0
242,PT05M50.00S,2023-12-09T00:48:21.9Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,53,38,2023-12-09T00:48:21Z,2390000,False,,,0,,P. Siakam Free Throw 1 of 1 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
243,PT05M32.00S,2023-12-09T00:48:41.8Z,2,REGULAR,3pt,Jump Shot,[],1641706,31.09395532194481,64.4607843137255,1610612766,53,38,2023-12-09T00:48:47Z,2400000,False,-72.0,240.0,1,left,MISS B. Miller 25' 3PT - blocked,"[1641706, 1628449]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,25.05,Missed,,,,,,,,,,Boucher,1628449.0,,,,
244,PT05M32.00S,2023-12-09T00:48:41.8Z,2,REGULAR,block,,[],1628449,,,1610612766,53,38,2023-12-09T00:48:45Z,2410000,False,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
245,PT05M29.00S,2023-12-09T00:48:44.8Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,53,38,2023-12-09T00:48:47Z,2420000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,,,
246,PT05M29.00S,2023-12-09T00:48:49.0Z,2,REGULAR,foul,offensive,[],1628449,,,1610612761,53,38,2023-12-09T00:49:02Z,2430000,False,,,0,,C. Boucher charge offensive FOUL (1 PF),"[1628449, 1641706]",1610612761.0,TOR,charge,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628171.0,,,,,,,1.0,0.0,Miller,1641706.0
248,PT05M29.00S,2023-12-09T00:48:49.0Z,2,REGULAR,turnover,offensive foul,[],1628449,,,1610612761,53,38,2023-12-09T00:48:49Z,2450000,False,,,0,,C. Boucher offensive foul TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,1628171.0,,,,,,,,,,
249,PT05M18.00S,2023-12-09T00:49:22.7Z,2,REGULAR,turnover,bad pass,[],202397,,,1610612766,53,38,2023-12-09T00:49:29Z,2460000,False,,,0,,I. Smith bad pass TURNOVER (1 TO),"[202397, 1628384]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,Above the Break 3,24+ Right Center,1.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,
250,PT05M18.00S,2023-12-09T00:49:22.7Z,2,REGULAR,steal,,[],1628384,,,1610612761,53,38,2023-12-09T00:49:24Z,2470000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
251,PT05M15.00S,2023-12-09T00:49:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,92.06636005256242,50.98039215686274,1610612761,53,40,2023-12-09T00:49:37Z,2480000,False,5.0,22.0,1,right,C. Boucher running Layup (2 PTS) (D. Schroder 2 AST),"[1628449, 203471]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,2.26,Made,,,,,,2.0,D. Schroder,203471.0,2.0,,,,,,
