actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-09T00:10:31.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-09T00:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-09T00:10:34.0Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,0,0,2024-01-09T00:10:34Z,40000,False,,,0,,Jump Ball A. Drummond vs. N. Richards: Tip to C. White,"[1629632, 203083, 1630208]",1610612741.0,CHI,startperiod,C. White,1629632.0,White,C. White,Drummond,203083.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-01-09T00:10:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.19776609724047,48.03921568627451,1610612741,0,2,2024-01-09T00:10:57Z,70000,False,-10.0,21.0,1,right,A. Drummond Layup (2 PTS) (A. Caruso 1 AST),"[203083, 1627936]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.3,Made,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2024-01-09T00:11:14.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,23.340998685939553,87.5,1610612766,0,2,2024-01-09T00:11:18Z,90000,False,-188.0,167.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2024-01-09T00:11:17.3Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,0,2,2024-01-09T00:11:18Z,100000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2024-01-09T00:11:22.3Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,0,2,2024-01-09T00:11:57Z,110000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1641706]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Miller,1641706.0,,,,,,,
12,PT11M08.00S,2024-01-09T00:11:22.3Z,1,REGULAR,steal,,[],1641706,,,1610612766,0,2,2024-01-09T00:11:24Z,120000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2024-01-09T00:11:27.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,12.565703022339028,51.71568627450981,1610612766,0,2,2024-01-09T00:11:34Z,130000,False,-9.0,66.0,1,left,MISS M. Bridges 6' running DUNK - blocked,"[1628970, 201942]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,,,,,,,,,,,,DeRozan,201942.0,,,,,
14,PT11M03.00S,2024-01-09T00:11:27.7Z,1,REGULAR,block,,[],201942,,,1610612766,0,2,2024-01-09T00:11:30Z,140000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M00.00S,2024-01-09T00:11:30.7Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,2,2024-01-09T00:11:34Z,150000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M46.00S,2024-01-09T00:11:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.46057818659659,46.32352941176471,1610612741,0,2,2024-01-09T00:11:50Z,160000,False,-18.0,18.0,1,right,MISS D. DeRozan driving finger roll Layup,[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
17,PT10M43.00S,2024-01-09T00:11:48.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,2,2024-01-09T00:11:50Z,170000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M40.00S,2024-01-09T00:11:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631121,6.258212877792378,54.166666666666664,1610612766,0,2,2024-01-09T00:11:58Z,180000,False,-21.0,6.0,1,left,MISS B. McGowens running Layup,[1631121],1610612766.0,CHA,running,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2024-01-09T00:11:52.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,0,2,2024-01-09T00:11:58Z,190000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
