actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M17.00S,2024-03-29T23:12:30.4Z,1,REGULAR,foul,personal,[],203995,,,1610612744,5,3,2024-03-29T23:12:52Z,170000,False,,,0,,V. Micic personal FOUL (1 PF),"[203995, 203952]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Mid-Range,16-24 Right Center,,,,,,,200834.0,,,,,,1.0,0.0,Wiggins,203952.0,,,,
19,PT10M05.00S,2024-03-29T23:13:02.0Z,1,REGULAR,3pt,Jump Shot,[],203110,92.9862023653088,4.166666666666666,1610612744,5,3,2024-03-29T23:13:21Z,190000,False,-229.0,13.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,22.96,Missed,,,,,,,,,,,,,,,,,,
20,PT10M03.00S,2024-03-29T23:13:04.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,5,3,2024-03-29T23:13:21Z,200000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT09M47.00S,2024-03-29T23:13:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630544,34.11629434954008,65.68627450980392,1610612766,5,3,2024-03-29T23:13:26Z,210000,False,-78.0,268.0,1,left,MISS T. Mann 27' pullup 3PT,[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,27.94,Missed,,,,,,,,,,,,,,,,,,
22,PT09M43.00S,2024-03-29T23:13:22.0Z,1,REGULAR,rebound,offensive,[],1641706,,,1610612766,5,3,2024-03-29T23:13:26Z,220000,False,,,0,,B. Miller REBOUND (Off:1 Def:0),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,
23,PT09M38.00S,2024-03-29T23:13:27.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641706,7.178055190538765,17.15686274509804,1610612766,5,3,2024-03-29T23:14:45Z,230000,False,164.0,15.0,1,left,MISS B. Miller 16' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right,16.49,Missed,,,,,,,,,,,,,,,,,,
24,PT09M36.00S,2024-03-29T23:13:29.6Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,5,3,2024-03-29T23:13:32Z,240000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT09M19.00S,2024-03-29T23:13:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631218,91.14651773981603,38.970588235294116,1610612744,5,3,2024-03-29T23:15:28Z,250000,False,-55.0,31.0,1,right,MISS T. Jackson-Davis 6' driving floating bank Shot,[1631218],1610612744.0,GSW,driving floating bank,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
26,PT09M17.00S,2024-03-29T23:13:49.9Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,5,3,2024-03-29T23:15:41Z,260000,False,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,
27,PT09M16.00S,2024-03-29T23:13:52.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,94.40999984741211,50.0,1610612744,5,5,2024-03-29T23:15:47Z,270000,False,0.0,0.0,1,right,D. Green putback Layup (2 PTS),[203110],1610612744.0,GSW,putback,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
28,PT08M55.00S,2024-03-29T23:14:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,11.12023653088042,37.5,1610612766,7,5,2024-03-29T23:14:18Z,280000,False,62.0,52.0,1,left,M. Bridges 8' driving bank Jump Shot (2 PTS) (T. Mann 1 AST),"[1628970, 1630544]",1610612766.0,CHA,driving bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,8.13,Made,2.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,
29,PT08M55.00S,2024-03-29T23:14:18.3Z,1,REGULAR,foul,personal,['1freethrow'],203110,,,1610612766,7,5,2024-03-29T23:14:30Z,290000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Bridges 1 FT),"[203110, 1628970]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1151.0,,,,,,1.0,0.0,Bridges,1628970.0,,,,
32,PT08M55.00S,2024-03-29T23:14:42.4Z,1,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,8,5,2024-03-29T23:14:42Z,310000,False,,,0,,M. Bridges Free Throw 1 of 1 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
33,PT08M40.00S,2024-03-29T23:15:00.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,92.72339027595268,51.9607843137255,1610612744,8,7,2024-03-29T23:15:04Z,320000,False,10.0,16.0,1,right,T. Jackson-Davis DUNK (2 PTS) (S. Curry 1 AST),"[1631218, 201939]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1.87,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
35,PT08M24.00S,2024-03-29T23:15:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630544,20.71287779237845,6.127450980392156,1610612766,8,7,2024-03-29T23:16:41Z,340000,False,219.0,142.0,1,left,MISS T. Mann 26' 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
36,PT08M22.00S,2024-03-29T23:15:19.0Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,8,7,2024-03-29T23:16:41Z,350000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,
37,PT08M19.00S,2024-03-29T23:15:23.2Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612744,8,7,2024-03-29T23:15:28Z,360000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (2 TO),[101108],1610612744.0,GSW,bad pass,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,,,,,,,1151.0,2.0,,,,,,,,,,,,
38,PT08M00.00S,2024-03-29T23:15:50.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,19.267411300919843,93.87254901960785,1610612766,8,7,2024-03-29T23:17:02Z,370000,False,-219.0,129.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
39,PT07M56.00S,2024-03-29T23:15:54.5Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,8,7,2024-03-29T23:15:56Z,380000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
40,PT07M38.00S,2024-03-29T23:16:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.46057818659659,47.549019607843135,1610612744,8,9,2024-03-29T23:16:15Z,390000,False,-12.0,18.0,1,right,A. Wiggins driving Layup (5 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.21,Made,5.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
42,PT07M25.00S,2024-03-29T23:16:25.0Z,1,REGULAR,turnover,bad pass,[],1641706,,,1610612766,8,9,2024-03-29T23:16:31Z,410000,False,,,0,,B. Miller bad pass TURNOVER (1 TO),"[1641706, 203110]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,Green,203110.0,,
43,PT07M25.00S,2024-03-29T23:16:25.0Z,1,REGULAR,steal,,[],203110,,,1610612744,8,9,2024-03-29T23:16:28Z,420000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
44,PT07M22.00S,2024-03-29T23:16:30.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,88.12417871222075,49.01960784313725,1610612744,8,9,2024-03-29T23:17:56Z,430000,False,-5.0,59.0,1,right,MISS A. Wiggins driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.93,Missed,,,,,,,,,,,,,,,,,,
45,PT07M20.00S,2024-03-29T23:16:32.6Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,8,9,2024-03-29T23:17:56Z,440000,False,,,0,,D. Green REBOUND (Off:2 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,44.0,2.0,0.0,2.0,,,,,,,,
46,PT07M04.00S,2024-03-29T23:16:48.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,8,9,2024-03-29T23:16:53Z,450000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,,,,,,,,
47,PT06M40.00S,2024-03-29T23:17:24.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,19.66162943495401,41.66666666666667,1610612766,8,9,2024-03-29T23:17:28Z,460000,False,42.0,132.0,1,left,MISS B. Miller 13' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,13.87,Missed,,,,,,,,,,,,,,,,,,
48,PT06M38.00S,2024-03-29T23:17:26.8Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,8,9,2024-03-29T23:17:28Z,470000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,
49,PT06M30.00S,2024-03-29T23:17:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,91.93495400788436,43.872549019607845,1610612744,8,11,2024-03-29T23:19:30Z,480000,False,-31.0,23.0,1,right,T. Jackson-Davis cutting Layup (4 PTS) (S. Curry 2 AST),"[1631218, 201939]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.85,Made,4.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
51,PT06M18.00S,2024-03-29T23:17:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,8.09789750328515,59.31372549019608,1610612766,8,11,2024-03-29T23:19:12Z,500000,False,-47.0,24.0,1,left,MISS T. Mann driving floating Shot - blocked,"[1630544, 1631218]",1610612766.0,CHA,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,Jackson-Davis,1631218.0
52,PT06M18.00S,2024-03-29T23:17:49.4Z,1,REGULAR,block,,[],1631218,,,1610612766,8,11,2024-03-29T23:17:52Z,510000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M14.00S,2024-03-29T23:17:53.4Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,8,11,2024-03-29T23:19:12Z,520000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,
54,PT06M00.00S,2024-03-29T23:18:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,92.9862023653088,47.794117647058826,1610612744,8,13,2024-03-29T23:18:13Z,530000,False,-11.0,13.0,1,right,T. Jackson-Davis driving Layup (6 PTS) (C. Paul 2 AST),"[1631218, 101108]",1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1.73,Made,6.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
56,PT06M00.00S,2024-03-29T23:19:22.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,8,13,2024-03-29T23:19:22Z,550000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M00.00S,2024-03-29T23:19:24.7Z,1,REGULAR,substitution,out,[],1630544,,,1610612766,8,13,2024-03-29T23:20:57Z,560000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M00.00S,2024-03-29T23:19:24.7Z,1,REGULAR,substitution,out,[],1631218,,,1610612766,8,13,2024-03-29T23:20:57Z,570000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M00.00S,2024-03-29T23:19:24.7Z,1,REGULAR,substitution,out,[],101108,,,1610612766,8,13,2024-03-29T23:20:57Z,580000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M00.00S,2024-03-29T23:19:24.7Z,1,REGULAR,substitution,in,[],1630197,,,1610612766,8,13,2024-03-29T23:20:57Z,590000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M00.00S,2024-03-29T23:19:24.7Z,1,REGULAR,substitution,in,[],1641764,,,1610612766,8,13,2024-03-29T23:20:57Z,600000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M00.00S,2024-03-29T23:19:24.7Z,1,REGULAR,substitution,in,[],1627780,,,1610612766,8,13,2024-03-29T23:20:57Z,610000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M40.00S,2024-03-29T23:21:20.9Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612766,8,13,2024-03-29T23:21:35Z,620000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Pokusevski 2 FT),"[203952, 1630197]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1204.0,,,,,,1.0,0.0,Pokusevski,1630197.0,,,,
65,PT05M40.00S,2024-03-29T23:21:44.5Z,1,REGULAR,freethrow,1 of 2,[],1630197,,,1610612766,9,13,2024-03-29T23:21:44Z,640000,False,,,0,,A. Pokusevski Free Throw 1 of 2 (1 PTS),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
66,PT05M40.00S,2024-03-29T23:21:44.5Z,1,REGULAR,freethrow,2 of 2,[],1630197,,,1610612766,9,13,2024-03-29T23:22:04Z,650000,False,,,0,,MISS A. Pokusevski Free Throw 2 of 2,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT05M36.00S,2024-03-29T23:21:48.5Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,9,13,2024-03-29T23:22:04Z,660000,False,,,0,,D. Green REBOUND (Off:2 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,66.0,3.0,1.0,2.0,,,,,,,,
68,PT05M18.00S,2024-03-29T23:22:22.2Z,1,REGULAR,3pt,Jump Shot,[],203952,70.51576872536137,77.20588235294117,1610612744,9,13,2024-03-29T23:22:51Z,670000,False,136.0,225.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
69,PT05M16.00S,2024-03-29T23:22:24.2Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612766,9,13,2024-03-29T23:22:51Z,680000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,
70,PT04M58.00S,2024-03-29T23:22:41.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,27.283180026281208,16.42156862745098,1610612766,12,13,2024-03-29T23:22:49Z,690000,False,168.0,204.0,1,left,M. Bridges 26' 3PT  (6 PTS) (V. Micic 2 AST),"[1628970, 203995]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.42,Made,6.0,V. Micic,203995.0,2.0,,,,,,,,,,,,,,
72,PT04M47.00S,2024-03-29T23:22:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.72339027595268,49.26470588235294,1610612744,12,15,2024-03-29T23:22:57Z,710000,False,-4.0,16.0,1,right,D. Green driving Layup (4 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.63,Made,4.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
74,PT04M34.00S,2024-03-29T23:23:04.1Z,1,REGULAR,2pt,Jump Shot,[],203995,12.302890932982917,31.372549019607842,1610612766,14,15,2024-03-29T23:23:11Z,730000,False,93.0,63.0,1,left,V. Micic 11' driving bank Jump Shot (5 PTS),[203995],1610612766.0,CHA,driving bank,,,Micic,V. Micic,,,,,Mid-Range,8-16 Right,11.25,Made,5.0,,,,,,,,,,,,,,,,,
75,PT04M19.00S,2024-03-29T23:23:19.9Z,1,REGULAR,3pt,Jump Shot,[],201939,86.81011826544021,4.411764705882353,1610612744,14,18,2024-03-29T23:23:23Z,740000,False,-228.0,71.0,1,right,S. Curry 3PT  (3 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,23.89,Made,3.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
77,PT04M11.00S,2024-03-29T23:23:31.0Z,1,REGULAR,turnover,traveling,[],1628970,,,1610612766,14,18,2024-03-29T23:23:36Z,760000,False,,,0,,M. Bridges traveling TURNOVER (1 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,200834.0,1.0,,,,,,,,,,,,
78,PT04M11.00S,2024-03-29T23:23:34.8Z,1,REGULAR,substitution,out,[],1630208,,,1610612744,14,18,2024-03-29T23:23:44Z,770000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M11.00S,2024-03-29T23:23:34.8Z,1,REGULAR,substitution,out,[],203952,,,1610612744,14,18,2024-03-29T23:23:44Z,780000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M11.00S,2024-03-29T23:23:34.8Z,1,REGULAR,substitution,out,[],203110,,,1610612744,14,18,2024-03-29T23:23:44Z,790000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M11.00S,2024-03-29T23:23:34.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612744,14,18,2024-03-29T23:23:44Z,800000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M11.00S,2024-03-29T23:23:34.8Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,14,18,2024-03-29T23:23:44Z,810000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M11.00S,2024-03-29T23:23:34.8Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,14,18,2024-03-29T23:23:44Z,820000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M51.00S,2024-03-29T23:24:17.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641764,92.85479632063075,53.67647058823529,1610612744,14,18,2024-03-29T23:25:36Z,830000,False,18.0,15.0,1,right,MISS B. Podziemski floating Shot,[1641764],1610612744.0,GSW,floating,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
