actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT02M58.00S,2024-03-31T22:24:10.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,15,20,2024-03-31T22:24:21Z,840000,False,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,83.0,6.0,5.0,1.0,,,,,,,,
85,PT02M44.00S,2024-03-31T22:24:25.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202695,92.19776609724047,48.77450980392157,1610612746,15,22,2024-03-31T22:24:30Z,850000,False,-6.0,21.0,1,right,K. Leonard DUNK (6 PTS) (I. Zubac 1 AST),"[202695, 1627826]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,2.17,Made,6.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,
87,PT02M44.00S,2024-03-31T22:24:31.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,22,2024-03-31T22:24:31Z,870000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,15,22,2024-03-31T22:27:12Z,880000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,out,[],203995,,,1610612766,15,22,2024-03-31T22:27:12Z,890000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,15,22,2024-03-31T22:27:12Z,900000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,out,[],201935,,,1610612766,15,22,2024-03-31T22:27:12Z,910000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,out,[],202331,,,1610612766,15,22,2024-03-31T22:27:12Z,920000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,out,[],1629611,,,1610612766,15,22,2024-03-31T22:27:12Z,930000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,in,[],1630544,,,1610612766,15,22,2024-03-31T22:27:12Z,940000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,15,22,2024-03-31T22:27:12Z,950000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,in,[],202722,,,1610612766,15,22,2024-03-31T22:27:12Z,960000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,in,[],201566,,,1610612766,15,22,2024-03-31T22:27:12Z,970000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,in,[],1626181,,,1610612766,15,22,2024-03-31T22:27:12Z,980000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M44.00S,2024-03-31T22:25:55.6Z,1,REGULAR,substitution,in,[],1629599,,,1610612766,15,22,2024-03-31T22:27:12Z,990000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M32.00S,2024-03-31T22:27:34.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,6.652431011826544,50.98039215686274,1610612766,17,22,2024-03-31T22:27:39Z,1000000,False,-5.0,10.0,1,left,M. Bridges cutting DUNK (2 PTS) (G. Williams 1 AST),"[1628970, 1629684]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.11,Made,2.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
103,PT02M10.00S,2024-03-31T22:27:56.0Z,1,REGULAR,2pt,Jump Shot,[],202695,84.44480946123521,69.36274509803921,1610612746,17,22,2024-03-31T22:33:15Z,1020000,False,97.0,94.0,1,right,MISS K. Leonard 13' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,13.47,Missed,,,,,,,,,,,,,,,,,,
104,PT02M07.00S,2024-03-31T22:27:59.0Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,17,22,2024-03-31T22:28:00Z,1030000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Right,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,
105,PT01M54.00S,2024-03-31T22:28:12.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,10.726018396846255,49.50980392156863,1610612766,19,22,2024-03-31T22:34:41Z,1040000,False,2.0,48.0,1,left,G. Williams floating Jump Shot (2 PTS) (J. Thor 1 AST),"[1629684, 1630550]",1610612766.0,CHA,floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,2.0,J. Thor,1630550.0,1.0,,,,,,,,,,,,,,
107,PT01M42.00S,2024-03-31T22:28:23.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,92.59198423127464,97.54901960784314,1610612746,19,25,2024-03-31T22:28:31Z,1060000,False,238.0,17.0,1,right,N. Powell 3PT  (3 PTS) (R. Westbrook 1 AST),"[1626181, 201566]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,23.83,Made,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
109,PT01M28.00S,2024-03-31T22:28:38.7Z,1,REGULAR,3pt,Jump Shot,[],202722,32.670827858081466,50.73529411764706,1610612766,19,25,2024-03-31T22:28:42Z,1080000,False,-4.0,255.0,1,left,MISS D. Bertans 25' 3PT,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,25.46,Missed,,,,,,,,,,,,,,,,,,
110,PT01M25.00S,2024-03-31T22:28:41.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,19,25,2024-03-31T22:28:42Z,1090000,False,,,0,,I. Zubac REBOUND (Off:1 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,109.0,7.0,6.0,1.0,,,,,,,,
111,PT01M21.00S,2024-03-31T22:28:45.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202695,92.85479632063075,51.225490196078425,1610612746,19,27,2024-03-31T22:28:59Z,1100000,False,6.0,15.0,1,right,K. Leonard driving DUNK (8 PTS),[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.59,Made,8.0,,,,,,,,,,,,,,,,,
112,PT01M07.00S,2024-03-31T22:28:59.0Z,1,REGULAR,3pt,Jump Shot,[],1630544,28.597240473061763,78.67647058823529,1610612766,22,27,2024-03-31T22:35:28Z,1110000,False,-143.0,216.0,1,left,T. Mann 25' 3PT step back (3 PTS) (M. Bridges 1 AST),"[1630544, 1628970]",1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.95,Made,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
113,PT00M57.30S,2024-03-31T22:29:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,81.15965834428384,50.98039215686274,1610612746,22,27,2024-03-31T22:35:50Z,1120000,False,5.0,125.0,1,right,MISS I. Zubac 12' floating Shot,[1627826],1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,12.47,Missed,,,,,,,,,,,,,,,,,,
114,PT00M55.70S,2024-03-31T22:29:11.3Z,1,REGULAR,rebound,offensive,[],201566,,,1610612746,22,27,2024-03-31T22:29:11Z,1130000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,113.0,1.0,0.0,1.0,,,,,,,,
115,PT00M44.10S,2024-03-31T22:29:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,93.77463863337714,56.61764705882353,1610612746,22,29,2024-03-31T22:36:16Z,1140000,False,33.0,6.0,1,right,I. Zubac Layup (10 PTS) (K. Leonard 1 AST),"[1627826, 202695]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.36,Made,10.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
117,PT00M33.20S,2024-03-31T22:29:36.6Z,1,REGULAR,3pt,Jump Shot,[],1630550,4.155716162943495,5.392156862745098,1610612766,25,29,2024-03-31T22:29:43Z,1160000,False,223.0,-13.0,1,left,J. Thor 3PT  (3 PTS) (T. Mann 1 AST),"[1630550, 1630544]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,22.34,Made,3.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,
119,PT00M26.00S,2024-03-31T22:29:50.1Z,1,REGULAR,violation,kicked ball,[],1630544,,,1610612746,25,29,2024-03-31T22:37:13Z,1180000,False,,,0,,T. Mann kicked ball VIOLATION,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,203592.0,,,,,,,,,,,,,
120,PT00M26.00S,2024-03-31T22:29:56.5Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,25,29,2024-03-31T22:30:01Z,1190000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT00M26.00S,2024-03-31T22:29:56.5Z,1,REGULAR,substitution,in,[],203486,,,1610612746,25,29,2024-03-31T22:30:01Z,1200000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT00M22.60S,2024-03-31T22:30:16.0Z,1,REGULAR,2pt,Jump Shot,[],201566,93.24901445466492,72.79411764705883,1610612746,25,31,2024-03-31T22:30:23Z,1210000,False,114.0,11.0,1,right,R. Westbrook 11' Jump Shot (2 PTS) (M. Plumlee 1 AST),"[201566, 203486]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,11.45,Made,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
123,PT00M02.20S,2024-03-31T22:30:37.7Z,1,REGULAR,3pt,Jump Shot,[],1630550,27.808804204993432,81.12745098039215,1610612766,25,31,2024-03-31T22:30:41Z,1220000,False,-156.0,209.0,1,left,MISS J. Thor 26' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
124,PT00M00.30S,2024-03-31T22:30:39.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,25,31,2024-03-31T22:30:39Z,1230000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,123.0,2.0,1.0,1.0,,,,,,,,
125,PT00M00.00S,2024-03-31T22:30:44.5Z,1,REGULAR,period,end,[],0,,,1610612746,25,31,2024-03-31T22:30:44Z,1240000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT12M00.00S,2024-03-31T22:32:12.1Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612746,25,31,2024-03-31T22:33:29Z,1250000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT12M00.00S,2024-03-31T22:32:12.1Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612746,25,31,2024-03-31T22:33:29Z,1260000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2024-03-31T22:32:12.1Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,25,31,2024-03-31T22:33:29Z,1270000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2024-03-31T22:32:12.1Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612746,25,31,2024-03-31T22:33:29Z,1280000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2024-03-31T22:32:12.1Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612746,25,31,2024-03-31T22:33:29Z,1290000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2024-03-31T22:32:12.1Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,25,31,2024-03-31T22:33:29Z,1300000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2024-03-31T22:33:29.8Z,2,REGULAR,period,start,[],0,,,1610612746,25,31,2024-03-31T22:33:29Z,1310000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT11M46.00S,2024-03-31T22:33:43.6Z,2,REGULAR,3pt,Jump Shot,[],202331,72.7496714848883,84.55882352941177,1610612746,25,34,2024-03-31T22:33:47Z,1320000,False,173.0,204.0,1,right,P. George 26' 3PT  (8 PTS) (A. Coffey 1 AST),"[202331, 1629599]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.71,Made,8.0,A. Coffey,1629599.0,1.0,,,,,,,,,,,,,,
136,PT11M27.00S,2024-03-31T22:34:01.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,30.56833114323259,73.77450980392157,1610612766,28,34,2024-03-31T22:34:07Z,1340000,False,-119.0,235.0,1,left,G. Williams 26' 3PT  (5 PTS) (D. Bertans 1 AST),"[1629684, 202722]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.32,Made,5.0,D. Bertans,202722.0,1.0,,,,,,,,,,,,,,
138,PT11M08.00S,2024-03-31T22:34:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,86.02168199737189,46.32352941176471,1610612746,28,36,2024-03-31T22:38:53Z,1360000,False,-18.0,79.0,1,right,P. George 8' turnaround Jump Shot (10 PTS),[202331],1610612746.0,LAC,turnaround,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,8.1,Made,10.0,,,,,,,,,,,,,,,,,
139,PT10M57.00S,2024-03-31T22:34:31.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,5.995400788436268,51.225490196078425,1610612766,28,36,2024-03-31T22:39:29Z,1370000,False,-6.0,4.0,1,left,MISS T. Mann driving Layup,[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.72,Missed,,,,,,,,,,,,,,,,,,
140,PT10M55.00S,2024-03-31T22:34:33.8Z,2,REGULAR,rebound,defensive,[],203486,,,1610612746,28,36,2024-03-31T22:34:35Z,1380000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
141,PT10M48.00S,2024-03-31T22:34:41.7Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612746,28,36,2024-03-31T22:34:48Z,1390000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1630208]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,Richards,1630208.0
142,PT10M48.00S,2024-03-31T22:34:41.7Z,2,REGULAR,steal,,[],1630208,,,1610612766,28,36,2024-03-31T22:34:43Z,1400000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
143,PT10M44.00S,2024-03-31T22:34:45.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641706,6.521024967148489,50.245098039215684,1610612766,30,36,2024-03-31T22:35:03Z,1410000,False,-1.0,9.0,1,left,B. Miller running alley-oop DUNK (10 PTS) (T. Mann 2 AST),"[1641706, 1630544]",1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,0.89,Made,10.0,T. Mann,1630544.0,2.0,,,,,,,,,,,,,,
145,PT10M25.00S,2024-03-31T22:35:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,86.15308804204993,50.245098039215684,1610612746,30,36,2024-03-31T22:40:47Z,1430000,False,1.0,78.0,1,right,MISS N. Powell 7' floating Shot,[1626181],1610612746.0,LAC,floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
146,PT10M23.00S,2024-03-31T22:35:08.8Z,2,REGULAR,rebound,offensive,[],203486,,,1610612746,30,36,2024-03-31T22:40:47Z,1440000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,
147,PT10M22.00S,2024-03-31T22:35:11.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612746,30,36,2024-03-31T22:40:58Z,1450000,False,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612746.0,LAC,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
148,PT10M21.00S,2024-03-31T22:35:12.1Z,2,REGULAR,rebound,offensive,[],201566,,,1610612746,30,36,2024-03-31T22:40:58Z,1460000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,147.0,3.0,1.0,2.0,,,,,,,,
149,PT10M12.00S,2024-03-31T22:35:19.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201566,86.02168199737189,37.745098039215684,1610612746,30,38,2024-03-31T22:35:29Z,1470000,False,-61.0,79.0,1,right,R. Westbrook 9' turnaround fadeaway Jump Shot (4 PTS),[201566],1610612746.0,LAC,turnaround fadeaway,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,9.99,Made,4.0,,,,,,,,,,,,,,,,,
150,PT10M12.00S,2024-03-31T22:35:21.1Z,2,REGULAR,foul,personal,['1freethrow'],1630544,,,1610612746,30,38,2024-03-31T22:35:35Z,1480000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Westbrook 1 FT),"[1630544, 201566]",1610612766.0,CHA,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1193.0,,,,,,,,2.0,0.0,Westbrook,201566.0,,
152,PT10M12.00S,2024-03-31T22:35:45.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],201566,,,1610612746,30,39,2024-03-31T22:35:45Z,1500000,False,,,0,,R. Westbrook Free Throw 1 of 1 (5 PTS),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
153,PT09M54.00S,2024-03-31T22:36:06.4Z,2,REGULAR,3pt,Jump Shot,[],202722,30.17411300919842,76.9607843137255,1610612766,33,39,2024-03-31T22:36:10Z,1510000,False,-135.0,231.0,1,left,D. Bertans 26' 3PT  (3 PTS) (T. Mann 3 AST),"[202722, 1630544]",1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,26.75,Made,3.0,T. Mann,1630544.0,3.0,,,,,,,,,,,,,,
155,PT09M32.00S,2024-03-31T22:36:28.0Z,2,REGULAR,3pt,Jump Shot,[],202331,68.80749014454665,69.36274509803921,1610612746,33,42,2024-03-31T22:42:00Z,1530000,False,97.0,241.0,1,right,P. George 25' 3PT step back (13 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.94,Made,13.0,,,,,,,,,,,,,,,,,
156,PT09M19.00S,2024-03-31T22:36:43.9Z,2,REGULAR,foul,personal,[],1629599,,,1610612766,33,42,2024-03-31T22:37:15Z,1540000,False,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1641706]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Miller,1641706.0,,
158,PT09M07.00S,2024-03-31T22:37:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,15.719448094612352,63.970588235294116,1610612766,35,42,2024-03-31T22:37:20Z,1560000,False,-70.0,95.0,1,left,G. Williams 11' turnaround fadeaway Jump Shot (7 PTS),[1629684],1610612766.0,CHA,turnaround fadeaway,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,11.82,Made,7.0,,,,,,,,,,,,,,,,,
159,PT08M51.00S,2024-03-31T22:37:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,82.7365308804205,36.27450980392157,1610612746,35,44,2024-03-31T22:37:35Z,1570000,False,-69.0,110.0,1,right,A. Coffey 12' turnaround fadeaway Jump Shot (2 PTS) (M. Plumlee 2 AST),"[1629599, 203486]",1610612746.0,LAC,turnaround fadeaway,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Left,12.95,Made,2.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
161,PT08M36.00S,2024-03-31T22:37:51.4Z,2,REGULAR,foul,personal,[],201566,,,1610612766,35,44,2024-03-31T22:37:58Z,1590000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1641706]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Miller,1641706.0,,
163,PT08M36.00S,2024-03-31T22:37:56.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,35,44,2024-03-31T22:38:06Z,1610000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT08M36.00S,2024-03-31T22:37:56.0Z,2,REGULAR,substitution,out,[],1630544,,,1610612766,35,44,2024-03-31T22:38:06Z,1620000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT08M36.00S,2024-03-31T22:37:56.0Z,2,REGULAR,substitution,out,[],1641706,,,1610612766,35,44,2024-03-31T22:38:06Z,1630000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT08M36.00S,2024-03-31T22:37:56.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,35,44,2024-03-31T22:38:06Z,1640000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT08M36.00S,2024-03-31T22:37:56.0Z,2,REGULAR,substitution,in,[],1631121,,,1610612766,35,44,2024-03-31T22:38:06Z,1650000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT08M36.00S,2024-03-31T22:37:56.0Z,2,REGULAR,substitution,in,[],203995,,,1610612766,35,44,2024-03-31T22:38:06Z,1660000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT08M33.00S,2024-03-31T22:38:18.0Z,2,REGULAR,3pt,Jump Shot,[],1628970,30.699737187910642,34.31372549019608,1610612766,35,44,2024-03-31T22:38:23Z,1670000,False,78.0,236.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,24.88,Missed,,,,,,,,,,,,,,,,,,
170,PT08M30.00S,2024-03-31T22:38:19.8Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,35,44,2024-03-31T22:38:19Z,1680000,False,,,0,,P. George REBOUND (Off:1 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,
