actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
253,PT04M20.00S,2023-11-21T00:52:48.6Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,43,56,2023-11-21T00:52:48Z,2430000,False,,,0,,K. Porzingis Free Throw 2 of 2 (3 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
254,PT04M11.00S,2023-11-21T00:52:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,86.41590013140605,49.26470588235294,1610612766,43,56,2023-11-21T00:53:07Z,2440000,False,-4.0,75.0,1,right,MISS G. Hayward 7' Jump Shot - blocked,"[202330, 1628369]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
255,PT04M11.00S,2023-11-21T00:52:59.3Z,2,REGULAR,block,,[],1628369,,,1610612766,43,56,2023-11-21T00:53:01Z,2450000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT04M08.00S,2023-11-21T00:53:02.3Z,2,REGULAR,rebound,offensive,[],202330,,,1610612766,43,56,2023-11-21T00:53:07Z,2460000,False,,,0,,G. Hayward REBOUND (Off:1 Def:0),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,254.0,1.0,0.0,1.0,,,,,,,,,,,,,
257,PT04M01.00S,2023-11-21T00:53:09.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,91.93495400788436,47.794117647058826,1610612766,45,56,2023-11-21T00:53:14Z,2470000,False,-11.0,23.0,1,right,M. Bridges Layup (6 PTS) (I. Smith 2 AST),"[1628970, 202397]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.58,Made,6.0,,,,,,,,,,,I. Smith,202397.0,2.0,,,,
259,PT03M51.00S,2023-11-21T00:53:25.7Z,2,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612738,45,56,2023-11-21T00:53:35Z,2490000,False,,,0,,M. Williams shooting personal FOUL (2 PF) (Tatum 2 FT),"[1631109, 1628369]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,2.0,0.0,,,,,,,Tatum,1628369.0,,
261,PT03M51.00S,2023-11-21T00:53:45.9Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,45,57,2023-11-21T00:53:46Z,2510000,False,,,0,,J. Tatum Free Throw 1 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
262,PT03M51.00S,2023-11-21T00:53:46.9Z,2,REGULAR,substitution,out,[],202397,,,1610612738,45,57,2023-11-21T00:53:48Z,2520000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M51.00S,2023-11-21T00:53:46.9Z,2,REGULAR,substitution,in,[],1630163,,,1610612738,45,57,2023-11-21T00:53:48Z,2530000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M51.00S,2023-11-21T00:54:04.4Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,45,58,2023-11-21T00:54:04Z,2540000,False,,,0,,J. Tatum Free Throw 2 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
265,PT03M42.00S,2023-11-21T00:54:15.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641706,91.67214191852825,51.470588235294116,1610612766,45,58,2023-11-21T01:05:55Z,2550000,False,7.0,26.0,1,right,MISS B. Miller driving DUNK,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
266,PT03M42.00S,2023-11-21T00:54:15.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,45,58,2023-11-21T00:54:24Z,2560000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,265.0,,,,,,,,,,,,,,,,
268,PT03M32.00S,2023-11-21T00:54:37.9Z,2,REGULAR,3pt,Jump Shot,[],204001,33.327858081471746,50.0,1610612738,45,58,2023-11-21T00:54:42Z,2580000,False,0.0,261.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
269,PT03M28.00S,2023-11-21T00:54:40.2Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,45,58,2023-11-21T00:54:40Z,2590000,False,,,0,,L. Ball REBOUND (Off:1 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,268.0,5.0,4.0,1.0,,,,,,,,,,,,,
270,PT03M26.00S,2023-11-21T00:54:45.8Z,2,REGULAR,foul,personal,[],1627759,,,1610612766,45,58,2023-11-21T00:54:52Z,2600000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1630163]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628480.0,2.0,0.0,,,,,,,Ball,1630163.0,,
272,PT03M20.00S,2023-11-21T00:55:17.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,67.36202365308804,32.59803921568628,1610612766,48,58,2023-11-21T01:07:57Z,2620000,False,-87.0,254.0,1,right,L. Ball 26' 3PT pullup (15 PTS) (M. Williams 1 AST),"[1630163, 1631109]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.88,Made,15.0,,,,,,,,,,,M. Williams,1631109.0,1.0,,,,
274,PT02M59.00S,2023-11-21T00:55:37.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,5.995400788436268,5.147058823529411,1610612738,48,58,2023-11-21T00:55:44Z,2640000,False,224.0,4.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
275,PT02M57.00S,2023-11-21T00:55:39.9Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,48,58,2023-11-21T00:55:39Z,2650000,False,,,0,,L. Ball REBOUND (Off:1 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,,274.0,6.0,5.0,1.0,,,,,,,,,,,,,
276,PT02M55.00S,2023-11-21T00:55:42.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641706,92.85479632063075,51.225490196078425,1610612766,50,58,2023-11-21T01:08:59Z,2660000,False,6.0,15.0,1,right,B. Miller running alley-oop DUNK (4 PTS) (L. Ball 3 AST),"[1641706, 1630163]",1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.59,Made,4.0,,,,,,,,,,,L. Ball,1630163.0,3.0,,,,
278,PT02M55.00S,2023-11-21T00:55:54.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,58,2023-11-21T00:55:54Z,2680000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M55.00S,2023-11-21T00:58:02.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,50,58,2023-11-21T00:58:41Z,2690000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M55.00S,2023-11-21T00:58:02.3Z,2,REGULAR,substitution,in,[],201950,,,1610612738,50,58,2023-11-21T00:58:41Z,2700000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M40.00S,2023-11-21T00:58:55.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.360709592641262,49.754901960784316,1610612738,50,58,2023-11-21T01:10:38Z,2710000,False,1.0,26.0,1,left,MISS J. Brown Layup - blocked,"[1627759, 1630163]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,Ball,1630163.0
282,PT02M40.00S,2023-11-21T00:58:55.4Z,2,REGULAR,block,,[],1630163,,,1610612738,50,58,2023-11-21T00:58:57Z,2720000,False,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT02M37.00S,2023-11-21T00:58:58.4Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,50,58,2023-11-21T00:59:03Z,2730000,False,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,281.0,2.0,1.0,1.0,,,,,,,,,,,,,
284,PT02M37.00S,2023-11-21T00:59:11.1Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,50,58,2023-11-21T00:59:28Z,2740000,False,,,0,,J. Brown offensive FOUL (3 PF),"[1627759, 1641706]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,3.0,0.0,,,,,,,Miller,1641706.0,,
286,PT02M37.00S,2023-11-21T00:59:11.1Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,50,58,2023-11-21T00:59:11Z,2760000,False,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,,,2.0,,,,,,,,,
287,PT02M21.00S,2023-11-21T00:59:27.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,92.06636005256242,47.05882352941176,1610612766,52,58,2023-11-21T00:59:35Z,2770000,False,-15.0,22.0,1,right,L. Ball bank Jump Shot (17 PTS),[1630163],1610612766.0,CHA,bank,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.65,Made,17.0,,,,,,,,,,,,,,,,,
288,PT02M09.00S,2023-11-21T00:59:40.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201950,5.469776609724048,53.431372549019606,1610612738,52,60,2023-11-21T01:11:25Z,2780000,False,-17.0,-1.0,1,left,J. Holiday cutting DUNK (4 PTS) (J. Tatum 4 AST),"[201950, 1628369]",1610612738.0,BOS,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.72,Made,4.0,,,,,,,,,,,J. Tatum,1628369.0,4.0,,,,
290,PT01M50.00S,2023-11-21T00:59:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,92.72339027595268,49.50980392156863,1610612766,54,60,2023-11-21T01:11:57Z,2800000,False,-2.0,16.0,1,right,M. Williams cutting finger roll Layup (6 PTS) (M. Bridges 4 AST),"[1631109, 1628970]",1610612766.0,CHA,cutting finger roll,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.61,Made,6.0,,,,,,,,,,,M. Bridges,1628970.0,4.0,,,,
292,PT01M36.00S,2023-11-21T01:00:12.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.488173455978973,50.49019607843137,1610612738,54,60,2023-11-21T01:12:18Z,2820000,False,-2.0,243.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,24.35,Missed,,,,,,,,,,,,,,,,,,
293,PT01M33.00S,2023-11-21T01:00:15.3Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,54,60,2023-11-21T01:00:16Z,2830000,False,,,0,,B. Miller REBOUND (Off:2 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,292.0,3.0,1.0,2.0,,,,,,,,,,,,,
294,PT01M32.00S,2023-11-21T01:00:19.1Z,2,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,54,60,2023-11-21T01:00:34Z,2840000,False,,,0,,B. Miller lost ball out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,lost ball,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,1179.0,,,1.0,,,,,,,,,
295,PT01M32.00S,2023-11-21T01:00:22.0Z,2,REGULAR,substitution,out,[],1631109,,,1610612738,54,60,2023-11-21T01:00:33Z,2850000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M32.00S,2023-11-21T01:00:22.0Z,2,REGULAR,substitution,in,[],1629023,,,1610612738,54,60,2023-11-21T01:00:33Z,2860000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M17.00S,2023-11-21T01:00:51.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201950,33.85348226018397,49.26470588235294,1610612738,54,60,2023-11-21T01:13:07Z,2870000,False,4.0,266.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
298,PT01M13.00S,2023-11-21T01:00:55.7Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,54,60,2023-11-21T01:00:59Z,2880000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,,
299,PT01M04.00S,2023-11-21T01:01:03.3Z,2,REGULAR,3pt,Jump Shot,[],1629023,66.17936925098554,46.32352941176471,1610612766,54,60,2023-11-21T01:13:20Z,2890000,False,-18.0,265.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
300,PT01M00.00S,2023-11-21T01:01:07.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,54,60,2023-11-21T01:01:10Z,2900000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,299.0,3.0,2.0,1.0,,,,,,,,,,,,,
301,PT00M54.40S,2023-11-21T01:01:15.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,27.808804204993432,23.284313725490197,1610612738,54,63,2023-11-21T01:01:19Z,2910000,False,134.0,209.0,1,left,J. Tatum 24' 3PT  (29 PTS) (J. Holiday 3 AST),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.8,Made,29.0,,,,,,,,,,,J. Holiday,201950.0,3.0,,,,
303,PT00M39.00S,2023-11-21T01:01:34.2Z,2,REGULAR,2pt,Jump Shot,[],1630163,79.84559789750328,68.87254901960785,1610612766,54,63,2023-11-21T01:01:44Z,2930000,False,94.0,137.0,1,right,MISS L. Ball 16' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,16.64,Missed,,,,,,,,,,,,,,,,,,
304,PT00M36.80S,2023-11-21T01:01:36.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,63,2023-11-21T01:01:36Z,2940000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,303.0,8.0,8.0,0.0,,,,,,,,,,,,,
469,PT00M31.20S,2023-11-21T01:01:52.7Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628970,,,1610612738,54,63,2023-11-21T01:44:12Z,2955000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Tatum 3 FT),"[1628970, 1628369]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,1179.0,1.0,0.0,,,,,,,Tatum,1628369.0,,
307,PT00M31.20S,2023-11-21T01:02:11.3Z,2,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,54,64,2023-11-21T01:43:29Z,2970000,False,,,0,,J. Tatum Free Throw 1 of 3 (30 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
308,PT00M31.20S,2023-11-21T01:02:11.3Z,2,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,54,65,2023-11-21T01:43:29Z,2980000,False,,,0,,J. Tatum Free Throw 2 of 3 (31 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
309,PT00M31.20S,2023-11-21T01:02:26.3Z,2,REGULAR,substitution,out,[],1630163,,,1610612738,54,65,2023-11-21T01:02:58Z,2990000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M31.20S,2023-11-21T01:02:26.3Z,2,REGULAR,substitution,in,[],202397,,,1610612738,54,65,2023-11-21T01:02:58Z,3000000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M31.20S,2023-11-21T01:02:11.3Z,2,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,54,65,2023-11-21T01:43:29Z,3010000,False,,,0,,MISS J. Tatum Free Throw 3 of 3,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
312,PT00M28.10S,2023-11-21T01:02:14.4Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,54,65,2023-11-21T01:02:58Z,3020000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,311.0,4.0,4.0,0.0,,,,,,,,,,,,,
313,PT00M08.70S,2023-11-21T01:03:05.6Z,2,REGULAR,3pt,Jump Shot,[],1628970,66.96780551905388,24.754901960784316,1610612766,54,65,2023-11-21T01:14:53Z,3030000,False,-126.0,258.0,1,right,MISS M. Bridges 28' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,28.72,Missed,,,,,,,,,,,,,,,,,,
314,PT00M06.30S,2023-11-21T01:03:08.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,65,2023-11-21T01:03:09Z,3040000,False,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,313.0,9.0,9.0,0.0,,,,,,,,,,,,,
315,PT00M00.00S,2023-11-21T01:03:14.9Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,54,65,2023-11-21T01:03:20Z,3050000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1629023]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,3.0,Washington,1629023.0,,,,,,,
316,PT00M00.00S,2023-11-21T01:03:14.9Z,2,REGULAR,steal,,[],1629023,,,1610612766,54,65,2023-11-21T01:49:15Z,3060000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
317,PT00M00.00S,2023-11-21T01:03:21.5Z,2,REGULAR,period,end,[],0,,,1610612766,54,65,2023-11-21T01:03:21Z,3070000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-11-21T01:17:38.2Z,3,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,54,65,2023-11-21T01:18:29Z,3080000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-11-21T01:17:38.2Z,3,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,54,65,2023-11-21T01:18:29Z,3090000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-11-21T01:17:38.2Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,54,65,2023-11-21T01:18:29Z,3100000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-11-21T01:17:38.2Z,3,REGULAR,substitution,in,['startperiod'],1631109,,,1610612766,54,65,2023-11-21T01:18:29Z,3110000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2023-11-21T01:18:30.9Z,3,REGULAR,period,start,[],0,,,1610612766,54,65,2023-11-21T01:18:30Z,3120000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M50.00S,2023-11-21T01:18:40.7Z,3,REGULAR,turnover,bad pass,[],202330,,,1610612766,54,65,2023-11-21T01:19:19Z,3130000,False,,,0,,G. Hayward bad pass TURNOVER (1 TO),"[202330, 201950]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Holiday,201950.0,,,,,,,
326,PT11M50.00S,2023-11-21T01:18:40.7Z,3,REGULAR,steal,,[],201950,,,1610612738,54,65,2023-11-21T01:18:43Z,3140000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
327,PT11M44.00S,2023-11-21T01:18:45.6Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201950,73.40670170827858,13.480392156862745,1610612738,54,65,2023-11-21T01:19:43Z,3150000,False,-183.0,197.0,1,right,MISS J. Holiday 26' running pullup 3PT,[201950],1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
328,PT11M42.00S,2023-11-21T01:18:47.6Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,54,65,2023-11-21T01:18:47Z,3160000,False,,,0,,M. Williams REBOUND (Off:2 Def:5),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,327.0,7.0,5.0,2.0,,,,,,,,,,,,,
329,PT11M38.00S,2023-11-21T01:18:53.3Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612766,54,65,2023-11-21T01:19:06Z,3170000,False,,,0,,J. Brown shooting personal FOUL (4 PF) (Bridges 2 FT),"[1627759, 1628970]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,4.0,0.0,,,,,,,Bridges,1628970.0,,
331,PT11M38.00S,2023-11-21T01:19:15.8Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,55,65,2023-11-21T01:19:15Z,3190000,False,,,0,,M. Bridges Free Throw 1 of 2 (7 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
332,PT11M38.00S,2023-11-21T01:19:32.5Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,56,65,2023-11-21T01:19:32Z,3200000,False,,,0,,M. Bridges Free Throw 2 of 2 (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
333,PT11M22.00S,2023-11-21T01:19:51.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,91.40932982917214,51.225490196078425,1610612738,56,67,2023-11-21T01:20:10Z,3210000,False,6.0,28.0,1,right,K. Porzingis Layup (5 PTS) (J. Holiday 4 AST),"[204001, 201950]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.89,Made,5.0,,,,,,,,,,,J. Holiday,201950.0,4.0,,,,
335,PT11M22.00S,2023-11-21T01:19:54.4Z,3,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612738,56,67,2023-11-21T01:20:01Z,3230000,False,,,0,,L. Ball shooting personal FOUL (3 PF) (Porzingis 1 FT),"[1630163, 204001]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,3.0,0.0,,,,,,,Porzingis,204001.0,,
337,PT11M22.00S,2023-11-21T01:20:16.2Z,3,REGULAR,freethrow,1 of 1,[],204001,,,1610612738,56,68,2023-11-21T01:20:16Z,3250000,False,,,0,,K. Porzingis Free Throw 1 of 1 (6 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
338,PT11M14.00S,2023-11-21T01:20:27.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,7.835085413929041,57.35294117647059,1610612766,56,68,2023-11-21T01:20:36Z,3260000,False,-37.0,21.0,1,left,MISS M. Williams driving reverse Layup - blocked,"[1631109, 204001]",1610612766.0,CHA,driving reverse,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0
339,PT11M14.00S,2023-11-21T01:20:27.0Z,3,REGULAR,block,,[],204001,,,1610612766,56,68,2023-11-21T01:20:30Z,3270000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
