actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
75,PT04M39.00S,2024-01-30T00:22:25.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,92.46057818659659,3.9215686274509802,1610612766,16,16,2024-01-30T00:22:31Z,750000,False,-230.0,18.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,23.11,Missed,,,,,,,,,,,,,
76,PT04M37.00S,2024-01-30T00:22:27.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,16,16,2024-01-30T00:22:31Z,760000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,
77,PT04M34.00S,2024-01-30T00:22:33.7Z,1,REGULAR,foul,personal,[],1628373,,,1610612752,16,16,2024-01-30T00:22:58Z,770000,False,,,0,,F. Ntilikina personal FOUL (1 PF),"[1628373, 1628973]",1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Center,1628480.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
79,PT04M34.00S,2024-01-30T00:22:46.3Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,16,16,2024-01-30T00:22:49Z,790000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M34.00S,2024-01-30T00:22:46.3Z,1,REGULAR,substitution,in,[],1629656,,,1610612752,16,16,2024-01-30T00:22:49Z,800000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M24.00S,2024-01-30T00:23:05.1Z,1,REGULAR,3pt,Jump Shot,[],1629656,8.754927726675426,97.05882352941177,1610612752,16,16,2024-01-30T00:23:09Z,810000,False,-235.0,30.0,1,left,MISS Q. Grimes pullup 3PT,[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,23.72,Missed,,,,,,,,,,,,,
82,PT04M21.00S,2024-01-30T00:23:08.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,16,16,2024-01-30T00:23:09Z,820000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,
83,PT04M16.00S,2024-01-30T00:23:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,85.10183968462549,46.568627450980394,1610612766,18,16,2024-01-30T00:23:20Z,830000,False,-17.0,88.0,1,right,B. Miller 8' pullup Jump Shot (8 PTS) (M. Bridges 2 AST),"[1641706, 1628970]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.92,Made,,,,,,,8.0,M. Bridges,1628970.0,2.0,,,
85,PT04M16.00S,2024-01-30T00:23:20.1Z,1,REGULAR,foul,personal,['1freethrow'],1629656,,,1610612766,18,16,2024-01-30T00:23:26Z,850000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Miller 1 FT),"[1629656, 1641706]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,2882.0,1.0,0.0,Miller,1641706.0,,,,,,,,,,,,,,,
87,PT04M16.00S,2024-01-30T00:23:42.0Z,1,REGULAR,freethrow,1 of 1,[],1641706,,,1610612766,19,16,2024-01-30T00:23:42Z,870000,False,,,0,,B. Miller Free Throw 1 of 1 (9 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,Made,,,,,,,9.0,,,,,,
88,PT04M03.00S,2024-01-30T00:23:56.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,25.837713534822605,84.06862745098039,1610612752,19,16,2024-01-30T00:24:01Z,880000,False,-170.0,190.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,25.54,Missed,,,,,,,,,,,,,
89,PT03M59.00S,2024-01-30T00:24:00.5Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612766,19,16,2024-01-30T00:24:01Z,890000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Left Center,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,
90,PT03M51.00S,2024-01-30T00:24:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.67214191852825,54.90196078431373,1610612766,19,16,2024-01-30T00:24:14Z,900000,False,25.0,26.0,1,right,MISS M. Bridges driving reverse Layup,[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,3.56,Missed,,,,,,,,,,,,,
91,PT03M49.00S,2024-01-30T00:24:09.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,19,16,2024-01-30T00:24:14Z,910000,False,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,90.0,2.0,1.0,1.0,,,,,,,,,
92,PT03M38.00S,2024-01-30T00:24:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629656,5.863994743758213,56.61764705882353,1610612752,19,18,2024-01-30T00:24:32Z,920000,False,-33.0,3.0,1,left,Q. Grimes driving finger roll Layup (2 PTS) (D. DiVincenzo 2 AST),"[1629656, 1628978]",1610612752.0,NYK,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,3.32,Made,,,,,,,2.0,D. DiVincenzo,1628978.0,2.0,,,
94,PT03M38.00S,2024-01-30T00:24:26.4Z,1,REGULAR,violation,defensive goaltending,[],1630208,,,1610612752,19,18,2024-01-30T00:24:32Z,940000,False,,,0,,N. Richards defensive goaltending VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,
95,PT03M22.00S,2024-01-30T00:24:51.2Z,1,REGULAR,2pt,Jump Shot,[],202397,84.97043363994744,73.52941176470588,1610612766,19,18,2024-01-30T00:24:54Z,950000,False,118.0,89.0,1,right,MISS I. Smith 14' pullup Shot,[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,Mid-Range,8-16 Right,,,,,,14.74,Missed,,,,,,,,,,,,,
96,PT03M20.00S,2024-01-30T00:24:53.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,19,18,2024-01-30T00:24:54Z,960000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,
97,PT03M13.00S,2024-01-30T00:25:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,12.828515111695138,45.588235294117645,1610612752,19,20,2024-01-30T00:25:07Z,970000,False,22.0,68.0,1,left,J. Brunson 7' pullup Jump Shot (6 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.16,Made,,,,,,,6.0,,,,,,
98,PT03M13.00S,2024-01-30T00:25:06.4Z,1,REGULAR,foul,personal,['1freethrow'],202397,,,1610612752,19,20,2024-01-30T00:26:39Z,980000,False,,,0,,I. Smith shooting personal FOUL (1 PF) (Brunson 1 FT),"[202397, 1628973]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
100,PT03M13.00S,2024-01-30T00:25:14.0Z,1,REGULAR,substitution,out,[],1630208,,,1610612752,19,20,2024-01-30T00:25:40Z,1000000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M13.00S,2024-01-30T00:25:14.0Z,1,REGULAR,substitution,out,[],1641706,,,1610612752,19,20,2024-01-30T00:25:40Z,1010000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M13.00S,2024-01-30T00:25:14.0Z,1,REGULAR,substitution,in,[],1629023,,,1610612752,19,20,2024-01-30T00:25:40Z,1020000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M13.00S,2024-01-30T00:25:14.0Z,1,REGULAR,substitution,in,[],1641778,,,1610612752,19,20,2024-01-30T00:25:40Z,1030000,False,,,0,,SUB in: L. Black,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M13.00S,2024-01-30T00:25:38.1Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,19,20,2024-01-30T00:27:07Z,1040000,False,,,0,,MISS J. Brunson Free Throw 1 of 1,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
105,PT03M10.00S,2024-01-30T00:25:41.1Z,1,REGULAR,rebound,defensive,[],1641778,,,1610612766,19,20,2024-01-30T00:27:07Z,1050000,False,,,0,,L. Black REBOUND (Off:0 Def:1),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,
106,PT02M55.00S,2024-01-30T00:25:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.40932982917214,53.92156862745098,1610612766,19,20,2024-01-30T00:26:00Z,1060000,False,20.0,28.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,3.44,Missed,,,,,,,,,,,,,
107,PT02M53.00S,2024-01-30T00:25:57.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,19,20,2024-01-30T00:26:00Z,1070000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,,
108,PT02M51.00S,2024-01-30T00:26:07.0Z,1,REGULAR,foul,personal,['2freethrow'],1628373,,,1610612752,19,20,2024-01-30T00:26:21Z,1080000,False,,,0,,F. Ntilikina shooting personal FOUL (2 PF) (DiVincenzo 2 FT),"[1628373, 1628978]",1610612766.0,CHA,shooting,,,Ntilikina,F. Ntilikina,,,,,In The Paint (Non-RA),0-8 Center,2882.0,2.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,
110,PT02M51.00S,2024-01-30T00:26:25.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,19,20,2024-01-30T00:26:25Z,1100000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M51.00S,2024-01-30T00:29:16.8Z,1,REGULAR,freethrow,1 of 2,[],1628978,,,1610612752,19,21,2024-01-30T00:29:16Z,1110000,False,,,0,,D. DiVincenzo Free Throw 1 of 2 (7 PTS),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,Made,,,,,,,7.0,,,,,,
112,PT02M51.00S,2024-01-30T00:29:28.8Z,1,REGULAR,freethrow,2 of 2,[],1628978,,,1610612752,19,22,2024-01-30T00:29:28Z,1120000,False,,,0,,D. DiVincenzo Free Throw 2 of 2 (8 PTS),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,Made,,,,,,,8.0,,,,,,
113,PT02M35.00S,2024-01-30T00:29:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,90.22667542706965,47.794117647058826,1610612766,19,22,2024-01-30T00:29:51Z,1130000,False,-11.0,39.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 1628978]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,4.09,Missed,,,,,DiVincenzo,1628978.0,,,,,,,
114,PT02M35.00S,2024-01-30T00:29:46.5Z,1,REGULAR,block,,[],1628978,,,1610612766,19,22,2024-01-30T00:29:49Z,1140000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT02M35.00S,2024-01-30T00:29:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,19,22,2024-01-30T00:29:51Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,113.0,,,,,,,,,,,,
117,PT02M31.00S,2024-01-30T00:30:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,91.14651773981603,47.549019607843135,1610612766,21,22,2024-01-30T00:30:12Z,1170000,False,-12.0,31.0,1,right,M. Bridges Layup (4 PTS) (I. Smith 1 AST),"[1628970, 202397]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,3.31,Made,,,,,,,4.0,I. Smith,202397.0,1.0,,,
119,PT02M17.00S,2024-01-30T00:30:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,11.908672798948752,51.225490196078425,1610612752,21,24,2024-01-30T00:30:30Z,1190000,False,-6.0,59.0,1,left,J. Brunson driving floating Jump Shot (8 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.97,Made,,,,,,,8.0,,,,,,
120,PT02M06.00S,2024-01-30T00:30:33.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,93.77463863337714,52.20588235294118,1610612766,23,24,2024-01-30T00:30:37Z,1200000,False,11.0,6.0,1,right,M. Bridges alley-oop DUNK (6 PTS) (P. Washington 1 AST),"[1628970, 1629023]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,1.25,Made,,,,,,,6.0,P. Washington,1629023.0,1.0,,,
122,PT01M54.00S,2024-01-30T00:30:48.6Z,1,REGULAR,violation,kicked ball,[],1629023,,,1610612752,23,24,2024-01-30T00:30:54Z,1220000,False,,,0,,P. Washington kicked ball VIOLATION,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,1628480.0,,,,,,,,,,,,,,,,,,,
123,PT01M44.00S,2024-01-30T00:31:14.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,22.28975032851511,11.519607843137255,1610612752,23,24,2024-01-30T00:31:20Z,1230000,False,192.0,157.0,1,left,MISS D. DiVincenzo 24' fadeaway 3PT,[1628978],1610612752.0,NYK,fadeaway,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,24.83,Missed,,,,,,,,,,,,,
124,PT01M40.00S,2024-01-30T00:31:18.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,23,24,2024-01-30T00:31:20Z,1240000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,
125,PT01M32.00S,2024-01-30T00:31:25.4Z,1,REGULAR,3pt,Jump Shot,[],1629023,72.48685939553219,82.1078431372549,1610612766,23,24,2024-01-30T00:31:30Z,1250000,False,161.0,206.0,1,right,MISS P. Washington 26' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,26.12,Missed,,,,,,,,,,,,,
126,PT01M30.00S,2024-01-30T00:31:27.4Z,1,REGULAR,rebound,offensive,[],1628373,,,1610612766,23,24,2024-01-30T00:31:27Z,1260000,False,,,0,,F. Ntilikina REBOUND (Off:1 Def:1),[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Right Center,,,,,,,,125.0,2.0,1.0,1.0,,,,,,,,,
127,PT01M21.00S,2024-01-30T00:31:36.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628970,81.68528252299606,61.51960784313726,1610612766,25,24,2024-01-30T00:31:41Z,1270000,False,58.0,120.0,1,right,M. Bridges 13' pullup Jump Shot (8 PTS) (I. Smith 2 AST),"[1628970, 202397]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.28,Made,,,,,,,8.0,I. Smith,202397.0,2.0,,,
129,PT01M01.00S,2024-01-30T00:31:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,8.09789750328515,51.9607843137255,1610612752,25,26,2024-01-30T00:32:05Z,1290000,False,-10.0,24.0,1,left,D. DiVincenzo cutting Layup (10 PTS) (J. Brunson 3 AST),"[1628978, 1628973]",1610612752.0,NYK,cutting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,2.56,Made,,,,,,,10.0,J. Brunson,1628973.0,3.0,,,
131,PT00M44.80S,2024-01-30T00:32:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,89.83245729303549,53.67647058823529,1610612766,25,26,2024-01-30T00:37:41Z,1310000,False,18.0,43.0,1,right,MISS P. Washington driving floating Shot,[1629023],1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.69,Missed,,,,,,,,,,,,,
132,PT00M42.70S,2024-01-30T00:32:15.5Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,25,26,2024-01-30T00:32:15Z,1320000,False,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,131.0,3.0,2.0,1.0,,,,,,,,,
133,PT00M39.40S,2024-01-30T00:32:21.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628973,7.835085413929041,51.470588235294116,1610612752,25,26,2024-01-30T00:38:36Z,1330000,False,-7.0,21.0,1,left,MISS J. Brunson running finger roll Layup,[1628973],1610612752.0,NYK,running finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,2.24,Missed,,,,,,,,,,,,,
134,PT00M37.50S,2024-01-30T00:32:23.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,25,26,2024-01-30T00:38:36Z,1340000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,133.0,3.0,3.0,0.0,,,,,,,,,
135,PT00M33.60S,2024-01-30T00:32:27.2Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,25,26,2024-01-30T00:34:15Z,1350000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,1628480.0,,,,,,,,,,,,,,,,,1.0,,
136,PT00M33.60S,2024-01-30T00:32:41.3Z,1,REGULAR,substitution,out,[],1630173,,,1610612752,25,26,2024-01-30T00:32:47Z,1360000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M33.60S,2024-01-30T00:32:41.3Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,25,26,2024-01-30T00:32:47Z,1370000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M33.60S,2024-01-30T00:32:41.3Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,25,26,2024-01-30T00:32:47Z,1380000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M33.60S,2024-01-30T00:32:41.3Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,25,26,2024-01-30T00:32:47Z,1390000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M24.40S,2024-01-30T00:32:54.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,16.770696452036795,96.32352941176471,1610612752,25,26,2024-01-30T00:39:55Z,1400000,False,-232.0,105.0,1,left,MISS Q. Grimes 25' 3PT - blocked,"[1629656, 1628970]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,25.43,Missed,,,,,Bridges,1628970.0,,,,,,,
141,PT00M24.40S,2024-01-30T00:32:54.1Z,1,REGULAR,block,,[],1628970,,,1610612752,25,26,2024-01-30T00:32:57Z,1410000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
142,PT00M20.40S,2024-01-30T00:32:58.1Z,1,REGULAR,rebound,defensive,[],1641778,,,1610612766,25,26,2024-01-30T00:33:06Z,1420000,False,,,0,,L. Black REBOUND (Off:0 Def:2),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,
143,PT00M03.10S,2024-01-30T00:33:15.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,66.3107752956636,41.66666666666667,1610612766,25,26,2024-01-30T00:33:22Z,1430000,False,-42.0,264.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,26.75,Missed,,,,,,,,,,,,,
144,PT00M03.10S,2024-01-30T00:33:15.5Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,25,26,2024-01-30T00:33:22Z,1440000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,
145,PT00M00.00S,2024-01-30T00:33:22.7Z,1,REGULAR,period,end,[],0,,,1610612752,25,26,2024-01-30T00:33:22Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-01-30T00:33:26.1Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612752,25,26,2024-01-30T00:35:48Z,1460000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-01-30T00:33:26.1Z,2,REGULAR,substitution,out,['startperiod'],202397,,,1610612752,25,26,2024-01-30T00:35:48Z,1470000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-01-30T00:33:26.1Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612752,25,26,2024-01-30T00:35:48Z,1480000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-01-30T00:33:26.1Z,2,REGULAR,substitution,in,['startperiod'],1641733,,,1610612752,25,26,2024-01-30T00:35:48Z,1490000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-30T00:33:26.1Z,2,REGULAR,substitution,in,['startperiod'],1641877,,,1610612752,25,26,2024-01-30T00:35:48Z,1500000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-01-30T00:33:26.1Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612752,25,26,2024-01-30T00:35:48Z,1510000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-01-30T00:35:58.6Z,2,REGULAR,period,start,[],0,,,1610612752,25,26,2024-01-30T00:35:58Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M46.00S,2024-01-30T00:36:11.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,6.521024967148489,47.30392156862745,1610612752,25,28,2024-01-30T00:36:16Z,1530000,False,13.0,9.0,1,left,J. Sims alley-oop DUNK (4 PTS) (M. McBride 1 AST),"[1630579, 1630540]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,1.61,Made,,,,,,,4.0,M. McBride,1630540.0,1.0,,,
155,PT11M32.00S,2024-01-30T00:36:26.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,81.94809461235218,44.36274509803921,1610612766,27,28,2024-01-30T00:36:29Z,1550000,False,-28.0,117.0,1,right,B. Miller 12' pullup Jump Shot (11 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.05,Made,,,,,,,11.0,,,,,,
156,PT11M16.00S,2024-01-30T00:36:41.2Z,2,REGULAR,3pt,Jump Shot,[],1630540,23.340998685939553,87.00980392156863,1610612752,27,28,2024-01-30T00:36:46Z,1560000,False,-185.0,167.0,1,left,MISS M. McBride 24' step back 3PT,[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,24.92,Missed,,,,,,,,,,,,,
