actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
157,PT11M16.00S,2024-01-30T00:36:43.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,27,28,2024-01-30T00:36:43Z,1570000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,156.0,,,,,,,,,,,,
160,PT11M04.00S,2024-01-30T00:37:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,82.07950065703022,40.68627450980392,1610612766,27,28,2024-01-30T00:37:22Z,1600000,False,-47.0,116.0,1,right,MISS B. Miller 12' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.5,Missed,,,,,,,,,,,,,
161,PT11M02.00S,2024-01-30T00:37:14.4Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,27,28,2024-01-30T00:37:38Z,1610000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,,
162,PT10M54.00S,2024-01-30T00:37:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,8.09789750328515,56.86274509803921,1610612752,27,28,2024-01-30T00:42:07Z,1620000,False,-34.0,24.0,1,left,MISS D. DiVincenzo driving Layup - blocked,"[1628978, 1629023]",1610612752.0,NYK,driving,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,4.16,Missed,,,,,Washington,1629023.0,,,,,,,
163,PT10M54.00S,2024-01-30T00:37:24.3Z,2,REGULAR,block,,[],1629023,,,1610612752,27,28,2024-01-30T00:37:27Z,1630000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M53.00S,2024-01-30T00:37:25.3Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,27,28,2024-01-30T00:42:07Z,1640000,False,,,0,,B. Miller REBOUND (Off:0 Def:4),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,162.0,4.0,4.0,0.0,,,,,,,,,
165,PT10M40.00S,2024-01-30T00:37:35.6Z,2,REGULAR,3pt,Jump Shot,[],1641733,72.48685939553219,84.80392156862744,1610612766,27,28,2024-01-30T00:37:43Z,1650000,False,174.0,206.0,1,right,MISS N. Smith Jr. 26' 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,26.97,Missed,,,,,,,,,,,,,
166,PT10M37.00S,2024-01-30T00:37:38.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,27,28,2024-01-30T00:37:43Z,1660000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,
167,PT10M25.00S,2024-01-30T00:37:50.6Z,2,REGULAR,3pt,Jump Shot,[],1628978,7.966491458607096,5.392156862745098,1610612752,27,28,2024-01-30T00:37:55Z,1670000,False,223.0,22.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,22.41,Missed,,,,,,,,,,,,,
168,PT10M23.00S,2024-01-30T00:37:52.6Z,2,REGULAR,rebound,defensive,[],1641778,,,1610612766,27,28,2024-01-30T00:37:55Z,1680000,False,,,0,,L. Black REBOUND (Off:0 Def:3),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Right Corner 3,24+ Right,,,,,,,,167.0,3.0,3.0,0.0,,,,,,,,,
169,PT10M19.00S,2024-01-30T00:37:57.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,91.67214191852825,3.431372549019608,1610612766,27,28,2024-01-30T00:38:06Z,1690000,False,-233.0,26.0,1,right,MISS B. Miller running pullup 3PT,[1641706],1610612766.0,CHA,running pullup,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,,,,23.42,Missed,,,,,,,,,,,,,
170,PT10M14.00S,2024-01-30T00:38:01.2Z,2,REGULAR,rebound,offensive,[],1641877,,,1610612766,27,28,2024-01-30T00:38:01Z,1700000,False,,,0,,N. Mensah REBOUND (Off:1 Def:0),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Left Corner 3,24+ Left,,,,,,,,169.0,1.0,0.0,1.0,,,,,,,,,
171,PT10M13.00S,2024-01-30T00:38:02.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,69.07030223390277,71.81372549019608,1610612766,27,28,2024-01-30T00:38:09Z,1710000,False,109.0,238.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,26.2,Missed,,,,,,,,,,,,,
172,PT10M11.00S,2024-01-30T00:38:04.9Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,27,28,2024-01-30T00:38:09Z,1720000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,
173,PT09M55.00S,2024-01-30T00:38:24.4Z,2,REGULAR,foul,personal,['2freethrow'],1641877,,,1610612752,27,28,2024-01-30T00:38:34Z,1730000,False,,,0,,N. Mensah shooting personal FOUL (1 PF) (Hart 2 FT),"[1641877, 1628404]",1610612766.0,CHA,shooting,,,Mensah,N. Mensah,,,,,Restricted Area,0-8 Center,1628480.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
175,PT09M55.00S,2024-01-30T00:38:48.3Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,27,29,2024-01-30T00:38:48Z,1750000,False,,,0,,J. Hart Free Throw 1 of 2 (3 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,
176,PT09M55.00S,2024-01-30T00:39:04.1Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,27,30,2024-01-30T00:39:04Z,1760000,False,,,0,,J. Hart Free Throw 2 of 2 (4 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,Made,,,,,,,4.0,,,,,,
177,PT09M31.00S,2024-01-30T00:39:28.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,86.28449408672799,48.03921568627451,1610612766,29,30,2024-01-30T00:39:33Z,1770000,False,-10.0,76.0,1,right,B. Miller 7' driving floating Jump Shot (13 PTS) (L. Black 1 AST),"[1641706, 1641778]",1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.7,Made,,,,,,,13.0,L. Black,1641778.0,1.0,,,
179,PT09M21.00S,2024-01-30T00:39:41.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629656,8.623521681997373,51.470588235294116,1610612752,29,30,2024-01-30T00:46:07Z,1790000,False,-7.0,29.0,1,left,MISS Q. Grimes driving DUNK - blocked,"[1629656, 1641877]",1610612752.0,NYK,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,2.95,Missed,,,,,Mensah,1641877.0,,,,,,,
180,PT09M21.00S,2024-01-30T00:39:41.3Z,2,REGULAR,block,,[],1641877,,,1610612752,29,30,2024-01-30T00:39:44Z,1800000,False,,,0,,N. Mensah BLOCK (1 BLK),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT09M20.00S,2024-01-30T00:39:42.3Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,29,30,2024-01-30T00:46:07Z,1810000,False,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,179.0,4.0,2.0,2.0,,,,,,,,,
182,PT09M19.00S,2024-01-30T00:39:46.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630579,5.590000152587891,50.0,1610612752,29,32,2024-01-30T00:46:15Z,1820000,False,0.0,0.0,1,left,J. Sims putback Layup (6 PTS),[1630579],1610612752.0,NYK,putback,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,,,6.0,,,,,,
183,PT09M03.00S,2024-01-30T00:39:56.9Z,2,REGULAR,3pt,Jump Shot,[],1641733,92.59198423127464,5.147058823529411,1610612766,29,32,2024-01-30T00:40:01Z,1830000,False,-224.0,17.0,1,right,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,,,22.5,Missed,,,,,,,,,,,,,
184,PT09M00.00S,2024-01-30T00:39:59.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,29,32,2024-01-30T00:40:01Z,1840000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,,,,,183.0,3.0,2.0,1.0,,,,,,,,,
185,PT08M56.00S,2024-01-30T00:40:04.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,7.046649145860711,47.549019607843135,1610612752,29,34,2024-01-30T00:40:12Z,1850000,False,12.0,14.0,1,left,J. Hart running Layup (6 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,1.84,Made,,,,,,,6.0,,,,,,
186,PT08M56.00S,2024-01-30T00:40:10.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,34,2024-01-30T00:40:10Z,1860000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M41.00S,2024-01-30T00:43:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,87.99277266754271,64.70588235294117,1610612766,29,34,2024-01-30T00:43:20Z,1870000,False,74.0,60.0,1,right,MISS B. Miller 9' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Right,,,,,,9.51,Missed,,,,,,,,,,,,,
188,PT08M39.00S,2024-01-30T00:43:18.3Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,29,34,2024-01-30T00:43:20Z,1880000,False,,,0,,J. Sims REBOUND (Off:2 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,187.0,5.0,3.0,2.0,,,,,,,,,
189,PT08M22.00S,2024-01-30T00:43:39.5Z,2,REGULAR,foul,offensive,[],1630540,,,1610612752,29,34,2024-01-30T00:43:54Z,1890000,False,,,0,,M. McBride charge offensive FOUL (1 PF),"[1630540, 1641877]",1610612752.0,NYK,charge,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,2882.0,1.0,0.0,Mensah,1641877.0,,,,,,,,,,,,,,,
191,PT08M22.00S,2024-01-30T00:43:39.5Z,2,REGULAR,turnover,offensive foul,[],1630540,,,1610612752,29,34,2024-01-30T00:43:39Z,1910000,False,,,0,,M. McBride offensive foul TURNOVER (1 TO),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,,,,1.0,,
192,PT08M22.00S,2024-01-30T00:43:57.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,34,2024-01-30T00:43:57Z,1920000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M22.00S,2024-01-30T00:45:04.3Z,2,REGULAR,substitution,out,[],1641778,,,1610612766,29,34,2024-01-30T00:46:32Z,1940000,False,,,0,,SUB out: L. Black,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M22.00S,2024-01-30T00:45:04.3Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,29,34,2024-01-30T00:46:32Z,1950000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M22.00S,2024-01-30T00:45:04.3Z,2,REGULAR,substitution,out,[],1641877,,,1610612766,29,34,2024-01-30T00:46:32Z,1960000,False,,,0,,SUB out: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M22.00S,2024-01-30T00:45:04.3Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,29,34,2024-01-30T00:46:32Z,1970000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M22.00S,2024-01-30T00:45:04.3Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,29,34,2024-01-30T00:46:32Z,1980000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M22.00S,2024-01-30T00:45:04.3Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,29,34,2024-01-30T00:46:32Z,1990000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M00.00S,2024-01-30T00:47:19.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628998,90.62089356110381,51.225490196078425,1610612766,31,34,2024-01-30T00:47:23Z,2000000,False,6.0,36.0,1,right,C. Martin driving Layup (5 PTS),[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,3.62,Made,,,,,,,5.0,,,,,,
201,PT07M47.00S,2024-01-30T00:47:40.5Z,2,REGULAR,foul,offensive,[],1628978,,,1610612752,31,34,2024-01-30T00:47:53Z,2010000,False,,,0,,D. DiVincenzo offensive FOUL (1 PF),"[1628978, 1628998]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,1628480.0,1.0,0.0,Martin,1628998.0,,,,,,,,,,,,,,,
203,PT07M47.00S,2024-01-30T00:47:40.5Z,2,REGULAR,turnover,offensive foul,[],1628978,,,1610612752,31,34,2024-01-30T00:47:40Z,2030000,False,,,0,,D. DiVincenzo offensive foul TURNOVER (2 TO),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,1628480.0,,,,,,,,,,,,,,,,,2.0,,
204,PT07M35.00S,2024-01-30T00:48:00.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641733,74.58935611038108,47.549019607843135,1610612766,31,34,2024-01-30T00:48:04Z,2040000,False,-12.0,186.0,1,right,MISS N. Smith Jr. 18' pullup Shot,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,18.68,Missed,,,,,,,,,,,,,
205,PT07M32.00S,2024-01-30T00:48:03.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,31,34,2024-01-30T00:48:04Z,2050000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,204.0,4.0,3.0,1.0,,,,,,,,,
206,PT07M20.00S,2024-01-30T00:48:15.0Z,2,REGULAR,3pt,Jump Shot,[],1629656,25.969119579500656,15.196078431372548,1610612752,31,34,2024-01-30T00:48:21Z,2060000,False,174.0,192.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,25.88,Missed,,,,,,,,,,,,,
207,PT07M16.00S,2024-01-30T00:48:19.0Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,31,34,2024-01-30T00:48:21Z,2070000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,206.0,4.0,4.0,0.0,,,,,,,,,
208,PT07M07.00S,2024-01-30T00:48:28.9Z,2,REGULAR,3pt,Jump Shot,[],1641706,91.14651773981603,97.54901960784314,1610612766,31,34,2024-01-30T00:48:33Z,2080000,False,238.0,31.0,1,right,MISS B. Miller 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,23.97,Missed,,,,,,,,,,,,,
209,PT07M05.00S,2024-01-30T00:48:30.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,31,34,2024-01-30T00:48:33Z,2090000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,208.0,,,,,,,,,,,,
211,PT07M05.00S,2024-01-30T00:48:38.1Z,2,REGULAR,substitution,out,[],1628978,,,1610612766,31,34,2024-01-30T00:48:44Z,2110000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M05.00S,2024-01-30T00:48:38.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612766,31,34,2024-01-30T00:48:44Z,2120000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M57.00S,2024-01-30T00:49:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,91.14651773981603,51.71568627450981,1610612766,31,34,2024-01-30T00:49:05Z,2130000,False,9.0,31.0,1,right,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,3.19,Missed,,,,,,,,,,,,,
214,PT06M55.00S,2024-01-30T00:49:02.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,31,34,2024-01-30T00:49:05Z,2140000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,213.0,5.0,4.0,1.0,,,,,,,,,
215,PT06M42.00S,2024-01-30T00:49:15.9Z,2,REGULAR,3pt,Jump Shot,[],1630540,23.73521681997372,87.5,1610612752,31,34,2024-01-30T00:49:21Z,2150000,False,-188.0,171.0,1,left,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,25.35,Missed,,,,,,,,,,,,,
216,PT06M38.00S,2024-01-30T00:49:19.9Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,31,34,2024-01-30T00:49:21Z,2160000,False,,,0,,B. Miller REBOUND (Off:0 Def:5),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,215.0,5.0,5.0,0.0,,,,,,,,,
217,PT06M19.00S,2024-01-30T00:49:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,87.46714848883047,52.69607843137255,1610612766,31,34,2024-01-30T00:49:42Z,2170000,False,13.0,65.0,1,right,MISS B. Miller 6' driving Layup,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.67,Missed,,,,,,,,,,,,,
218,PT06M16.00S,2024-01-30T00:49:41.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,31,34,2024-01-30T00:49:41Z,2180000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,217.0,6.0,5.0,1.0,,,,,,,,,
219,PT06M10.00S,2024-01-30T00:49:48.3Z,2,REGULAR,turnover,bad pass,[],1630579,,,1610612752,31,34,2024-01-30T00:49:54Z,2190000,False,,,0,,J. Sims bad pass TURNOVER (1 TO),"[1630579, 1628970]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0
220,PT06M10.00S,2024-01-30T00:49:48.3Z,2,REGULAR,steal,,[],1628970,,,1610612766,31,34,2024-01-30T00:49:50Z,2200000,False,,,0,,M. Bridges STEAL (2 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
221,PT06M03.00S,2024-01-30T00:49:54.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641733,68.9388961892247,69.6078431372549,1610612766,34,34,2024-01-30T00:50:04Z,2210000,False,98.0,239.0,1,right,N. Smith Jr. 25' 3PT  (3 PTS) (B. Miller 1 AST),"[1641733, 1641706]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.88,Made,,,,,,,3.0,B. Miller,1641706.0,1.0,,,
223,PT05M55.00S,2024-01-30T00:50:07.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,34,34,2024-01-30T00:51:54Z,2230000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M55.00S,2024-01-30T00:50:08.7Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,34,34,2024-01-30T00:51:39Z,2240000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M55.00S,2024-01-30T00:50:08.7Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,34,34,2024-01-30T00:51:39Z,2250000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M55.00S,2024-01-30T00:50:08.7Z,2,REGULAR,substitution,in,[],1628392,,,1610612752,34,34,2024-01-30T00:51:39Z,2260000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M55.00S,2024-01-30T00:50:08.7Z,2,REGULAR,substitution,in,[],1630173,,,1610612752,34,34,2024-01-30T00:51:39Z,2270000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M36.00S,2024-01-30T00:52:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.062417871222076,43.872549019607845,1610612752,34,34,2024-01-30T00:52:10Z,2280000,False,31.0,89.0,1,left,MISS J. Brunson 9' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.42,Missed,,,,,,,,,,,,,
229,PT05M35.00S,2024-01-30T00:52:08.5Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,34,34,2024-01-30T00:52:08Z,2290000,False,,,0,,B. Miller REBOUND (Off:0 Def:6),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,228.0,6.0,6.0,0.0,,,,,,,,,
230,PT05M26.00S,2024-01-30T00:52:21.2Z,2,REGULAR,turnover,offensive goaltending,[],1630208,,,1610612766,34,34,2024-01-30T00:52:30Z,2300000,False,,,0,,N. Richards offensive goaltending TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,,,,1.0,,
231,PT05M00.00S,2024-01-30T00:52:56.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628392,15.193823915900131,45.588235294117645,1610612752,34,36,2024-01-30T00:53:00Z,2310000,False,22.0,90.0,1,left,I. Hartenstein 9' turnaround fadeaway Jump Shot (2 PTS) (J. Hart 2 AST),"[1628392, 1628404]",1610612752.0,NYK,turnaround fadeaway,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.3,Made,,,,,,,2.0,J. Hart,1628404.0,2.0,,,
233,PT04M37.00S,2024-01-30T00:53:19.2Z,2,REGULAR,3pt,Jump Shot,[],1641733,69.99014454664915,79.41176470588235,1610612766,37,36,2024-01-30T00:53:24Z,2330000,False,147.0,230.0,1,right,N. Smith Jr. 27' 3PT  (6 PTS) (M. Bridges 3 AST),"[1641733, 1628970]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,27.27,Made,,,,,,,6.0,M. Bridges,1628970.0,3.0,,,
235,PT04M18.00S,2024-01-30T00:53:43.5Z,2,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612752,37,36,2024-01-30T00:53:57Z,2350000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[1641706, 1628392]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,
237,PT04M18.00S,2024-01-30T00:54:09.8Z,2,REGULAR,freethrow,1 of 2,[],1628392,,,1610612752,37,37,2024-01-30T00:54:09Z,2370000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (3 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,
238,PT04M18.00S,2024-01-30T00:54:12.8Z,2,REGULAR,substitution,out,[],1641706,,,1610612752,37,37,2024-01-30T00:54:15Z,2380000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M18.00S,2024-01-30T00:54:12.8Z,2,REGULAR,substitution,in,[],1629023,,,1610612752,37,37,2024-01-30T00:54:15Z,2390000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
