actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,descriptor,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
84,PT05M23.00S,2024-01-27T00:25:18.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630578,84.97043363994744,52.20588235294118,1610612745,16,17,2024-01-27T00:34:58Z,800000,False,11.0,89.0,1,right,MISS A. Sengun 8' fadeaway Shot - blocked,"[1630578, 1630208]",1610612745.0,HOU,,Sengun,A. Sengun,In The Paint (Non-RA),8-16 Center,8.95,Missed,,,,,fadeaway,,,,,,,,,,,,,,,,Richards,1630208.0,,
85,PT05M23.00S,2024-01-27T00:25:18.8Z,1,REGULAR,block,,[],1630208,,,1610612745,16,17,2024-01-27T00:25:21Z,810000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,Richards,N. Richards,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M20.00S,2024-01-27T00:25:21.8Z,1,REGULAR,rebound,defensive,[],202397,,,1610612766,16,17,2024-01-27T00:25:27Z,820000,False,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,Smith,I. Smith,In The Paint (Non-RA),8-16 Center,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT05M18.00S,2024-01-27T00:25:24.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,30.962549277266753,29.901960784313726,1610612766,16,17,2024-01-27T00:35:21Z,830000,False,100.0,239.0,1,left,MISS B. Miller 25' running 3PT,[1641706],1610612766.0,CHA,,Miller,B. Miller,Above the Break 3,24+ Right Center,25.88,Missed,,,,,running,,,,,,,,,,,,,,,,,,,
88,PT05M15.00S,2024-01-27T00:25:27.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,16,17,2024-01-27T00:25:32Z,840000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,Green,J. Green,Above the Break 3,24+ Right Center,,,,,,,,,87.0,4.0,4.0,0.0,,,,,,,,,,,,,,
89,PT05M00.00S,2024-01-27T00:25:42.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,88.78120893561103,51.71568627450981,1610612745,16,17,2024-01-27T00:35:57Z,850000,False,9.0,53.0,1,right,MISS A. Sengun turnaround Hook - blocked,"[1630578, 1630208]",1610612745.0,HOU,,Sengun,A. Sengun,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,turnaround,,,,,,,,,,,,,,,,Richards,1630208.0,,
90,PT05M00.00S,2024-01-27T00:25:42.7Z,1,REGULAR,block,,[],1630208,,,1610612745,16,17,2024-01-27T00:25:49Z,860000,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,Richards,N. Richards,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M59.00S,2024-01-27T00:25:43.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,16,17,2024-01-27T00:36:16Z,870000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,Sengun,A. Sengun,In The Paint (Non-RA),0-8 Center,,,,,,,,,89.0,3.0,2.0,1.0,,,,,,,,,,,,,,
92,PT04M59.00S,2024-01-27T00:25:50.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,91.80354796320631,51.71568627450981,1610612745,16,19,2024-01-27T00:36:26Z,880000,False,9.0,25.0,1,right,A. Sengun putback DUNK (4 PTS),[1630578],1610612745.0,HOU,,Sengun,A. Sengun,Restricted Area,0-8 Center,2.6,Made,4.0,,,,putback,,,,,,,,,,,,,,,,,,,
93,PT04M48.00S,2024-01-27T00:25:57.7Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612766,16,19,2024-01-27T00:40:36Z,890000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Washington 2 FT),"[1630578, 1629023]",1610612745.0,HOU,1201.0,Sengun,A. Sengun,Restricted Area,0-8 Center,,,,,,,shooting,,,,,,1.0,0.0,Washington,1629023.0,,,,,,,,,,
95,PT04M48.00S,2024-01-27T00:26:20.2Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,17,19,2024-01-27T00:40:43Z,910000,False,,,0,,P. Washington Free Throw 1 of 2 (1 PTS),[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,Made,1.0,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M48.00S,2024-01-27T00:26:20.2Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,18,19,2024-01-27T00:40:43Z,970000,False,,,0,,P. Washington Free Throw 2 of 2 (2 PTS),[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,Made,2.0,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M48.00S,2024-01-27T00:26:20.9Z,1,REGULAR,substitution,out,[],1630208,,,1610612745,18,19,2024-01-27T00:40:50Z,975000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M48.00S,2024-01-27T00:26:20.9Z,1,REGULAR,substitution,in,[],1628373,,,1610612745,18,19,2024-01-27T00:40:50Z,977500,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612766.0,CHA,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M48.00S,2024-01-27T00:26:20.9Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,18,19,2024-01-27T00:40:50Z,978750,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M48.00S,2024-01-27T00:26:20.9Z,1,REGULAR,substitution,out,[],201145,,,1610612745,18,19,2024-01-27T00:40:50Z,979375,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M28.00S,2024-01-27T00:27:04.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.09921156373193,30.392156862745097,1610612745,18,19,2024-01-27T00:27:14Z,980000,False,-98.0,257.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,Green,J. Green,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M27.00S,2024-01-27T00:27:08.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,18,19,2024-01-27T00:27:08Z,990000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,Above the Break 3,24+ Left Center,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
105,PT04M10.00S,2024-01-27T00:27:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,26.62614980289093,17.401960784313726,1610612766,18,19,2024-01-27T00:27:39Z,1010000,False,163.0,198.0,1,left,MISS P. Washington 25' step back 3PT,[1629023],1610612766.0,CHA,,Washington,P. Washington,Above the Break 3,24+ Right Center,25.63,Missed,,,,,step back,,,,,,,,,,,,,,,,,,,
106,PT04M08.00S,2024-01-27T00:27:34.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,18,19,2024-01-27T00:27:39Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,Above the Break 3,24+ Right Center,,,,,,,,,105.0,,,,,,,,,,,,,,,,,
108,PT04M01.00S,2024-01-27T00:27:58.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641706,8.09789750328515,26.715686274509803,1610612766,20,19,2024-01-27T00:37:46Z,1040000,False,116.0,24.0,1,left,B. Miller 11' step back Jump Shot (5 PTS),[1641706],1610612766.0,CHA,,Miller,B. Miller,Mid-Range,8-16 Right,11.88,Made,5.0,,,,step back,,,,,,,,,,,,,,,,,,,
109,PT03M50.00S,2024-01-27T00:28:10.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,91.27792378449409,52.450980392156865,1610612745,20,21,2024-01-27T00:38:55Z,1050000,False,12.0,29.0,1,right,A. Thompson driving DUNK (2 PTS) (A. Sengun 3 AST),"[1641708, 1630578]",1610612745.0,HOU,,Thompson,A. Thompson,Restricted Area,0-8 Center,3.2,Made,2.0,A. Sengun,1630578.0,3.0,driving,,,,,,,,,,,,,,,,,,,
110,PT03M50.00S,2024-01-27T00:28:14.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641706,,,1610612745,20,21,2024-01-27T00:28:23Z,1060000,False,,,0,,B. Miller shooting personal FOUL (3 PF) (Thompson 1 FT),"[1641706, 1641708]",1610612766.0,CHA,1201.0,Miller,B. Miller,Restricted Area,0-8 Center,,,,,,,shooting,,,,,,3.0,0.0,Thompson,1641708.0,,,,,,,,,,
112,PT03M50.00S,2024-01-27T00:28:24.7Z,1,REGULAR,substitution,out,[],1641706,,,1610612745,20,21,2024-01-27T00:28:35Z,1080000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2024-01-27T00:28:24.7Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,20,21,2024-01-27T00:28:35Z,1090000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2024-01-27T00:28:24.7Z,1,REGULAR,substitution,in,[],1630163,,,1610612745,20,21,2024-01-27T00:28:35Z,1100000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M50.00S,2024-01-27T00:28:24.7Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,20,21,2024-01-27T00:28:35Z,1110000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M50.00S,2024-01-27T00:28:53.7Z,1,REGULAR,freethrow,1 of 1,[],1641708,,,1610612745,20,22,2024-01-27T00:28:53Z,1120000,False,,,0,,A. Thompson Free Throw 1 of 1 (3 PTS),[1641708],1610612745.0,HOU,,Thompson,A. Thompson,,,,Made,3.0,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M26.00S,2024-01-27T00:29:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,8.09789750328515,58.08823529411765,1610612766,20,22,2024-01-27T00:39:18Z,1130000,False,-40.0,24.0,1,left,MISS L. Ball driving floating Shot,[1630163],1610612766.0,CHA,,Ball,L. Ball,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,driving floating,,,,,,,,,,,,,,,,,,,
118,PT03M24.00S,2024-01-27T00:29:20.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,20,22,2024-01-27T00:29:25Z,1140000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,Sengun,A. Sengun,In The Paint (Non-RA),0-8 Center,,,,,,,,,117.0,4.0,3.0,1.0,,,,,,,,,,,,,,
119,PT03M20.00S,2024-01-27T00:29:24.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,68.9388961892247,24.019607843137255,1610612745,20,25,2024-01-27T00:41:21Z,1150000,False,-130.0,239.0,1,right,J. Green 27' 3PT step back (12 PTS),[1630224],1610612745.0,HOU,,Green,J. Green,Above the Break 3,24+ Left Center,27.25,Made,12.0,,,,step back,,,,,,,,,,,,,,,,,,,
120,PT03M09.00S,2024-01-27T00:29:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628373,20.97568988173456,10.53921568627451,1610612766,23,25,2024-01-27T00:41:59Z,1160000,False,197.0,145.0,1,left,F. Ntilikina 24' 3PT  (3 PTS) (L. Ball 4 AST),"[1628373, 1630163]",1610612766.0,CHA,,Ntilikina,F. Ntilikina,Above the Break 3,24+ Right Center,24.47,Made,3.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2024-01-27T00:29:49.4Z,1,REGULAR,3pt,Jump Shot,[],1641715,76.5604467805519,90.44117647058823,1610612745,23,25,2024-01-27T00:42:18Z,1180000,False,202.0,168.0,1,right,MISS C. Whitmore 26' step back 3PT,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Above the Break 3,24+ Right Center,26.28,Missed,,,,,step back,,,,,,,,,,,,,,,,,,,
123,PT02M54.00S,2024-01-27T00:29:51.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,23,25,2024-01-27T00:29:51Z,1190000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,Bridges,M. Bridges,Above the Break 3,24+ Right Center,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,,
124,PT02M47.00S,2024-01-27T00:29:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.966491458607096,51.470588235294116,1610612766,25,25,2024-01-27T00:30:02Z,1200000,False,-7.0,22.0,1,left,M. Bridges driving Layup (4 PTS),[1628970],1610612766.0,CHA,,Bridges,M. Bridges,Restricted Area,0-8 Center,2.36,Made,4.0,,,,driving,,,,,,,,,,,,,,,,,,,
125,PT02M27.00S,2024-01-27T00:30:20.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612745,25,25,2024-01-27T00:30:37Z,1210000,False,,,0,,I. Smith shooting personal FOUL (1 PF) (Sengun 2 FT),"[202397, 1630578]",1610612766.0,CHA,1148.0,Smith,I. Smith,In The Paint (Non-RA),0-8 Center,,,,,,,shooting,,,,,,1.0,0.0,Sengun,1630578.0,,,,,,,,,,
127,PT02M27.00S,2024-01-27T00:30:43.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,25,25,2024-01-27T00:30:43Z,1230000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M27.00S,2024-01-27T00:32:50.9Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,25,25,2024-01-27T00:33:25Z,1240000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M27.00S,2024-01-27T00:32:50.9Z,1,REGULAR,substitution,in,[],1627832,,,1610612745,25,25,2024-01-27T00:33:25Z,1250000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M27.00S,2024-01-27T00:33:39.0Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,25,26,2024-01-27T00:34:02Z,1260000,False,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,Sengun,A. Sengun,,,,Made,5.0,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M27.00S,2024-01-27T00:33:39.0Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,25,26,2024-01-27T00:34:02Z,1270000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,Sengun,A. Sengun,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M25.00S,2024-01-27T00:33:41.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,25,26,2024-01-27T00:34:02Z,1280000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,Bridges,M. Bridges,,,,,,,,,,,134.0,3.0,3.0,0.0,,,,,,,,,,,,,,
136,PT02M08.00S,2024-01-27T00:34:17.6Z,1,REGULAR,3pt,Jump Shot,[],1628373,30.56833114323259,70.09803921568627,1610612766,25,26,2024-01-27T00:34:22Z,1290000,False,-100.0,235.0,1,left,MISS F. Ntilikina 25' 3PT,[1628373],1610612766.0,CHA,,Ntilikina,F. Ntilikina,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M05.00S,2024-01-27T00:34:20.6Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,25,26,2024-01-27T00:34:22Z,1300000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Above the Break 3,24+ Left Center,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M50.00S,2024-01-27T00:34:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,93.51182654402102,52.94117647058824,1610612745,25,28,2024-01-27T00:34:40Z,1310000,False,15.0,8.0,1,right,A. Thompson Layup (5 PTS) (A. Sengun 4 AST),"[1641708, 1630578]",1610612745.0,HOU,,Thompson,A. Thompson,Restricted Area,0-8 Center,1.7,Made,5.0,A. Sengun,1630578.0,4.0,,,,,,,,,,,,,,,,,,,,
140,PT01M38.00S,2024-01-27T00:34:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,31.488173455978973,70.34313725490196,1610612766,28,28,2024-01-27T00:34:50Z,1330000,False,-102.0,243.0,1,left,M. Bridges 26' 3PT  (7 PTS) (L. Ball 5 AST),"[1628970, 1630163]",1610612766.0,CHA,,Bridges,M. Bridges,Above the Break 3,24+ Left Center,26.39,Made,7.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,,,,,,,,,
142,PT01M18.00S,2024-01-27T00:35:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.59198423127464,47.30392156862745,1610612745,28,28,2024-01-27T00:44:06Z,1350000,False,-13.0,17.0,1,right,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,,Tate,J. Tate,Restricted Area,0-8 Center,2.18,Missed,,,,,driving,,,,,,,,,,,,,,,,,,,
143,PT01M18.00S,2024-01-27T00:35:07.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,28,28,2024-01-27T00:44:51Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,Restricted Area,0-8 Center,,,,,,,,,142.0,,,,,,,,,,,,,,,,,
144,PT01M18.00S,2024-01-27T00:35:15.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630163,,,1610612745,28,28,2024-01-27T00:44:46Z,1370000,False,,,0,,L. Ball loose ball personal FOUL (1 PF) (Thompson 2 FT),"[1630163, 1641708]",1610612766.0,CHA,1201.0,Ball,L. Ball,In The Paint (Non-RA),0-8 Center,,,,,,,loose ball,,,,,,1.0,0.0,Thompson,1641708.0,,,,,,,,,,
146,PT01M18.00S,2024-01-27T00:35:34.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641708,,,1610612745,28,28,2024-01-27T00:45:01Z,1390000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,Thompson,A. Thompson,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M18.00S,2024-01-27T00:35:34.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,28,28,2024-01-27T00:45:01Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,
150,PT01M18.00S,2024-01-27T00:35:34.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641708,,,1610612745,28,28,2024-01-27T00:45:01Z,1430000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,Thompson,A. Thompson,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M18.00S,2024-01-27T00:35:34.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,28,28,2024-01-27T00:45:01Z,1440000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT01M18.00S,2024-01-27T00:35:34.8Z,1,REGULAR,substitution,out,[],1630578,,,1610612766,28,28,2024-01-27T00:45:14Z,1445000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M18.00S,2024-01-27T00:35:34.8Z,1,REGULAR,substitution,in,[],1629111,,,1610612766,28,28,2024-01-27T00:45:14Z,1447500,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M03.00S,2024-01-27T00:36:15.5Z,1,REGULAR,foul,offensive,['inpenalty'],1630163,,,1610612766,28,28,2024-01-27T00:37:25Z,1450000,False,,,0,,L. Ball charge offensive FOUL (2 PF),"[1630163, 1630256]",1610612766.0,CHA,1201.0,Ball,L. Ball,Restricted Area,0-8 Center,,,,,,,charge,,,,,,2.0,0.0,Tate,1630256.0,,,,,,,,,,
154,PT01M03.00S,2024-01-27T00:36:15.5Z,1,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,28,28,2024-01-27T00:36:15Z,1470000,False,,,0,,L. Ball offensive foul TURNOVER (1 TO),[1630163],1610612766.0,CHA,1201.0,Ball,L. Ball,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
155,PT01M03.00S,2024-01-27T00:36:29.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612745,28,28,2024-01-27T00:36:32Z,1480000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M03.00S,2024-01-27T00:36:29.1Z,1,REGULAR,substitution,in,[],1641778,,,1610612745,28,28,2024-01-27T00:36:32Z,1490000,False,,,0,,SUB in: L. Black,[1641778],1610612766.0,CHA,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M52.80S,2024-01-27T00:36:42.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,70.38436268068331,75.0,1610612745,28,28,2024-01-27T00:46:08Z,1500000,False,125.0,226.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,Above the Break 3,24+ Right Center,25.82,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,
158,PT00M50.60S,2024-01-27T00:36:44.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,28,28,2024-01-27T00:36:44Z,1510000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,Bridges,M. Bridges,Above the Break 3,24+ Right Center,,,,,,,,,157.0,4.0,4.0,0.0,,,,,,,,,,,,,,
159,PT00M46.70S,2024-01-27T00:36:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,5.995400788436268,47.30392156862745,1610612766,28,28,2024-01-27T00:46:56Z,1520000,False,13.0,4.0,1,left,MISS P. Washington running Layup - blocked,"[1629023, 1627832]",1610612766.0,CHA,,Washington,P. Washington,Restricted Area,0-8 Center,1.41,Missed,,,,,running,,,,,,,,,,,,,,,,VanVleet,1627832.0,,
168,PT00M46.70S,2024-01-27T00:36:48.3Z,1,REGULAR,block,,[],1627832,,,1610612766,28,28,2024-01-27T00:38:26Z,1525000,False,,,0,,F. VanVleet BLOCK (3 BLK),[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M44.50S,2024-01-27T00:36:50.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,28,28,2024-01-27T00:36:55Z,1530000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,Restricted Area,0-8 Center,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT00M40.00S,2024-01-27T00:36:55.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641715,92.19776609724047,50.0,1610612745,28,28,2024-01-27T00:47:28Z,1540000,False,0.0,21.0,1,right,MISS C. Whitmore running alley-oop DUNK,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Restricted Area,0-8 Center,2.08,Missed,,,,,running alley-oop,,,,,,,,,,,,,,,,,,,
162,PT00M38.20S,2024-01-27T00:36:56.8Z,1,REGULAR,rebound,defensive,[],202397,,,1610612766,28,28,2024-01-27T00:37:00Z,1550000,False,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,Smith,I. Smith,Restricted Area,0-8 Center,,,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,
163,PT00M35.40S,2024-01-27T00:37:01.5Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,28,28,2024-01-27T00:37:13Z,1560000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,1201.0,Bridges,M. Bridges,In The Paint (Non-RA),0-8 Center,,,,,,,bad pass,1.0,,,,,,,,,,,,,,,,,,
164,PT00M14.40S,2024-01-27T00:37:35.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630256,94.03745072273325,98.0392156862745,1610612745,28,28,2024-01-27T00:37:40Z,1570000,False,240.0,4.0,1,right,MISS J. Tate 24' 3PT,[1630256],1610612745.0,HOU,,Tate,J. Tate,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M12.60S,2024-01-27T00:37:37.6Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,28,28,2024-01-27T00:37:37Z,1580000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612745.0,HOU,,Landale,J. Landale,Right Corner 3,24+ Right,,,,,,,,,164.0,1.0,0.0,1.0,,,,,,,,,,,,,,
166,PT00M00.00S,2024-01-27T00:37:50.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627832,82.7365308804205,50.98039215686274,1610612745,28,30,2024-01-27T00:48:28Z,1590000,False,5.0,110.0,1,right,F. VanVleet 10' fadeaway Jump Shot (2 PTS),[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,In The Paint (Non-RA),8-16 Center,10.99,Made,2.0,,,,fadeaway,,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2024-01-27T00:38:04.9Z,1,REGULAR,period,end,[],0,,,1610612766,28,30,2024-01-27T00:38:04Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
