actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M25.00S,2024-03-06T00:12:01.4Z,1,REGULAR,2pt,Jump Shot,[],203995,77.34888304862024,53.92156862745098,1610612766,4,2,2024-03-06T00:12:04Z,160000,False,20.0,160.0,1,right,V. Micic 16' pullup Jump Shot (4 PTS),[203995],1610612766.0,CHA,pullup,,,Micic,V. Micic,,,,,Mid-Range,16-24 Center,16.16,Made,,,,,4.0,,,,,,,,,,,,,
17,PT10M12.00S,2024-03-06T00:12:17.7Z,1,REGULAR,turnover,traveling,[],1630532,,,1610612753,4,2,2024-03-06T00:12:26Z,170000,False,,,0,,F. Wagner traveling TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,101283.0,1.0,,,,,,,,,,,
18,PT10M05.00S,2024-03-06T00:12:43.2Z,1,REGULAR,foul,offensive,[],203995,,,1610612766,4,2,2024-03-06T00:12:58Z,180000,False,,,0,,V. Micic offensive FOUL (1 PF),"[203995, 203914]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,,,,,,,,101283.0,,1.0,0.0,Harris,203914.0,,,,,,,
20,PT10M05.00S,2024-03-06T00:12:43.2Z,1,REGULAR,turnover,offensive foul,[],203995,,,1610612766,4,2,2024-03-06T00:12:43Z,200000,False,,,0,,V. Micic offensive foul TURNOVER (1 TO),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,,,,,,,,101283.0,1.0,,,,,,,,,,,
21,PT09M54.00S,2024-03-06T00:13:10.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203914,6.521024967148489,91.17647058823529,1610612753,4,4,2024-03-06T00:13:14Z,210000,False,-206.0,9.0,1,left,G. Harris 20' Jump Shot (2 PTS) (P. Banchero 1 AST),"[203914, 1631094]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left,20.61,Made,,,,,2.0,,,,,,,P. Banchero,1631094.0,1.0,,,,
23,PT09M39.00S,2024-03-06T00:13:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,87.46714848883047,38.970588235294116,1610612766,6,4,2024-03-06T00:13:29Z,230000,False,-55.0,65.0,1,right,M. Bridges 8' driving floating Jump Shot (2 PTS) (B. Miller 1 AST),"[1628970, 1641706]",1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,8.54,Made,,,,,2.0,,,,,,,B. Miller,1641706.0,1.0,,,,
25,PT09M26.00S,2024-03-06T00:13:38.3Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,6,4,2024-03-06T00:13:43Z,250000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 1630544]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Mann,1630544.0,,
26,PT09M26.00S,2024-03-06T00:13:38.3Z,1,REGULAR,steal,,[],1630544,,,1610612766,6,4,2024-03-06T00:13:40Z,260000,False,,,0,,T. Mann STEAL (1 STL),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M17.00S,2024-03-06T00:13:47.8Z,1,REGULAR,turnover,bad pass,[],203995,,,1610612766,6,4,2024-03-06T00:13:53Z,270000,False,,,0,,V. Micic bad pass TURNOVER (2 TO),"[203995, 203914]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,,,,,,,,Harris,203914.0,,
28,PT09M17.00S,2024-03-06T00:13:47.8Z,1,REGULAR,steal,,[],203914,,,1610612753,6,4,2024-03-06T00:13:50Z,280000,False,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M10.00S,2024-03-06T00:13:53.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631094,5.995400788436268,54.41176470588235,1610612753,6,6,2024-03-06T00:16:25Z,290000,False,-22.0,4.0,1,left,P. Banchero running Layup (2 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,2.0,,,,,,,,,,,,,
30,PT08M51.00S,2024-03-06T00:14:14.1Z,1,REGULAR,turnover,bad pass,[],1630544,,,1610612766,6,6,2024-03-06T00:14:19Z,300000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1630544, 1630591]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Suggs,1630591.0,,
31,PT08M51.00S,2024-03-06T00:14:14.1Z,1,REGULAR,steal,,[],1630591,,,1610612753,6,6,2024-03-06T00:19:34Z,310000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M41.00S,2024-03-06T00:14:23.2Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,6,6,2024-03-06T00:14:28Z,320000,False,,,0,,P. Banchero bad pass TURNOVER (2 TO),"[1631094, 1628970]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,,,,2.0,,,,,,,,Bridges,1628970.0,,
33,PT08M41.00S,2024-03-06T00:14:23.2Z,1,REGULAR,steal,,[],1628970,,,1610612766,6,6,2024-03-06T00:14:25Z,330000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
34,PT08M33.00S,2024-03-06T00:14:34.4Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,6,6,2024-03-06T00:14:42Z,340000,False,,,0,,B. Miller step out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,step,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,,,203592.0,1.0,,,,,,,,,,,
35,PT08M15.00S,2024-03-06T00:15:00.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,30.17411300919842,75.0,1610612753,6,6,2024-03-06T00:15:05Z,350000,False,-125.0,231.0,1,left,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
36,PT08M11.00S,2024-03-06T00:15:04.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,6,6,2024-03-06T00:15:05Z,360000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT07M58.00S,2024-03-06T00:15:17.2Z,1,REGULAR,3pt,Jump Shot,[],1628970,65.39093298291722,55.88235294117647,1610612766,6,6,2024-03-06T00:15:21Z,370000,False,29.0,273.0,1,right,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,27.44,Missed,,,,,,,,,,,,,,,,,,
38,PT07M56.00S,2024-03-06T00:15:19.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,6,6,2024-03-06T00:17:59Z,380000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT07M46.00S,2024-03-06T00:15:40.0Z,1,REGULAR,foul,offensive,[],203914,,,1610612753,6,6,2024-03-06T00:15:49Z,390000,False,,,0,,G. Harris offensive FOUL (1 PF),"[203914, 203995]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,,101283.0,,1.0,0.0,Micic,203995.0,,,,,,,
41,PT07M46.00S,2024-03-06T00:15:40.0Z,1,REGULAR,turnover,offensive foul,[],203914,,,1610612753,6,6,2024-03-06T00:15:40Z,410000,False,,,0,,G. Harris offensive foul TURNOVER (1 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,,101283.0,1.0,,,,,,,,,,,
42,PT07M22.00S,2024-03-06T00:16:10.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641706,76.82325886990802,70.09803921568627,1610612766,8,6,2024-03-06T00:16:14Z,420000,False,100.0,165.0,1,right,B. Miller 19' pullup Jump Shot (2 PTS) (T. Mann 1 AST),"[1641706, 1630544]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,19.35,Made,,,,,2.0,,,,,,,T. Mann,1630544.0,1.0,,,,
44,PT07M11.00S,2024-03-06T00:16:28.3Z,1,REGULAR,foul,offensive,[],1630591,,,1610612753,8,6,2024-03-06T00:20:27Z,440000,False,,,0,,J. Suggs charge offensive FOUL (1 PF),"[1630591, 203995]",1610612753.0,ORL,charge,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,,1.0,0.0,Micic,203995.0,,,,,,,
46,PT07M11.00S,2024-03-06T00:16:28.3Z,1,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,8,6,2024-03-06T00:16:28Z,460000,False,,,0,,J. Suggs offensive foul TURNOVER (1 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,1.0,,,,,,,,,,,
48,PT06M52.00S,2024-03-06T00:18:38.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203995,77.61169513797634,90.93137254901961,1610612766,8,6,2024-03-06T00:18:44Z,480000,False,205.0,158.0,1,right,MISS V. Micic 25' 3PT,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
49,PT06M52.00S,2024-03-06T00:18:38.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,8,6,2024-03-06T00:18:44Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,48.0,,,,,,,,,,,,,,,,,
51,PT06M52.00S,2024-03-06T00:18:49.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,8,6,2024-03-06T00:18:49Z,510000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M50.00S,2024-03-06T00:21:42.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630208,92.46057818659659,50.0,1610612766,10,6,2024-03-06T00:22:25Z,520000,False,0.0,18.0,1,right,N. Richards driving DUNK (2 PTS) (V. Micic 1 AST),"[1630208, 203995]",1610612766.0,CHA,driving,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,2.0,,,,,,,V. Micic,203995.0,1.0,,,,
70,PT06M32.00S,2024-03-06T00:22:08.6Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,10,6,2024-03-06T00:25:17Z,555000,False,,,0,,F. Wagner lost ball out-of-bounds TURNOVER (2 TO),[1630532],1610612753.0,ORL,lost ball,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,2.0,,,,,,,,,,,
57,PT06M22.00S,2024-03-06T00:22:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203995,93.51182654402102,51.9607843137255,1610612766,12,6,2024-03-06T00:24:46Z,570000,False,10.0,8.0,1,right,V. Micic driving Layup (6 PTS),[203995],1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,6.0,,,,,,,,,,,,,
58,PT06M22.00S,2024-03-06T00:22:20.9Z,1,REGULAR,foul,personal,['1freethrow'],203914,,,1610612766,12,6,2024-03-06T00:22:35Z,580000,False,,,0,,G. Harris shooting personal FOUL (2 PF) (Micic 1 FT),"[203914, 203995]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,,2.0,0.0,Micic,203995.0,,,,,,,
60,PT06M22.00S,2024-03-06T00:22:53.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203995,,,1610612766,13,6,2024-03-06T00:24:46Z,600000,False,,,0,,V. Micic Free Throw 1 of 1 (7 PTS),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
61,PT06M08.00S,2024-03-06T00:23:13.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,12.302890932982917,4.411764705882353,1610612753,13,6,2024-03-06T00:23:18Z,610000,False,228.0,63.0,1,left,MISS J. Suggs step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
62,PT06M05.00S,2024-03-06T00:23:16.6Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,13,6,2024-03-06T00:23:18Z,620000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT05M49.00S,2024-03-06T00:23:32.8Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,13,6,2024-03-06T00:23:37Z,630000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 203914]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,,Harris,203914.0,,
64,PT05M49.00S,2024-03-06T00:23:32.8Z,1,REGULAR,steal,,[],203914,,,1610612753,13,6,2024-03-06T00:23:34Z,640000,False,,,0,,G. Harris STEAL (2 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
65,PT05M38.00S,2024-03-06T00:23:55.4Z,1,REGULAR,foul,personal,[],1628970,,,1610612753,13,6,2024-03-06T00:24:07Z,650000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1628976]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,101283.0,,1.0,0.0,Carter Jr.,1628976.0,,,,,,,
67,PT05M38.00S,2024-03-06T00:24:05.1Z,1,REGULAR,substitution,out,[],203995,,,1610612753,13,6,2024-03-06T00:24:12Z,670000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M38.00S,2024-03-06T00:24:05.1Z,1,REGULAR,substitution,in,[],1631121,,,1610612753,13,6,2024-03-06T00:24:12Z,680000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M28.00S,2024-03-06T00:25:43.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631094,22.946780551905388,32.84313725490196,1610612753,13,6,2024-03-06T00:27:04Z,700000,False,86.0,163.0,1,left,MISS P. Banchero 18' step back Shot,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,18.44,Missed,,,,,,,,,,,,,,,,,,
72,PT05M26.00S,2024-03-06T00:25:45.6Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,13,6,2024-03-06T00:27:04Z,710000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT05M25.00S,2024-03-06T00:26:03.2Z,1,REGULAR,foul,personal,[],1630591,,,1610612766,13,6,2024-03-06T00:26:22Z,720000,False,,,0,,J. Suggs personal FOUL (2 PF),"[1630591, 1630544]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,,2.0,0.0,Mann,1630544.0,,,,,,,
75,PT05M05.00S,2024-03-06T00:26:27.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,63.6826544021025,41.911764705882355,1610612766,13,6,2024-03-06T00:26:31Z,740000,False,-40.0,289.0,1,right,MISS M. Bridges 29' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,29.17,Missed,,,,,,,,,,,,,,,,,,
76,PT05M02.00S,2024-03-06T00:26:30.0Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,13,6,2024-03-06T00:26:31Z,750000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT04M55.00S,2024-03-06T00:26:36.7Z,1,REGULAR,3pt,Jump Shot,[],1628976,33.065045992115635,47.794117647058826,1610612753,13,9,2024-03-06T00:26:41Z,760000,False,11.0,258.0,1,left,W. Carter Jr. 25' 3PT  (3 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,25.85,Made,,,,,3.0,,,,,,,J. Suggs,1630591.0,1.0,,,,
79,PT04M38.00S,2024-03-06T00:26:53.8Z,1,REGULAR,3pt,Jump Shot,[],1630544,70.77858081471747,80.3921568627451,1610612766,16,9,2024-03-06T00:26:57Z,780000,False,152.0,222.0,1,right,T. Mann 26' 3PT step back (3 PTS),[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.92,Made,,,,,3.0,,,,,,,,,,,,,
81,PT04M20.00S,2024-03-06T00:27:22.8Z,1,REGULAR,substitution,out,[],1630208,,,1610612753,16,9,2024-03-06T00:27:32Z,800000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M20.00S,2024-03-06T00:27:22.8Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,16,9,2024-03-06T00:27:32Z,810000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M20.00S,2024-03-06T00:27:22.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612753,16,9,2024-03-06T00:27:32Z,820000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M20.00S,2024-03-06T00:27:22.8Z,1,REGULAR,substitution,in,[],204060,,,1610612753,16,9,2024-03-06T00:27:32Z,830000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M15.00S,2024-03-06T00:27:40.2Z,1,REGULAR,3pt,Jump Shot,[],203914,9.280551905387648,96.32352941176471,1610612753,16,12,2024-03-06T00:27:46Z,840000,False,-232.0,35.0,1,left,G. Harris 3PT  (5 PTS) (J. Suggs 2 AST),"[203914, 1630591]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.42,Made,,,,,5.0,,,,,,,J. Suggs,1630591.0,2.0,,,,
87,PT04M06.00S,2024-03-06T00:27:50.9Z,1,REGULAR,turnover,bad pass,[],1630544,,,1610612766,16,12,2024-03-06T00:27:59Z,860000,False,,,0,,T. Mann bad pass TURNOVER (2 TO),"[1630544, 203914]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,,,,Harris,203914.0,,
88,PT04M06.00S,2024-03-06T00:27:50.9Z,1,REGULAR,steal,,[],203914,,,1610612753,16,12,2024-03-06T00:27:53Z,870000,False,,,0,,G. Harris STEAL (3 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
89,PT03M59.00S,2024-03-06T00:27:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,7.30946123521682,46.568627450980394,1610612753,16,12,2024-03-06T00:29:07Z,880000,False,17.0,16.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
90,PT03M58.00S,2024-03-06T00:27:59.7Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,16,12,2024-03-06T00:29:07Z,890000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,,
91,PT03M58.00S,2024-03-06T00:28:02.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628976,5.590000152587891,50.0,1610612753,16,14,2024-03-06T00:29:14Z,900000,False,0.0,0.0,1,left,W. Carter Jr. tip Layup (5 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,5.0,,,,,,,,,,,,,
