actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M01.00S,2024-11-27T00:12:38.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,86.28449408672799,53.431372549019606,1610612741,5,4,2024-11-27T00:12:42Z,200000,False,17.0,76.0,1,right,J. Giddey 7' floating Jump Shot (2 PTS),[1630581],1610612741.0,CHI,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,7.83,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M48.00S,2024-11-27T00:12:51.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,28.07161629434954,83.08823529411765,1610612764,5,4,2024-11-27T00:12:58Z,210000,False,-165.0,211.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
22,PT09M46.00S,2024-11-27T00:12:53.3Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,5,4,2024-11-27T00:14:21Z,220000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M35.00S,2024-11-27T00:13:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.19776609724047,49.26470588235294,1610612741,5,6,2024-11-27T00:13:13Z,230000,False,-4.0,21.0,1,right,N. Vučević driving Layup (4 PTS) (J. Giddey 1 AST),"[202696, 1630581]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,2.11,Made,4.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
25,PT09M25.00S,2024-11-27T00:13:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.1268068331143235,48.03921568627451,1610612764,7,6,2024-11-27T00:13:19Z,250000,False,10.0,5.0,1,left,M. Brogdon driving Layup (2 PTS),[1627763],1610612764.0,WAS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.1,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M16.00S,2024-11-27T00:13:23.3Z,1,REGULAR,2pt,Hook,[],202696,88.25558475689881,29.411764705882355,1610612741,7,8,2024-11-27T00:13:29Z,260000,False,-103.0,58.0,1,right,N. Vučević 11' turnaround Hook (6 PTS) (J. Giddey 2 AST),"[202696, 1630581]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,11.81,Made,6.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
28,PT09M07.00S,2024-11-27T00:13:33.9Z,1,REGULAR,violation,kicked ball,[],1630245,,,1610612764,7,8,2024-11-27T00:13:41Z,280000,False,,,0,,A. Dosunmu kicked ball VIOLATION,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,
29,PT09M02.00S,2024-11-27T00:13:55.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,30.436925098554536,27.205882352941174,1610612764,7,8,2024-11-27T00:16:20Z,290000,False,114.0,234.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
30,PT09M00.00S,2024-11-27T00:13:57.4Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,7,8,2024-11-27T00:16:20Z,300000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
31,PT08M54.00S,2024-11-27T00:14:03.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202696,66.44218134034165,36.27450980392157,1610612741,7,8,2024-11-27T00:17:04Z,310000,False,-69.0,263.0,1,right,MISS N. Vučević 27' running 3PT,[202696],1610612741.0,CHI,running,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,27.17,Missed,,,,,,,,,,,,,,,,,,
32,PT08M52.00S,2024-11-27T00:14:05.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,7,8,2024-11-27T00:16:56Z,320000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
33,PT08M45.00S,2024-11-27T00:14:12.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628398,9.543363994743759,54.166666666666664,1610612764,9,8,2024-11-27T00:17:35Z,330000,False,-21.0,37.0,1,left,K. Kuzma driving bank Jump Shot (7 PTS),[1628398],1610612764.0,WAS,driving bank,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,4.26,Made,7.0,,,,,,,,,,,,,,,,,
34,PT08M29.00S,2024-11-27T00:14:27.7Z,1,REGULAR,2pt,Jump Shot,[],203897,83.311432325887,19.630821078431374,1610612741,9,10,2024-11-27T00:14:39Z,340000,False,-152.0,104.0,1,right,Z. LaVine 18' pullup Jump Shot (2 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,18.42,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M17.00S,2024-11-27T00:14:41.0Z,1,REGULAR,3pt,Jump Shot,[],1627763,32.53942181340342,37.00980392156863,1610612764,9,10,2024-11-27T00:18:03Z,350000,False,65.0,253.0,1,left,MISS M. Brogdon 26' 3PT,[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
36,PT08M15.00S,2024-11-27T00:14:43.0Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,9,10,2024-11-27T00:18:03Z,360000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,
37,PT08M03.00S,2024-11-27T00:14:55.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.75229960578186,46.32352941176471,1610612741,9,10,2024-11-27T00:19:10Z,370000,False,-18.0,34.0,1,right,MISS N. Vučević turnaround Hook - blocked,"[202696, 1642259]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,,Sarr,1642259.0,,,,,,,
38,PT08M03.00S,2024-11-27T00:14:55.6Z,1,REGULAR,block,,[],1642259,,,1610612741,9,10,2024-11-27T00:14:58Z,380000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M01.00S,2024-11-27T00:14:57.6Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,9,10,2024-11-27T00:19:10Z,390000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
40,PT07M56.00S,2024-11-27T00:15:01.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,24.129434954007884,12.745098039215685,1610612764,9,10,2024-11-27T00:19:34Z,400000,False,186.0,174.0,1,left,MISS K. George 25' running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
41,PT07M54.00S,2024-11-27T00:15:03.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,10,2024-11-27T00:19:34Z,410000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,
43,PT07M48.00S,2024-11-27T00:15:11.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,9,10,2024-11-27T00:15:22Z,430000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M48.00S,2024-11-27T00:15:11.1Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,9,10,2024-11-27T00:15:22Z,440000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M48.00S,2024-11-27T00:15:11.1Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,9,10,2024-11-27T00:15:22Z,450000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M48.00S,2024-11-27T00:15:11.1Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,9,10,2024-11-27T00:15:22Z,460000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M45.00S,2024-11-27T00:15:32.8Z,1,REGULAR,2pt,Jump Shot,[],203897,91.01511169513797,18.872549019607842,1610612741,9,10,2024-11-27T00:20:11Z,470000,False,-156.0,32.0,1,right,MISS Z. LaVine 15' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,15.89,Missed,,,,,,,,,,,,,,,,,,
48,PT07M43.00S,2024-11-27T00:15:34.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612764,9,10,2024-11-27T00:20:11Z,480000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,
49,PT07M34.00S,2024-11-27T00:15:43.5Z,1,REGULAR,2pt,Jump Shot,[],1628398,12.697109067017081,31.61764705882353,1610612764,11,10,2024-11-27T00:15:57Z,490000,False,92.0,67.0,1,left,K. Kuzma 11' driving bank Jump Shot (9 PTS) (B. Coulibaly 2 AST),"[1628398, 1641731]",1610612764.0,WAS,driving bank,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,11.37,Made,9.0,B. Coulibaly,1641731.0,2.0,,,,,,,,,,,,,,
51,PT07M34.00S,2024-11-27T00:15:48.5Z,1,REGULAR,foul,personal,['1freethrow'],1641824,,,1610612764,11,10,2024-11-27T00:15:57Z,510000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Kuzma 1 FT),"[1641824, 1628398]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1146.0,,,1.0,0.0,Kuzma,1628398.0,,,
53,PT07M34.00S,2024-11-27T00:16:09.5Z,1,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,11,10,2024-11-27T00:16:12Z,530000,False,,,0,,MISS K. Kuzma Free Throw 1 of 1,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
54,PT07M32.00S,2024-11-27T00:16:11.5Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,11,10,2024-11-27T00:16:12Z,540000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,
55,PT07M28.00S,2024-11-27T00:16:16.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,93.9060446780552,59.55882352941176,1610612741,11,10,2024-11-27T00:21:11Z,550000,False,48.0,5.0,1,right,MISS A. Dosunmu running Layup,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
56,PT07M26.00S,2024-11-27T00:16:18.7Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612764,11,10,2024-11-27T00:21:11Z,560000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,55.0,4.0,4.0,0.0,,,,,,,,,,
57,PT07M20.00S,2024-11-27T00:16:24.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642273,6.258212877792378,45.588235294117645,1610612764,13,10,2024-11-27T00:21:40Z,570000,False,22.0,6.0,1,left,K. George running reverse Layup (2 PTS) (M. Brogdon 1 AST),"[1642273, 1627763]",1610612764.0,WAS,running reverse,,,George,K. George,,,,,Restricted Area,0-8 Center,2.3,Made,2.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
59,PT06M56.00S,2024-11-27T00:16:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630245,84.97043363994744,95.09803921568627,1610612741,13,10,2024-11-27T00:16:51Z,590000,False,225.0,89.0,1,right,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
60,PT06M54.00S,2024-11-27T00:16:47.8Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,13,10,2024-11-27T00:22:09Z,600000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,
61,PT06M42.00S,2024-11-27T00:17:00.0Z,1,REGULAR,3pt,Jump Shot,[],1642259,9.017739816031538,4.166666666666666,1610612764,16,10,2024-11-27T00:17:04Z,610000,False,229.0,32.0,1,left,A. Sarr 3PT  (3 PTS) (B. Coulibaly 3 AST),"[1642259, 1641731]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Right Corner 3,24+ Right,23.15,Made,3.0,B. Coulibaly,1641731.0,3.0,,,,,,,,,,,,,,
63,PT06M32.00S,2024-11-27T00:17:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.11760840998686,59.31372549019608,1610612741,16,10,2024-11-27T00:23:10Z,630000,False,47.0,12.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,4.82,Missed,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2024-11-27T00:17:12.9Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,16,10,2024-11-27T00:23:10Z,640000,False,,,0,,N. Vučević REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,,,
65,PT06M30.00S,2024-11-27T00:17:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,92.59198423127464,53.431372549019606,1610612741,16,10,2024-11-27T00:23:31Z,650000,False,17.0,17.0,1,right,MISS N. Vučević putback Layup,[202696],1610612741.0,CHI,putback,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
66,PT06M29.00S,2024-11-27T00:17:17.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,16,10,2024-11-27T00:23:24Z,660000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,
67,PT06M14.00S,2024-11-27T00:17:28.6Z,1,REGULAR,3pt,Jump Shot,[],1642273,22.421156373193167,8.823529411764707,1610612764,16,10,2024-11-27T00:17:42Z,670000,False,206.0,158.0,1,left,MISS K. George 25' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2024-11-27T00:17:30.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,10,2024-11-27T00:24:00Z,680000,False,,,0,,N. Vučević REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,,67.0,4.0,3.0,1.0,,,,,,,,,,
69,PT05M55.00S,2024-11-27T00:17:49.5Z,1,REGULAR,turnover,out-of-bounds,[],1631207,,,1610612741,16,10,2024-11-27T00:18:01Z,690000,False,,,0,,D. Terry step out-of-bounds TURNOVER (1 TO),[1631207],1610612741.0,CHI,step,,,Terry,D. Terry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1146.0,,,,,,,1.0,,
70,PT05M55.00S,2024-11-27T00:17:55.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,16,10,2024-11-27T00:17:55Z,700000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M55.00S,2024-11-27T00:20:07.1Z,1,REGULAR,substitution,out,[],1627763,,,1610612764,16,10,2024-11-27T00:20:31Z,710000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M55.00S,2024-11-27T00:20:07.1Z,1,REGULAR,substitution,out,[],1642273,,,1610612764,16,10,2024-11-27T00:20:31Z,720000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M55.00S,2024-11-27T00:20:07.1Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,16,10,2024-11-27T00:20:31Z,730000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M55.00S,2024-11-27T00:20:07.1Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,16,10,2024-11-27T00:20:31Z,740000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M42.00S,2024-11-27T00:21:03.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641731,12.697109067017081,42.40196078431372,1610612764,16,10,2024-11-27T00:24:44Z,750000,False,38.0,67.0,1,left,MISS B. Coulibaly 7' driving floating Shot,[1641731],1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,,,,,,,,,,,,,,,,,
76,PT05M41.00S,2024-11-27T00:21:04.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,10,2024-11-27T00:24:44Z,760000,False,,,0,,N. Vučević REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,75.0,5.0,4.0,1.0,,,,,,,,,,
77,PT05M35.00S,2024-11-27T00:21:09.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,93.9060446780552,3.1862745098039214,1610612741,16,13,2024-11-27T00:25:02Z,770000,False,-234.0,5.0,1,right,Z. LaVine 3PT running (5 PTS) (D. Terry 1 AST),"[203897, 1631207]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,23.41,Made,5.0,D. Terry,1631207.0,1.0,,,,,,,,,,,,,,
79,PT05M24.00S,2024-11-27T00:21:22.8Z,1,REGULAR,turnover,traveling,[],1630557,,,1610612764,16,13,2024-11-27T00:21:29Z,790000,False,,,0,,C. Kispert traveling TURNOVER (1 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1146.0,,,,,,,1.0,,
80,PT05M16.00S,2024-11-27T00:21:46.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202696,93.9060446780552,49.50980392156863,1610612741,16,13,2024-11-27T00:25:35Z,800000,False,-2.0,5.0,1,right,MISS N. Vučević driving DUNK,[202696],1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
