actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-08T00:10:46.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-08T00:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-12-08T00:10:49.2Z,1,REGULAR,jumpball,recovered,[],1629673,,,1610612764,0,0,2024-12-08T00:10:49Z,40000,False,,,0,,Jump Ball J. Valančiūnas vs. N. Jokić: Tip to J. Poole,"[1629673, 202685, 203999]",1610612764.0,WAS,startperiod,J. Poole,1629673.0,Poole,J. Poole,Valančiūnas,202685.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-12-08T00:11:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,70.25295663600527,17.401960784313726,1610612764,0,0,2024-12-08T00:11:35Z,70000,False,-163.0,227.0,1,right,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.95,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-12-08T00:11:03.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2024-12-08T00:11:35Z,80000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-12-08T00:11:20.7Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,0,0,2024-12-08T00:11:28Z,90000,False,,,0,,N. Jokić bad pass out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,bad pass,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1199.0,1.0,,,,,,,,,,,,
10,PT11M13.00S,2024-12-08T00:11:40.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,69.33311432325887,30.14705882352941,1610612764,0,0,2024-12-08T00:11:44Z,100000,False,-99.0,236.0,1,right,MISS C. Carrington 25' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
11,PT11M10.00S,2024-12-08T00:11:43.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2024-12-08T00:11:44Z,110000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,10.0,2.0,2.0,0.0,,,,,,,,,,,,,,
12,PT11M07.00S,2024-12-08T00:11:48.6Z,1,REGULAR,turnover,double dribble,[],203999,,,1610612743,0,0,2024-12-08T00:11:55Z,120000,False,,,0,,N. Jokić double dribble TURNOVER (2 TO),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,,,,,,,1162.0,2.0,,,,,,,,,,,,
13,PT10M58.00S,2024-12-08T00:12:08.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641731,80.81471747700394,46.12055759803921,1610612764,0,0,2024-12-08T00:12:45Z,130000,False,-19.0,128.0,1,right,MISS B. Coulibaly 12' pullup Shot - blocked,"[1641731, 1629008]",1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,12.93,Missed,,,,,,,Porter Jr.,1629008.0,,,,,,,,,,
14,PT10M58.00S,2024-12-08T00:12:08.3Z,1,REGULAR,block,,[],1629008,,,1610612764,0,0,2024-12-08T00:12:10Z,140000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2024-12-08T00:12:09.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2024-12-08T00:12:45Z,150000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M51.00S,2024-12-08T00:12:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631212,4.812746386333772,58.333333333333336,1610612743,0,2,2024-12-08T00:12:17Z,160000,False,-42.0,-7.0,1,left,P. Watson running Layup (2 PTS) (M. Porter Jr. 1 AST),"[1631212, 1629008]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,4.23,Made,,,,,,,,,2.0,M. Porter Jr.,1629008.0,1.0,,,,,,
18,PT10M44.00S,2024-12-08T00:12:21.6Z,1,REGULAR,3pt,Jump Shot,[],202685,67.23061760840999,50.0,1610612764,0,2,2024-12-08T00:13:10Z,180000,False,0.0,256.0,1,right,MISS J. Valančiūnas 25' 3PT,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,25.55,Missed,,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2024-12-08T00:12:24.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,2,2024-12-08T00:13:10Z,190000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,18.0,3.0,3.0,0.0,,,,,,,,,,,,,,
20,PT10M33.00S,2024-12-08T00:12:32.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,27.54599211563732,51.71568627450981,1610612743,0,2,2024-12-08T00:13:36Z,200000,False,-9.0,206.0,1,left,MISS M. Porter Jr. 20' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,20.66,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2024-12-08T00:12:34.4Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,0,2,2024-12-08T00:13:36Z,210000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
