actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
80,PT04M30.00S,2025-01-14T00:23:10.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,89.96386333771353,52.20588235294118,1610612750,11,16,2025-01-14T00:32:10Z,800000,False,11.0,42.0,1,right,MISS J. Randle driving floating bank Shot,[203944],1610612750.0,MIN,driving floating bank,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,4.32,Missed,,,,,,,,,,,,,,
81,PT04M29.00S,2025-01-14T00:23:11.6Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,11,16,2025-01-14T00:24:35Z,810000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,80.0,4.0,3.0,1.0,,,,,,
82,PT04M29.00S,2025-01-14T00:23:13.7Z,1,REGULAR,foul,personal,['2freethrow'],1642259,,,1610612750,11,16,2025-01-14T00:23:21Z,820000,False,,,0,,A. Sarr shooting personal FOUL (1 PF) (Randle 2 FT),"[1642259, 203944]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Randle,203944.0
84,PT04M29.00S,2025-01-14T00:23:44.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203944,,,1610612750,11,16,2025-01-14T00:23:44Z,840000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
85,PT04M29.00S,2025-01-14T00:23:44.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,11,16,2025-01-14T00:23:44Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,
86,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,out,[],1628398,,,1610612750,11,16,2025-01-14T00:24:00Z,860000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,out,[],1642259,,,1610612750,11,16,2025-01-14T00:24:00Z,870000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,11,16,2025-01-14T00:24:00Z,880000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,out,[],203497,,,1610612750,11,16,2025-01-14T00:24:00Z,890000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,11,16,2025-01-14T00:24:00Z,900000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,in,[],202685,,,1610612750,11,16,2025-01-14T00:24:00Z,910000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612750,11,16,2025-01-14T00:24:00Z,920000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,in,[],201144,,,1610612750,11,16,2025-01-14T00:24:00Z,930000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,11,16,2025-01-14T00:24:00Z,940000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M29.00S,2025-01-14T00:23:44.9Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,11,16,2025-01-14T00:24:00Z,950000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M29.00S,2025-01-14T00:23:44.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203944,,,1610612750,11,16,2025-01-14T00:24:17Z,960000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
97,PT04M26.00S,2025-01-14T00:23:47.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,11,16,2025-01-14T00:24:17Z,970000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,
98,PT04M10.00S,2025-01-14T00:24:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,6.1268068331143235,52.94117647058824,1610612764,13,16,2025-01-14T00:24:35Z,980000,False,-15.0,5.0,1,left,B. Coulibaly driving Layup (5 PTS) (J. Valančiūnas 1 AST),"[1641731, 202685]",1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,1.56,Made,5.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,
99,PT03M47.00S,2025-01-14T00:24:54.5Z,1,REGULAR,3pt,Jump Shot,[],203944,68.01905387647832,27.696078431372552,1610612750,13,16,2025-01-14T00:24:58Z,990000,False,-112.0,248.0,1,right,MISS J. Randle 27' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,27.2,Missed,,,,,,,,,,,,,,
100,PT03M44.00S,2025-01-14T00:24:57.5Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,13,16,2025-01-14T00:24:58Z,1000000,False,,,0,,C. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,
101,PT03M39.00S,2025-01-14T00:25:02.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,37.92706964520368,17.647058823529413,1610612764,13,16,2025-01-14T00:34:24Z,1010000,False,162.0,304.0,1,left,MISS J. Poole 34' running 3PT,[1629673],1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,34.44,Missed,,,,,,,,,,,,,,
103,PT03M38.00S,2025-01-14T00:25:03.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,13,16,2025-01-14T00:25:10Z,1020000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101.0,,,,,,,,,
105,PT03M38.00S,2025-01-14T00:25:15.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,13,16,2025-01-14T00:25:15Z,1040000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M38.00S,2025-01-14T00:27:16.7Z,1,REGULAR,substitution,out,[],1642267,,,1610612750,13,16,2025-01-14T00:28:05Z,1050000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M38.00S,2025-01-14T00:27:16.7Z,1,REGULAR,substitution,out,[],203944,,,1610612750,13,16,2025-01-14T00:28:05Z,1060000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M38.00S,2025-01-14T00:27:16.7Z,1,REGULAR,substitution,in,[],1642273,,,1610612750,13,16,2025-01-14T00:28:05Z,1070000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M38.00S,2025-01-14T00:27:16.7Z,1,REGULAR,substitution,in,[],203497,,,1610612750,13,16,2025-01-14T00:28:05Z,1080000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2025-01-14T00:28:21.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,78.40013140604468,8.333333333333332,1610612750,13,16,2025-01-14T00:35:38Z,1090000,False,-208.0,151.0,1,right,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,25.7,Missed,,,,,,,,,,,,,,
111,PT03M17.00S,2025-01-14T00:28:25.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,13,16,2025-01-14T00:28:26Z,1100000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,110.0,2.0,2.0,0.0,,,,,,
112,PT03M06.00S,2025-01-14T00:28:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630557,25.312089356110377,7.598039215686274,1610612764,13,16,2025-01-14T00:28:41Z,1110000,False,212.0,185.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,28.16,Missed,,,,,,,,,,,,,,
113,PT03M02.00S,2025-01-14T00:28:40.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,16,2025-01-14T00:28:41Z,1120000,False,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,112.0,6.0,4.0,2.0,,,,,,
114,PT02M52.00S,2025-01-14T00:28:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.72339027595268,44.11764705882353,1610612750,13,18,2025-01-14T00:28:54Z,1130000,False,-29.0,16.0,1,right,A. Edwards driving Layup (4 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,3.34,Made,4.0,,,,,,,,,,,,,
115,PT02M38.00S,2025-01-14T00:29:04.2Z,1,REGULAR,3pt,Jump Shot,[],1642273,37.40144546649146,51.71568627450981,1610612764,13,18,2025-01-14T00:29:08Z,1140000,False,-9.0,299.0,1,left,MISS K. George 29' step back 3PT,[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,29.92,Missed,,,,,,,,,,,,,,
116,PT02M36.00S,2025-01-14T00:29:06.2Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,13,18,2025-01-14T00:29:08Z,1150000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,
117,PT02M29.00S,2025-01-14T00:29:13.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,96.13994743758212,3.431372549019608,1610612750,13,21,2025-01-14T00:37:24Z,1160000,False,-233.0,-16.0,1,right,N. Reid 3PT running (3 PTS) (N. Alexander-Walker 1 AST),"[1629675, 1629638]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,23.34,Made,3.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,
119,PT02M16.00S,2025-01-14T00:29:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,5.995400788436268,57.35294117647059,1610612764,15,21,2025-01-14T00:37:58Z,1180000,False,-37.0,4.0,1,left,J. Poole driving Layup (2 PTS) (B. Coulibaly 2 AST),"[1629673, 1641731]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,3.7,Made,2.0,B. Coulibaly,1641731.0,2.0,,,,,,,,,,
121,PT02M04.00S,2025-01-14T00:29:39.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.38042049934296,47.05882352941176,1610612750,15,23,2025-01-14T00:29:42Z,1200000,False,-15.0,10.0,1,right,R. Gobert alley-oop DUNK (6 PTS) (N. Alexander-Walker 2 AST),"[203497, 1629638]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,1.76,Made,6.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,
123,PT01M46.00S,2025-01-14T00:29:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,11.645860709592641,61.51960784313726,1610612764,15,23,2025-01-14T00:38:29Z,1220000,False,-58.0,57.0,1,left,MISS C. Kispert 8' driving floating Shot,[1630557],1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Left,,,,,8.1,Missed,,,,,,,,,,,,,,
124,PT01M46.00S,2025-01-14T00:29:56.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,15,23,2025-01-14T00:30:07Z,1230000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,123.0,,,,,,,,,
126,PT01M46.00S,2025-01-14T00:30:03.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612750,15,23,2025-01-14T00:30:10Z,1250000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M46.00S,2025-01-14T00:30:03.3Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,15,23,2025-01-14T00:30:10Z,1260000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M46.00S,2025-01-14T00:30:03.3Z,1,REGULAR,substitution,in,[],1630215,,,1610612750,15,23,2025-01-14T00:30:10Z,1270000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M46.00S,2025-01-14T00:30:03.3Z,1,REGULAR,substitution,in,[],1631169,,,1610612750,15,23,2025-01-14T00:30:10Z,1280000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M46.00S,2025-01-14T00:30:22.5Z,1,REGULAR,substitution,out,[],1641731,,,1610612750,15,23,2025-01-14T00:30:29Z,1290000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M46.00S,2025-01-14T00:30:22.5Z,1,REGULAR,substitution,in,[],1630551,,,1610612750,15,23,2025-01-14T00:30:29Z,1300000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M34.00S,2025-01-14T00:30:44.6Z,1,REGULAR,3pt,Jump Shot,[],201144,66.3107752956636,33.088235294117645,1610612750,15,23,2025-01-14T00:39:04Z,1310000,False,-85.0,264.0,1,right,MISS M. Conley 27' step back 3PT,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,,27.74,Missed,,,,,,,,,,,,,,
133,PT01M31.00S,2025-01-14T00:30:47.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,15,23,2025-01-14T00:30:50Z,1320000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,,,,,,,,,132.0,3.0,3.0,0.0,,,,,,
134,PT01M26.00S,2025-01-14T00:30:56.0Z,1,REGULAR,foul,personal,[],201144,,,1610612764,15,23,2025-01-14T00:31:05Z,1330000,False,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1642273]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,George,1642273.0
136,PT01M24.00S,2025-01-14T00:31:17.2Z,1,REGULAR,turnover,backcourt,[],1630215,,,1610612764,15,23,2025-01-14T00:31:31Z,1350000,False,,,0,,J. Butler backcourt TURNOVER (1 TO),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,1.0,,,1830.0,,,,,,,,,,,,,,,,
137,PT01M19.00S,2025-01-14T00:31:34.6Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,15,23,2025-01-14T00:31:39Z,1360000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1642273]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,1.0,George,1642273.0,,,,,,,,,,,,,,,,,
138,PT01M19.00S,2025-01-14T00:31:34.6Z,1,REGULAR,steal,,[],1642273,,,1610612764,15,23,2025-01-14T00:31:36Z,1370000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
139,PT01M15.00S,2025-01-14T00:31:38.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642273,6.1268068331143235,51.71568627450981,1610612764,17,23,2025-01-14T00:31:48Z,1380000,False,-9.0,5.0,1,left,K. George running DUNK (2 PTS),[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,1.0,Made,2.0,,,,,,,,,,,,,
140,PT01M04.00S,2025-01-14T00:31:52.4Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612750,17,23,2025-01-14T00:32:12Z,1390000,False,,,0,,J. Valančiūnas shooting personal FOUL (1 PF) (Reid 2 FT),"[202685, 1629675]",1610612764.0,WAS,shooting,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,1830.0,,,,,,,,,,,,,1.0,0.0,Reid,1629675.0
142,PT01M04.00S,2025-01-14T00:31:52.5Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,17,24,2025-01-14T00:32:33Z,1410000,False,,,0,,N. Reid Free Throw 1 of 2 (4 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
143,PT01M04.00S,2025-01-14T00:31:52.5Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,17,25,2025-01-14T00:32:33Z,1420000,False,,,0,,N. Reid Free Throw 2 of 2 (5 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
144,PT00M43.50S,2025-01-14T00:32:54.4Z,1,REGULAR,3pt,Jump Shot,[],1642273,28.203022339027594,10.049019607843137,1610612764,17,25,2025-01-14T00:32:58Z,1430000,False,200.0,213.0,1,left,MISS K. George 29' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,29.18,Missed,,,,,,,,,,,,,,
145,PT00M41.30S,2025-01-14T00:32:56.6Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,17,25,2025-01-14T00:32:58Z,1440000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,
146,PT00M27.10S,2025-01-14T00:33:11.6Z,1,REGULAR,3pt,Jump Shot,[],1631169,62.10578186596584,18.872549019607842,1610612750,17,25,2025-01-14T00:33:22Z,1450000,False,-156.0,304.0,1,right,MISS J. Minott 34' 3PT,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,,34.12,Missed,,,,,,,,,,,,,,
147,PT00M23.70S,2025-01-14T00:33:14.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,17,25,2025-01-14T00:33:14Z,1460000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:4),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,146.0,4.0,4.0,0.0,,,,,,
149,PT00M02.30S,2025-01-14T00:33:36.4Z,1,REGULAR,3pt,Jump Shot,[],1630215,27.283180026281208,86.27450980392157,1610612764,20,25,2025-01-14T00:33:44Z,1470000,False,-181.0,204.0,1,left,J. Butler 27' 3PT step back (3 PTS),[1630215],1610612764.0,WAS,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,27.3,Made,3.0,,,,,,,,,,,,,
150,PT00M00.10S,2025-01-14T00:33:42.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,37.53285151116951,13.725490196078432,1610612750,20,25,2025-01-14T00:42:27Z,1480000,False,-181.0,535.0,1,right,MISS N. Alexander-Walker 56' pullup 3PT,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,56.46,Missed,,,,,,,,,,,,,,
151,PT00M00.10S,2025-01-14T00:33:42.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,20,25,2025-01-14T00:34:00Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,150.0,,,,,,,,,
152,PT00M00.00S,2025-01-14T00:33:49.7Z,1,REGULAR,period,end,[],0,,,1610612750,20,25,2025-01-14T00:33:49Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-01-14T00:34:04.4Z,2,REGULAR,substitution,out,['startperiod'],203497,,,1610612750,20,25,2025-01-14T00:36:18Z,1510000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-01-14T00:34:04.4Z,2,REGULAR,substitution,in,['startperiod'],203944,,,1610612750,20,25,2025-01-14T00:36:18Z,1520000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-01-14T00:34:04.4Z,2,REGULAR,substitution,out,['startperiod'],202685,,,1610612750,20,25,2025-01-14T00:36:44Z,1525000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-01-14T00:34:04.4Z,2,REGULAR,substitution,in,['startperiod'],1642259,,,1610612750,20,25,2025-01-14T00:36:44Z,1527500,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-01-14T00:36:38.2Z,2,REGULAR,period,start,[],0,,,1610612750,20,25,2025-01-14T00:36:38Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M37.00S,2025-01-14T00:37:01.6Z,2,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612750,20,25,2025-01-14T00:37:09Z,1540000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Conley 2 FT),"[1630551, 201144]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Conley,201144.0
160,PT11M37.00S,2025-01-14T00:37:27.7Z,2,REGULAR,freethrow,1 of 2,[],201144,,,1610612750,20,26,2025-01-14T00:37:27Z,1560000,False,,,0,,M. Conley Free Throw 1 of 2 (1 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
161,PT11M37.00S,2025-01-14T00:37:43.8Z,2,REGULAR,freethrow,2 of 2,[],201144,,,1610612750,20,27,2025-01-14T00:37:43Z,1570000,False,,,0,,M. Conley Free Throw 2 of 2 (2 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
162,PT11M24.00S,2025-01-14T00:37:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,4.812746386333772,47.30392156862745,1610612764,22,27,2025-01-14T00:38:00Z,1580000,False,13.0,-7.0,1,left,J. Butler driving Layup (5 PTS),[1630215],1610612764.0,WAS,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,1.53,Made,5.0,,,,,,,,,,,,,
163,PT11M02.00S,2025-01-14T00:38:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631169,89.83245729303549,57.35294117647059,1610612750,22,29,2025-01-14T00:43:29Z,1590000,False,37.0,43.0,1,right,J. Minott driving Layup (2 PTS),[1631169],1610612750.0,MIN,driving,,,Minott,J. Minott,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.67,Made,2.0,,,,,,,,,,,,,
164,PT11M02.00S,2025-01-14T00:38:24.1Z,2,REGULAR,violation,defensive goaltending,[],1642259,,,1610612750,22,29,2025-01-14T00:38:32Z,1600000,False,,,0,,A. Sarr defensive goaltending VIOLATION,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,1627962.0,,,,,,,,,,,,,,,,
