actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
84,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,in,[],1630202,,,1610612764,15,11,2024-11-23T00:23:09Z,800000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M38.00S,2024-11-23T00:23:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,84.44480946123521,2.450980392156863,1610612764,18,11,2024-11-23T00:23:37Z,810000,False,-238.0,94.0,1,right,J. Poole 25' 3PT  (6 PTS) (C. Kispert 1 AST),"[1629673, 1630557]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left,,,,,,,25.55,Made,6.0,C. Kispert,1630557.0,1.0,,,,,,,,
88,PT04M24.00S,2024-11-23T00:23:57.9Z,1,REGULAR,foul,personal,['3freethrow'],1630557,,,1610612738,18,11,2024-11-23T00:24:07Z,840000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Pritchard 3 FT),"[1630557, 1630202]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,1627539.0,1.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
91,PT04M24.00S,2024-11-23T00:24:23.3Z,1,REGULAR,freethrow,1 of 3,[],1630202,,,1610612738,18,11,2024-11-23T00:24:23Z,860000,False,,,0,,MISS P. Pritchard Free Throw 1 of 3,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
92,PT04M24.00S,2024-11-23T00:24:23.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,18,11,2024-11-23T00:24:23Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,
93,PT04M24.00S,2024-11-23T00:24:34.8Z,1,REGULAR,freethrow,2 of 3,[],1630202,,,1610612738,18,12,2024-11-23T00:24:34Z,880000,False,,,0,,P. Pritchard Free Throw 2 of 3 (1 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
94,PT04M24.00S,2024-11-23T00:24:48.6Z,1,REGULAR,freethrow,3 of 3,[],1630202,,,1610612738,18,13,2024-11-23T00:24:48Z,890000,False,,,0,,P. Pritchard Free Throw 3 of 3 (2 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
95,PT04M10.00S,2024-11-23T00:25:02.9Z,1,REGULAR,3pt,Jump Shot,[],1641731,66.44218134034165,68.62745098039215,1610612764,18,13,2024-11-23T00:31:16Z,900000,False,93.0,263.0,1,right,MISS B. Coulibaly 27' step back 3PT,[1641731],1610612764.0,WAS,step back,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,27.89,Missed,,,,,,,,,,,,
96,PT04M08.00S,2024-11-23T00:25:04.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,18,13,2024-11-23T00:31:16Z,910000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,
97,PT04M01.00S,2024-11-23T00:25:13.9Z,1,REGULAR,foul,personal,[],1629673,,,1610612738,18,13,2024-11-23T00:25:40Z,920000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 201950]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,1627539.0,1.0,0.0,Holiday,201950.0,,,,,,,,,,,,,,,
99,PT04M01.00S,2024-11-23T00:25:31.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612738,18,13,2024-11-23T00:25:36Z,940000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M01.00S,2024-11-23T00:25:31.3Z,1,REGULAR,substitution,out,[],1642259,,,1610612738,18,13,2024-11-23T00:25:36Z,950000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M01.00S,2024-11-23T00:25:31.3Z,1,REGULAR,substitution,in,[],202685,,,1610612738,18,13,2024-11-23T00:25:36Z,960000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M01.00S,2024-11-23T00:25:31.3Z,1,REGULAR,substitution,in,[],1642267,,,1610612738,18,13,2024-11-23T00:25:36Z,970000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M59.00S,2024-11-23T00:25:52.5Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,18,13,2024-11-23T00:25:58Z,980000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1641731]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,1.0,,,,,,,,,,,Coulibaly,1641731.0,,
104,PT03M59.00S,2024-11-23T00:25:52.5Z,1,REGULAR,steal,,[],1641731,,,1610612764,18,13,2024-11-23T00:25:54Z,990000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
105,PT03M54.00S,2024-11-23T00:25:57.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630557,84.31340341655716,95.83333333333334,1610612764,18,13,2024-11-23T00:33:02Z,1000000,False,229.0,95.0,1,right,MISS C. Kispert 24' running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,24.81,Missed,,,,,,,,,,,,
106,PT03M52.00S,2024-11-23T00:25:59.2Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,18,13,2024-11-23T00:33:02Z,1010000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,
107,PT03M47.00S,2024-11-23T00:26:06.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,6.521024967148489,48.28431372549019,1610612738,18,13,2024-11-23T01:19:51Z,1020000,False,9.0,9.0,1,left,MISS J. Tatum running Layup - blocked,"[1628369, 1642267]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,1.23,Missed,,,,,,,,,,,Carrington,1642267.0
108,PT03M47.00S,2024-11-23T00:26:06.1Z,1,REGULAR,block,,[],1642267,,,1610612738,18,13,2024-11-23T00:26:08Z,1030000,False,,,0,,C. Carrington BLOCK (1 BLK),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
109,PT03M45.00S,2024-11-23T00:26:08.1Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,18,13,2024-11-23T00:34:39Z,1040000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:5),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,107.0,5.0,5.0,0.0,,,,
111,PT03M26.00S,2024-11-23T00:26:39.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,94.69448094612353,63.725490196078425,1610612764,20,13,2024-11-23T00:27:23Z,1060000,False,69.0,-3.0,1,right,K. Kuzma 6' driving bank Hook (4 PTS) (J. Valančiūnas 1 AST),"[1628398, 202685]",1610612764.0,WAS,driving bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.86,Made,4.0,J. Valančiūnas,202685.0,1.0,,,,,,,,
112,PT03M08.00S,2024-11-23T00:26:56.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,11.908672798948752,96.32352941176471,1610612738,20,16,2024-11-23T00:27:02Z,1070000,False,-232.0,59.0,1,left,S. Hauser 3PT step back (3 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,step back,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,,23.91,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,
114,PT02M56.00S,2024-11-23T00:27:10.7Z,1,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,20,16,2024-11-23T00:27:17Z,1090000,False,,,0,,C. Kispert bad pass out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,bad pass,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Center,2530.0,,,,,1.0,,,,,,,,,,,,,,
115,PT02M56.00S,2024-11-23T00:27:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,20,16,2024-11-23T00:27:15Z,1100000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M56.00S,2024-11-23T00:29:41.4Z,1,REGULAR,substitution,out,[],1628398,,,1610612738,20,16,2024-11-23T00:29:56Z,1110000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M56.00S,2024-11-23T00:29:41.4Z,1,REGULAR,substitution,out,[],201950,,,1610612738,20,16,2024-11-23T00:29:56Z,1120000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2024-11-23T00:29:41.4Z,1,REGULAR,substitution,in,[],1642273,,,1610612738,20,16,2024-11-23T00:29:56Z,1130000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M56.00S,2024-11-23T00:29:41.4Z,1,REGULAR,substitution,in,[],1641775,,,1610612738,20,16,2024-11-23T00:29:56Z,1140000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M38.00S,2024-11-23T00:30:32.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,28.991458607095925,79.90196078431373,1610612738,20,19,2024-11-23T00:30:35Z,1150000,False,-150.0,220.0,1,left,P. Pritchard 26' 3PT  (5 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,26.6,Made,5.0,J. Tatum,1628369.0,2.0,,,,,,,,
122,PT02M22.00S,2024-11-23T00:30:49.6Z,1,REGULAR,turnover,bad pass,[],1630557,,,1610612764,20,19,2024-11-23T00:30:53Z,1170000,False,,,0,,C. Kispert bad pass TURNOVER (2 TO),"[1630557, 1628369]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Center,,,,,,2.0,,,,,,,,,,,Tatum,1628369.0,,
123,PT02M22.00S,2024-11-23T00:30:49.6Z,1,REGULAR,steal,,[],1628369,,,1610612738,20,19,2024-11-23T00:30:51Z,1180000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M18.00S,2024-11-23T00:30:53.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.206964520367937,50.98039215686274,1610612738,20,21,2024-11-23T00:30:59Z,1190000,False,-5.0,-4.0,1,left,J. Tatum running DUNK (4 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,0.61,Made,4.0,,,,,,,,,,,
125,PT02M12.00S,2024-11-23T00:31:03.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,20,21,2024-11-23T00:31:03Z,1200000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M53.00S,2024-11-23T00:32:46.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,88.64980289093299,39.21568627450981,1610612764,22,21,2024-11-23T00:32:52Z,1210000,False,-54.0,54.0,1,right,J. Valančiūnas 7' driving Hook (2 PTS),[202685],1610612764.0,WAS,driving,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.64,Made,2.0,,,,,,,,,,,
127,PT01M40.00S,2024-11-23T00:33:00.0Z,1,REGULAR,3pt,Jump Shot,[],1630573,31.61957950065703,60.29411764705882,1610612738,22,24,2024-11-23T00:33:05Z,1220000,False,-51.0,245.0,1,left,S. Hauser 25' 3PT  (6 PTS) (J. Tatum 3 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,25.01,Made,6.0,J. Tatum,1628369.0,3.0,,,,,,,,
129,PT01M28.00S,2024-11-23T00:33:12.0Z,1,REGULAR,3pt,Jump Shot,[],202685,66.83639947437582,66.17647058823529,1610612764,22,24,2024-11-23T00:33:16Z,1240000,False,81.0,259.0,1,right,MISS J. Valančiūnas 27' 3PT,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,,,,,27.15,Missed,,,,,,,,,,,,
130,PT01M26.00S,2024-11-23T00:33:14.0Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,22,24,2024-11-23T00:33:16Z,1250000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,
131,PT01M14.00S,2024-11-23T00:33:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,4.812746386333772,46.81372549019608,1610612738,22,26,2024-11-23T00:36:44Z,1260000,False,16.0,-7.0,1,left,P. Pritchard driving Layup (7 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,1.75,Made,7.0,,,,,,,,,,,
132,PT01M07.00S,2024-11-23T00:33:34.7Z,1,REGULAR,foul,personal,[],1630202,,,1610612764,22,26,2024-11-23T00:35:15Z,1270000,False,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1642267]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,201245.0,1.0,0.0,Carrington,1642267.0,,,,,,,,,,,,,,,
134,PT00M54.30S,2024-11-23T00:34:02.8Z,1,REGULAR,3pt,Jump Shot,[],1642273,95.74572930354796,1.2254901960784315,1610612764,25,26,2024-11-23T00:34:08Z,1290000,False,-244.0,-13.0,1,right,K. George 24' 3PT  (3 PTS) (C. Carrington 1 AST),"[1642273, 1642267]",1610612764.0,WAS,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,,,,,24.42,Made,3.0,C. Carrington,1642267.0,1.0,,,,,,,,
136,PT00M36.20S,2024-11-23T00:34:26.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,6.258212877792378,54.41176470588235,1610612738,25,28,2024-11-23T00:34:41Z,1310000,False,-22.0,6.0,1,left,L. Kornet cutting DUNK (2 PTS) (J. Tatum 4 AST),"[1628436, 1628369]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,2.3,Made,2.0,J. Tatum,1628369.0,4.0,,,,,,,,
138,PT00M29.20S,2024-11-23T00:34:37.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612764,25,28,2024-11-23T00:34:42Z,1330000,False,,,0,,S. Hauser personal FOUL (1 PF) (Carrington 2 FT),"[1630573, 1642267]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,1627539.0,1.0,0.0,Carrington,1642267.0,,,,,,,,,,,,,,,
140,PT00M29.20S,2024-11-23T00:35:00.4Z,1,REGULAR,freethrow,1 of 2,[],1642267,,,1610612764,26,28,2024-11-23T00:35:00Z,1350000,False,,,0,,C. Carrington Free Throw 1 of 2 (1 PTS),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
141,PT00M29.20S,2024-11-23T00:35:13.9Z,1,REGULAR,freethrow,2 of 2,[],1642267,,,1610612764,27,28,2024-11-23T00:35:13Z,1360000,False,,,0,,C. Carrington Free Throw 2 of 2 (2 PTS),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
142,PT00M11.30S,2024-11-23T00:35:40.4Z,1,REGULAR,foul,personal,[],1641731,,,1610612738,27,28,2024-11-23T00:35:46Z,1370000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1628369]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,201245.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
144,PT00M02.20S,2024-11-23T00:36:00.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641731,,,1610612738,27,28,2024-11-23T00:36:07Z,1390000,False,,,0,,B. Coulibaly shooting personal FOUL (2 PF) (Tatum 2 FT),"[1641731, 1628369]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,2530.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
147,PT00M02.20S,2024-11-23T00:36:25.9Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,27,29,2024-11-23T00:36:25Z,1410000,False,,,0,,J. Tatum Free Throw 1 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
148,PT00M02.20S,2024-11-23T00:36:25.9Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,27,29,2024-11-23T00:36:48Z,1420000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
149,PT00M01.60S,2024-11-23T00:36:26.5Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,27,29,2024-11-23T00:40:07Z,1430000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:6),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,148.0,6.0,6.0,0.0,,,,
164,PT00M00.20S,2024-11-23T00:36:37.6Z,1,REGULAR,turnover,lost ball,[],1641731,,,1610612764,27,29,2024-11-23T00:40:48Z,1435000,False,,,0,,B. Coulibaly lost ball TURNOVER (1 TO),"[1641731, 1630202]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,,,,,,,,,Pritchard,1630202.0,,
165,PT00M00.20S,2024-11-23T00:36:37.6Z,1,REGULAR,steal,,[],1630202,,,1610612738,27,29,2024-11-23T00:39:56Z,1437500,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2024-11-23T00:36:49.4Z,1,REGULAR,period,end,[],0,,,1610612738,27,29,2024-11-23T00:39:56Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,out,['startperiod'],1641731,,,1610612738,27,29,2024-11-23T00:39:56Z,1450000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,out,['startperiod'],1630557,,,1610612738,27,29,2024-11-23T00:39:56Z,1460000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,27,29,2024-11-23T00:39:56Z,1470000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612738,27,29,2024-11-23T00:39:56Z,1480000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,out,['startperiod'],1641775,,,1610612738,27,29,2024-11-23T00:39:56Z,1490000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,in,['startperiod'],1627763,,,1610612738,27,29,2024-11-23T00:39:56Z,1500000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,in,['startperiod'],1628398,,,1610612738,27,29,2024-11-23T00:39:56Z,1510000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,27,29,2024-11-23T00:39:56Z,1520000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,27,29,2024-11-23T00:39:56Z,1530000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-23T00:38:54.3Z,2,REGULAR,substitution,in,['startperiod'],1629674,,,1610612738,27,29,2024-11-23T00:39:56Z,1540000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-23T00:39:25.8Z,2,REGULAR,period,start,[],0,,,1610612738,27,29,2024-11-23T00:39:25Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M46.00S,2024-11-23T00:39:39.7Z,2,REGULAR,3pt,Jump Shot,[],1628401,21.632720105124836,6.61764705882353,1610612738,27,29,2024-11-23T00:40:00Z,1560000,False,217.0,151.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,26.42,Missed,,,,,,,,,,,,
163,PT11M41.00S,2024-11-23T00:39:43.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612764,27,29,2024-11-23T00:39:43Z,1570000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,
166,PT11M26.00S,2024-11-23T00:39:59.4Z,2,REGULAR,2pt,Jump Shot,[],1628398,89.43823915900131,28.676470588235293,1610612764,29,29,2024-11-23T00:40:05Z,1580000,False,-107.0,47.0,1,right,K. Kuzma 11' turnaround fadeaway Jump Shot (6 PTS),[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,11.64,Made,6.0,,,,,,,,,,,
168,PT11M09.00S,2024-11-23T00:40:15.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,33.065045992115635,49.50980392156863,1610612738,29,29,2024-11-23T00:40:20Z,1600000,False,2.0,258.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,25.83,Missed,,,,,,,,,,,,
169,PT11M05.00S,2024-11-23T00:40:19.2Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612764,29,29,2024-11-23T00:40:20Z,1610000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,168.0,2.0,2.0,0.0,,,,
170,PT10M56.00S,2024-11-23T00:40:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,89.04402102496715,37.5,1610612764,29,29,2024-11-23T00:43:44Z,1620000,False,-62.0,50.0,1,right,MISS M. Brogdon 8' driving Layup,[1627763],1610612764.0,WAS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,8.04,Missed,,,,,,,,,,,,
171,PT10M54.00S,2024-11-23T00:40:31.9Z,2,REGULAR,rebound,offensive,[],202685,,,1610612764,29,29,2024-11-23T00:45:52Z,1630000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,170.0,2.0,1.0,1.0,,,,
172,PT10M54.00S,2024-11-23T00:40:34.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612764,29,29,2024-11-23T00:45:59Z,1640000,False,0.0,0.0,1,right,MISS J. Valančiūnas tip Layup,[202685],1610612764.0,WAS,tip,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
