actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-28T00:11:50.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-28T00:11:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-28T00:11:53.1Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612746,0,0,2024-11-28T00:11:53Z,40000,False,,,0,,Jump Ball I. Zubac vs. A. Sarr: Tip to D. Jones Jr.,"[1627884, 1627826, 1642259]",1610612746.0,LAC,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Zubac,1627826.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-11-28T00:12:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,87.46714848883047,37.99019607843137,1610612746,0,2,2024-11-28T00:12:11Z,70000,False,-60.0,65.0,1,right,I. Zubac 8' floating Jump Shot (2 PTS) (D. Jones Jr. 1 AST),"[1627826, 1627884]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Left,8.87,Made,2.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,,,
10,PT11M19.00S,2024-11-28T00:12:44.9Z,1,REGULAR,2pt,Jump Shot,[],1642259,20.45006570302234,48.77450980392157,1610612764,2,2,2024-11-28T00:13:09Z,100000,False,6.0,140.0,1,left,A. Sarr 13' step back Jump Shot (2 PTS) (M. Brogdon 1 AST),"[1642259, 1627763]",1610612764.0,WAS,step back,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Center,13.98,Made,2.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
12,PT11M02.00S,2024-11-28T00:13:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.24901445466492,42.40196078431372,1610612746,2,4,2024-11-28T00:13:07Z,120000,False,-38.0,11.0,1,right,J. Harden driving Layup (2 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.96,Made,2.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,
14,PT10M53.00S,2024-11-28T00:13:12.1Z,1,REGULAR,foul,personal,[],1627739,,,1610612764,2,4,2024-11-28T00:13:21Z,140000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 1629673]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,202035.0,1.0,0.0,Poole,1629673.0,,,,,,,,,
16,PT10M46.00S,2024-11-28T00:13:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,7.30946123521682,63.48039215686274,1610612764,2,4,2024-11-28T00:15:28Z,160000,False,-67.0,16.0,1,left,MISS J. Poole 6' driving floating bank Shot,[1629673],1610612764.0,WAS,driving floating bank,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2024-11-28T00:13:34.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,4,2024-11-28T00:15:28Z,170000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M30.00S,2024-11-28T00:13:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,80.50262812089356,48.03921568627451,1610612746,2,6,2024-11-28T00:13:52Z,180000,False,-10.0,131.0,1,right,D. Jones Jr. 13' floating Jump Shot (2 PTS) (J. Harden 1 AST),"[1627884, 201935]",1610612746.0,LAC,floating,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.12,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
20,PT10M21.00S,2024-11-28T00:13:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,4.812746386333772,42.40196078431372,1610612764,2,6,2024-11-28T00:15:06Z,200000,False,38.0,-7.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,,,,,,,,,,,,,
21,PT10M19.00S,2024-11-28T00:13:59.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,6,2024-11-28T00:15:06Z,210000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,,
22,PT10M09.00S,2024-11-28T00:14:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.24901445466492,57.59803921568627,1610612746,2,6,2024-11-28T00:16:14Z,220000,False,38.0,11.0,1,right,MISS I. Zubac cutting Layup - blocked,"[1627826, 1627763]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,Brogdon,1627763.0,,,
23,PT10M09.00S,2024-11-28T00:14:10.4Z,1,REGULAR,block,,[],1627763,,,1610612746,2,6,2024-11-28T00:14:14Z,230000,False,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M07.00S,2024-11-28T00:14:12.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,2,6,2024-11-28T00:16:14Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,22.0,,,,,,,,
26,PT10M02.00S,2024-11-28T00:14:34.3Z,1,REGULAR,2pt,Hook,['2ndchance'],1627826,92.19776609724047,69.36274509803921,1610612746,2,8,2024-11-28T00:18:46Z,260000,False,97.0,21.0,1,right,I. Zubac 9' turnaround bank Hook (4 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,turnaround bank,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,9.9,Made,4.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
27,PT09M47.00S,2024-11-28T00:14:48.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,34.90473061760841,55.88235294117647,1610612764,2,8,2024-11-28T00:33:03Z,270000,False,-29.0,276.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,27.72,Missed,,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2024-11-28T00:14:50.1Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,2,8,2024-11-28T00:32:21Z,280000,False,,,0,,A. Sarr REBOUND (Off:1 Def:0),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,27.0,1.0,0.0,1.0,,,,,
126,PT09M44.00S,2024-11-28T00:14:53.0Z,1,REGULAR,turnover,bad pass,[],1642259,,,1610612764,2,8,2024-11-28T00:33:24Z,285000,False,,,0,,A. Sarr bad pass TURNOVER (1 TO),"[1642259, 201935]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0
127,PT09M44.00S,2024-11-28T00:14:53.0Z,1,REGULAR,steal,,[],201935,,,1610612746,2,8,2024-11-28T00:32:01Z,287500,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
29,PT09M38.00S,2024-11-28T00:14:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",201935,94.95729303547962,43.38235294117647,1610612746,2,10,2024-11-28T00:32:01Z,290000,False,-33.0,-5.0,1,right,J. Harden running Layup (4 PTS),[201935],1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.35,Made,4.0,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2024-11-28T00:15:02.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,2,10,2024-11-28T00:15:02Z,300000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2024-11-28T00:18:05.4Z,1,REGULAR,3pt,Jump Shot,[],1627763,3.3672798948751645,97.05882352941177,1610612764,5,10,2024-11-28T00:18:10Z,310000,False,-235.0,-21.0,1,left,M. Brogdon 3PT  (3 PTS) (K. Kuzma 1 AST),"[1627763, 1628398]",1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,23.62,Made,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
34,PT09M06.00S,2024-11-28T00:18:21.3Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,5,10,2024-11-28T00:18:25Z,330000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1627763]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Brogdon,1627763.0
35,PT09M06.00S,2024-11-28T00:18:21.3Z,1,REGULAR,steal,,[],1627763,,,1610612764,5,10,2024-11-28T00:18:23Z,340000,False,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
36,PT09M03.00S,2024-11-28T00:18:27.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642259,6.389618922470433,38.72549019607843,1610612764,7,10,2024-11-28T00:20:22Z,350000,False,56.0,8.0,1,left,A. Sarr driving floating bank Jump Shot (4 PTS),[1642259],1610612764.0,WAS,driving floating bank,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,4.0,,,,,,,,,,,,,,,,,
37,PT08M39.00S,2024-11-28T00:18:48.1Z,1,REGULAR,2pt,Jump Shot,[],1629599,92.72339027595268,82.35294117647058,1610612746,7,10,2024-11-28T00:18:52Z,360000,False,162.0,16.0,1,right,MISS A. Coffey 16' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Right,16.26,Missed,,,,,,,,,,,,,,,,,,
38,PT08M37.00S,2024-11-28T00:18:50.1Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,7,10,2024-11-28T00:18:52Z,370000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,37.0,2.0,1.0,1.0,,,,,
