actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
41,PT08M47.00S,2025-02-13T00:16:10.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,17.296320630749015,94.85294117647058,1610612764,10,5,2025-02-13T00:17:36Z,410000,False,-224.0,110.0,1,left,K. George 24' 3PT running (3 PTS) (B. Carrington 1 AST),"[1642273, 1642267]",1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,24.99,Made,,,,,,,,,,3.0,B. Carrington,1642267.0,1.0,,
43,PT08M34.00S,2025-02-13T00:16:23.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,73.01248357424441,89.2156862745098,1610612754,10,8,2025-02-13T00:16:28Z,430000,False,196.0,201.0,1,right,T. Haliburton 28' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1630169, 1629614]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,28.1,Made,,,,,,,,,,3.0,A. Nembhard,1629614.0,1.0,,
45,PT08M20.00S,2025-02-13T00:16:36.3Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,10,8,2025-02-13T00:30:56Z,450000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1630174]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,1.0,Nesmith,1630174.0,,,,,,,,,,,,,,,,,
46,PT08M20.00S,2025-02-13T00:16:36.3Z,1,REGULAR,steal,,[],1630174,,,1610612754,10,8,2025-02-13T00:16:38Z,460000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2025-02-13T00:16:39.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630169,93.9060446780552,49.754901960784316,1610612754,10,10,2025-02-13T00:16:45Z,470000,False,-1.0,5.0,1,right,T. Haliburton running DUNK (5 PTS) (A. Nesmith 1 AST),"[1630169, 1630174]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,0.49,Made,,,,,,,,,,5.0,A. Nesmith,1630174.0,1.0,,
49,PT07M58.00S,2025-02-13T00:16:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,11.251642575558476,52.94117647058824,1610612764,10,10,2025-02-13T00:18:47Z,490000,False,-15.0,53.0,1,left,MISS A. Sarr driving floating Shot,[1642259],1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,5.53,Missed,,,,,,,,,,,,,,,
50,PT07M57.00S,2025-02-13T00:16:59.0Z,1,REGULAR,rebound,offensive,[],1642273,,,1610612764,10,10,2025-02-13T00:17:01Z,500000,False,,,0,,K. George REBOUND (Off:1 Def:0),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,49.0,1.0,0.0,1.0,,,,,,,,,,,
51,PT07M57.00S,2025-02-13T00:16:59.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642273,8.360709592641262,55.88235294117647,1610612764,10,10,2025-02-13T00:19:12Z,510000,False,-29.0,26.0,1,left,MISS K. George tip DUNK,[1642273],1610612764.0,WAS,tip,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,3.93,Missed,,,,,,,,,,,,,,,
52,PT07M55.00S,2025-02-13T00:17:01.4Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,10,10,2025-02-13T00:17:01Z,520000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,,,
53,PT07M54.00S,2025-02-13T00:17:02.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,28.728646517739815,83.33333333333334,1610612764,10,10,2025-02-13T00:17:07Z,530000,False,-167.0,218.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,27.4,Missed,,,,,,,,,,,,,,,
54,PT07M53.00S,2025-02-13T00:17:03.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,10,10,2025-02-13T00:17:07Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,53.0,,,,,,,,,,,,,,
56,PT07M53.00S,2025-02-13T00:17:20.0Z,1,REGULAR,violation,kicked ball,[],1629614,,,1610612764,10,10,2025-02-13T00:17:28Z,560000,False,,,0,,A. Nembhard kicked ball VIOLATION,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,202007.0,,,,,,,,,,
57,PT07M52.00S,2025-02-13T00:17:33.4Z,1,REGULAR,foul,offensive,[],1629673,,,1610612764,10,10,2025-02-13T00:17:43Z,570000,False,,,0,,J. Poole offensive FOUL (1 PF),"[1629673, 1629614]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,,,202007.0,1.0,0.0,Nembhard,1629614.0,,,,,,
59,PT07M52.00S,2025-02-13T00:17:33.4Z,1,REGULAR,turnover,offensive foul,[],1629673,,,1610612764,10,10,2025-02-13T00:17:33Z,590000,False,,,0,,J. Poole offensive foul TURNOVER (2 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,202007.0,,,,,,,,,,
61,PT07M38.00S,2025-02-13T00:18:00.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,66.17936925098554,31.61764705882353,1610612754,10,10,2025-02-13T00:18:05Z,610000,False,-92.0,265.0,1,right,MISS A. Nembhard 28' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,28.09,Missed,,,,,,,,,,,,,,,
62,PT07M35.00S,2025-02-13T00:18:03.3Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,10,10,2025-02-13T00:18:05Z,620000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,
63,PT07M28.00S,2025-02-13T00:18:09.9Z,1,REGULAR,3pt,Jump Shot,[],1642259,17.296320630749015,95.58823529411765,1610612764,10,10,2025-02-13T00:18:14Z,630000,False,-228.0,110.0,1,left,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,25.31,Missed,,,,,,,,,,,,,,,
64,PT07M25.00S,2025-02-13T00:18:12.9Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,10,10,2025-02-13T00:18:14Z,640000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,
65,PT07M18.00S,2025-02-13T00:18:20.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,78.9257555847569,92.8921568627451,1610612754,10,10,2025-02-13T00:20:09Z,650000,False,214.0,146.0,1,right,MISS T. Haliburton 25' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,25.92,Missed,,,,,,,,,,,,,,,
66,PT07M13.00S,2025-02-13T00:18:25.5Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,10,10,2025-02-13T00:18:25Z,660000,False,,,0,,B. Carrington REBOUND (Off:0 Def:3),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,,
67,PT07M07.00S,2025-02-13T00:18:33.1Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612764,10,10,2025-02-13T00:18:39Z,670000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1627783, 1641731]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202007.0,1.0,0.0,Coulibaly,1641731.0,,,,,,
69,PT07M07.00S,2025-02-13T00:18:58.7Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,10,10,2025-02-13T00:19:19Z,690000,False,,,0,,MISS B. Coulibaly Free Throw 1 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
70,PT07M07.00S,2025-02-13T00:18:58.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,10,10,2025-02-13T00:19:19Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,
71,PT07M07.00S,2025-02-13T00:18:58.7Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,10,10,2025-02-13T00:19:19Z,710000,False,,,0,,MISS B. Coulibaly Free Throw 2 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
72,PT07M05.00S,2025-02-13T00:19:00.7Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,10,10,2025-02-13T00:19:19Z,720000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT06M55.00S,2025-02-13T00:19:28.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,91.27792378449409,51.225490196078425,1610612754,10,12,2025-02-13T00:19:31Z,730000,False,6.0,29.0,1,right,T. Bryant cutting DUNK (2 PTS) (T. Haliburton 2 AST),"[1628418, 1630169]",1610612754.0,IND,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,3.01,Made,,,,,,,,,,2.0,T. Haliburton,1630169.0,2.0,,
75,PT06M35.00S,2025-02-13T00:19:47.2Z,1,REGULAR,3pt,Jump Shot,[],1641731,24.52365308804205,89.95098039215686,1610612764,10,12,2025-02-13T00:19:54Z,750000,False,-200.0,178.0,1,left,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,26.76,Missed,,,,,,,,,,,,,,,
76,PT06M32.00S,2025-02-13T00:19:50.2Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,10,12,2025-02-13T00:19:54Z,760000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,
77,PT06M21.00S,2025-02-13T00:20:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,82.07950065703022,46.81372549019608,1610612754,10,12,2025-02-13T00:21:04Z,770000,False,-16.0,116.0,1,right,MISS A. Nembhard 11' driving floating Shot - blocked,"[1629614, 1629673]",1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,11.71,Missed,,,,,,,,,,,,,,Poole,1629673.0
78,PT06M21.00S,2025-02-13T00:20:01.7Z,1,REGULAR,block,,[],1629673,,,1610612754,10,12,2025-02-13T00:20:03Z,780000,False,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
79,PT06M19.00S,2025-02-13T00:20:03.7Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,10,12,2025-02-13T00:20:05Z,790000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,77.0,2.0,2.0,0.0,,,,,,,,,,,
80,PT06M17.00S,2025-02-13T00:20:06.2Z,1,REGULAR,turnover,bad pass,[],1642267,,,1610612764,10,12,2025-02-13T00:20:11Z,800000,False,,,0,,B. Carrington bad pass TURNOVER (1 TO),"[1642267, 1630169]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,1.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,
81,PT06M17.00S,2025-02-13T00:20:06.2Z,1,REGULAR,steal,,[],1630169,,,1610612754,10,12,2025-02-13T00:20:08Z,810000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
82,PT06M13.00S,2025-02-13T00:20:11.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628418,92.19776609724047,52.20588235294118,1610612754,10,14,2025-02-13T00:21:21Z,820000,False,11.0,21.0,1,right,T. Bryant running alley-oop DUNK (4 PTS) (A. Nembhard 2 AST),"[1628418, 1629614]",1610612754.0,IND,running alley-oop,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,2.35,Made,,,,,,,,,,4.0,A. Nembhard,1629614.0,2.0,,
84,PT06M13.00S,2025-02-13T00:20:15.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,10,14,2025-02-13T00:20:15Z,840000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M13.00S,2025-02-13T00:22:44.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612764,10,14,2025-02-13T00:23:06Z,850000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M13.00S,2025-02-13T00:22:44.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612764,10,14,2025-02-13T00:23:06Z,860000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
