actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-10-26T23:11:24.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-26T23:11:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-10-26T23:11:29.1Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2024-10-26T23:11:29Z,40000,False,,,0,,Jump Ball J. Allen vs. A. Sarr: Tip to E. Mobley,"[1630596, 1628386, 1642259]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-10-26T23:11:42.3Z,1,REGULAR,foul,personal,[],1641731,,,1610612739,0,0,2024-10-26T23:11:53Z,70000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1628378]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Left Center,2005.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
9,PT11M33.00S,2024-10-26T23:12:03.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,67.09921156373193,23.774509803921568,1610612739,0,0,2024-10-26T23:12:09Z,90000,False,-131.0,257.0,1,right,MISS D. Garland 28' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,28.83,Missed,,,,,,,,,,,,,
10,PT11M29.00S,2024-10-26T23:12:07.8Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,0,0,2024-10-26T23:12:09Z,100000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M25.00S,2024-10-26T23:12:13.4Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612764,0,0,2024-10-26T23:12:19Z,110000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1629731, 1628398]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
13,PT11M25.00S,2024-10-26T23:12:36.6Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,1,0,2024-10-26T23:12:36Z,130000,False,,,0,,K. Kuzma Free Throw 1 of 2 (1 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
14,PT11M25.00S,2024-10-26T23:12:50.4Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,2,0,2024-10-26T23:12:50Z,140000,False,,,0,,K. Kuzma Free Throw 2 of 2 (2 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
15,PT11M17.00S,2024-10-26T23:13:01.9Z,1,REGULAR,foul,personal,[],1642267,,,1610612739,2,0,2024-10-26T23:13:09Z,150000,False,,,0,,C. Carrington personal FOUL (1 PF),"[1642267, 1629636]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Mid-Range,16-24 Center,201246.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
17,PT11M11.00S,2024-10-26T23:13:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.44480946123521,35.049019607843135,1610612739,2,2,2024-10-26T23:13:33Z,170000,False,-75.0,94.0,1,right,D. Garland 11' floating Jump Shot (2 PTS),[1629636],1610612739.0,CLE,floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,,,,,,11.99,Made,,,,,2.0,,,,,,,,
