actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
87,PT05M26.00S,2025-03-29T23:26:45.8Z,1,REGULAR,3pt,Jump Shot,[],1631166,6.521024967148489,0.9803921568627451,1610612751,14,13,2025-03-29T23:26:51Z,850000,False,245.0,9.0,1,left,MISS D. Timme 24' 3PT,[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Right Corner 3,24+ Right,24.53,Missed,,,,,,,,,,,,,,,,,,
88,PT05M23.00S,2025-03-29T23:26:48.8Z,1,REGULAR,rebound,defensive,[],1641798,,,1610612764,14,13,2025-03-29T23:26:51Z,860000,False,,,0,,J. Martin REBOUND (Off:1 Def:1),[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,Right Corner 3,24+ Right,,,87.0,2.0,1.0,1.0,,,,,,,,,,,,,,
89,PT05M15.00S,2025-03-29T23:26:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,93.24901445466492,49.754901960784316,1610612764,16,13,2025-03-29T23:29:53Z,870000,False,-1.0,11.0,1,right,A. Sarr DUNK (4 PTS) (J. Poole 2 AST),"[1642259, 1629673]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,4.0,,,,,,,,,J. Poole,1629673.0,2.0,,
91,PT05M15.00S,2025-03-29T23:27:03.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,16,13,2025-03-29T23:27:03Z,890000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2025-03-29T23:27:08.6Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,16,13,2025-03-29T23:29:44Z,900000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M15.00S,2025-03-29T23:27:08.6Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,16,13,2025-03-29T23:29:44Z,910000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M56.00S,2025-03-29T23:30:13.8Z,1,REGULAR,3pt,Jump Shot,[],1630553,29.911300919842315,75.73529411764706,1610612751,16,16,2025-03-29T23:30:18Z,920000,False,-129.0,229.0,1,left,K. Johnson 26' 3PT  (6 PTS) (T. Watford 1 AST),"[1630553, 1630570]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.24,Made,,,,,6.0,,,,,,,,,T. Watford,1630570.0,1.0,,
97,PT04M39.00S,2025-03-29T23:30:31.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,90.22667542706965,61.029411764705884,1610612764,18,16,2025-03-29T23:30:35Z,940000,False,55.0,39.0,1,right,A. Sarr 6' turnaround Hook (6 PTS) (J. Poole 3 AST),"[1642259, 1629673]",1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,6.77,Made,,,,,6.0,,,,,,,,,J. Poole,1629673.0,3.0,,
99,PT04M16.00S,2025-03-29T23:30:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631166,6.783837056504599,49.50980392156863,1610612751,18,16,2025-03-29T23:30:57Z,960000,False,2.0,11.0,1,left,MISS D. Timme driving Layup - blocked,"[1631166, 1642259]",1610612751.0,BKN,driving,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,Sarr,1642259.0,,,,,,,,,
100,PT04M16.00S,2025-03-29T23:30:54.4Z,1,REGULAR,block,,[],1642259,,,1610612751,18,16,2025-03-29T23:30:56Z,970000,False,,,0,,A. Sarr BLOCK (3 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
101,PT04M13.00S,2025-03-29T23:30:57.4Z,1,REGULAR,rebound,defensive,[],1641732,,,1610612764,18,16,2025-03-29T23:30:57Z,980000,False,,,0,,C. Jones REBOUND (Off:0 Def:1),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Restricted Area,0-8 Center,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M02.00S,2025-03-29T23:31:08.1Z,1,REGULAR,3pt,Jump Shot,[],1642358,64.60249671484888,71.56862745098039,1610612764,18,16,2025-03-29T23:31:12Z,990000,False,108.0,280.0,1,right,MISS A. Johnson 30' 3PT,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,30.02,Missed,,,,,,,,,,,,,,,,,,
103,PT03M59.00S,2025-03-29T23:31:11.1Z,1,REGULAR,rebound,defensive,[],1631166,,,1610612751,18,16,2025-03-29T23:31:12Z,1000000,False,,,0,,D. Timme REBOUND (Off:0 Def:1),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Above the Break 3,24+ Right Center,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT03M52.00S,2025-03-29T23:31:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631213,6.1268068331143235,54.41176470588235,1610612751,18,16,2025-03-29T23:31:22Z,1010000,False,-22.0,5.0,1,left,MISS T. Martin driving Layup,[1631213],1610612751.0,BKN,driving,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
105,PT03M48.00S,2025-03-29T23:31:23.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,18,16,2025-03-29T23:31:22Z,1020000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M47.00S,2025-03-29T23:31:26.1Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612764,18,16,2025-03-29T23:31:41Z,1030000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630570, 1642358]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,1628481.0,,,,1.0,0.0,Johnson,1642358.0,,,,,
108,PT03M47.00S,2025-03-29T23:31:55.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642358,,,1610612764,19,16,2025-03-29T23:32:24Z,1050000,False,,,0,,A. Johnson Free Throw 1 of 2 (1 PTS),[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
109,PT03M47.00S,2025-03-29T23:31:58.5Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,19,16,2025-03-29T23:32:21Z,1060000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M47.00S,2025-03-29T23:31:58.5Z,1,REGULAR,substitution,out,[],1631213,,,1610612764,19,16,2025-03-29T23:32:21Z,1070000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M47.00S,2025-03-29T23:31:58.5Z,1,REGULAR,substitution,out,[],1630553,,,1610612764,19,16,2025-03-29T23:32:21Z,1080000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M47.00S,2025-03-29T23:31:58.5Z,1,REGULAR,substitution,in,[],203935,,,1610612764,19,16,2025-03-29T23:32:21Z,1090000,False,,,0,,SUB in: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M47.00S,2025-03-29T23:31:58.5Z,1,REGULAR,substitution,in,[],1641721,,,1610612764,19,16,2025-03-29T23:32:21Z,1100000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M47.00S,2025-03-29T23:31:58.5Z,1,REGULAR,substitution,in,[],1641727,,,1610612764,19,16,2025-03-29T23:32:21Z,1110000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M47.00S,2025-03-29T23:31:55.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642358,,,1610612764,19,16,2025-03-29T23:32:24Z,1120000,False,,,0,,MISS A. Johnson Free Throw 2 of 2,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT03M44.00S,2025-03-29T23:31:58.3Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,19,16,2025-03-29T23:32:24Z,1130000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT03M25.00S,2025-03-29T23:32:42.1Z,1,REGULAR,2pt,Jump Shot,[],1641727,22.421156373193167,71.56862745098039,1610612751,19,16,2025-03-29T23:32:46Z,1140000,False,-108.0,158.0,1,left,MISS D. Whitehead 19' step back Shot,[1641727],1610612751.0,BKN,step back,,,Whitehead,D. Whitehead,,,,,Mid-Range,16-24 Left Center,19.15,Missed,,,,,,,,,,,,,,,,,,
118,PT03M22.00S,2025-03-29T23:32:45.1Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,19,16,2025-03-29T23:32:46Z,1150000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Left Center,,,117.0,2.0,2.0,0.0,,,,,,,,,,,,,,
119,PT03M11.00S,2025-03-29T23:32:55.9Z,1,REGULAR,2pt,Jump Shot,[],1642259,78.40013140604468,56.61764705882353,1610612764,21,16,2025-03-29T23:32:59Z,1160000,False,33.0,151.0,1,right,A. Sarr 15' turnaround Jump Shot (8 PTS),[1642259],1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Center,15.41,Made,,,,,8.0,,,,,,,,,,,,,
120,PT02M55.00S,2025-03-29T23:33:11.7Z,1,REGULAR,3pt,Jump Shot,[],1630570,33.590670170827856,55.392156862745104,1610612751,21,19,2025-03-29T23:33:16Z,1170000,False,-27.0,263.0,1,left,T. Watford 26' 3PT pullup (3 PTS),[1630570],1610612751.0,BKN,pullup,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,26.47,Made,,,,,3.0,,,,,,,,,,,,,
121,PT02M33.00S,2025-03-29T23:33:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642358,90.48948751642575,58.08823529411765,1610612764,21,19,2025-03-29T23:33:37Z,1180000,False,40.0,37.0,1,right,MISS A. Johnson driving Layup,[1642358],1610612764.0,WAS,driving,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
122,PT02M31.00S,2025-03-29T23:33:35.6Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,21,19,2025-03-29T23:33:35Z,1190000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,121.0,2.0,2.0,0.0,,,,,,,,,,,,,,
123,PT02M17.00S,2025-03-29T23:33:49.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630570,8.09789750328515,63.48039215686274,1610612751,21,19,2025-03-29T23:37:58Z,1200000,False,-67.0,24.0,1,left,MISS T. Watford 7' turnaround Hook,[1630570],1610612751.0,BKN,turnaround,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
124,PT02M16.00S,2025-03-29T23:33:50.4Z,1,REGULAR,rebound,offensive,[],1631166,,,1610612751,21,19,2025-03-29T23:40:06Z,1210000,False,,,0,,D. Timme REBOUND (Off:1 Def:1),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,In The Paint (Non-RA),0-8 Center,,,123.0,2.0,1.0,1.0,,,,,,,,,,,,,,
125,PT02M16.00S,2025-03-29T23:33:53.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631166,5.732588699080158,36.51960784313725,1610612751,21,21,2025-03-29T23:40:14Z,1220000,False,67.0,1.0,1,left,D. Timme 6' tip Layup (2 PTS),[1631166],1610612751.0,BKN,tip,,,Timme,D. Timme,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,,,,,2.0,,,,,,,,,,,,,
126,PT02M04.00S,2025-03-29T23:34:06.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,21,21,2025-03-29T23:34:06Z,1230000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M04.00S,2025-03-29T23:35:28.1Z,1,REGULAR,substitution,out,[],1642358,,,1610612764,21,21,2025-03-29T23:35:35Z,1240000,False,,,0,,SUB out: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M04.00S,2025-03-29T23:35:28.1Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,21,21,2025-03-29T23:35:35Z,1250000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M04.00S,2025-03-29T23:35:28.1Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,21,21,2025-03-29T23:35:35Z,1260000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M04.00S,2025-03-29T23:35:28.1Z,1,REGULAR,substitution,in,[],1641774,,,1610612764,21,21,2025-03-29T23:35:35Z,1270000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M01.00S,2025-03-29T23:35:45.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641732,88.64980289093299,49.50980392156863,1610612764,23,21,2025-03-29T23:35:50Z,1280000,False,-2.0,54.0,1,right,C. Jones driving Hook (2 PTS) (B. Carrington 1 AST),"[1641732, 1642267]",1610612764.0,WAS,driving,,,Jones,C. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,,,,,2.0,,,,,,,,,B. Carrington,1642267.0,1.0,,
133,PT02M01.00S,2025-03-29T23:35:48.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641721,,,1610612764,23,21,2025-03-29T23:35:56Z,1300000,False,,,0,,M. Lewis shooting personal FOUL (1 PF) (Jones 1 FT),"[1641721, 1641732]",1610612751.0,BKN,shooting,,,Lewis,M. Lewis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,,,,1.0,0.0,Jones,1641732.0,,,,,
135,PT02M01.00S,2025-03-29T23:36:12.9Z,1,REGULAR,freethrow,1 of 1,[],1641732,,,1610612764,24,21,2025-03-29T23:36:12Z,1320000,False,,,0,,C. Jones Free Throw 1 of 1 (3 PTS),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
137,PT01M50.00S,2025-03-29T23:36:30.5Z,1,REGULAR,foul,personal,[],1641798,,,1610612751,24,21,2025-03-29T23:37:07Z,1330000,False,,,0,,J. Martin personal FOUL (1 PF),"[1641798, 1630570]",1610612764.0,WAS,,,,Martin,J. Martin,,,,,Mid-Range,8-16 Center,,,,,,,,1627541.0,,,,1.0,0.0,Watford,1630570.0,,,,,
139,PT01M45.00S,2025-03-29T23:36:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,5.601182654402102,53.67647058823529,1610612751,24,23,2025-03-29T23:36:52Z,1350000,False,-18.0,0.0,1,left,T. Watford cutting Layup (5 PTS) (D. Timme 1 AST),"[1630570, 1631166]",1610612751.0,BKN,cutting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,5.0,,,,,,,,,D. Timme,1631166.0,1.0,,
141,PT01M27.00S,2025-03-29T23:37:05.0Z,1,REGULAR,2pt,Jump Shot,[],203935,77.21747700394218,24.264705882352942,1610612764,24,23,2025-03-29T23:38:27Z,1370000,False,-129.0,162.0,1,right,MISS M. Smart 20' pullup Shot,[203935],1610612764.0,WAS,pullup,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,20.67,Missed,,,,,,,,,,,,,,,,,,
142,PT01M24.00S,2025-03-29T23:37:07.7Z,1,REGULAR,rebound,defensive,[],1641721,,,1610612751,24,23,2025-03-29T23:37:07Z,1380000,False,,,0,,M. Lewis REBOUND (Off:0 Def:1),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Mid-Range,16-24 Left Center,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT01M18.00S,2025-03-29T23:37:13.6Z,1,REGULAR,3pt,Jump Shot,[],1631166,23.99802890932983,87.00980392156863,1610612751,24,23,2025-03-29T23:37:20Z,1390000,False,-185.0,173.0,1,left,MISS D. Timme 25' 3PT,[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
144,PT01M17.00S,2025-03-29T23:37:14.6Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,24,23,2025-03-29T23:41:47Z,1400000,False,,,0,,J. Wilson REBOUND (Off:1 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,143.0,3.0,2.0,1.0,,,,,,,,,,,,,,
145,PT01M15.00S,2025-03-29T23:37:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630592,4.944152431011826,43.38235294117647,1610612751,24,23,2025-03-29T23:42:27Z,1410000,False,33.0,-6.0,1,left,MISS J. Wilson putback Layup,[1630592],1610612751.0,BKN,putback,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2025-03-29T23:37:20.6Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,24,23,2025-03-29T23:42:27Z,1420000,False,,,0,,J. Wilson REBOUND (Off:2 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,145.0,4.0,2.0,2.0,,,,,,,,,,,,,,
147,PT01M10.00S,2025-03-29T23:37:22.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641727,26.62614980289093,13.725490196078432,1610612751,24,23,2025-03-29T23:37:27Z,1430000,False,181.0,198.0,1,left,MISS D. Whitehead 26' 3PT,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
148,PT01M09.00S,2025-03-29T23:37:23.0Z,1,REGULAR,rebound,offensive,[],1641721,,,1610612751,24,23,2025-03-29T23:44:25Z,1440000,False,,,0,,M. Lewis REBOUND (Off:1 Def:1),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Right Center,,,147.0,2.0,1.0,1.0,,,,,,,,,,,,,,
149,PT01M08.00S,2025-03-29T23:37:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641721,6.389618922470433,56.372549019607845,1610612751,24,23,2025-03-29T23:43:38Z,1450000,False,-32.0,8.0,1,left,MISS M. Lewis putback Layup - blocked,"[1641721, 1641774]",1610612751.0,BKN,putback,,,Lewis,M. Lewis,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,,Vukcevic,1641774.0,,,,,,,,,
150,PT01M08.00S,2025-03-29T23:37:26.4Z,1,REGULAR,block,,[],1641774,,,1610612751,24,23,2025-03-29T23:37:28Z,1460000,False,,,0,,T. Vukcevic BLOCK (1 BLK),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M07.00S,2025-03-29T23:37:27.4Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,24,23,2025-03-29T23:43:38Z,1470000,False,,,0,,B. Carrington REBOUND (Off:0 Def:3),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,149.0,3.0,3.0,0.0,,,,,,,,,,,,,,
154,PT00M54.90S,2025-03-29T23:38:42.6Z,1,REGULAR,2pt,Jump Shot,[],1641732,85.23324572930355,66.66666666666666,1610612764,26,23,2025-03-29T23:45:18Z,1490000,False,83.0,86.0,1,right,C. Jones 11' driving floating Jump Shot (5 PTS),[1641732],1610612764.0,WAS,driving floating,,,Jones,C. Jones,,,,,Mid-Range,8-16 Right,11.99,Made,,,,,5.0,,,,,,,,,,,,,
155,PT00M40.90S,2025-03-29T23:38:58.9Z,1,REGULAR,turnover,out-of-bounds,[],1630592,,,1610612751,26,23,2025-03-29T23:39:11Z,1500000,False,,,0,,J. Wilson lost ball out-of-bounds TURNOVER (1 TO),[1630592],1610612751.0,BKN,lost ball,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,1.0,,,,,,,,,,,
156,PT00M28.90S,2025-03-29T23:39:17.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641774,90.22667542706965,57.35294117647059,1610612764,26,23,2025-03-29T23:46:16Z,1510000,False,37.0,39.0,1,right,MISS T. Vukcevic driving Layup - blocked,"[1641774, 1641721]",1610612764.0,WAS,driving,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,Lewis,1641721.0,,,,,,,,,
157,PT00M28.90S,2025-03-29T23:39:17.0Z,1,REGULAR,block,,[],1641721,,,1610612764,26,23,2025-03-29T23:39:18Z,1520000,False,,,0,,M. Lewis BLOCK (1 BLK),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT00M26.40S,2025-03-29T23:39:19.5Z,1,REGULAR,rebound,offensive,[],1641798,,,1610612764,26,23,2025-03-29T23:39:23Z,1530000,False,,,0,,J. Martin REBOUND (Off:2 Def:1),[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,156.0,3.0,1.0,2.0,,,,,,,,,,,,,,
159,PT00M26.30S,2025-03-29T23:39:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641774,91.40932982917214,57.35294117647059,1610612764,28,23,2025-03-29T23:39:25Z,1540000,False,37.0,28.0,1,right,T. Vukcevic Layup (2 PTS) (J. Martin 1 AST),"[1641774, 1641798]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,,,,,2.0,,,,,,,,,J. Martin,1641798.0,1.0,,
161,PT00M06.40S,2025-03-29T23:39:43.8Z,1,REGULAR,3pt,Jump Shot,[],1630570,19.398817345597898,94.11764705882352,1610612751,28,23,2025-03-29T23:39:48Z,1560000,False,-221.0,130.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
162,PT00M03.20S,2025-03-29T23:39:46.9Z,1,REGULAR,rebound,defensive,[],203935,,,1610612764,28,23,2025-03-29T23:39:46Z,1570000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT00M00.10S,2025-03-29T23:39:50.9Z,1,REGULAR,3pt,Jump Shot,[],1641774,95.22010512483574,96.07843137254902,1610612764,28,23,2025-03-29T23:39:56Z,1580000,False,230.0,-8.0,1,right,MISS T. Vukcevic 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
164,PT00M00.10S,2025-03-29T23:39:50.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,28,23,2025-03-29T23:39:56Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Right Corner 3,24+ Right,,,163.0,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2025-03-29T23:39:59.8Z,1,REGULAR,period,end,[],0,,,1610612764,28,23,2025-03-29T23:39:59Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-03-29T23:41:28.3Z,2,REGULAR,substitution,out,['startperiod'],1642267,,,1610612764,28,23,2025-03-29T23:42:20Z,1610000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-03-29T23:41:28.3Z,2,REGULAR,substitution,in,['startperiod'],1630550,,,1610612764,28,23,2025-03-29T23:42:20Z,1620000,False,,,0,,SUB in: J. Thor,[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-03-29T23:42:34.8Z,2,REGULAR,period,start,[],0,,,1610612751,28,23,2025-03-29T23:42:34Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M39.00S,2025-03-29T23:42:54.9Z,2,REGULAR,3pt,Jump Shot,[],1641721,9.280551905387648,2.450980392156863,1610612751,28,23,2025-03-29T23:47:58Z,1640000,False,238.0,35.0,1,left,MISS M. Lewis 24' step back 3PT,[1641721],1610612751.0,BKN,step back,,,Lewis,M. Lewis,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
170,PT11M36.00S,2025-03-29T23:42:57.9Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,28,23,2025-03-29T23:43:00Z,1650000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Right Corner 3,24+ Right,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
