actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-03-06T00:11:15.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-06T00:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-03-06T00:11:18.9Z,1,REGULAR,jumpball,recovered,[],1642271,,,1610612762,0,0,2025-03-06T00:11:18Z,40000,False,,,0,,Jump Ball K. Filipowski vs. A. Sarr: Tip to K. Filipowski,"[1642271, 1642271, 1642259]",1610612762.0,UTA,startperiod,K. Filipowski,1642271.0,Filipowski,K. Filipowski,Filipowski,1642271.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2025-03-06T00:11:38.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,90.62089356110381,48.28431372549019,1610612762,0,2,2025-03-06T00:11:43Z,70000,False,-9.0,36.0,1,right,K. Martin driving Hook (2 PTS) (J. Juzang 1 AST),"[1630231, 1630548]",1610612762.0,UTA,driving,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,3.67,Made,2.0,J. Juzang,1630548.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2025-03-06T00:11:56.7Z,1,REGULAR,3pt,Jump Shot,[],1642267,24.52365308804205,5.392156862745098,1610612764,0,2,2025-03-06T00:12:03Z,90000,False,223.0,178.0,1,left,MISS B. Carrington 28' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,28.53,Missed,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2025-03-06T00:11:59.7Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,0,2,2025-03-06T00:12:03Z,100000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2025-03-06T00:12:05.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642271,94.03745072273325,47.30392156862745,1610612762,0,2,2025-03-06T00:12:31Z,110000,False,-13.0,4.0,1,right,MISS K. Filipowski running Layup - blocked,"[1642271, 1642259]",1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,Sarr,1642259.0,,,,,,,,
12,PT11M08.00S,2025-03-06T00:12:05.6Z,1,REGULAR,block,,[],1642259,,,1610612762,0,2,2025-03-06T00:12:07Z,120000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M06.00S,2025-03-06T00:12:07.6Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,0,2,2025-03-06T00:12:10Z,130000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
14,PT11M03.00S,2025-03-06T00:12:11.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1642267,21.76412614980289,67.40196078431373,1610612764,2,2,2025-03-06T00:12:20Z,140000,False,-87.0,152.0,1,left,B. Carrington 17' running pullup Jump Shot (2 PTS) (K. Middleton 1 AST),"[1642267, 203114]",1610612764.0,WAS,running pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,17.52,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
17,PT10M49.00S,2025-03-06T00:12:35.3Z,1,REGULAR,3pt,Jump Shot,[],1642271,68.41327201051249,68.13725490196079,1610612762,2,5,2025-03-06T00:12:41Z,170000,False,91.0,244.0,1,right,K. Filipowski 26' 3PT  (3 PTS) (I. Collier 1 AST),"[1642271, 1642268]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,26.07,Made,3.0,I. Collier,1642268.0,1.0,,,,,,,,,,,,,,
