actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
182,PT00M02.40S,2025-01-31T00:40:54.2Z,1,REGULAR,substitution,out,[],1630551,,,1610612764,29,42,2025-01-31T00:40:59Z,1730000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M02.40S,2025-01-31T00:40:54.2Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,29,42,2025-01-31T00:40:59Z,1740000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M00.10S,2025-01-31T00:41:01.9Z,1,REGULAR,3pt,Jump Shot,[],1629673,34.247700394218136,11.029411764705882,1610612764,29,42,2025-01-31T00:41:12Z,1750000,False,-195.0,566.0,1,right,MISS J. Poole 59' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,59.82,,,,,,,,,,,,
185,PT00M00.10S,2025-01-31T00:41:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,29,42,2025-01-31T00:41:12Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,184.0,,,,,,,,,,,
186,PT00M00.00S,2025-01-31T00:41:08.2Z,1,REGULAR,period,end,[],0,,,1610612764,29,42,2025-01-31T00:41:08Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,out,['startperiod'],1642267,,,1610612764,29,42,2025-01-31T00:43:32Z,1780000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,out,['startperiod'],1629673,,,1610612764,29,42,2025-01-31T00:43:32Z,1790000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,out,['startperiod'],1641731,,,1610612764,29,42,2025-01-31T00:43:32Z,1800000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,out,['startperiod'],1629020,,,1610612764,29,42,2025-01-31T00:43:32Z,1810000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,in,['startperiod'],1630215,,,1610612764,29,42,2025-01-31T00:43:32Z,1820000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,in,['startperiod'],1630551,,,1610612764,29,42,2025-01-31T00:43:32Z,1830000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612764,29,42,2025-01-31T00:43:32Z,1840000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2025-01-31T00:41:23.5Z,2,REGULAR,substitution,in,['startperiod'],1641998,,,1610612764,29,42,2025-01-31T00:43:32Z,1850000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2025-01-31T00:43:45.1Z,2,REGULAR,period,start,[],0,,,1610612764,29,42,2025-01-31T00:43:45Z,1860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M47.00S,2025-01-31T00:43:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,90.48948751642575,61.029411764705884,1610612764,29,42,2025-01-31T00:44:11Z,1870000,False,55.0,37.0,1,right,MISS K. Kuzma 6' driving Layup - blocked,"[1628398, 1641998]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.63,,,,,,,,,Jemison III,1641998.0,,
197,PT11M47.00S,2025-01-31T00:43:57.9Z,2,REGULAR,block,,[],1641998,,,1610612764,29,42,2025-01-31T00:44:00Z,1880000,False,,,0,,T. Jemison III BLOCK (1 BLK),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT11M47.00S,2025-01-31T00:43:57.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,29,42,2025-01-31T00:44:02Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,196.0,,,,,,,,,,,
200,PT11M39.00S,2025-01-31T00:44:23.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630215,91.5407358738502,67.40196078431373,1610612764,31,42,2025-01-31T00:44:28Z,1910000,False,87.0,27.0,1,right,J. Butler 9' driving bank Jump Shot (2 PTS),[1630215],1610612764.0,WAS,driving bank,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,9.11,,,,,,,,,,,,
201,PT11M39.00S,2025-01-31T00:44:25.4Z,2,REGULAR,foul,personal,['1freethrow'],1641998,,,1610612764,31,42,2025-01-31T00:44:29Z,1920000,False,,,0,,T. Jemison III shooting personal FOUL (2 PF) (Butler 1 FT),"[1641998, 1630215]",1610612747.0,LAL,shooting,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),8-16 Right,201638.0,2.0,0.0,Butler,1630215.0,,,,,,,,,,,,,,,
203,PT11M39.00S,2025-01-31T00:44:47.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630215,,,1610612764,32,42,2025-01-31T00:44:47Z,1940000,False,,,0,,J. Butler Free Throw 1 of 1 (3 PTS),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
204,PT11M25.00S,2025-01-31T00:45:03.0Z,2,REGULAR,3pt,Jump Shot,[],1629060,16.770696452036795,5.637254901960785,1610612747,32,45,2025-01-31T00:45:07Z,1950000,False,222.0,105.0,1,left,R. Hachimura 24' 3PT  (10 PTS) (L. James 4 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,Made,10.0,24.54,,,,,,L. James,2544.0,4.0,,,,
206,PT11M13.00S,2025-01-31T00:45:14.4Z,2,REGULAR,3pt,Jump Shot,[],1630557,69.99014454664915,22.30392156862745,1610612764,32,45,2025-01-31T00:45:19Z,1970000,False,-138.0,230.0,1,right,MISS C. Kispert 26' pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.81,,,,,,,,,,,,
207,PT11M10.00S,2025-01-31T00:45:17.4Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,32,45,2025-01-31T00:45:19Z,1980000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,
208,PT11M06.00S,2025-01-31T00:45:22.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2544,32.14520367936925,50.49019607843137,1610612747,32,45,2025-01-31T00:45:57Z,1990000,False,-2.0,250.0,1,left,MISS L. James 24' running pullup 3PT,[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.97,,,,,,,,,,,,
209,PT11M04.00S,2025-01-31T00:45:24.2Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,45,2025-01-31T00:46:31Z,2000000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,
210,PT10M57.00S,2025-01-31T00:45:31.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,95.6143232588699,1.4705882352941175,1610612764,32,45,2025-01-31T00:46:45Z,2010000,False,-243.0,-11.0,1,right,MISS C. Kispert 24' running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,,,,Missed,,24.29,,,,,,,,,,,,
211,PT10M54.00S,2025-01-31T00:45:34.2Z,2,REGULAR,rebound,defensive,[],1641998,,,1610612747,32,45,2025-01-31T00:45:38Z,2020000,False,,,0,,T. Jemison III REBOUND (Off:0 Def:2),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,Left Corner 3,24+ Left,,,,,,,,,210.0,2.0,2.0,0.0,,,,,,,,
212,PT10M45.00S,2025-01-31T00:45:46.4Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612747,32,45,2025-01-31T00:45:55Z,2030000,False,,,0,,R. Holmes shooting personal FOUL (1 PF) (James 2 FT),"[1626158, 2544]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,James,2544.0,,,,,,,,,,,,,,,
214,PT10M45.00S,2025-01-31T00:46:12.1Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,32,46,2025-01-31T00:46:12Z,2050000,False,,,0,,L. James Free Throw 1 of 2 (12 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
215,PT10M45.00S,2025-01-31T00:46:21.7Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,32,47,2025-01-31T00:46:21Z,2060000,False,,,0,,L. James Free Throw 2 of 2 (13 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
216,PT10M32.00S,2025-01-31T00:46:36.4Z,2,REGULAR,3pt,Jump Shot,[],1630557,67.7562417871222,60.78431372549019,1610612764,32,47,2025-01-31T00:46:49Z,2070000,False,54.0,251.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.63,,,,,,,,,,,,
217,PT10M31.00S,2025-01-31T00:46:37.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,47,2025-01-31T00:46:49Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,216.0,,,,,,,,,,,
219,PT10M20.00S,2025-01-31T00:47:14.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630215,79.188567674113,95.09803921568627,1610612764,32,47,2025-01-31T00:47:19Z,2100000,False,225.0,143.0,1,right,MISS J. Butler 26' 3PT,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.71,,,,,,,,,,,,
220,PT10M15.00S,2025-01-31T00:47:19.3Z,2,REGULAR,rebound,defensive,[],1641998,,,1610612747,32,47,2025-01-31T00:47:19Z,2110000,False,,,0,,T. Jemison III REBOUND (Off:0 Def:3),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,
221,PT10M06.00S,2025-01-31T00:47:27.2Z,2,REGULAR,2pt,Jump Shot,[],1629060,13.222733245729303,31.372549019607842,1610612747,32,49,2025-01-31T00:47:30Z,2120000,False,93.0,72.0,1,left,R. Hachimura 11' turnaround fadeaway Jump Shot (12 PTS),[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,,,,,,Made,12.0,11.76,,,,,,,,,,,,
222,PT09M57.00S,2025-01-31T00:47:36.4Z,2,REGULAR,2pt,Jump Shot,[],1628398,85.10183968462549,75.98039215686273,1610612764,32,49,2025-01-31T00:47:40Z,2130000,False,130.0,88.0,1,right,MISS K. Kuzma 15' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,Missed,,15.66,,,,,,,,,,,,
223,PT09M56.00S,2025-01-31T00:47:37.4Z,2,REGULAR,rebound,offensive,[],1626158,,,1610612764,32,49,2025-01-31T00:47:40Z,2140000,False,,,0,,R. Holmes REBOUND (Off:1 Def:0),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Mid-Range,8-16 Right,,,,,,,,,222.0,1.0,0.0,1.0,,,,,,,,
224,PT09M56.00S,2025-01-31T00:47:38.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,93.64323258869908,50.73529411764706,1610612764,34,49,2025-01-31T00:47:44Z,2150000,False,4.0,7.0,1,right,R. Holmes putback Layup (2 PTS),[1626158],1610612764.0,WAS,putback,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.82,,,,,,,,,,,,
225,PT09M30.00S,2025-01-31T00:48:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,10.726018396846255,46.07843137254902,1610612747,34,49,2025-01-31T00:48:07Z,2160000,False,20.0,48.0,1,left,MISS L. James driving floating Shot,[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.21,,,,,,,,,,,,
226,PT09M28.00S,2025-01-31T00:48:05.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,34,49,2025-01-31T00:48:07Z,2170000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,225.0,2.0,2.0,0.0,,,,,,,,
227,PT09M24.00S,2025-01-31T00:48:15.0Z,2,REGULAR,foul,personal,['2freethrow'],2544,,,1610612764,34,49,2025-01-31T00:48:20Z,2180000,False,,,0,,L. James shooting personal FOUL (1 PF) (Kuzma 2 FT),"[2544, 1628398]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
229,PT09M24.00S,2025-01-31T00:48:48.4Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,34,49,2025-01-31T00:48:48Z,2200000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
230,PT09M24.00S,2025-01-31T00:48:48.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,34,49,2025-01-31T00:48:48Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,229.0,,,,,,,,,,,
231,PT09M24.00S,2025-01-31T00:48:49.9Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,34,49,2025-01-31T00:48:58Z,2220000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M24.00S,2025-01-31T00:48:49.9Z,2,REGULAR,substitution,out,[],1626158,,,1610612764,34,49,2025-01-31T00:48:58Z,2230000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M24.00S,2025-01-31T00:48:49.9Z,2,REGULAR,substitution,out,[],1641998,,,1610612764,34,49,2025-01-31T00:48:58Z,2240000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M24.00S,2025-01-31T00:48:49.9Z,2,REGULAR,substitution,in,[],202685,,,1610612764,34,49,2025-01-31T00:48:58Z,2250000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M24.00S,2025-01-31T00:48:49.9Z,2,REGULAR,substitution,in,[],1642273,,,1610612764,34,49,2025-01-31T00:48:58Z,2260000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT09M24.00S,2025-01-31T00:48:49.9Z,2,REGULAR,substitution,in,[],1629637,,,1610612764,34,49,2025-01-31T00:48:58Z,2270000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT09M24.00S,2025-01-31T00:49:14.4Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,35,49,2025-01-31T00:49:14Z,2280000,False,,,0,,K. Kuzma Free Throw 2 of 2 (8 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
238,PT09M03.00S,2025-01-31T00:49:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,8.754927726675426,38.970588235294116,1610612747,35,49,2025-01-31T00:50:01Z,2290000,False,55.0,30.0,1,left,MISS R. Hachimura 6' turnaround Shot - blocked,"[1629060, 1630551]",1610612747.0,LAL,turnaround,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.26,,,,,,,,,Champagnie,1630551.0,,
239,PT09M03.00S,2025-01-31T00:49:37.4Z,2,REGULAR,block,,[],1630551,,,1610612747,35,49,2025-01-31T00:49:39Z,2300000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT09M03.00S,2025-01-31T00:49:37.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,35,49,2025-01-31T00:49:44Z,2310000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,238.0,,,,,,,,,,,
242,PT08M50.00S,2025-01-31T00:49:59.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,93.51182654402102,54.41176470588235,1610612764,35,49,2025-01-31T00:50:46Z,2330000,False,22.0,8.0,1,right,MISS J. Valančiūnas driving Hook,[202685],1610612764.0,WAS,driving,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.37,,,,,,,,,,,,
243,PT08M48.00S,2025-01-31T00:50:01.0Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,35,49,2025-01-31T00:50:46Z,2340000,False,,,0,,J. Hayes REBOUND (Off:2 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,242.0,4.0,2.0,2.0,,,,,,,,
244,PT08M37.00S,2025-01-31T00:50:10.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.258212877792378,50.73529411764706,1610612747,35,51,2025-01-31T00:51:06Z,2350000,False,-4.0,6.0,1,left,J. Hayes DUNK (8 PTS) (L. James 5 AST),"[1629637, 2544]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,0.73,,,,,,L. James,2544.0,5.0,,,,
246,PT08M25.00S,2025-01-31T00:50:22.4Z,2,REGULAR,3pt,Jump Shot,[],1628398,65.65374507227332,49.50980392156863,1610612764,35,51,2025-01-31T00:51:17Z,2370000,False,-2.0,270.0,1,right,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.04,,,,,,,,,,,,
247,PT08M22.00S,2025-01-31T00:50:25.4Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,35,51,2025-01-31T00:50:26Z,2380000,False,,,0,,J. Hayes REBOUND (Off:2 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,,,246.0,5.0,3.0,2.0,,,,,,,,
248,PT08M19.00S,2025-01-31T00:50:28.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629060,6.652431011826544,50.0,1610612747,35,53,2025-01-31T00:52:08Z,2390000,False,0.0,10.0,1,left,R. Hachimura running DUNK (14 PTS) (L. James 6 AST),"[1629060, 2544]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,1.0,,,,,,L. James,2544.0,6.0,,,,
250,PT08M19.00S,2025-01-31T00:50:33.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,35,53,2025-01-31T00:50:33Z,2410000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M19.00S,2025-01-31T00:50:37.4Z,2,REGULAR,substitution,out,[],1630215,,,1610612764,35,53,2025-01-31T00:53:14Z,2420000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M19.00S,2025-01-31T00:50:37.4Z,2,REGULAR,substitution,out,[],1630551,,,1610612764,35,53,2025-01-31T00:53:14Z,2430000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT08M19.00S,2025-01-31T00:50:37.4Z,2,REGULAR,substitution,out,[],1642261,,,1610612764,35,53,2025-01-31T00:53:14Z,2440000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M19.00S,2025-01-31T00:50:37.4Z,2,REGULAR,substitution,in,[],1641731,,,1610612764,35,53,2025-01-31T00:53:14Z,2450000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M19.00S,2025-01-31T00:50:37.4Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,35,53,2025-01-31T00:53:14Z,2460000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT08M19.00S,2025-01-31T00:50:37.4Z,2,REGULAR,substitution,in,[],1630559,,,1610612764,35,53,2025-01-31T00:53:14Z,2470000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT08M01.00S,2025-01-31T00:53:42.6Z,2,REGULAR,turnover,out-of-bounds,[],1641731,,,1610612764,35,53,2025-01-31T00:53:48Z,2480000,False,,,0,,B. Coulibaly bad pass out-of-bounds TURNOVER (1 TO),[1641731],1610612764.0,WAS,bad pass,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,,,,,,,,,,,,1.0,,,,,,,
258,PT07M46.00S,2025-01-31T00:54:04.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630559,12.565703022339028,48.03921568627451,1610612747,35,53,2025-01-31T01:05:26Z,2490000,False,10.0,66.0,1,left,MISS A. Reaves 6' driving floating Shot - blocked,"[1630559, 1642273]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.63,,,,,,,,,George,1642273.0,,
259,PT07M46.00S,2025-01-31T00:54:04.4Z,2,REGULAR,block,,[],1642273,,,1610612747,35,53,2025-01-31T00:54:07Z,2500000,False,,,0,,K. George BLOCK (2 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT07M44.00S,2025-01-31T00:54:06.4Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,35,53,2025-01-31T00:54:44Z,2510000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,
261,PT07M39.00S,2025-01-31T00:54:09.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,83.13074901445466,3.1862745098039214,1610612764,35,53,2025-01-31T01:25:53Z,2520000,False,-234.0,106.0,1,right,MISS K. Kuzma 25' running 3PT,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.7,,,,,,,,,,,,
262,PT07M36.00S,2025-01-31T00:54:12.6Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,35,53,2025-01-31T00:54:15Z,2530000,False,,,0,,A. Reaves REBOUND (Off:0 Def:6),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,261.0,6.0,6.0,0.0,,,,,,,,
263,PT07M29.00S,2025-01-31T00:54:21.4Z,2,REGULAR,violation,kicked ball,[],1629673,,,1610612747,35,53,2025-01-31T00:54:30Z,2540000,False,,,0,,J. Poole kicked ball VIOLATION,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,201638.0,,,,,,,,,,,,,,,,,,,
264,PT07M29.00S,2025-01-31T00:54:24.9Z,2,REGULAR,substitution,out,[],1628398,,,1610612747,35,53,2025-01-31T00:54:30Z,2550000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
