actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
82,PT05M02.00S,2024-12-06T00:23:39.6Z,1,REGULAR,steal,,[],1629656,,,1610612742,10,21,2024-12-06T00:26:42Z,820000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
83,PT04M57.00S,2024-12-06T00:23:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,6.389618922470433,45.34313725490196,1610612742,10,23,2024-12-06T00:23:49Z,830000,False,23.0,8.0,1,left,Q. Grimes running Layup (4 PTS),[1629656],1610612742.0,DAL,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,4.0,,,,,,,,,,,,,
84,PT04M42.00S,2024-12-06T00:23:59.0Z,1,REGULAR,3pt,Jump Shot,[],1627763,67.88764783180025,66.17647058823529,1610612764,10,23,2024-12-06T00:24:03Z,840000,False,81.0,249.0,1,right,MISS M. Brogdon 26' pullup 3PT,[1627763],1610612764.0,WAS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
85,PT04M40.00S,2024-12-06T00:24:01.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,10,23,2024-12-06T00:24:03Z,850000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,,
86,PT04M35.00S,2024-12-06T00:24:06.3Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,10,23,2024-12-06T00:24:10Z,860000,False,,,0,,L. Dončić bad pass TURNOVER (2 TO),"[1629029, 1641731]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,,,,,,Coulibaly,1641731.0
87,PT04M35.00S,2024-12-06T00:24:06.3Z,1,REGULAR,steal,,[],1641731,,,1610612764,10,23,2024-12-06T00:24:08Z,870000,False,,,0,,B. Coulibaly STEAL (2 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
88,PT04M27.00S,2024-12-06T00:24:14.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641731,72.61826544021025,17.401960784313726,1610612764,10,23,2024-12-06T00:24:18Z,880000,False,-163.0,205.0,1,right,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
89,PT04M24.00S,2024-12-06T00:24:17.1Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,10,23,2024-12-06T00:24:18Z,890000,False,,,0,,D. Lively II REBOUND (Off:2 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,88.0,3.0,1.0,2.0,,,,,,,,,,,,,,
90,PT04M18.00S,2024-12-06T00:24:24.4Z,1,REGULAR,3pt,Jump Shot,[],202681,32.276609724047304,33.088235294117645,1610612742,10,23,2024-12-06T00:24:27Z,900000,False,85.0,251.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
91,PT04M16.00S,2024-12-06T00:24:26.4Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,10,23,2024-12-06T00:24:27Z,910000,False,,,0,,A. Sarr REBOUND (Off:0 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,90.0,3.0,3.0,0.0,,,,,,,,,,,,,,
92,PT04M07.00S,2024-12-06T00:24:35.2Z,1,REGULAR,3pt,Jump Shot,[],1641731,78.53153745072274,7.352941176470589,1610612764,10,23,2024-12-06T00:24:41Z,920000,False,-213.0,149.0,1,right,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
93,PT04M05.00S,2024-12-06T00:24:37.2Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,10,23,2024-12-06T00:27:54Z,930000,False,,,0,,D. Lively II REBOUND (Off:2 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,92.0,4.0,2.0,2.0,,,,,,,,,,,,,,
94,PT03M59.00S,2024-12-06T00:24:43.2Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612742,10,23,2024-12-06T00:24:46Z,940000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1629673]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,,,Poole,1629673.0
95,PT03M59.00S,2024-12-06T00:24:43.2Z,1,REGULAR,steal,,[],1629673,,,1610612764,10,23,2024-12-06T00:25:39Z,950000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
96,PT03M55.00S,2024-12-06T00:24:47.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627763,81.553876478318,94.6078431372549,1610612764,13,23,2024-12-06T00:29:01Z,960000,False,223.0,121.0,1,right,M. Brogdon 25' 3PT running (5 PTS) (J. Poole 2 AST),"[1627763, 1629673]",1610612764.0,WAS,running,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,5.0,,,,,,,,,J. Poole,1629673.0,2.0,,
98,PT03M32.00S,2024-12-06T00:25:11.9Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,13,23,2024-12-06T00:25:18Z,980000,False,,,0,,L. Dončić step out-of-bounds TURNOVER (3 TO),[1629029],1610612742.0,DAL,step,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,,,,,,201639.0,3.0,,,,,,,,,,,
99,PT03M32.00S,2024-12-06T00:25:24.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,13,23,2024-12-06T00:25:30Z,990000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,
100,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,out,[],1627763,,,1610612764,13,23,2024-12-06T00:25:40Z,1000000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,out,[],1628963,,,1610612764,13,23,2024-12-06T00:25:40Z,1010000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,out,[],1641726,,,1610612764,13,23,2024-12-06T00:25:40Z,1020000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,out,[],1629029,,,1610612764,13,23,2024-12-06T00:25:40Z,1030000,False,,,0,,SUB out: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,13,23,2024-12-06T00:25:40Z,1040000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,13,23,2024-12-06T00:25:40Z,1050000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,in,[],203915,,,1610612764,13,23,2024-12-06T00:25:40Z,1060000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M32.00S,2024-12-06T00:25:26.1Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,13,23,2024-12-06T00:25:40Z,1070000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M16.00S,2024-12-06T00:25:51.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641731,76.95466491458606,64.4607843137255,1610612764,13,23,2024-12-06T00:25:55Z,1080000,False,72.0,164.0,1,right,MISS B. Coulibaly 17' pullup Shot,[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,17.93,Missed,,,,,,,,,,,,,,,,,,
109,PT03M14.00S,2024-12-06T00:25:53.3Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,13,23,2024-12-06T00:25:55Z,1090000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right Center,,,108.0,1.0,0.0,1.0,,,,,,,,,,,,,,
110,PT03M12.00S,2024-12-06T00:25:56.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630551,82.7365308804205,95.83333333333334,1610612764,16,23,2024-12-06T00:26:00Z,1100000,False,229.0,110.0,1,right,J. Champagnie 25' 3PT  (3 PTS) (C. Carrington 1 AST),"[1630551, 1642267]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.41,Made,,,,,3.0,,,,,,,,,C. Carrington,1642267.0,1.0,,
112,PT02M55.00S,2024-12-06T00:26:13.5Z,1,REGULAR,2pt,Jump Shot,[],202681,12.828515111695138,33.33333333333333,1610612742,16,23,2024-12-06T00:30:59Z,1120000,False,83.0,68.0,1,left,MISS K. Irving 10' driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,10.76,Missed,,,,,,,,,,,,,,,,,,
113,PT02M53.00S,2024-12-06T00:26:15.5Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,16,23,2024-12-06T00:26:17Z,1130000,False,,,0,,C. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Mid-Range,8-16 Right,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT02M46.00S,2024-12-06T00:26:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,89.04402102496715,44.36274509803921,1610612764,18,23,2024-12-06T00:26:31Z,1140000,False,-28.0,50.0,1,right,A. Sarr driving floating Jump Shot (2 PTS) (J. Poole 3 AST),"[1642259, 1629673]",1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.78,Made,,,,,2.0,,,,,,,,,J. Poole,1629673.0,3.0,,
116,PT02M46.00S,2024-12-06T00:26:27.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,18,23,2024-12-06T00:26:27Z,1160000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M46.00S,2024-12-06T00:28:46.8Z,1,REGULAR,substitution,out,[],1641731,,,1610612742,18,23,2024-12-06T00:29:19Z,1170000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2024-12-06T00:28:46.8Z,1,REGULAR,substitution,out,[],1642259,,,1610612742,18,23,2024-12-06T00:29:19Z,1180000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M46.00S,2024-12-06T00:28:46.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,18,23,2024-12-06T00:29:19Z,1190000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M46.00S,2024-12-06T00:28:46.8Z,1,REGULAR,substitution,in,[],202685,,,1610612742,18,23,2024-12-06T00:29:19Z,1200000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M46.00S,2024-12-06T00:28:46.8Z,1,REGULAR,substitution,in,[],1630215,,,1610612742,18,23,2024-12-06T00:29:19Z,1210000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M46.00S,2024-12-06T00:28:46.8Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,18,23,2024-12-06T00:29:19Z,1220000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M34.00S,2024-12-06T00:29:45.2Z,1,REGULAR,foul,offensive,[],1629656,,,1610612742,18,23,2024-12-06T00:30:18Z,1230000,False,,,0,,Q. Grimes offensive FOUL (2 PF),"[1629656, 1629673]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right,,,,,,,,1626300.0,,,,2.0,0.0,Poole,1629673.0,,,,,
125,PT02M34.00S,2024-12-06T00:29:45.2Z,1,REGULAR,turnover,offensive foul,[],1629656,,,1610612742,18,23,2024-12-06T00:29:45Z,1250000,False,,,0,,Q. Grimes offensive foul TURNOVER (2 TO),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right,,,,,,,,1626300.0,2.0,,,,,,,,,,,
127,PT02M20.00S,2024-12-06T00:30:22.7Z,1,REGULAR,foul,personal,[],1629655,,,1610612764,18,23,2024-12-06T00:30:27Z,1270000,False,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 202685]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right Center,,,,,,,,1626300.0,,,,1.0,0.0,Valančiūnas,202685.0,,,,,
129,PT02M16.00S,2024-12-06T00:30:38.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,66.70499342969777,57.59803921568627,1610612764,18,23,2024-12-06T00:30:44Z,1290000,False,38.0,260.0,1,right,MISS C. Carrington 26' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
130,PT02M13.00S,2024-12-06T00:30:41.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,18,23,2024-12-06T00:30:44Z,1300000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT02M00.00S,2024-12-06T00:30:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,16.376478318002626,49.01960784313725,1610612742,18,25,2024-12-06T00:32:33Z,1310000,False,5.0,101.0,1,left,K. Irving 10' turnaround Jump Shot (5 PTS),[202681],1610612742.0,DAL,turnaround,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,10.15,Made,,,,,5.0,,,,,,,,,,,,,
132,PT01M47.00S,2024-12-06T00:31:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630551,92.46057818659659,4.411764705882353,1610612764,18,25,2024-12-06T00:32:54Z,1320000,False,-228.0,18.0,1,right,MISS J. Champagnie 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,22.86,Missed,,,,,,,,,,,,,,,,,,
133,PT01M45.00S,2024-12-06T00:31:11.2Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,18,25,2024-12-06T00:32:54Z,1330000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,132.0,3.0,2.0,1.0,,,,,,,,,,,,,,
134,PT01M29.00S,2024-12-06T00:31:25.2Z,1,REGULAR,2pt,Jump Shot,[],202681,17.69053876478318,29.65686274509804,1610612742,18,25,2024-12-06T00:31:30Z,1340000,False,102.0,114.0,1,left,MISS K. Irving 15' step back Shot,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,15.26,Missed,,,,,,,,,,,,,,,,,,
135,PT01M25.00S,2024-12-06T00:31:28.5Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,18,25,2024-12-06T00:31:28Z,1350000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,
136,PT01M20.00S,2024-12-06T00:31:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,88.64980289093299,53.92156862745098,1610612764,18,25,2024-12-06T00:33:56Z,1360000,False,20.0,54.0,1,right,MISS J. Valančiūnas floating Shot - blocked,"[202685, 1628467]",1610612764.0,WAS,floating,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,Kleber,1628467.0,,,,,,,,,
137,PT01M20.00S,2024-12-06T00:31:36.0Z,1,REGULAR,block,,[],1628467,,,1610612764,18,25,2024-12-06T00:31:38Z,1370000,False,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT01M18.00S,2024-12-06T00:31:38.0Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,18,25,2024-12-06T00:33:56Z,1380000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,
139,PT01M11.00S,2024-12-06T00:31:43.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,9.017739816031538,96.07843137254902,1610612742,18,28,2024-12-06T00:34:09Z,1390000,False,-230.0,32.0,1,left,S. Dinwiddie 3PT step back (3 PTS) (Q. Grimes 1 AST),"[203915, 1629656]",1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,23.27,Made,,,,,3.0,,,,,,,,,Q. Grimes,1629656.0,1.0,,
140,PT00M53.30S,2024-12-06T00:32:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,90.62089356110381,58.08823529411765,1610612764,18,28,2024-12-06T00:34:42Z,1400000,False,40.0,36.0,1,right,MISS J. Valančiūnas floating Shot,[202685],1610612764.0,WAS,floating,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
141,PT00M52.90S,2024-12-06T00:32:02.5Z,1,REGULAR,rebound,offensive,[],202685,,,1610612764,18,28,2024-12-06T00:32:06Z,1410000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:0),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,
142,PT00M52.90S,2024-12-06T00:32:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,90.62089356110381,55.63725490196079,1610612764,20,28,2024-12-06T00:32:10Z,1420000,False,28.0,36.0,1,right,J. Valančiūnas tip Layup (2 PTS),[202685],1610612764.0,WAS,tip,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,,,,,2.0,,,,,,,,,,,,,
143,PT00M36.10S,2024-12-06T00:32:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,12.697109067017081,58.57843137254902,1610612742,20,28,2024-12-06T00:35:09Z,1430000,False,-43.0,67.0,1,left,MISS K. Irving 7' driving Layup,[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
144,PT00M34.00S,2024-12-06T00:32:25.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,20,28,2024-12-06T00:35:09Z,1440000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,143.0,2.0,1.0,1.0,,,,,,,,,,,,,,
145,PT00M29.30S,2024-12-06T00:32:29.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630551,93.77463863337714,48.28431372549019,1610612764,22,28,2024-12-06T00:35:23Z,1450000,False,-9.0,6.0,1,right,J. Champagnie running DUNK (5 PTS) (J. Poole 4 AST),"[1630551, 1629673]",1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,5.0,,,,,,,,,J. Poole,1629673.0,4.0,,
148,PT00M16.40S,2024-12-06T00:32:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,5.863994743758213,54.41176470588235,1610612742,22,28,2024-12-06T00:35:57Z,1470000,False,-22.0,3.0,1,left,MISS D. Gafford driving reverse Layup,[1629655],1610612742.0,DAL,driving reverse,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,,,,,,
149,PT00M15.30S,2024-12-06T00:32:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,22,28,2024-12-06T00:35:57Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,148.0,,,,,,,,,,,,,,,,,
151,PT00M06.20S,2024-12-06T00:33:18.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203915,35.43035479632063,79.65686274509804,1610612742,22,31,2024-12-06T00:33:22Z,1500000,False,-148.0,281.0,1,left,S. Dinwiddie 31' 3PT pullup (6 PTS),[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,31.73,Made,,,,,6.0,,,,,,,,,,,,,
152,PT00M00.60S,2024-12-06T00:33:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630215,81.02825229960578,92.15686274509804,1610612764,22,31,2024-12-06T00:36:31Z,1510000,False,211.0,126.0,1,right,MISS J. Butler 24' step back 3PT,[1630215],1610612764.0,WAS,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.10S,2024-12-06T00:33:27.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,22,31,2024-12-06T00:36:31Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,152.0,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2024-12-06T00:33:32.4Z,1,REGULAR,period,end,[],0,,,1610612764,22,31,2024-12-06T00:33:32Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-12-06T00:33:51.9Z,2,REGULAR,substitution,out,['startperiod'],1629673,,,1610612764,22,31,2024-12-06T00:35:55Z,1540000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-12-06T00:33:51.9Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612764,22,31,2024-12-06T00:35:55Z,1550000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-06T00:33:51.9Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612764,22,31,2024-12-06T00:35:55Z,1560000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-12-06T00:33:51.9Z,2,REGULAR,substitution,in,['startperiod'],1627763,,,1610612764,22,31,2024-12-06T00:35:55Z,1570000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-12-06T00:33:51.9Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612764,22,31,2024-12-06T00:35:55Z,1580000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-06T00:33:51.9Z,2,REGULAR,substitution,in,['startperiod'],1629029,,,1610612764,22,31,2024-12-06T00:35:55Z,1590000,False,,,0,,SUB in: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-12-06T00:36:06.5Z,2,REGULAR,period,start,[],0,,,1610612764,22,31,2024-12-06T00:36:06Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
