actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT06M28.00S,2024-10-30T23:23:05.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641731,94.1688567674113,46.568627450980394,1610612764,21,11,2024-10-30T23:26:00Z,910000,False,-17.0,2.0,1,right,B. Coulibaly running alley-oop DUNK (11 PTS) (K. George 2 AST),"[1641731, 1642273]",1610612764.0,WAS,running alley-oop,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1.74,Made,,,11.0,K. George,1642273.0,2.0,,,,,,,,,,,,
93,PT06M17.00S,2024-10-30T23:23:19.2Z,1,REGULAR,foul,personal,[],1641731,,,1610612737,21,11,2024-10-30T23:23:36Z,930000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1629027]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,2882.0,,,,,,,,1.0,0.0,Young,1629027.0,,,,,
95,PT06M17.00S,2024-10-30T23:23:28.1Z,1,REGULAR,substitution,out,[],1642267,,,1610612737,21,11,2024-10-30T23:23:45Z,950000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT06M17.00S,2024-10-30T23:23:28.1Z,1,REGULAR,substitution,out,[],1642259,,,1610612737,21,11,2024-10-30T23:23:45Z,960000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT06M17.00S,2024-10-30T23:23:28.1Z,1,REGULAR,substitution,in,[],202685,,,1610612737,21,11,2024-10-30T23:23:45Z,970000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT06M17.00S,2024-10-30T23:23:28.1Z,1,REGULAR,substitution,in,[],1630557,,,1610612737,21,11,2024-10-30T23:23:45Z,980000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT06M10.00S,2024-10-30T23:24:07.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,13.87976346911958,34.80392156862745,1610612737,21,11,2024-10-30T23:26:21Z,990000,False,76.0,78.0,1,left,MISS C. Capela 10' driving Hook,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,10.89,Missed,,,,,,,,,,,,,,,,,,
100,PT06M08.00S,2024-10-30T23:24:09.8Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,21,11,2024-10-30T23:24:13Z,1000000,False,,,0,,B. Coulibaly REBOUND (Off:2 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Right,,,99.0,,,,,,4.0,2.0,2.0,,,,,,,,,
101,PT06M00.00S,2024-10-30T23:24:17.7Z,1,REGULAR,3pt,Jump Shot,[],202685,67.23061760840999,52.20588235294118,1610612764,24,11,2024-10-30T23:24:24Z,1010000,False,11.0,256.0,1,right,J. Valančiūnas 25' 3PT  (3 PTS) (J. Poole 4 AST),"[202685, 1629673]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,25.57,Made,,,3.0,J. Poole,1629673.0,4.0,,,,,,,,,,,,
103,PT05M51.00S,2024-10-30T23:24:29.5Z,1,REGULAR,foul,personal,[],1641731,,,1610612737,24,11,2024-10-30T23:24:40Z,1030000,False,,,0,,B. Coulibaly personal FOUL (2 PF),"[1641731, 1629027]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Right,,,,1628481.0,,,,,,,,2.0,0.0,Young,1629027.0,,,,,
105,PT05M51.00S,2024-10-30T23:24:36.2Z,1,REGULAR,substitution,out,[],203991,,,1610612737,24,11,2024-10-30T23:24:53Z,1050000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M51.00S,2024-10-30T23:24:36.2Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,24,11,2024-10-30T23:24:53Z,1060000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M40.00S,2024-10-30T23:25:08.1Z,1,REGULAR,2pt,Jump Shot,[],1629027,21.76412614980289,51.225490196078425,1610612737,24,11,2024-10-30T23:25:18Z,1070000,False,-6.0,152.0,1,left,MISS T. Young 15' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,8-16 Center,15.22,Missed,,,,,,,,,,,,,,,,,,
108,PT05M35.00S,2024-10-30T23:25:13.1Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,24,11,2024-10-30T23:25:18Z,1080000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Center,,,107.0,,,,,,1.0,0.0,1.0,,,,,,,,,
109,PT05M34.00S,2024-10-30T23:25:13.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,9.280551905387648,51.9607843137255,1610612737,24,13,2024-10-30T23:25:27Z,1090000,False,-10.0,35.0,1,left,T. Young Layup (2 PTS) (O. Okongwu 1 AST),"[1629027, 1630168]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.61,Made,,,2.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,
111,PT05M25.00S,2024-10-30T23:25:22.7Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612764,24,13,2024-10-30T23:25:31Z,1110000,False,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1629726]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Mathews,1629726.0
112,PT05M25.00S,2024-10-30T23:25:22.7Z,1,REGULAR,steal,,[],1629726,,,1610612737,24,13,2024-10-30T23:25:51Z,1120000,False,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
113,PT05M17.00S,2024-10-30T23:25:30.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,13.485545335085414,63.48039215686274,1610612737,24,15,2024-10-30T23:27:23Z,1130000,False,-67.0,74.0,1,left,T. Young 10' driving floating Jump Shot (4 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,10.03,Made,,,4.0,,,,,,,,,,,,,,,
114,PT05M16.00S,2024-10-30T23:25:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,24,15,2024-10-30T23:25:35Z,1140000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT05M08.00S,2024-10-30T23:28:43.5Z,1,REGULAR,foul,offensive,[],202685,,,1610612764,24,15,2024-10-30T23:28:53Z,1190000,False,,,0,,J. Valančiūnas offensive FOUL (1 PF),"[202685, 1629027]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,,204058.0,,,,,,,,1.0,0.0,Young,1629027.0,,,,,
121,PT05M08.00S,2024-10-30T23:28:43.5Z,1,REGULAR,turnover,offensive foul,[],202685,,,1610612764,24,15,2024-10-30T23:28:43Z,1210000,False,,,0,,J. Valančiūnas offensive foul TURNOVER (1 TO),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,,204058.0,,,,,,,,,,,,,,1.0,,
122,PT04M56.00S,2024-10-30T23:29:08.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626204,6.783837056504599,56.86274509803921,1610612737,24,17,2024-10-30T23:29:14Z,1220000,False,-34.0,11.0,1,left,L. Nance Jr. alley-oop DUNK (2 PTS) (G. Mathews 1 AST),"[1626204, 1629726]",1610612737.0,ATL,alley-oop,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,3.61,Made,,,2.0,G. Mathews,1629726.0,1.0,,,,,,,,,,,,
124,PT04M42.00S,2024-10-30T23:29:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.19776609724047,51.225490196078425,1610612764,24,17,2024-10-30T23:29:30Z,1240000,False,6.0,21.0,1,right,MISS J. Poole driving finger roll Layup,[1629673],1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
125,PT04M40.00S,2024-10-30T23:29:23.8Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612737,24,17,2024-10-30T23:29:30Z,1250000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,124.0,,,,,,1.0,1.0,0.0,,,,,,,,,
126,PT04M36.00S,2024-10-30T23:29:28.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,5.206964520367937,46.568627450980394,1610612737,24,19,2024-10-30T23:30:51Z,1260000,False,17.0,-4.0,1,left,T. Young running Layup (6 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.76,Made,,,6.0,,,,,,,,,,,,,,,
127,PT04M22.00S,2024-10-30T23:29:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.32917214191852,47.549019607843135,1610612764,26,19,2024-10-30T23:29:49Z,1270000,False,-12.0,20.0,1,right,J. Poole driving finger roll Layup (2 PTS),[1629673],1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.31,Made,,,2.0,,,,,,,,,,,,,,,
128,PT04M13.00S,2024-10-30T23:29:53.8Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612737,26,19,2024-10-30T23:30:00Z,1280000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Roddy 2 FT),"[1629673, 1631223]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,1.0,0.0,Roddy,1631223.0,,,,,
130,PT04M13.00S,2024-10-30T23:30:21.3Z,1,REGULAR,freethrow,1 of 2,[],1631223,,,1610612737,26,20,2024-10-30T23:30:21Z,1300000,False,,,0,,D. Roddy Free Throw 1 of 2 (5 PTS),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
131,PT04M13.00S,2024-10-30T23:30:22.0Z,1,REGULAR,substitution,out,[],1641731,,,1610612737,26,20,2024-10-30T23:30:27Z,1310000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT04M13.00S,2024-10-30T23:30:22.0Z,1,REGULAR,substitution,out,[],1629673,,,1610612737,26,20,2024-10-30T23:30:27Z,1320000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT04M13.00S,2024-10-30T23:30:22.0Z,1,REGULAR,substitution,in,[],1642267,,,1610612737,26,20,2024-10-30T23:30:27Z,1330000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT04M13.00S,2024-10-30T23:30:22.0Z,1,REGULAR,substitution,in,[],1630215,,,1610612737,26,20,2024-10-30T23:30:27Z,1340000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT04M13.00S,2024-10-30T23:30:46.8Z,1,REGULAR,freethrow,2 of 2,[],1631223,,,1610612737,26,21,2024-10-30T23:30:46Z,1350000,False,,,0,,D. Roddy Free Throw 2 of 2 (6 PTS),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
136,PT03M56.00S,2024-10-30T23:31:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,85.49605781865965,36.51960784313725,1610612764,26,21,2024-10-30T23:33:02Z,1360000,False,-67.0,84.0,1,right,MISS C. Carrington 10' driving floating Shot,[1642267],1610612764.0,WAS,driving floating,,,Carrington,C. Carrington,,,,,In The Paint (Non-RA),8-16 Left,10.75,Missed,,,,,,,,,,,,,,,,,,
137,PT03M54.00S,2024-10-30T23:31:07.0Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612737,26,21,2024-10-30T23:31:11Z,1370000,False,,,0,,D. Roddy REBOUND (Off:0 Def:2),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Left,,,136.0,,,,,,2.0,2.0,0.0,,,,,,,,,
140,PT03M42.00S,2024-10-30T23:31:49.8Z,1,REGULAR,3pt,Jump Shot,[],1629027,38.4526938239159,47.794117647058826,1610612737,26,24,2024-10-30T23:34:04Z,1400000,False,11.0,309.0,1,left,T. Young 30' 3PT driving floating (9 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.92,Made,,,9.0,,,,,,,,,,,,,,,
141,PT03M32.00S,2024-10-30T23:31:59.5Z,1,REGULAR,3pt,Jump Shot,[],1630557,74.72076215505913,12.5,1610612764,26,24,2024-10-30T23:32:06Z,1410000,False,-188.0,185.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
142,PT03M32.00S,2024-10-30T23:31:59.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,26,24,2024-10-30T23:32:06Z,1420000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,141.0,,,,,,2.0,1.0,1.0,,,,,,,,,
143,PT03M22.00S,2024-10-30T23:32:12.0Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,26,24,2024-10-30T23:32:19Z,1430000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,,,,,2.0,,
144,PT03M22.00S,2024-10-30T23:32:14.7Z,1,REGULAR,substitution,out,[],1631223,,,1610612764,26,24,2024-10-30T23:32:21Z,1440000,False,,,0,,SUB out: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT03M22.00S,2024-10-30T23:32:14.7Z,1,REGULAR,substitution,out,[],1626204,,,1610612764,26,24,2024-10-30T23:32:21Z,1450000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT03M22.00S,2024-10-30T23:32:14.7Z,1,REGULAR,substitution,in,[],1630552,,,1610612764,26,24,2024-10-30T23:32:21Z,1460000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT03M22.00S,2024-10-30T23:32:14.7Z,1,REGULAR,substitution,in,[],1642258,,,1610612764,26,24,2024-10-30T23:32:21Z,1470000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M58.00S,2024-10-30T23:32:50.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202685,92.06636005256242,61.76470588235294,1610612764,26,24,2024-10-30T23:34:54Z,1480000,False,59.0,22.0,1,right,MISS J. Valančiūnas 6' driving Hook,[202685],1610612764.0,WAS,driving,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
149,PT02M57.00S,2024-10-30T23:32:51.8Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,26,24,2024-10-30T23:38:41Z,1490000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,148.0,,,,,,1.0,1.0,0.0,,,,,,,,,
151,PT02M57.00S,2024-10-30T23:32:55.7Z,1,REGULAR,substitution,out,[],1642273,,,1610612737,26,24,2024-10-30T23:33:01Z,1510000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M57.00S,2024-10-30T23:32:55.7Z,1,REGULAR,substitution,in,[],1631116,,,1610612737,26,24,2024-10-30T23:33:01Z,1520000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M45.00S,2024-10-30T23:33:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,18.610381077529567,54.90196078431373,1610612737,26,26,2024-10-30T23:34:39Z,1530000,False,-25.0,122.0,1,left,T. Young 12' driving floating Jump Shot (11 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,12.48,Made,,,11.0,,,,,,,,,,,,,,,
154,PT02M37.00S,2024-10-30T23:33:34.4Z,1,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612764,26,26,2024-10-30T23:33:39Z,1540000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Valančiūnas 2 FT),"[1629726, 202685]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,1.0,0.0,Valančiūnas,202685.0,,,,,
156,PT02M37.00S,2024-10-30T23:34:02.5Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612764,26,26,2024-10-30T23:34:02Z,1560000,False,,,0,,MISS J. Valančiūnas Free Throw 1 of 2,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT02M37.00S,2024-10-30T23:34:02.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,26,26,2024-10-30T23:34:02Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,
158,PT02M37.00S,2024-10-30T23:34:25.4Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612764,27,26,2024-10-30T23:34:25Z,1580000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (4 PTS),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,4.0,,,,,,,,,,,,,,,
159,PT02M26.00S,2024-10-30T23:34:40.8Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642267,,,1610612737,27,26,2024-10-30T23:34:50Z,1590000,False,,,0,,C. Carrington shooting personal FOUL (1 PF) (Young 3 FT),"[1642267, 1629027]",1610612764.0,WAS,shooting,,,Carrington,C. Carrington,,,,,Right Corner 3,24+ Right,,,,204058.0,,,,,,,,1.0,0.0,Young,1629027.0,,,,,
161,PT02M26.00S,2024-10-30T23:35:03.6Z,1,REGULAR,freethrow,1 of 3,[],1629027,,,1610612737,27,27,2024-10-30T23:35:03Z,1610000,False,,,0,,T. Young Free Throw 1 of 3 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,12.0,,,,,,,,,,,,,,,
162,PT02M26.00S,2024-10-30T23:35:17.1Z,1,REGULAR,freethrow,2 of 3,[],1629027,,,1610612737,27,28,2024-10-30T23:35:17Z,1620000,False,,,0,,T. Young Free Throw 2 of 3 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,13.0,,,,,,,,,,,,,,,
163,PT02M26.00S,2024-10-30T23:35:30.4Z,1,REGULAR,freethrow,3 of 3,[],1629027,,,1610612737,27,29,2024-10-30T23:35:30Z,1630000,False,,,0,,T. Young Free Throw 3 of 3 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,14.0,,,,,,,,,,,,,,,
164,PT02M15.00S,2024-10-30T23:35:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,92.59198423127464,38.970588235294116,1610612764,29,29,2024-10-30T23:35:50Z,1640000,False,-55.0,17.0,1,right,J. Butler driving bank Jump Shot (2 PTS),[1630215],1610612764.0,WAS,driving bank,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,,,2.0,,,,,,,,,,,,,,,
165,PT01M58.00S,2024-10-30T23:35:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630168,5.601182654402102,2.696078431372549,1610612737,29,29,2024-10-30T23:36:03Z,1650000,False,237.0,0.0,1,left,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
166,PT01M56.00S,2024-10-30T23:36:00.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,29,29,2024-10-30T23:36:03Z,1660000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Right Corner 3,24+ Right,,,165.0,,,,,,1.0,1.0,0.0,,,,,,,,,
167,PT01M55.00S,2024-10-30T23:36:02.9Z,1,REGULAR,turnover,bad pass,[],202685,,,1610612764,29,29,2024-10-30T23:36:08Z,1670000,False,,,0,,J. Valančiūnas bad pass TURNOVER (2 TO),"[202685, 1629726]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Mathews,1629726.0
168,PT01M55.00S,2024-10-30T23:36:02.9Z,1,REGULAR,steal,,[],1629726,,,1610612737,29,29,2024-10-30T23:36:05Z,1680000,False,,,0,,G. Mathews STEAL (2 STL),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
169,PT01M52.00S,2024-10-30T23:36:06.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,18.2161629434954,94.11764705882352,1610612737,29,29,2024-10-30T23:36:42Z,1690000,False,-221.0,119.0,1,left,MISS G. Mathews 25' step back 3PT,[1629726],1610612737.0,ATL,step back,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,,
170,PT01M49.00S,2024-10-30T23:36:08.1Z,1,REGULAR,rebound,defensive,[],1630215,,,1610612764,29,29,2024-10-30T23:36:08Z,1700000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,169.0,,,,,,1.0,1.0,0.0,,,,,,,,,
171,PT01M46.00S,2024-10-30T23:36:11.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631116,93.64323258869908,53.18627450980392,1610612764,31,29,2024-10-30T23:36:21Z,1710000,False,16.0,7.0,1,right,P. Baldwin Jr. running DUNK (2 PTS) (J. Butler 1 AST),"[1631116, 1630215]",1610612764.0,WAS,running,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,1.75,Made,,,2.0,J. Butler,1630215.0,1.0,,,,,,,,,,,,
174,PT01M31.00S,2024-10-30T23:36:48.2Z,1,REGULAR,3pt,Jump Shot,[],1629726,9.674770039421814,3.6764705882352944,1610612737,31,32,2024-10-30T23:36:55Z,1740000,False,232.0,38.0,1,left,G. Mathews 3PT  (3 PTS) (T. Young 3 AST),"[1629726, 1629027]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,23.48,Made,,,3.0,T. Young,1629027.0,3.0,,,,,,,,,,,,
176,PT01M18.00S,2024-10-30T23:37:00.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631116,92.9862023653088,36.27450980392157,1610612764,31,32,2024-10-31T00:15:20Z,1760000,False,-69.0,13.0,1,right,MISS P. Baldwin Jr. 6' turnaround Hook,[1631116],1610612764.0,WAS,turnaround,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
177,PT01M16.00S,2024-10-30T23:37:02.5Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,31,32,2024-10-30T23:37:09Z,1770000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,176.0,,,,,,2.0,1.0,1.0,,,,,,,,,
178,PT01M10.00S,2024-10-30T23:37:09.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,4.5499342969776615,53.67647058823529,1610612737,31,34,2024-10-30T23:37:18Z,1780000,False,-18.0,-10.0,1,left,O. Okongwu alley-oop DUNK (2 PTS) (T. Young 4 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.08,Made,,,2.0,T. Young,1629027.0,4.0,,,,,,,,,,,,
180,PT00M53.40S,2024-10-30T23:37:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,94.03745072273325,54.41176470588235,1610612764,33,34,2024-10-30T23:37:31Z,1800000,False,22.0,4.0,1,right,C. Kispert cutting Layup (2 PTS) (J. Valančiūnas 1 AST),"[1630557, 202685]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.24,Made,,,2.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,,,
