actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
33,PT09M53.00S,2025-01-12T23:14:04.3Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,1,5,2025-01-12T23:14:05Z,330000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M43.00S,2025-01-12T23:14:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,81.2910643889619,37.00980392156863,1610612760,1,7,2025-01-12T23:14:19Z,340000,False,-65.0,123.0,1,right,J. Williams 13' pullup Jump Shot (2 PTS) (I. Hartenstein 1 AST),"[1631114, 1628392]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.95,Made,,,,,,,,,,,,,2.0,I. Hartenstein,1628392.0,1.0,,
36,PT09M32.00S,2025-01-12T23:14:27.3Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612764,1,7,2025-01-12T23:14:34Z,360000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Poole 2 FT),"[1631114, 1629673]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,2004.0,1.0,0.0,Poole,1629673.0,,,,,,
38,PT09M32.00S,2025-01-12T23:14:52.6Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,2,7,2025-01-12T23:14:52Z,380000,False,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
39,PT09M32.00S,2025-01-12T23:15:10.2Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,3,7,2025-01-12T23:15:10Z,390000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
40,PT09M16.00S,2025-01-12T23:15:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,83.13074901445466,43.627450980392155,1610612760,3,9,2025-01-12T23:15:32Z,400000,False,-32.0,106.0,1,right,C. Wallace 11' driving floating Jump Shot (5 PTS) (L. Dort 1 AST),"[1641717, 1629652]",1610612760.0,OKC,driving floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,11.08,Made,,,,,,,,,,,,,5.0,L. Dort,1629652.0,1.0,,
42,PT09M04.00S,2025-01-12T23:15:40.4Z,1,REGULAR,2pt,Jump Shot,[],1628398,13.222733245729303,79.16666666666666,1610612764,3,9,2025-01-12T23:15:44Z,420000,False,-146.0,72.0,1,left,MISS K. Kuzma 16' turnaround Shot,[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left,16.25,Missed,,,,,,,,,,,,,,,,,,
43,PT09M01.00S,2025-01-12T23:15:43.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,3,9,2025-01-12T23:15:44Z,430000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT08M54.00S,2025-01-12T23:15:53.0Z,1,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,3,9,2025-01-12T23:16:01Z,440000,False,,,0,,J. Williams lost ball out-of-bounds TURNOVER (1 TO),[1631114],1610612760.0,OKC,lost ball,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,2004.0,,,,,,,,,,
46,PT08M46.00S,2025-01-12T23:16:03.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,23.73521681997372,10.784313725490197,1610612764,6,9,2025-01-12T23:16:07Z,460000,False,196.0,171.0,1,left,C. Carrington 25' 3PT  (3 PTS) (K. Kuzma 1 AST),"[1642267, 1628398]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Right Center,25.99,Made,,,,,,,,,,,,,3.0,K. Kuzma,1628398.0,1.0,,
48,PT08M26.00S,2025-01-12T23:16:23.1Z,1,REGULAR,2pt,Jump Shot,[],1629652,75.90341655716163,60.78431372549019,1610612760,6,11,2025-01-12T23:16:27Z,480000,False,54.0,174.0,1,right,L. Dort 18' pullup Jump Shot (2 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,18.22,Made,,,,,,,,,,,,,2.0,,,,,
49,PT08M08.00S,2025-01-12T23:16:41.5Z,1,REGULAR,3pt,Jump Shot,[],1641731,33.98488830486202,59.55882352941176,1610612764,6,11,2025-01-12T23:16:46Z,490000,False,-48.0,267.0,1,left,MISS B. Coulibaly 27' step back 3PT,[1641731],1610612764.0,WAS,step back,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,,,,,,,,,,
50,PT08M05.00S,2025-01-12T23:16:44.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,6,11,2025-01-12T23:16:46Z,500000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M59.00S,2025-01-12T23:16:50.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629652,94.30026281208936,55.392156862745104,1610612760,6,11,2025-01-12T23:21:19Z,510000,False,27.0,1.0,1,right,MISS L. Dort running Layup,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
52,PT07M57.00S,2025-01-12T23:16:52.6Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,6,11,2025-01-12T23:17:01Z,520000,False,,,0,,C. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Restricted Area,0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M55.00S,2025-01-12T23:16:54.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641731,5.601182654402102,50.245098039215684,1610612764,8,11,2025-01-12T23:17:07Z,530000,False,-1.0,0.0,1,left,B. Coulibaly running DUNK (3 PTS) (C. Carrington 1 AST),"[1641731, 1642267]",1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,,,,,,,,,3.0,C. Carrington,1642267.0,1.0,,
55,PT07M41.00S,2025-01-12T23:17:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.42247043363994,38.970588235294116,1610612760,8,13,2025-01-12T23:17:12Z,550000,False,-55.0,122.0,1,right,S. Gilgeous-Alexander 13' turnaround fadeaway Jump Shot (4 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,13.4,Made,,,,,,,,,,,,,4.0,,,,,
56,PT07M30.00S,2025-01-12T23:17:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,4.944152431011826,57.107843137254896,1610612764,10,13,2025-01-12T23:17:28Z,560000,False,-36.0,-6.0,1,left,J. Poole driving Layup (4 PTS),[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,,,,,,,4.0,,,,,
57,PT07M30.00S,2025-01-12T23:17:24.2Z,1,REGULAR,foul,personal,['1freethrow'],1628983,,,1610612764,10,13,2025-01-12T23:17:31Z,570000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Poole 1 FT),"[1628983, 1629673]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,1.0,0.0,Poole,1629673.0,,,,,,
59,PT07M30.00S,2025-01-12T23:17:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,10,13,2025-01-12T23:18:54Z,590000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M30.00S,2025-01-12T23:20:55.6Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612764,11,13,2025-01-12T23:20:55Z,600000,False,,,0,,J. Poole Free Throw 1 of 1 (5 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
61,PT07M15.00S,2025-01-12T23:21:13.0Z,1,REGULAR,3pt,Jump Shot,[],1631114,69.85873850197109,68.38235294117648,1610612760,11,13,2025-01-12T23:21:19Z,610000,False,92.0,231.0,1,right,MISS J. Williams 24' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
62,PT07M12.00S,2025-01-12T23:21:16.0Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,11,13,2025-01-12T23:21:19Z,620000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT07M05.00S,2025-01-12T23:21:23.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,4.418528252299605,95.58823529411765,1610612764,11,13,2025-01-12T23:21:30Z,630000,False,-228.0,-11.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
64,PT06M59.00S,2025-01-12T23:21:29.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,11,13,2025-01-12T23:21:30Z,640000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,63.0,3.0,3.0,0.0,,,,,,,,,,,,,,
65,PT06M50.00S,2025-01-12T23:21:37.6Z,1,REGULAR,2pt,Jump Shot,[],1628983,92.72339027595268,79.65686274509804,1610612760,11,13,2025-01-12T23:21:44Z,650000,False,148.0,16.0,1,right,MISS S. Gilgeous-Alexander 14' turnaround Shot,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,14.91,Missed,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2025-01-12T23:21:41.6Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,11,13,2025-01-12T23:21:44Z,660000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M37.00S,2025-01-12T23:21:50.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,34.247700394218136,46.81372549019608,1610612764,11,13,2025-01-12T23:21:55Z,670000,False,16.0,269.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.99,Missed,,,,,,,,,,,,,,,,,,
68,PT06M35.00S,2025-01-12T23:21:52.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,11,13,2025-01-12T23:21:55Z,680000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,
69,PT06M22.00S,2025-01-12T23:22:06.6Z,1,REGULAR,2pt,Jump Shot,[],1629652,78.9257555847569,40.68627450980392,1610612760,11,15,2025-01-12T23:24:40Z,690000,False,-47.0,146.0,1,right,L. Dort 15' pullup Jump Shot (4 PTS) (C. Wallace 1 AST),"[1629652, 1641717]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,8-16 Center,15.29,Made,,,,,,,,,,,,,4.0,C. Wallace,1641717.0,1.0,,
70,PT06M10.00S,2025-01-12T23:22:17.9Z,1,REGULAR,3pt,Jump Shot,[],1641731,29.6484888304862,75.73529411764706,1610612764,11,15,2025-01-12T23:22:22Z,700000,False,-129.0,226.0,1,left,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
71,PT06M07.00S,2025-01-12T23:22:20.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,11,15,2025-01-12T23:22:22Z,710000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,70.0,4.0,3.0,1.0,,,,,,,,,,,,,,
72,PT05M59.00S,2025-01-12T23:22:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612760,11,15,2025-01-12T23:22:38Z,720000,False,,,0,,C. Carrington shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1642267, 1628983]",1610612764.0,WAS,shooting,,,Carrington,C. Carrington,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627963.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
75,PT05M59.00S,2025-01-12T23:23:01.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,11,16,2025-01-12T23:23:01Z,740000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
76,PT05M59.00S,2025-01-12T23:23:18.7Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,11,17,2025-01-12T23:23:18Z,750000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
77,PT05M44.00S,2025-01-12T23:23:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,19.92444152431012,51.470588235294116,1610612764,13,17,2025-01-12T23:24:02Z,760000,False,-7.0,135.0,1,left,C. Carrington 13' pullup Jump Shot (5 PTS) (J. Poole 1 AST),"[1642267, 1629673]",1610612764.0,WAS,pullup,,,Carrington,C. Carrington,,,,,In The Paint (Non-RA),8-16 Center,13.5,Made,,,,,,,,,,,,,5.0,J. Poole,1629673.0,1.0,,
79,PT05M28.00S,2025-01-12T23:23:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.85479632063075,46.81372549019608,1610612760,13,17,2025-01-12T23:24:08Z,780000,False,-16.0,15.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2025-01-12T23:23:53.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,13,17,2025-01-12T23:24:08Z,790000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT05M23.00S,2025-01-12T23:23:58.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,31.750985545335087,71.07843137254902,1610612764,13,17,2025-01-12T23:25:49Z,800000,False,-105.0,246.0,1,left,MISS J. Poole 26' running pullup 3PT,[1629673],1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
