actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-05T23:10:47.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-05T23:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-01-05T23:10:52.3Z,1,REGULAR,jumpball,recovered,[],1642267,,,1610612764,0,0,2025-01-05T23:10:52Z,40000,False,,,0,,Jump Ball A. Sarr vs. Y. Missi: Tip to C. Carrington,"[1642267, 1642259, 1642274]",1610612764.0,WAS,startperiod,C. Carrington,1642267.0,Carrington,C. Carrington,Sarr,1642259.0,Missi,1642274.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-01-05T23:11:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,6.783837056504599,46.32352941176471,1610612764,0,0,2025-01-05T23:21:20Z,70000,False,18.0,11.0,1,left,MISS J. Champagnie driving Layup - blocked,"[1630551, 203468]",1610612764.0,WAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.16,Missed,McCollum,203468.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-01-05T23:11:04.2Z,1,REGULAR,block,,[],203468,,,1610612764,0,0,2025-01-05T23:11:06Z,80000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2025-01-05T23:11:05.2Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,0,0,2025-01-05T23:21:20Z,90000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
68,PT11M41.00S,2025-01-05T23:11:07.9Z,1,REGULAR,turnover,out-of-bounds,[],1630551,,,1610612764,0,0,2025-01-05T23:20:34Z,105000,False,,,0,,J. Champagnie lost ball out-of-bounds TURNOVER (1 TO),[1630551],1610612764.0,WAS,lost ball,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,2005.0,1.0,,,,,,,,,,
13,PT11M20.00S,2025-01-05T23:11:37.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,92.85479632063075,2.450980392156863,1610612740,0,0,2025-01-05T23:20:17Z,130000,False,-238.0,15.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
14,PT11M16.00S,2025-01-05T23:11:41.4Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,0,0,2025-01-05T23:11:43Z,140000,False,,,0,,Y. Missi REBOUND (Off:1 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Left Corner 3,24+ Left,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,
15,PT11M09.00S,2025-01-05T23:11:47.8Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'fromturnover']",1627749,93.24901445466492,18.872549019607842,1610612740,0,0,2025-01-05T23:20:17Z,150000,False,-156.0,11.0,1,right,MISS D. Murray 15' step back Shot,[1627749],1610612740.0,NOP,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,15.6,Missed,,,,,,,,,,,,,,,,,,
16,PT11M08.00S,2025-01-05T23:11:48.8Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,0,0,2025-01-05T23:12:59Z,160000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,
17,PT11M08.00S,2025-01-05T23:11:52.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630530,94.40999984741211,50.0,1610612740,0,2,2025-01-05T23:20:17Z,170000,False,0.0,0.0,1,right,T. Murphy III tip DUNK (2 PTS),[1630530],1610612740.0,NOP,tip,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,2.0,,,,,,,,,
19,PT10M42.00S,2025-01-05T23:12:35.4Z,1,REGULAR,3pt,Jump Shot,[],1642259,34.11629434954008,15.686274509803921,1610612764,0,2,2025-01-05T23:12:40Z,190000,False,172.0,268.0,1,left,MISS A. Sarr 31' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,31.84,Missed,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2025-01-05T23:12:39.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,0,2,2025-01-05T23:12:40Z,200000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
21,PT10M34.00S,2025-01-05T23:12:42.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,79.31997371879106,93.62745098039215,1610612740,0,5,2025-01-05T23:14:19Z,210000,False,218.0,142.0,1,right,C. McCollum 26' 3PT running pullup (3 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.02,Made,,,,,,,,,3.0,,,,,,,,,
