actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
175,PT11M50.00S,2025-02-22T00:39:37.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626158,94.87516425755584,50.268075980392155,1610612764,32,19,2025-02-22T00:42:52Z,1720000,False,1.0,-4.0,1,right,MISS R. Holmes running Layup - blocked,"[1626158, 203507]",1610612764.0,WAS,running,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,0.45,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
176,PT11M50.00S,2025-02-22T00:39:37.0Z,2,REGULAR,block,,[],203507,,,1610612764,32,19,2025-02-22T00:39:44Z,1730000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT11M50.00S,2025-02-22T00:39:37.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,19,2025-02-22T00:39:49Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,175.0,,,,,,,,,,,,,,
179,PT11M41.00S,2025-02-22T00:39:59.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642267,95.0886990801577,96.07843137254902,1610612764,32,19,2025-02-22T00:40:04Z,1760000,False,230.0,-6.0,1,right,MISS B. Carrington 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Right Corner 3,24+ Right,,23.05,Missed,,,,,,,,,,,,,,,,,
180,PT11M38.00S,2025-02-22T00:40:02.5Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,32,19,2025-02-22T00:40:04Z,1770000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,
181,PT11M27.00S,2025-02-22T00:40:15.0Z,2,REGULAR,foul,personal,[],1630557,,,1610612749,32,19,2025-02-22T00:40:32Z,1780000,False,,,0,,C. Kispert personal FOUL (1 PF),"[1630557, 203507]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Antetokounmpo,203507.0
184,PT11M15.00S,2025-02-22T00:40:47.7Z,2,REGULAR,2pt,Jump Shot,[],203507,7.440867279894875,73.2843137254902,1610612749,32,21,2025-02-22T00:40:55Z,1800000,False,-116.0,17.0,1,left,G. Antetokounmpo 11' fadeaway Jump Shot (5 PTS) (K. Kuzma 1 AST),"[203507, 1628398]",1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,11.77,Made,,,,,,,,,5.0,K. Kuzma,1628398.0,1.0,,,,,
185,PT11M02.00S,2025-02-22T00:41:04.6Z,2,REGULAR,foul,offensive,[],1626158,,,1610612764,32,21,2025-02-22T00:42:02Z,1810000,False,,,0,,R. Holmes offensive FOUL (1 PF),"[1626158, 1629645]",1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Porter Jr.,1629645.0
187,PT11M02.00S,2025-02-22T00:41:04.6Z,2,REGULAR,turnover,offensive foul,[],1626158,,,1610612764,32,21,2025-02-22T00:41:04Z,1830000,False,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,1628159.0,,,,
188,PT10M43.00S,2025-02-22T00:41:35.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,6.521024967148489,51.225490196078425,1610612749,32,23,2025-02-22T00:41:42Z,1840000,False,-6.0,9.0,1,left,G. Antetokounmpo DUNK (7 PTS) (K. Kuzma 2 AST),"[203507, 1628398]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,1.07,Made,,,,,,,,,7.0,K. Kuzma,1628398.0,2.0,,,,,
190,PT10M28.00S,2025-02-22T00:41:50.6Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612764,32,23,2025-02-22T00:41:57Z,1860000,False,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 1626192]",1610612764.0,WAS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,Connaughton,1626192.0,,,,,,,,,
191,PT10M28.00S,2025-02-22T00:41:50.6Z,2,REGULAR,steal,,[],1626192,,,1610612749,32,23,2025-02-22T00:41:52Z,1870000,False,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
192,PT10M13.00S,2025-02-22T00:42:05.9Z,2,REGULAR,turnover,backcourt,[],203507,,,1610612749,32,23,2025-02-22T00:42:12Z,1880000,False,,,0,,G. Antetokounmpo backcourt TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,3.0,,,,,,,,,,,,,,,1162.0,,,,
193,PT10M04.00S,2025-02-22T00:42:37.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630551,87.99277266754271,1.9607843137254901,1610612764,32,23,2025-02-22T00:42:41Z,1890000,False,-240.0,60.0,1,right,MISS J. Champagnie 24' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,24.77,Missed,,,,,,,,,,,,,,,,,
194,PT10M01.00S,2025-02-22T00:42:40.1Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,32,23,2025-02-22T00:42:41Z,1900000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,193.0,2.0,1.0,1.0,,,,,,,,,,,
195,PT09M45.00S,2025-02-22T00:42:55.6Z,2,REGULAR,2pt,Jump Shot,[],1629645,22.026938239159,51.225490196078425,1610612749,32,23,2025-02-22T00:42:59Z,1910000,False,-6.0,155.0,1,left,MISS K. Porter Jr. 15' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Center,,15.47,Missed,,,,,,,,,,,,,,,,,
196,PT09M43.00S,2025-02-22T00:42:57.6Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612764,32,23,2025-02-22T00:42:59Z,1920000,False,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Mid-Range,8-16 Center,,,,,,195.0,2.0,1.0,1.0,,,,,,,,,,,
197,PT09M39.00S,2025-02-22T00:43:02.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,70.90998685939553,12.745098039215685,1610612764,35,23,2025-02-22T00:45:06Z,1930000,False,-186.0,221.0,1,right,C. Kispert 28' 3PT running (9 PTS) (B. Carrington 1 AST),"[1630557, 1642267]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,28.9,Made,,,,,,,,,9.0,B. Carrington,1642267.0,1.0,,,,,
200,PT09M20.00S,2025-02-22T00:43:22.6Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612749,35,23,2025-02-22T00:43:27Z,1950000,False,,,0,,R. Holmes shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1626158, 203507]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Antetokounmpo,203507.0
202,PT09M20.00S,2025-02-22T00:43:43.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,35,23,2025-02-22T00:43:43Z,1970000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M20.00S,2025-02-22T00:45:31.6Z,2,REGULAR,substitution,out,[],1630579,,,1610612749,35,23,2025-02-22T00:46:52Z,1990000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M20.00S,2025-02-22T00:45:31.6Z,2,REGULAR,substitution,out,[],1629645,,,1610612749,35,23,2025-02-22T00:46:52Z,2000000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M20.00S,2025-02-22T00:45:31.6Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,35,23,2025-02-22T00:46:52Z,2010000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M20.00S,2025-02-22T00:45:31.6Z,2,REGULAR,substitution,in,[],1631157,,,1610612749,35,23,2025-02-22T00:46:52Z,2020000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M20.00S,2025-02-22T00:45:31.6Z,2,REGULAR,substitution,in,[],1631260,,,1610612749,35,23,2025-02-22T00:46:52Z,2030000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M20.00S,2025-02-22T00:45:31.6Z,2,REGULAR,substitution,in,[],201572,,,1610612749,35,23,2025-02-22T00:46:52Z,2040000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M20.00S,2025-02-22T00:47:08.0Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,35,24,2025-02-22T00:47:08Z,2050000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (8 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,
211,PT09M20.00S,2025-02-22T00:47:18.1Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,35,25,2025-02-22T00:47:18Z,2060000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,
212,PT08M59.00S,2025-02-22T00:47:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,90.09526938239159,50.0,1610612764,37,25,2025-02-22T00:47:51Z,2070000,False,0.0,41.0,1,right,C. Kispert finger roll Layup (11 PTS),[1630557],1610612764.0,WAS,finger roll,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,4.06,Made,,,,,,,,,11.0,,,,,,,,
213,PT08M51.00S,2025-02-22T00:47:55.2Z,2,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,37,25,2025-02-22T00:48:01Z,2080000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (4 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,4.0,,,,,,,,,,,,,,,1162.0,,,,
214,PT08M27.00S,2025-02-22T00:48:24.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630551,88.64980289093299,48.529411764705884,1610612764,39,25,2025-02-22T00:48:41Z,2090000,False,-7.0,54.0,1,right,J. Champagnie floating Jump Shot (2 PTS) (B. Carrington 2 AST),"[1630551, 1642267]",1610612764.0,WAS,floating,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,5.47,Made,,,,,,,,,2.0,B. Carrington,1642267.0,2.0,,,,,
216,PT08M11.00S,2025-02-22T00:48:40.0Z,2,REGULAR,3pt,Jump Shot,[],1628398,24.78646517739816,12.254901960784313,1610612749,39,25,2025-02-22T00:48:45Z,2110000,False,189.0,180.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,26.11,Missed,,,,,,,,,,,,,,,,,
217,PT08M07.00S,2025-02-22T00:48:44.0Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,39,25,2025-02-22T00:48:45Z,2120000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,216.0,1.0,0.0,1.0,,,,,,,,,,,
218,PT08M06.00S,2025-02-22T00:48:45.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631260,33.722076215505915,46.568627450980394,1610612749,39,25,2025-02-22T00:48:49Z,2130000,False,17.0,264.0,1,left,MISS A. Green 26' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,26.51,Missed,,,,,,,,,,,,,,,,,
219,PT08M03.00S,2025-02-22T00:48:48.4Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612764,39,25,2025-02-22T00:48:49Z,2140000,False,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,,,,,,218.0,3.0,2.0,1.0,,,,,,,,,,,
221,PT07M55.00S,2025-02-22T00:49:04.3Z,2,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612764,39,25,2025-02-22T00:49:08Z,2160000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Carrington 2 FT),"[1631260, 1642267]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Carrington,1642267.0
223,PT07M55.00S,2025-02-22T00:49:25.2Z,2,REGULAR,freethrow,1 of 2,[],1642267,,,1610612764,40,25,2025-02-22T00:49:25Z,2180000,False,,,0,,B. Carrington Free Throw 1 of 2 (5 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,
226,PT07M55.00S,2025-02-22T00:49:42.5Z,2,REGULAR,freethrow,2 of 2,[],1642267,,,1610612764,41,25,2025-02-22T00:49:42Z,2190000,False,,,0,,B. Carrington Free Throw 2 of 2 (6 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
228,PT07M38.00S,2025-02-22T00:50:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,5.338370565045992,47.05882352941176,1610612749,41,27,2025-02-22T00:51:54Z,2210000,False,15.0,-2.0,1,left,K. Kuzma cutting Layup (2 PTS) (G. Antetokounmpo 1 AST),"[1628398, 203507]",1610612749.0,MIL,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,1.49,Made,,,,,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,
230,PT07M19.00S,2025-02-22T00:50:33.7Z,2,REGULAR,3pt,Jump Shot,[],1630557,74.72076215505913,13.970588235294118,1610612764,41,27,2025-02-22T00:50:39Z,2230000,False,-180.0,185.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,25.83,Missed,,,,,,,,,,,,,,,,,
231,PT07M13.00S,2025-02-22T00:50:39.7Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,41,27,2025-02-22T00:50:39Z,2240000,False,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,230.0,3.0,2.0,1.0,,,,,,,,,,,
232,PT07M09.00S,2025-02-22T00:50:43.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,6.389618922470433,97.30392156862744,1610612749,41,30,2025-02-22T00:52:29Z,2250000,False,-237.0,8.0,1,left,A. Green 3PT running (6 PTS) (R. Rollins 3 AST),"[1631260, 1631157]",1610612749.0,MIL,running,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,23.66,Made,,,,,,,,,6.0,R. Rollins,1631157.0,3.0,,,,,
234,PT07M01.00S,2025-02-22T00:50:52.3Z,2,REGULAR,3pt,Jump Shot,[],1630551,78.40013140604468,4.6568627450980395,1610612764,44,30,2025-02-22T00:52:52Z,2270000,False,-227.0,151.0,1,right,J. Champagnie 27' 3PT  (5 PTS) (M. Smart 1 AST),"[1630551, 203935]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,27.21,Made,,,,,,,,,5.0,M. Smart,203935.0,1.0,,,,,
236,PT07M01.00S,2025-02-22T00:50:56.5Z,2,REGULAR,foul,personal,['1freethrow'],203507,,,1610612764,44,30,2025-02-22T00:51:05Z,2290000,False,,,0,,G. Antetokounmpo shooting personal FOUL (3 PF) (Champagnie 1 FT),"[203507, 1630551]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1627964.0,3.0,0.0,Champagnie,1630551.0
238,PT07M01.00S,2025-02-22T00:51:06.2Z,2,REGULAR,substitution,out,[],203935,,,1610612764,44,30,2025-02-22T00:51:12Z,2310000,False,,,0,,SUB out: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M01.00S,2025-02-22T00:51:06.2Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,44,30,2025-02-22T00:51:12Z,2320000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M01.00S,2025-02-22T00:51:32.2Z,2,REGULAR,freethrow,1 of 1,[],1630551,,,1610612764,44,30,2025-02-22T00:51:34Z,2330000,False,,,0,,MISS J. Champagnie Free Throw 1 of 1,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
241,PT06M58.00S,2025-02-22T00:51:35.2Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,44,30,2025-02-22T00:51:34Z,2340000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,240.0,2.0,1.0,1.0,,,,,,,,,,,
242,PT06M39.00S,2025-02-22T00:51:52.8Z,2,REGULAR,3pt,Jump Shot,[],1631260,22.158344283837057,7.352941176470589,1610612749,44,30,2025-02-22T00:51:58Z,2350000,False,213.0,156.0,1,left,MISS A. Green 26' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,26.41,Missed,,,,,,,,,,,,,,,,,
243,PT06M35.00S,2025-02-22T00:51:56.8Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,44,30,2025-02-22T00:51:58Z,2360000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,242.0,1.0,1.0,0.0,,,,,,,,,,,
245,PT06M33.00S,2025-02-22T00:51:57.5Z,2,REGULAR,turnover,bad pass,[],1630551,,,1610612764,44,30,2025-02-22T00:52:06Z,2380000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630551, 1628398]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,Kuzma,1628398.0,,,,,,,,,
246,PT06M33.00S,2025-02-22T00:51:57.5Z,2,REGULAR,steal,,[],1628398,,,1610612749,44,30,2025-02-22T00:52:03Z,2390000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
247,PT06M32.00S,2025-02-22T00:52:05.5Z,2,REGULAR,foul,personal,[],1629673,,,1610612749,44,30,2025-02-22T00:52:13Z,2400000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1628398]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Kuzma,1628398.0
249,PT06M32.00S,2025-02-22T00:52:15.5Z,2,REGULAR,substitution,out,[],203507,,,1610612749,44,30,2025-02-22T00:52:19Z,2420000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M32.00S,2025-02-22T00:52:15.5Z,2,REGULAR,substitution,in,[],1629018,,,1610612749,44,30,2025-02-22T00:52:19Z,2430000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M32.00S,2025-02-22T00:52:22.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,44,30,2025-02-22T00:52:22Z,2440000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,out,[],1642267,,,1610612749,44,30,2025-02-22T00:55:07Z,2450000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,out,[],1630551,,,1610612749,44,30,2025-02-22T00:55:07Z,2460000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,out,[],1626158,,,1610612749,44,30,2025-02-22T00:55:07Z,2470000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,out,[],1630557,,,1610612749,44,30,2025-02-22T00:55:07Z,2480000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,in,[],1642259,,,1610612749,44,30,2025-02-22T00:55:07Z,2490000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,in,[],1642273,,,1610612749,44,30,2025-02-22T00:55:07Z,2500000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,in,[],1641731,,,1610612749,44,30,2025-02-22T00:55:07Z,2510000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M32.00S,2025-02-22T00:52:25.3Z,2,REGULAR,substitution,in,[],203114,,,1610612749,44,30,2025-02-22T00:55:07Z,2520000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M27.00S,2025-02-22T00:55:20.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,34.11629434954008,68.38235294117648,1610612749,44,33,2025-02-22T00:55:26Z,2530000,False,-92.0,268.0,1,left,K. Kuzma 28' 3PT  (5 PTS) (B. Lopez 2 AST),"[1628398, 201572]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,28.35,Made,,,,,,,,,5.0,B. Lopez,201572.0,2.0,,,,,
262,PT06M00.00S,2025-02-22T00:55:47.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,89.30683311432325,49.26470588235294,1610612764,44,33,2025-02-22T00:55:52Z,2550000,False,-4.0,48.0,1,right,MISS A. Sarr driving Hook,[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,4.81,Missed,,,,,,,,,,,,,,,,,
263,PT05M58.00S,2025-02-22T00:55:49.8Z,2,REGULAR,rebound,defensive,[],1631157,,,1610612749,44,33,2025-02-22T00:55:52Z,2560000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,262.0,1.0,1.0,0.0,,,,,,,,,,,
264,PT05M48.00S,2025-02-22T00:56:00.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,11.514454664914586,63.725490196078425,1610612749,44,35,2025-02-22T00:56:03Z,2570000,False,-69.0,56.0,1,left,B. Lopez 8' floating Jump Shot (7 PTS) (G. Trent Jr. 1 AST),"[201572, 1629018]",1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,,8.84,Made,,,,,,,,,7.0,G. Trent Jr.,1629018.0,1.0,,,,,
266,PT05M38.00S,2025-02-22T00:56:09.2Z,2,REGULAR,3pt,Jump Shot,[],1642259,81.02825229960578,95.34313725490196,1610612764,47,35,2025-02-22T00:56:15Z,2590000,False,227.0,126.0,1,right,A. Sarr 25' 3PT  (12 PTS) (K. George 3 AST),"[1642259, 1642273]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,25.93,Made,,,,,,,,,12.0,K. George,1642273.0,3.0,,,,,
