actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-09T00:10:29.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-09T00:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-09T00:10:32.6Z,1,REGULAR,jumpball,recovered,[],1642267,,,1610612764,0,0,2025-02-09T00:10:32Z,40000,False,,,0,,Jump Ball R. Holmes vs. O. Okongwu: Tip to B. Carrington,"[1642267, 1626158, 1630168]",1610612764.0,WAS,startperiod,B. Carrington,1642267.0,Carrington,B. Carrington,Holmes,1626158.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-09T00:10:44.2Z,1,REGULAR,2pt,Jump Shot,[],1641731,82.86793692509855,75.49019607843137,1610612764,0,0,2025-02-09T00:10:48Z,70000,False,127.0,109.0,1,right,MISS B. Coulibaly 16' turnaround Shot,[1641731],1610612764.0,WAS,turnaround,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,16.74,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-02-09T00:10:46.2Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612737,0,0,2025-02-09T00:10:48Z,80000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M38.00S,2025-02-09T00:10:50.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,28.33442838370565,82.84313725490196,1610612737,0,0,2025-02-09T00:10:57Z,90000,False,-164.0,214.0,1,left,MISS G. Niang 26' running 3PT,[1627777],1610612737.0,ATL,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2025-02-09T00:10:53.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,0,0,2025-02-09T00:10:57Z,100000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M33.00S,2025-02-09T00:10:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630551,94.03745072273325,59.55882352941176,1610612764,2,0,2025-02-09T00:11:01Z,110000,False,48.0,4.0,1,right,J. Champagnie running Layup (2 PTS) (J. Poole 1 AST),"[1630551, 1629673]",1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,,,,,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,
13,PT11M17.00S,2025-02-09T00:11:11.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,22.552562417871222,11.27450980392157,1610612737,2,0,2025-02-09T00:11:17Z,130000,False,194.0,159.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.08,Missed,,,,,,,,,,,,,,,,,,
14,PT11M13.00S,2025-02-09T00:11:15.4Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,2,0,2025-02-09T00:11:17Z,140000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M08.00S,2025-02-09T00:11:19.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,74.58935611038108,87.5,1610612764,2,0,2025-02-09T00:11:42Z,150000,False,188.0,186.0,1,right,MISS J. Poole 26' running 3PT,[1629673],1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
16,PT11M07.00S,2025-02-09T00:11:23.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,2,0,2025-02-09T00:11:23Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,15.0,,,,,,,,,,,,,,,,,
18,PT10M53.00S,2025-02-09T00:11:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,10.85742444152431,34.80392156862745,1610612737,2,0,2025-02-09T00:12:20Z,180000,False,76.0,50.0,1,left,MISS D. Daniels 9' finger roll Layup,[1630700],1610612737.0,ATL,finger roll,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,9.08,Missed,,,,,,,,,,,,,,,,,,
19,PT10M50.00S,2025-02-09T00:11:46.0Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612737,2,0,2025-02-09T00:11:46Z,190000,False,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Right,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT10M49.00S,2025-02-09T00:11:46.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630168,12.040078843626807,55.63725490196079,1610612737,2,0,2025-02-09T00:12:45Z,200000,False,-28.0,61.0,1,left,MISS O. Okongwu 6' floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,,
21,PT10M46.00S,2025-02-09T00:11:49.7Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,2,0,2025-02-09T00:11:51Z,210000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M45.00S,2025-02-09T00:11:54.1Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612764,2,0,2025-02-09T00:12:01Z,220000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (1 TO),[1629673],1610612764.0,WAS,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,,,200832.0,1.0,,,,,,,,
23,PT10M28.00S,2025-02-09T00:12:25.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,38.58409986859396,36.76470588235294,1610612737,2,3,2025-02-09T00:12:30Z,230000,False,66.0,310.0,1,left,T. Young 31' 3PT pullup (3 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,31.72,Made,,,,,3.0,,,,,,,,,,,,,
24,PT10M04.00S,2025-02-09T00:12:48.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,67.88764783180025,24.264705882352942,1610612764,2,3,2025-02-09T00:12:53Z,240000,False,-129.0,249.0,1,right,MISS J. Poole 28' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,28.06,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2025-02-09T00:12:51.7Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,2,3,2025-02-09T00:12:53Z,250000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
