actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-20T00:10:42.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-20T00:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-12-20T00:10:43.6Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2024-12-20T00:10:43Z,40000,False,,,0,,Jump Ball M. Williams vs. A. Sarr: Tip to L. Ball,"[1630163, 1631109, 1642259]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Williams,1631109.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-12-20T00:10:53.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,4.944152431011826,49.26470588235294,1610612766,0,2,2024-12-20T00:10:59Z,70000,False,4.0,-6.0,1,left,M. Bridges alley-oop DUNK (2 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2024-12-20T00:11:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,66.5735873850197,47.05882352941176,1610612764,3,2,2024-12-20T00:11:13Z,90000,False,-15.0,262.0,1,right,J. Poole 26' 3PT  (3 PTS) (B. Coulibaly 1 AST),"[1629673, 1641731]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.21,Made,3.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,,,,,,
12,PT11M12.00S,2024-12-20T00:11:50.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,4.681340341655716,95.58823529411765,1610612766,3,2,2024-12-20T00:11:55Z,120000,False,-228.0,-8.0,1,left,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2024-12-20T00:11:52.1Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,3,2,2024-12-20T00:11:55Z,130000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT11M08.00S,2024-12-20T00:11:54.4Z,1,REGULAR,turnover,bad pass,[],1642259,,,1610612764,3,2,2024-12-20T00:11:58Z,140000,False,,,0,,A. Sarr bad pass TURNOVER (1 TO),"[1642259, 1630163]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Ball,1630163.0,,,,,,,
15,PT11M08.00S,2024-12-20T00:11:54.4Z,1,REGULAR,steal,,[],1630163,,,1610612766,3,2,2024-12-20T00:11:56Z,150000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
16,PT11M06.00S,2024-12-20T00:11:57.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,3.630091984231275,97.54901960784314,1610612766,3,2,2024-12-20T00:12:22Z,160000,False,-238.0,-18.0,1,left,MISS L. Ball pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
17,PT11M05.00S,2024-12-20T00:11:58.1Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,3,2,2024-12-20T00:12:34Z,170000,False,,,0,,C. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Left Corner 3,24+ Left,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
