actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-08T00:10:52.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-08T00:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-01-08T00:10:55.2Z,1,REGULAR,jumpball,recovered,[],1641708,,,1610612745,0,0,2025-01-08T00:10:55Z,40000,False,,,0,,Jump Ball A. Sengun vs. A. Sarr: Tip to A. Thompson,"[1641708, 1630578, 1642259]",1610612745.0,HOU,startperiod,A. Thompson,1641708.0,Thompson,A. Thompson,Sengun,1630578.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-01-08T00:11:11.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,88.64980289093299,48.03921568627451,1610612745,0,0,2025-01-08T00:11:50Z,70000,False,-10.0,54.0,1,right,MISS A. Sengun driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-01-08T00:11:13.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2025-01-08T00:11:50Z,80000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-01-08T00:11:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612764,0,0,2025-01-08T00:11:26Z,90000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1630578, 1628398]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204059.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,
11,PT11M35.00S,2025-01-08T00:11:45.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628398,,,1610612764,0,0,2025-01-08T01:14:09Z,110000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M35.00S,2025-01-08T00:11:45.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,0,0,2025-01-08T01:14:09Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M35.00S,2025-01-08T00:11:45.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628398,,,1610612764,1,0,2025-01-08T01:14:09Z,130000,False,,,0,,K. Kuzma Free Throw 2 of 2 (1 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M26.00S,2025-01-08T00:12:11.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,70.38436268068331,18.872549019607842,1610612745,1,0,2025-01-08T00:12:37Z,140000,False,-156.0,226.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.43,Missed,,,,,,,,,,,,,,,,,,
15,PT11M24.00S,2025-01-08T00:12:13.2Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,1,0,2025-01-08T00:12:37Z,150000,False,,,0,,C. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
