actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-15T23:12:43.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-15T23:12:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-15T23:12:47.1Z,1,REGULAR,jumpball,recovered,[],1629673,,,1610612764,0,0,2024-12-15T23:12:47Z,40000,False,,,0,,Jump Ball A. Sarr vs. K. Porziņģis: Tip to J. Poole,"[1629673, 1642259, 204001]",1610612764.0,WAS,startperiod,J. Poole,1629673.0,Poole,J. Poole,Sarr,1642259.0,Porziņģis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2024-12-15T23:13:09.1Z,1,REGULAR,3pt,Jump Shot,[],1641731,65.39093298291722,19.362745098039216,1610612764,3,0,2024-12-15T23:13:14Z,70000,False,-153.0,273.0,1,right,B. Coulibaly 31' 3PT  (3 PTS) (J. Poole 1 AST),"[1641731, 1629673]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,31.29,Made,3.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-12-15T23:13:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,15.982260183968464,64.4607843137255,1610612738,3,2,2024-12-15T23:13:29Z,90000,False,-72.0,98.0,1,left,K. Porziņģis 12' turnaround bank Jump Shot (2 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,turnaround bank,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Left,12.15,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
11,PT11M05.00S,2024-12-15T23:13:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.46057818659659,47.05882352941176,1610612764,5,2,2024-12-15T23:13:44Z,110000,False,-15.0,18.0,1,right,J. Poole driving Layup (2 PTS),[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2024-12-15T23:13:49.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,27.283180026281208,85.29411764705883,1610612738,5,2,2024-12-15T23:14:40Z,120000,False,-176.0,204.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
13,PT10M50.00S,2024-12-15T23:13:52.7Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,5,2,2024-12-15T23:13:52Z,130000,False,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT10M50.00S,2024-12-15T23:13:55.4Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,5,2,2024-12-15T23:14:25Z,140000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1628172.0,1.0,,,,,,,,
15,PT10M39.00S,2024-12-15T23:14:11.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641731,87.72996057818659,61.274509803921575,1610612764,5,2,2024-12-15T23:15:12Z,150000,False,56.0,63.0,1,right,MISS B. Coulibaly 8' turnaround Shot,[1641731],1610612764.0,WAS,turnaround,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Right,8.44,Missed,,,,,,,,,,,,,,,,,,
16,PT10M37.00S,2024-12-15T23:14:14.0Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,5,2,2024-12-15T23:14:14Z,160000,False,,,0,,A. Sarr REBOUND (Off:1 Def:0),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
