actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
83,PT05M55.00S,2025-03-31T23:24:55.4Z,1,REGULAR,substitution,out,[],1642276,,,1610612748,9,21,2025-03-31T23:21:53Z,810000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M55.00S,2025-03-31T23:24:55.4Z,1,REGULAR,substitution,in,[],203935,,,1610612748,9,21,2025-03-31T23:21:53Z,820000,False,,,0,,SUB in: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M55.00S,2025-03-31T23:24:55.4Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,9,21,2025-03-31T23:21:53Z,830000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M36.00S,2025-03-31T23:25:35.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,39.37253613666228,44.85294117647059,1610612748,9,21,2025-03-31T23:25:38Z,840000,False,26.0,318.0,1,left,MISS H. Highsmith 31' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,31.86,Missed,,,,,,,,,,,,,,,,,,
88,PT05M34.00S,2025-03-31T23:25:37.2Z,1,REGULAR,rebound,offensive,[],1641796,,,1610612748,9,21,2025-03-31T23:25:37Z,850000,False,,,0,,P. Larsson REBOUND (Off:1 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,,,87.0,3.0,2.0,1.0,,,,,,,,,,,,,,
89,PT05M32.00S,2025-03-31T23:25:41.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629639,10.33180026281209,65.19607843137256,1610612748,9,21,2025-03-31T23:27:42Z,860000,False,-76.0,45.0,1,left,MISS T. Herro 8' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,8.81,Missed,,,,,,,,,,,,,,,,,,
90,PT05M31.00S,2025-03-31T23:25:42.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,9,21,2025-03-31T23:27:42Z,870000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,89.0,3.0,2.0,1.0,,,,,,,,,,,,,,
91,PT05M30.00S,2025-03-31T23:25:47.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628389,5.590000152587891,50.0,1610612748,9,23,2025-03-31T23:27:57Z,880000,False,0.0,0.0,1,left,B. Adebayo tip DUNK (8 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,8.0,,,,,,,,,,,,,
92,PT05M15.00S,2025-03-31T23:25:56.5Z,1,REGULAR,3pt,Jump Shot,[],1642267,83.39356110381078,95.34313725490196,1610612764,9,23,2025-03-31T23:28:12Z,890000,False,227.0,104.0,1,right,MISS B. Carrington 24' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
93,PT05M11.00S,2025-03-31T23:26:00.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,9,23,2025-03-31T23:26:00Z,900000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,92.0,4.0,3.0,1.0,,,,,,,,,,,,,,
94,PT05M08.00S,2025-03-31T23:26:05.5Z,1,REGULAR,foul,personal,[],1642259,,,1610612748,9,23,2025-03-31T23:26:15Z,910000,False,,,0,,A. Sarr personal FOUL (1 PF),"[1642259, 1628389]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Left Center,,,,,,,,1628480.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,
96,PT05M08.00S,2025-03-31T23:26:15.1Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,9,23,2025-03-31T23:26:20Z,930000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M08.00S,2025-03-31T23:26:15.1Z,1,REGULAR,substitution,in,[],1626179,,,1610612748,9,23,2025-03-31T23:26:20Z,940000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M00.00S,2025-03-31T23:26:35.9Z,1,REGULAR,2pt,Jump Shot,[],1628389,20.45006570302234,64.95098039215686,1610612748,9,25,2025-03-31T23:29:07Z,950000,False,-75.0,140.0,1,left,B. Adebayo 15' Jump Shot (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.85,Made,,,,,10.0,,,,,,,,,,,,,
101,PT04M40.00S,2025-03-31T23:26:54.4Z,1,REGULAR,3pt,Jump Shot,[],1642259,92.9862023653088,96.56862745098039,1610612764,12,25,2025-03-31T23:33:40Z,980000,False,233.0,13.0,1,right,A. Sarr 3PT  (3 PTS) (J. Poole 1 AST),"[1642259, 1629673]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,3.0,,,,,,,J. Poole,1629673.0,1.0,,,,
103,PT04M25.00S,2025-03-31T23:27:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628389,33.196452036793694,63.725490196078425,1610612748,12,28,2025-03-31T23:27:14Z,1000000,False,-69.0,260.0,1,left,B. Adebayo 26' 3PT  (13 PTS) (T. Rozier 1 AST),"[1628389, 1626179]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,26.84,Made,,,,,13.0,,,,,,,T. Rozier,1626179.0,1.0,,,,
105,PT04M09.00S,2025-03-31T23:27:25.7Z,1,REGULAR,3pt,Jump Shot,[],1642259,81.42247043363994,95.09803921568627,1610612764,12,28,2025-03-31T23:27:30Z,1020000,False,225.0,122.0,1,right,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
106,PT04M06.00S,2025-03-31T23:27:28.7Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,12,28,2025-03-31T23:27:30Z,1030000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT04M02.00S,2025-03-31T23:27:33.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202692,26.49474375821288,12.254901960784313,1610612748,12,28,2025-03-31T23:27:42Z,1040000,False,189.0,197.0,1,left,MISS A. Burks 27' running 3PT,[202692],1610612748.0,MIA,running,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,27.25,Missed,,,,,,,,,,,,,,,,,,
108,PT04M00.00S,2025-03-31T23:27:35.5Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,12,28,2025-03-31T23:27:35Z,1050000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,107.0,2.0,1.0,1.0,,,,,,,,,,,,,,
109,PT03M59.00S,2025-03-31T23:27:37.0Z,1,REGULAR,turnover,bad pass,[],1629312,,,1610612748,12,28,2025-03-31T23:27:45Z,1060000,False,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1630551]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,,,,Champagnie,1630551.0
110,PT03M59.00S,2025-03-31T23:27:37.0Z,1,REGULAR,steal,,[],1630551,,,1610612764,12,28,2025-03-31T23:27:38Z,1070000,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
112,PT03M47.00S,2025-03-31T23:27:48.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203935,90.09526938239159,50.73529411764706,1610612764,12,28,2025-03-31T23:31:04Z,1090000,False,4.0,41.0,1,right,MISS M. Smart running DUNK,[203935],1610612764.0,WAS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
113,PT03M47.00S,2025-03-31T23:27:48.3Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,12,28,2025-03-31T23:28:06Z,1100000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT03M36.00S,2025-03-31T23:27:59.5Z,1,REGULAR,3pt,Jump Shot,[],1641796,31.882391590013142,19.11764705882353,1610612748,12,28,2025-03-31T23:28:14Z,1110000,False,154.0,247.0,1,left,MISS P. Larsson 29' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,29.15,Missed,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2025-03-31T23:28:04.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,12,28,2025-03-31T23:28:14Z,1120000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT03M23.00S,2025-03-31T23:28:11.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,66.96780551905388,69.85294117647058,1610612764,15,28,2025-03-31T23:28:18Z,1130000,False,99.0,258.0,1,right,J. Poole 27' 3PT  (12 PTS) (A. Sarr 1 AST),"[1629673, 1642259]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,27.64,Made,,,,,12.0,,,,,,,A. Sarr,1642259.0,1.0,,,,
118,PT03M17.00S,2025-03-31T23:28:21.7Z,1,REGULAR,foul,personal,[],1629673,,,1610612748,15,28,2025-03-31T23:28:27Z,1150000,False,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 202692]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,201638.0,2.0,0.0,Burks,202692.0,,,,,,,,
120,PT03M17.00S,2025-03-31T23:28:26.4Z,1,REGULAR,substitution,out,[],1642267,,,1610612748,15,28,2025-03-31T23:28:50Z,1170000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M17.00S,2025-03-31T23:28:26.4Z,1,REGULAR,substitution,out,[],1642259,,,1610612748,15,28,2025-03-31T23:28:50Z,1180000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M17.00S,2025-03-31T23:28:26.4Z,1,REGULAR,substitution,out,[],202692,,,1610612748,15,28,2025-03-31T23:28:50Z,1190000,False,,,0,,SUB out: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M17.00S,2025-03-31T23:28:26.4Z,1,REGULAR,substitution,in,[],1641798,,,1610612748,15,28,2025-03-31T23:28:50Z,1200000,False,,,0,,SUB in: J. Martin,[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M17.00S,2025-03-31T23:28:26.4Z,1,REGULAR,substitution,in,[],1626158,,,1610612748,15,28,2025-03-31T23:28:50Z,1210000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M17.00S,2025-03-31T23:28:26.4Z,1,REGULAR,substitution,in,[],203937,,,1610612748,15,28,2025-03-31T23:28:50Z,1220000,False,,,0,,SUB in: K. Anderson,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2025-03-31T23:28:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612748,15,28,2025-03-31T23:29:13Z,1240000,False,,,0,,R. Holmes shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1626158, 1628389]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628480.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,
129,PT03M06.00S,2025-03-31T23:29:19.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612748,15,28,2025-03-31T23:29:19Z,1260000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M06.00S,2025-03-31T23:31:08.7Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,15,29,2025-03-31T23:31:36Z,1280000,False,,,0,,B. Adebayo Free Throw 1 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
133,PT03M06.00S,2025-03-31T23:31:08.7Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,15,29,2025-03-31T23:31:36Z,1300000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT03M03.00S,2025-03-31T23:31:11.7Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,15,29,2025-03-31T23:31:36Z,1310000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT02M50.00S,2025-03-31T23:31:43.5Z,1,REGULAR,turnover,lost ball,[],1641798,,,1610612764,15,29,2025-03-31T23:31:52Z,1320000,False,,,0,,J. Martin lost ball TURNOVER (1 TO),"[1641798, 1626179]",1610612764.0,WAS,,,,Martin,J. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,,,Rozier,1626179.0
136,PT02M50.00S,2025-03-31T23:31:43.5Z,1,REGULAR,steal,,[],1626179,,,1610612748,15,29,2025-03-31T23:31:45Z,1330000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
137,PT02M48.00S,2025-03-31T23:31:49.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641798,,,1610612748,15,29,2025-03-31T23:31:55Z,1340000,False,,,0,,J. Martin shooting personal FOUL (1 PF) (Rozier 2 FT),"[1641798, 1626179]",1610612764.0,WAS,shooting,,,Martin,J. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,1.0,0.0,Rozier,1626179.0,,,,,,,,
139,PT02M48.00S,2025-03-31T23:32:25.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626179,,,1610612748,15,29,2025-03-31T23:34:22Z,1360000,False,,,0,,MISS T. Rozier Free Throw 1 of 2,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT02M48.00S,2025-03-31T23:32:25.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,15,29,2025-03-31T23:34:22Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT02M48.00S,2025-03-31T23:32:26.4Z,1,REGULAR,substitution,out,[],1630551,,,1610612748,15,29,2025-03-31T23:32:32Z,1380000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M48.00S,2025-03-31T23:32:26.4Z,1,REGULAR,substitution,in,[],1642267,,,1610612748,15,29,2025-03-31T23:32:32Z,1390000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M48.00S,2025-03-31T23:32:25.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626179,,,1610612748,15,30,2025-03-31T23:34:22Z,1400000,False,,,0,,T. Rozier Free Throw 2 of 2 (1 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
144,PT02M29.00S,2025-03-31T23:33:11.6Z,1,REGULAR,3pt,Jump Shot,[],203935,74.98357424441524,10.784313725490197,1610612764,15,30,2025-03-31T23:33:17Z,1410000,False,-196.0,183.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,,
145,PT02M26.00S,2025-03-31T23:33:14.6Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612764,15,30,2025-03-31T23:33:17Z,1420000,False,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,,
146,PT02M24.00S,2025-03-31T23:33:15.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626158,91.93495400788436,50.49019607843137,1610612764,17,30,2025-03-31T23:35:14Z,1430000,False,2.0,23.0,1,right,R. Holmes putback DUNK (2 PTS),[1626158],1610612764.0,WAS,putback,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,2.0,,,,,,,,,,,,,
147,PT02M06.00S,2025-03-31T23:33:34.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.427726675427067,40.19607843137255,1610612748,17,32,2025-03-31T23:35:31Z,1440000,False,49.0,111.0,1,left,B. Adebayo 12' Jump Shot (16 PTS) (T. Rozier 2 AST),"[1628389, 1626179]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.16,Made,,,,,16.0,,,,,,,T. Rozier,1626179.0,2.0,,,,
149,PT01M55.00S,2025-03-31T23:33:45.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,66.70499342969777,41.911764705882355,1610612764,17,32,2025-03-31T23:33:53Z,1460000,False,-40.0,260.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.36,Missed,,,,,,,,,,,,,,,,,,
150,PT01M52.00S,2025-03-31T23:33:48.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,17,32,2025-03-31T23:33:53Z,1470000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,149.0,5.0,4.0,1.0,,,,,,,,,,,,,,
151,PT01M52.00S,2025-03-31T23:33:50.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629312,5.601182654402102,49.01960784313725,1610612748,17,34,2025-03-31T23:35:58Z,1480000,False,5.0,0.0,1,left,H. Highsmith running Layup (2 PTS) (B. Adebayo 2 AST),"[1629312, 1628389]",1610612748.0,MIA,running,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,2.0,,,,,,,B. Adebayo,1628389.0,2.0,,,,
153,PT01M52.00S,2025-03-31T23:33:53.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642267,,,1610612748,17,34,2025-03-31T23:34:00Z,1500000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Highsmith 1 FT),"[1642267, 1629312]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,1.0,0.0,Highsmith,1629312.0,,,,,,,,
155,PT01M52.00S,2025-03-31T23:34:15.7Z,1,REGULAR,substitution,out,[],1629673,,,1610612748,17,34,2025-03-31T23:34:24Z,1520000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M52.00S,2025-03-31T23:34:15.7Z,1,REGULAR,substitution,out,[],1641796,,,1610612748,17,34,2025-03-31T23:34:24Z,1530000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M52.00S,2025-03-31T23:34:15.7Z,1,REGULAR,substitution,in,[],1642358,,,1610612748,17,34,2025-03-31T23:34:24Z,1540000,False,,,0,,SUB in: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M52.00S,2025-03-31T23:34:15.7Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,17,34,2025-03-31T23:34:24Z,1550000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M52.00S,2025-03-31T23:34:37.5Z,1,REGULAR,freethrow,1 of 1,[],1629312,,,1610612748,17,34,2025-03-31T23:34:42Z,1560000,False,,,0,,MISS H. Highsmith Free Throw 1 of 1,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT01M49.00S,2025-03-31T23:34:40.5Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,17,34,2025-03-31T23:34:42Z,1570000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT01M32.00S,2025-03-31T23:34:55.1Z,1,REGULAR,2pt,Jump Shot,[],203935,92.46057818659659,74.75490196078431,1610612764,19,34,2025-03-31T23:35:00Z,1580000,False,124.0,18.0,1,right,M. Smart 12' Jump Shot (2 PTS) (B. Carrington 1 AST),"[203935, 1642267]",1610612764.0,WAS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,12.52,Made,,,,,2.0,,,,,,,B. Carrington,1642267.0,1.0,,,,
163,PT01M23.00S,2025-03-31T23:35:04.5Z,1,REGULAR,3pt,Jump Shot,[],1628389,34.90473061760841,55.392156862745104,1610612748,19,34,2025-03-31T23:35:08Z,1600000,False,-27.0,276.0,1,left,MISS B. Adebayo 27' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,27.69,Missed,,,,,,,,,,,,,,,,,,
164,PT01M21.00S,2025-03-31T23:35:06.5Z,1,REGULAR,rebound,defensive,[],203935,,,1610612764,19,34,2025-03-31T23:35:08Z,1610000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT01M09.00S,2025-03-31T23:35:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.67214191852825,61.51960784313726,1610612764,19,34,2025-03-31T23:35:23Z,1620000,False,58.0,26.0,1,right,MISS M. Smart 6' driving Layup,[203935],1610612764.0,WAS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
166,PT01M08.00S,2025-03-31T23:35:20.3Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612764,19,34,2025-03-31T23:35:20Z,1630000,False,,,0,,R. Holmes REBOUND (Off:2 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,165.0,3.0,1.0,2.0,,,,,,,,,,,,,,
167,PT01M07.00S,2025-03-31T23:35:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,92.59198423127464,50.0,1610612764,21,34,2025-03-31T23:38:05Z,1640000,False,0.0,17.0,1,right,R. Holmes putback Layup (4 PTS),[1626158],1610612764.0,WAS,putback,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,4.0,,,,,,,,,,,,,
168,PT00M53.30S,2025-03-31T23:35:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.302890932982917,59.80392156862745,1610612748,21,36,2025-03-31T23:38:16Z,1650000,False,-49.0,63.0,1,left,T. Herro 7' driving floating Jump Shot (4 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.99,Made,,,,,4.0,,,,,,,,,,,,,
169,PT00M35.90S,2025-03-31T23:35:54.7Z,1,REGULAR,2pt,Jump Shot,[],1642267,76.2976346911958,64.70588235294117,1610612764,21,36,2025-03-31T23:35:59Z,1660000,False,74.0,170.0,1,right,MISS B. Carrington 18' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,18.55,Missed,,,,,,,,,,,,,,,,,,
170,PT00M32.70S,2025-03-31T23:35:57.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,36,2025-03-31T23:35:59Z,1670000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,169.0,6.0,5.0,1.0,,,,,,,,,,,,,,
171,PT00M25.80S,2025-03-31T23:36:04.7Z,1,REGULAR,3pt,Jump Shot,[],1628389,30.56833114323259,60.78431372549019,1610612748,21,36,2025-03-31T23:36:08Z,1680000,False,-54.0,235.0,1,left,MISS B. Adebayo 24' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,24.09,Missed,,,,,,,,,,,,,,,,,,
