actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-17T23:10:05.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-17T23:10:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-17T23:10:09.2Z,1,REGULAR,jumpball,recovered,[],1629673,,,1610612764,0,0,2024-11-17T23:10:09Z,40000,False,,,0,,Jump Ball A. Sarr vs. J. Duren: Tip to J. Poole,"[1629673, 1642259, 1631105]",1610612764.0,WAS,startperiod,J. Poole,1629673.0,Poole,J. Poole,Sarr,1642259.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-11-17T23:10:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,80.76544021024968,34.31372549019608,1610612764,2,0,2024-11-17T23:10:25Z,70000,False,-78.0,128.0,1,right,K. Kuzma 15' turnaround fadeaway Jump Shot (2 PTS) (C. Carrington 1 AST),"[1628398, 1642267]",1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,15.04,Made,2.0,C. Carrington,1642267.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-11-17T23:10:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,4.28712220762155,44.6078431372549,1610612765,2,2,2024-11-17T23:11:17Z,90000,False,27.0,-12.0,1,left,J. Duren driving Layup (2 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.96,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M06.00S,2024-11-17T23:10:59.7Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,2,2,2024-11-17T23:11:40Z,100000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1630595]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Cunningham,1630595.0,,,,,,,,,,,
11,PT11M06.00S,2024-11-17T23:10:59.7Z,1,REGULAR,steal,,[],1630595,,,1610612765,2,2,2024-11-17T23:11:01Z,110000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
12,PT11M01.00S,2024-11-17T23:11:04.3Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,2,2,2024-11-17T23:11:43Z,120000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1642267]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Carrington,1642267.0,,,,,,,,,,,
13,PT11M01.00S,2024-11-17T23:11:04.3Z,1,REGULAR,steal,,[],1642267,,,1610612764,2,2,2024-11-17T23:11:06Z,130000,False,,,0,,C. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2024-11-17T23:11:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612764,2,2,2024-11-17T23:11:22Z,140000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Sarr 2 FT),"[1631105, 1642259]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,,,,1628172.0,1.0,0.0,Sarr,1642259.0,,,,,,
16,PT10M48.00S,2024-11-17T23:11:43.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1642259,,,1610612764,3,2,2024-11-17T23:12:00Z,160000,False,,,0,,A. Sarr Free Throw 1 of 2 (1 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
17,PT10M48.00S,2024-11-17T23:11:43.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1642259,,,1610612764,3,2,2024-11-17T23:12:00Z,170000,False,,,0,,MISS A. Sarr Free Throw 2 of 2,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M47.00S,2024-11-17T23:11:44.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,2,2024-11-17T23:12:00Z,180000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
19,PT10M33.00S,2024-11-17T23:12:12.9Z,1,REGULAR,2pt,Jump Shot,[],1627736,23.99802890932983,41.42156862745098,1610612765,3,4,2024-11-17T23:12:16Z,190000,False,43.0,173.0,1,left,M. Beasley 17' pullup Jump Shot (2 PTS) (C. Cunningham 1 AST),"[1627736, 1630595]",1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Center,17.83,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
21,PT10M10.00S,2024-11-17T23:12:36.8Z,1,REGULAR,3pt,Jump Shot,[],1642259,67.49342969776609,67.15686274509804,1610612764,3,4,2024-11-17T23:13:32Z,210000,False,86.0,253.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
22,PT10M07.00S,2024-11-17T23:12:39.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,4,2024-11-17T23:13:32Z,220000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,
23,PT10M02.00S,2024-11-17T23:12:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.1268068331143235,58.82352941176471,1610612765,3,4,2024-11-17T23:14:17Z,230000,False,-44.0,5.0,1,left,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2024-11-17T23:12:47.2Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,3,4,2024-11-17T23:14:17Z,240000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,23.0,2.0,1.0,1.0,,
25,PT10M00.00S,2024-11-17T23:12:49.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,3,6,2024-11-17T23:14:24Z,250000,False,0.0,0.0,1,left,J. Duren putback DUNK (4 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
26,PT09M44.00S,2024-11-17T23:13:01.1Z,1,REGULAR,2pt,Jump Shot,[],1628398,81.02825229960578,32.35294117647059,1610612764,3,6,2024-11-17T23:13:06Z,260000,False,-88.0,126.0,1,right,MISS K. Kuzma 15' step back Shot,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,15.36,Missed,,,,,,,,,,,,,,,,,,
27,PT09M42.00S,2024-11-17T23:13:03.1Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,3,6,2024-11-17T23:13:06Z,270000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
