actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-31T00:11:56.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-31T00:11:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-31T00:12:04.1Z,1,REGULAR,jumpball,recovered,[],1627763,,,1610612764,0,0,2024-12-31T00:12:04Z,40000,False,,,0,,Jump Ball A. Sarr vs. K. Towns: Tip to M. Brogdon,"[1627763, 1642259, 1626157]",1610612764.0,WAS,startperiod,M. Brogdon,1627763.0,Brogdon,M. Brogdon,Sarr,1642259.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-12-31T00:12:23.6Z,1,REGULAR,3pt,Jump Shot,[],1642259,67.23061760840999,25.98039215686275,1610612764,3,0,2024-12-31T00:12:28Z,70000,False,-120.0,256.0,1,right,A. Sarr 28' 3PT  (3 PTS) (B. Coulibaly 1 AST),"[1642259, 1641731]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,28.23,Made,3.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2024-12-31T00:12:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,8.360709592641262,52.94117647058824,1610612752,3,0,2024-12-31T00:12:52Z,90000,False,-15.0,26.0,1,left,MISS J. Hart cutting Layup,[1628404],1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2024-12-31T00:12:46.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,3,0,2024-12-31T00:12:52Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,9.0,,,,,,,,,,,,,
12,PT10M57.00S,2024-12-31T00:13:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,83.919185282523,38.23529411764706,1610612764,3,0,2024-12-31T00:13:16Z,120000,False,-59.0,99.0,1,right,MISS B. Coulibaly 11' floating Shot,[1641731],1610612764.0,WAS,floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,11.49,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2024-12-31T00:13:14.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,3,0,2024-12-31T00:13:16Z,130000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M48.00S,2024-12-31T00:13:21.1Z,1,REGULAR,3pt,Jump Shot,[],1626157,34.247700394218136,50.73529411764706,1610612752,3,0,2024-12-31T00:13:26Z,140000,False,-4.0,269.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2024-12-31T00:13:25.1Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,3,0,2024-12-31T00:13:26Z,150000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M34.00S,2024-12-31T00:13:36.1Z,1,REGULAR,2pt,Jump Shot,[],1627763,77.21747700394218,28.921568627450984,1610612764,3,0,2024-12-31T00:13:39Z,160000,False,-105.0,162.0,1,right,MISS M. Brogdon 19' pullup Shot,[1627763],1610612764.0,WAS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,19.3,Missed,,,,,,,,,,,,,,,,,,
