actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT05M19.00S,2021-12-21T02:23:49.3Z,1,REGULAR,steal,,[],1626162,,,1610612766,20,6,2021-12-21T02:23:50Z,860000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M15.00S,2021-12-21T02:23:57.5Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,20,6,2021-12-21T02:24:05Z,870000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (2 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,202035.0,,,,,,2.0,,,,,,,
89,PT05M05.00S,2021-12-21T02:24:14.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204060,84.70762155059133,2.696078431372549,1610612762,20,6,2021-12-21T02:24:19Z,880000,-237.0,91.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2021-12-21T02:24:17.5Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,20,6,2021-12-21T02:24:17Z,890000,,,0,,H. Whiteside REBOUND (Off:1 Def:0),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,,
91,PT05M02.00S,2021-12-21T02:24:18.0Z,1,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612762,20,6,2021-12-21T02:24:34Z,900000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Whiteside 2 FT),"[1629667, 202355]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,202035.0,1.0,0.0,Whiteside,202355.0,,,,,,,,,
93,PT05M02.00S,2021-12-21T02:24:44.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202355,,,1610612762,21,6,2021-12-21T02:25:01Z,920000,,,0,,H. Whiteside Free Throw 1 of 2 (1 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
94,PT05M02.00S,2021-12-21T02:24:44.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202355,,,1610612762,21,6,2021-12-21T02:25:01Z,930000,,,0,,MISS H. Whiteside Free Throw 2 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,
95,PT05M01.00S,2021-12-21T02:24:45.7Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,21,6,2021-12-21T02:25:01Z,940000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT04M52.00S,2021-12-21T02:25:12.4Z,1,REGULAR,foul,personal,[],202355,,,1610612766,21,6,2021-12-21T02:25:19Z,950000,,,0,,H. Whiteside personal FOUL (1 PF),"[202355, 1630163]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,2003.0,1.0,0.0,Ball,1630163.0,,,,,,,,,
98,PT04M45.00S,2021-12-21T02:25:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.601182654402102,51.71568627450981,1610612766,21,6,2021-12-21T02:25:42Z,970000,-9.0,0.0,1,left,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,
99,PT04M43.00S,2021-12-21T02:25:39.1Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,21,6,2021-12-21T02:25:42Z,980000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,,,,,,
100,PT04M40.00S,2021-12-21T02:25:42.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,94.1688567674113,2.696078431372549,1610612762,21,6,2021-12-21T02:25:50Z,990000,-237.0,2.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,
101,PT04M36.00S,2021-12-21T02:25:45.6Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612762,21,6,2021-12-21T02:25:45Z,1000000,,,0,,R. O'Neale REBOUND (Off:1 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,100.0,4.0,3.0,1.0,,,,,,,,,,,,,,
102,PT04M33.00S,2021-12-21T02:25:51.9Z,1,REGULAR,foul,personal,[],1630163,,,1610612762,21,6,2021-12-21T02:25:57Z,1010000,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 202355]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,2003.0,1.0,0.0,Whiteside,202355.0,,,,,,,,,
104,PT04M21.00S,2021-12-21T02:26:21.3Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612762,21,6,2021-12-21T02:26:27Z,1030000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1628970]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,1.0,,,,,,Bridges,1628970.0
105,PT04M21.00S,2021-12-21T02:26:21.3Z,1,REGULAR,steal,,[],1628970,,,1610612766,21,6,2021-12-21T02:26:22Z,1040000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M21.00S,2021-12-21T02:26:25.2Z,1,REGULAR,foul,personal,[],204060,,,1610612766,21,6,2021-12-21T02:26:31Z,1050000,,,0,,J. Ingles take personal FOUL (1 PF),"[204060, 1628970]",1610612762.0,UTA,take,,,Ingles,J. Ingles,,,,,,,,,,,202035.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,
108,PT04M14.00S,2021-12-21T02:26:57.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,30.436925098554536,72.54901960784314,1610612766,21,6,2021-12-21T02:27:08Z,1070000,-113.0,234.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
109,PT04M10.00S,2021-12-21T02:27:01.7Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,21,6,2021-12-21T02:27:08Z,1080000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,108.0,3.0,2.0,1.0,,,,,,,,,,,,,,
110,PT03M57.00S,2021-12-21T02:27:14.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,66.5735873850197,15.931372549019606,1610612762,24,6,2021-12-21T02:27:19Z,1090000,-170.0,262.0,1,right,D. Mitchell 31' 3PT pullup (8 PTS) (J. Ingles 2 AST),"[1628378, 204060]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,31.22,Made,,,,,,,,,,8.0,,J. Ingles,204060.0,2.0,,,,
112,PT03M46.00S,2021-12-21T02:27:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,24.26084099868594,12.5,1610612766,24,6,2021-12-21T02:27:31Z,1110000,188.0,176.0,1,left,MISS L. Ball 25' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,
113,PT03M44.00S,2021-12-21T02:27:27.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,24,6,2021-12-21T02:27:31Z,1120000,,,0,,R. O'Neale REBOUND (Off:1 Def:4),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,112.0,5.0,4.0,1.0,,,,,,,,,,,,,,
114,PT03M31.00S,2021-12-21T02:27:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,88.12417871222075,48.529411764705884,1610612762,24,6,2021-12-21T02:27:43Z,1130000,-7.0,59.0,1,right,MISS R. O'Neale Jump Shot - blocked,"[1626220, 1629667]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,5.96,Missed,,,,,,,,,,,,,,,McDaniels,1629667.0,,
115,PT03M31.00S,2021-12-21T02:27:40.1Z,1,REGULAR,block,,[],1629667,,,1610612762,24,6,2021-12-21T02:27:41Z,1140000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2021-12-21T02:27:43.1Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,24,6,2021-12-21T02:27:43Z,1150000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,,,
117,PT03M26.00S,2021-12-21T02:27:44.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629667,7.046649145860711,49.754901960784316,1610612766,24,8,2021-12-21T02:27:53Z,1160000,1.0,14.0,1,left,J. McDaniels running DUNK (2 PTS),[1629667],1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,1.38,Made,,,,,,,,,,2.0,,,,,,,,
118,PT03M14.00S,2021-12-21T02:27:57.2Z,1,REGULAR,3pt,Jump Shot,[],204060,72.48685939553219,17.401960784313726,1610612762,27,8,2021-12-21T02:28:04Z,1170000,-163.0,206.0,1,right,J. Ingles 26' 3PT  (3 PTS) (D. Mitchell 1 AST),"[204060, 1628378]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,26.28,Made,,,,,,,,,,3.0,,D. Mitchell,1628378.0,1.0,,,,
120,PT02M58.00S,2021-12-21T02:28:12.3Z,1,REGULAR,2pt,Jump Shot,[],1628970,29.6484888304862,55.392156862745104,1610612766,27,8,2021-12-21T02:28:17Z,1190000,-27.0,226.0,1,left,MISS M. Bridges 22' pullup Shot,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,
121,PT02M57.00S,2021-12-21T02:28:13.3Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,27,8,2021-12-21T02:28:17Z,1200000,,,0,,R. O'Neale REBOUND (Off:1 Def:5),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,120.0,6.0,5.0,1.0,,,,,,,,,,,,,,
122,PT02M49.00S,2021-12-21T02:28:22.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,71.17279894875165,74.75490196078431,1610612762,27,8,2021-12-21T02:28:27Z,1210000,124.0,218.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2021-12-21T02:28:26.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,27,8,2021-12-21T02:28:27Z,1220000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,,
124,PT02M44.00S,2021-12-21T02:28:26.6Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,27,8,2021-12-21T02:28:31Z,1230000,,,0,,M. Bridges lost ball TURNOVER (3 TO),"[1628970, 1626220]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,3.0,,,,,,O'Neale,1626220.0
125,PT02M44.00S,2021-12-21T02:28:26.6Z,1,REGULAR,steal,,[],1626220,,,1610612762,27,8,2021-12-21T02:28:28Z,1240000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M41.00S,2021-12-21T02:28:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,90.88370565045992,49.01960784313725,1610612762,29,8,2021-12-21T02:28:35Z,1250000,-5.0,33.0,1,right,B. Bogdanovic alley-oop Layup (11 PTS) (R. O'Neale 2 AST),"[202711, 1626220]",1610612762.0,UTA,alley-oop,,,Bogdanovic,B. Bogdanovic,,,,,3.36,Made,,,,,,,,,,11.0,,R. O'Neale,1626220.0,2.0,,,,
128,PT02M41.00S,2021-12-21T02:28:36.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,8,2021-12-21T02:28:36Z,1270000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,out,[],1626220,,,1610612766,29,8,2021-12-21T02:31:18Z,1280000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,out,[],202711,,,1610612766,29,8,2021-12-21T02:31:18Z,1290000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,out,[],1628378,,,1610612766,29,8,2021-12-21T02:31:18Z,1300000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,out,[],202355,,,1610612766,29,8,2021-12-21T02:31:18Z,1310000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,29,8,2021-12-21T02:31:18Z,1320000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,29,8,2021-12-21T02:31:18Z,1330000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,in,[],200752,,,1610612766,29,8,2021-12-21T02:31:18Z,1340000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,in,[],203903,,,1610612766,29,8,2021-12-21T02:31:18Z,1350000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,in,[],203497,,,1610612766,29,8,2021-12-21T02:31:18Z,1360000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,in,[],201144,,,1610612766,29,8,2021-12-21T02:31:18Z,1370000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,29,8,2021-12-21T02:31:18Z,1380000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M41.00S,2021-12-21T02:30:38.2Z,1,REGULAR,substitution,in,[],202397,,,1610612766,29,8,2021-12-21T02:31:18Z,1390000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M33.00S,2021-12-21T02:31:39.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,28.33442838370565,21.813725490196077,1610612766,29,8,2021-12-21T02:36:07Z,1400000,141.0,214.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
142,PT02M28.00S,2021-12-21T02:31:44.9Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,29,8,2021-12-21T02:36:07Z,1410000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,
143,PT02M26.00S,2021-12-21T02:31:45.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,9.017739816031538,2.450980392156863,1610612766,29,11,2021-12-21T02:31:50Z,1420000,238.0,32.0,1,left,P. Washington 3PT  (3 PTS) (N. Richards 1 AST),"[1629023, 1630208]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,23.99,Made,,,,,,,,,,3.0,,N. Richards,1630208.0,1.0,,,,
145,PT02M06.00S,2021-12-21T02:32:05.1Z,1,REGULAR,3pt,Jump Shot,[],201144,69.59592641261499,69.36274509803921,1610612762,29,11,2021-12-21T02:32:10Z,1440000,97.0,233.0,1,right,MISS M. Conley 25' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
146,PT02M05.00S,2021-12-21T02:32:06.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,29,11,2021-12-21T02:32:10Z,1450000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,
147,PT01M55.00S,2021-12-21T02:32:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629023,29.38567674113009,70.09803921568627,1610612766,29,11,2021-12-21T02:34:32Z,1460000,-100.0,224.0,1,left,MISS P. Washington 24' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
148,PT01M53.00S,2021-12-21T02:32:19.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,29,11,2021-12-21T02:32:22Z,1470000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,147.0,5.0,4.0,1.0,,,,,,,,,,,,,,
149,PT01M44.00S,2021-12-21T02:32:27.6Z,1,REGULAR,3pt,Jump Shot,[],200752,70.90998685939553,74.01960784313727,1610612762,29,11,2021-12-21T02:32:33Z,1480000,120.0,221.0,1,right,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
150,PT01M42.00S,2021-12-21T02:32:30.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,29,11,2021-12-21T02:32:30Z,1490000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,
151,PT01M42.00S,2021-12-21T02:32:32.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,29,11,2021-12-21T02:32:32Z,1500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M31.00S,2021-12-21T02:32:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,9.017739816031538,41.42156862745098,1610612766,29,11,2021-12-21T02:32:53Z,1510000,43.0,32.0,1,left,MISS P. Washington driving Layup,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,5.37,Missed,,,,,,,,,,,,,,,,,,
153,PT01M30.00S,2021-12-21T02:32:49.9Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,29,11,2021-12-21T02:32:53Z,1520000,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,152.0,2.0,0.0,2.0,,,,,,,,,,,,,,
154,PT01M30.00S,2021-12-21T02:32:51.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201144,,,1610612766,29,11,2021-12-21T02:32:58Z,1530000,,,0,,M. Conley shooting personal FOUL (1 PF) (Richards 2 FT),"[201144, 1630208]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,,,,2003.0,1.0,0.0,Richards,1630208.0,,,,,,,,,
156,PT01M30.00S,2021-12-21T02:33:18.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612766,29,12,2021-12-21T02:33:18Z,1550000,,,0,,N. Richards Free Throw 1 of 2 (1 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
157,PT01M30.00S,2021-12-21T02:33:19.6Z,1,REGULAR,substitution,out,[],1626162,,,1610612766,29,12,2021-12-21T02:33:26Z,1560000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M30.00S,2021-12-21T02:33:19.6Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,29,12,2021-12-21T02:33:26Z,1570000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M30.00S,2021-12-21T02:33:38.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612766,29,13,2021-12-21T02:33:38Z,1580000,,,0,,N. Richards Free Throw 2 of 2 (2 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
160,PT01M19.00S,2021-12-21T02:33:53.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,29,13,2021-12-21T02:33:53Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M10.00S,2021-12-21T02:34:10.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.32917214191852,45.83333333333333,1610612762,31,13,2021-12-21T02:34:16Z,1600000,-21.0,20.0,1,right,R. Gobert alley-oop DUNK (6 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.86,Made,,,,,,,,,,6.0,,M. Conley,201144.0,2.0,,,,
163,PT00M57.90S,2021-12-21T02:34:23.8Z,1,REGULAR,3pt,Jump Shot,[],1629667,27.151773981603156,16.666666666666664,1610612766,31,16,2021-12-21T02:34:28Z,1620000,167.0,203.0,1,left,J. McDaniels 26' 3PT  (5 PTS) (P. Washington 1 AST),"[1629667, 1629023]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,26.24,Made,,,,,,,,,,5.0,,P. Washington,1629023.0,1.0,,,,
165,PT00M45.80S,2021-12-21T02:34:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,91.40932982917214,43.627450980392155,1610612762,31,16,2021-12-21T02:34:43Z,1640000,-32.0,28.0,1,right,MISS R. Gobert Layup,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,4.26,Missed,,,,,,,,,,,,,,,,,,
166,PT00M45.80S,2021-12-21T02:34:41.6Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,31,16,2021-12-21T02:34:41Z,1650000,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,165.0,6.0,4.0,2.0,,,,,,,,,,,,,,
167,PT00M45.80S,2021-12-21T02:34:43.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612762,31,16,2021-12-21T02:35:02Z,1660000,,,0,,N. Richards shooting personal FOUL (1 PF) (Gobert 2 FT),"[1630208, 203497]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,,,,,,,2003.0,1.0,0.0,Gobert,203497.0,,,,,,,,,
169,PT00M45.80S,2021-12-21T02:35:12.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612762,32,16,2021-12-21T02:35:12Z,1680000,,,0,,R. Gobert Free Throw 1 of 2 (7 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
170,PT00M45.80S,2021-12-21T02:35:31.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612762,33,16,2021-12-21T02:35:31Z,1690000,,,0,,R. Gobert Free Throw 2 of 2 (8 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
171,PT00M25.80S,2021-12-21T02:35:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,12.697109067017081,37.254901960784316,1610612766,33,16,2021-12-21T02:35:59Z,1700000,64.0,67.0,1,left,MISS I. Smith 9' pullup bank Shot,[202397],1610612766.0,CHA,pullup bank,,,Smith,I. Smith,,,,,9.24,Missed,,,,,,,,,,,,,,,,,,
172,PT00M22.80S,2021-12-21T02:35:56.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,33,16,2021-12-21T02:35:59Z,1710000,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,171.0,7.0,5.0,2.0,,,,,,,,,,,,,,
173,PT00M03.80S,2021-12-21T02:36:14.8Z,1,REGULAR,3pt,Jump Shot,[],204060,69.20170827858082,14.460784313725492,1610612762,33,16,2021-12-21T02:36:22Z,1720000,-178.0,237.0,1,right,MISS J. Ingles 29' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,29.62,Missed,,,,,,,,,,,,,,,,,,
174,PT00M00.90S,2021-12-21T02:36:17.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,33,16,2021-12-21T02:36:22Z,1730000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,
