actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
469,PT10M07.00S,2021-11-30T03:49:38.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],200752,,,1610612762,100,89,2021-11-30T03:49:38Z,4630000,,,0,,R. Gay Free Throw 2 of 2 (14 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,
470,PT09M51.00S,2021-11-30T03:49:57.2Z,4,REGULAR,3pt,Jump Shot,[],203503,87.72996057818659,3.1862745098039214,1610612757,100,89,2021-11-30T03:50:06Z,4640000,-234.0,63.0,1,right,MISS T. Snell 24' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,24.24,Missed,,,,,,,,,,,,,,,,,
471,PT09M47.00S,2021-11-30T03:50:01.2Z,4,REGULAR,rebound,offensive,[],203469,,,1610612757,100,89,2021-11-30T03:50:06Z,4650000,,,0,,C. Zeller REBOUND (Off:2 Def:3),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,470.0,5.0,3.0,2.0,,,,,,,,,,,,,
473,PT09M44.00S,2021-11-30T03:50:03.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203503,92.06636005256242,3.431372549019608,1610612757,100,89,2021-11-30T03:50:09Z,4670000,-233.0,22.0,1,right,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,23.38,Missed,,,,,,,,,,,,,,,,,
474,PT09M44.00S,2021-11-30T03:50:03.9Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,100,89,2021-11-30T03:50:09Z,4680000,,,0,,J. Clarkson REBOUND (Off:2 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,473.0,5.0,3.0,2.0,,,,,,,,,,,,,
475,PT09M36.00S,2021-11-30T03:50:12.7Z,4,REGULAR,2pt,Hook,[],203903,13.87976346911958,26.96078431372549,1610612762,100,89,2021-11-30T03:50:18Z,4690000,115.0,78.0,1,left,MISS J. Clarkson 13' driving Hook,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,13.91,Missed,,,,,,,,,,,,,,,,,
476,PT09M36.00S,2021-11-30T03:50:12.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,100,89,2021-11-30T03:50:18Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,,
477,PT09M36.00S,2021-11-30T03:50:19.1Z,4,REGULAR,foul,personal,[],203469,,,1610612762,100,89,2021-11-30T03:50:44Z,4710000,,,0,,C. Zeller loose ball personal FOUL (4 PF),"[203469, 203497]",1610612757.0,POR,loose ball,,,Zeller,C. Zeller,,,,,1628951.0,,,,,,,,,,4.0,0.0,Gobert,203497.0,,,,,,,
479,PT09M36.00S,2021-11-30T03:50:29.4Z,4,REGULAR,substitution,out,[],201144,,,1610612762,100,89,2021-11-30T03:50:39Z,4730000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT09M36.00S,2021-11-30T03:50:29.4Z,4,REGULAR,substitution,out,[],203503,,,1610612762,100,89,2021-11-30T03:50:39Z,4740000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT09M36.00S,2021-11-30T03:50:29.4Z,4,REGULAR,substitution,in,[],1630235,,,1610612762,100,89,2021-11-30T03:50:39Z,4750000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT09M36.00S,2021-11-30T03:50:29.4Z,4,REGULAR,substitution,in,[],203081,,,1610612762,100,89,2021-11-30T03:50:39Z,4760000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT09M24.00S,2021-11-30T03:50:57.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203903,28.991458607095925,23.03921568627451,1610612762,103,89,2021-11-30T03:51:02Z,4770000,135.0,220.0,1,left,J. Clarkson 25' 3PT step back (19 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,,,25.8,Made,,,,,,,,,,,19.0,,,,,,
484,PT09M01.00S,2021-11-30T03:51:19.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,91.80354796320631,56.372549019607845,1610612757,103,89,2021-11-30T03:51:25Z,4780000,32.0,25.0,1,right,MISS C. McCollum driving bank Shot,[203468],1610612757.0,POR,driving bank,,,McCollum,C. McCollum,,,,,,,4.02,Missed,,,,,,,,,,,,,,,,,
485,PT09M01.00S,2021-11-30T03:51:19.9Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,103,89,2021-11-30T03:51:25Z,4790000,,,0,,R. Gobert REBOUND (Off:2 Def:11),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,484.0,13.0,11.0,2.0,,,,,,,,,,,,,
486,PT09M01.00S,2021-11-30T03:51:23.9Z,4,REGULAR,foul,technical,['1freethrow'],203468,,,1610612762,103,89,2021-11-30T03:51:34Z,4800000,,,0,,C. McCollum technical FOUL (1 Tech),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,1628951.0,,,,,,,,,,2.0,1.0,,,,,,,,,
487,PT09M01.00S,2021-11-30T03:51:46.8Z,4,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,103,89,2021-11-30T03:51:46Z,4810000,,,0,,MISS J. Clarkson technical Free Throw 1 of 1,[203903],1610612762.0,UTA,technical,,,Clarkson,J. Clarkson,,,,,,,,Missed,,,,,,,,,,,,,,,,,
488,PT09M01.00S,2021-11-30T03:51:46.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,103,89,2021-11-30T03:51:46Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,487.0,,,,,,,,,,,,,,,,
489,PT08M50.00S,2021-11-30T03:52:09.4Z,4,REGULAR,3pt,Jump Shot,[],200752,6.1268068331143235,4.411764705882353,1610612762,103,89,2021-11-30T03:52:20Z,4830000,228.0,5.0,1,left,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,22.8,Missed,,,,,,,,,,,,,,,,,
490,PT08M46.00S,2021-11-30T03:52:13.4Z,4,REGULAR,rebound,defensive,[],203469,,,1610612757,103,89,2021-11-30T03:52:14Z,4840000,,,0,,C. Zeller REBOUND (Off:2 Def:4),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,489.0,6.0,4.0,2.0,,,,,,,,,,,,,
491,PT08M36.00S,2021-11-30T03:52:23.2Z,4,REGULAR,3pt,Jump Shot,[],1629014,76.03482260183968,86.76470588235294,1610612757,103,92,2021-11-30T03:52:28Z,4850000,184.0,173.0,1,right,A. Simons 25' 3PT pullup (24 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,25.23,Made,,,,,,,,,,,24.0,,,,,,
492,PT08M23.00S,2021-11-30T03:52:38.8Z,4,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612762,103,92,2021-11-30T03:52:43Z,4860000,,,0,,A. Simons shooting personal FOUL (2 PF) (Gobert 2 FT),"[1629014, 203497]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,201639.0,,,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,,,
494,PT08M23.00S,2021-11-30T03:53:05.5Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,104,92,2021-11-30T03:53:05Z,4880000,,,0,,R. Gobert Free Throw 1 of 2 (19 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,
495,PT08M23.00S,2021-11-30T03:53:06.1Z,4,REGULAR,substitution,out,[],203469,,,1610612762,104,92,2021-11-30T03:53:10Z,4890000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M23.00S,2021-11-30T03:53:06.1Z,4,REGULAR,substitution,in,[],203994,,,1610612762,104,92,2021-11-30T03:53:10Z,4900000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M23.00S,2021-11-30T03:53:27.0Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,105,92,2021-11-30T03:53:27Z,4910000,,,0,,R. Gobert Free Throw 2 of 2 (20 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,20.0,,,,,,
498,PT08M03.00S,2021-11-30T03:53:48.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,95.6143232588699,45.83333333333333,1610612757,105,92,2021-11-30T03:53:53Z,4920000,-21.0,-11.0,1,right,MISS C. McCollum driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,2.37,Missed,,,,,,,,,,,,,,,,,
499,PT07M59.00S,2021-11-30T03:53:52.6Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612757,105,92,2021-11-30T03:53:52Z,4930000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,498.0,2.0,1.0,1.0,,,,,,,,,,,,,
500,PT07M59.00S,2021-11-30T03:53:52.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626204,94.40999984741211,50.0,1610612757,105,92,2021-11-30T03:54:28Z,4940000,0.0,0.0,1,right,MISS L. Nance Jr. tip DUNK,[1626204],1610612757.0,POR,tip,,,Nance Jr.,L. Nance Jr.,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
501,PT07M58.00S,2021-11-30T03:53:53.6Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,105,92,2021-11-30T03:54:28Z,4950000,,,0,,R. Gay REBOUND (Off:0 Def:5),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,500.0,5.0,5.0,0.0,,,,,,,,,,,,,
502,PT07M42.00S,2021-11-30T03:54:09.9Z,4,REGULAR,3pt,Jump Shot,[],204060,32.670827858081466,53.67647058823529,1610612762,105,92,2021-11-30T03:54:14Z,4960000,-18.0,255.0,1,left,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.53,Missed,,,,,,,,,,,,,,,,,
503,PT07M40.00S,2021-11-30T03:54:11.9Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,105,92,2021-11-30T03:54:14Z,4970000,,,0,,J. Nurkic REBOUND (Off:3 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,502.0,8.0,5.0,3.0,,,,,,,,,,,,,
504,PT07M27.00S,2021-11-30T03:54:24.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,90.22667542706965,45.83333333333333,1610612757,105,94,2021-11-30T03:54:29Z,4980000,-21.0,39.0,1,right,J. Nurkic cutting DUNK (16 PTS) (D. Lillard 5 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,4.46,Made,,,,,,,,,,,16.0,D. Lillard,203081.0,5.0,,,
506,PT07M27.00S,2021-11-30T03:54:29.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,105,94,2021-11-30T03:54:29Z,5000000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT07M27.00S,2021-11-30T03:55:32.3Z,4,REGULAR,substitution,out,[],204060,,,1610612762,105,94,2021-11-30T03:57:21Z,5010000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT07M27.00S,2021-11-30T03:55:32.3Z,4,REGULAR,substitution,out,[],200752,,,1610612762,105,94,2021-11-30T03:57:21Z,5020000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT07M27.00S,2021-11-30T03:55:32.3Z,4,REGULAR,substitution,in,[],1628378,,,1610612762,105,94,2021-11-30T03:57:21Z,5030000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT07M27.00S,2021-11-30T03:55:32.3Z,4,REGULAR,substitution,in,[],202711,,,1610612762,105,94,2021-11-30T03:57:21Z,5040000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M18.00S,2021-11-30T03:57:34.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,6.389618922470433,40.44117647058824,1610612762,107,94,2021-11-30T03:57:39Z,5050000,48.0,8.0,1,left,T. Forrest driving Layup (4 PTS),[1630235],1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,,,4.84,Made,,,,,,,,,,,4.0,,,,,,
512,PT06M54.00S,2021-11-30T03:57:58.8Z,4,REGULAR,3pt,Jump Shot,[],1629014,92.59198423127464,96.81372549019608,1610612757,107,94,2021-11-30T03:58:04Z,5060000,234.0,17.0,1,right,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,23.47,Missed,,,,,,,,,,,,,,,,,
513,PT06M50.00S,2021-11-30T03:58:02.8Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612762,107,94,2021-11-30T03:58:04Z,5070000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,512.0,2.0,2.0,0.0,,,,,,,,,,,,,
514,PT06M37.00S,2021-11-30T03:58:15.5Z,4,REGULAR,3pt,Jump Shot,[],1628378,26.62614980289093,82.59803921568627,1610612762,107,94,2021-11-30T04:06:15Z,5080000,-163.0,198.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,,
515,PT06M35.00S,2021-11-30T03:58:17.5Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612757,107,94,2021-11-30T03:58:20Z,5090000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,514.0,3.0,2.0,1.0,,,,,,,,,,,,,
516,PT06M30.00S,2021-11-30T03:58:22.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",203994,93.77463863337714,58.57843137254902,1610612757,107,94,2021-11-30T03:58:29Z,5100000,43.0,6.0,1,right,MISS J. Nurkic Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,4.33,Missed,,,,,,,,,,,,,,,,,
517,PT06M28.00S,2021-11-30T03:58:24.0Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,107,94,2021-11-30T03:58:29Z,5110000,,,0,,R. Gobert REBOUND (Off:2 Def:12),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,516.0,14.0,12.0,2.0,,,,,,,,,,,,,
518,PT06M15.00S,2021-11-30T03:58:37.9Z,4,REGULAR,2pt,Jump Shot,[],203903,12.171484888304862,69.6078431372549,1610612762,107,94,2021-11-30T03:58:42Z,5120000,-98.0,62.0,1,left,MISS J. Clarkson 11' turnaround Shot,[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,,,11.59,Missed,,,,,,,,,,,,,,,,,
519,PT06M13.00S,2021-11-30T03:58:39.9Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,107,94,2021-11-30T03:58:42Z,5130000,,,0,,R. Gobert REBOUND (Off:3 Def:12),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,518.0,15.0,12.0,3.0,,,,,,,,,,,,,
520,PT06M10.00S,2021-11-30T03:58:42.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203903,33.065045992115635,47.05882352941176,1610612762,110,94,2021-11-30T03:58:48Z,5140000,15.0,258.0,1,left,J. Clarkson 25' 3PT  (22 PTS) (R. Gobert 3 AST),"[203903, 203497]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,25.87,Made,,,,,,,,,,,22.0,R. Gobert,203497.0,3.0,,,
522,PT05M55.00S,2021-11-30T03:58:56.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.59198423127464,44.36274509803921,1610612757,110,94,2021-11-30T03:59:01Z,5160000,-28.0,17.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 203497]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,3.3,Missed,,,,,,,,,,,,,,,Gobert,203497.0,
523,PT05M55.00S,2021-11-30T03:58:56.2Z,4,REGULAR,block,,[],203497,,,1610612757,110,94,2021-11-30T03:58:59Z,5170000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT05M53.00S,2021-11-30T03:58:58.2Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,110,94,2021-11-30T03:59:01Z,5180000,,,0,,J. Nurkic REBOUND (Off:4 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,522.0,9.0,5.0,4.0,,,,,,,,,,,,,
525,PT05M53.00S,2021-11-30T03:59:00.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,92.85479632063075,45.588235294117645,1610612757,110,94,2021-11-30T03:59:08Z,5190000,-22.0,15.0,1,right,MISS J. Nurkic Layup,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,2.65,Missed,,,,,,,,,,,,,,,,,
526,PT05M53.00S,2021-11-30T03:59:00.8Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,110,94,2021-11-30T03:59:08Z,5200000,,,0,,J. Nurkic REBOUND (Off:5 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,525.0,10.0,5.0,5.0,,,,,,,,,,,,,
527,PT05M53.00S,2021-11-30T03:59:07.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,92.59198423127464,44.85294117647059,1610612757,110,96,2021-11-30T04:12:06Z,5210000,-26.0,17.0,1,right,J. Nurkic putback Layup (18 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,,,3.09,Made,,,,,,,,,,,18.0,,,,,,
528,PT05M53.00S,2021-11-30T03:59:12.7Z,4,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612757,110,96,2021-11-30T03:59:33Z,5220000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Nurkic 1 FT),"[1628378, 203994]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,201639.0,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,,,,,,
530,PT05M53.00S,2021-11-30T03:59:34.3Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],203994,,,1610612757,110,97,2021-11-30T03:59:34Z,5240000,,,0,,J. Nurkic Free Throw 1 of 1 (19 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,
533,PT05M42.00S,2021-11-30T04:00:02.5Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629014,,,1610612762,110,97,2021-11-30T04:00:07Z,5270000,,,0,,A. Simons shooting personal FOUL (3 PF) (Mitchell 3 FT),"[1629014, 1628378]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,202026.0,,,,,,,,,,3.0,0.0,Mitchell,1628378.0,,,,,,,
535,PT05M42.00S,2021-11-30T04:00:18.3Z,4,REGULAR,freethrow,1 of 3,[],1628378,,,1610612762,111,97,2021-11-30T04:00:18Z,5290000,,,0,,D. Mitchell Free Throw 1 of 3 (24 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,24.0,,,,,,
536,PT05M42.00S,2021-11-30T04:00:37.5Z,4,REGULAR,freethrow,2 of 3,[],1628378,,,1610612762,112,97,2021-11-30T04:00:37Z,5300000,,,0,,D. Mitchell Free Throw 2 of 3 (25 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,25.0,,,,,,
537,PT05M42.00S,2021-11-30T04:00:39.5Z,4,REGULAR,substitution,out,[],1626204,,,1610612762,112,97,2021-11-30T04:00:46Z,5310000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT05M42.00S,2021-11-30T04:00:39.5Z,4,REGULAR,substitution,in,[],203496,,,1610612762,112,97,2021-11-30T04:00:46Z,5320000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT05M42.00S,2021-11-30T04:01:03.8Z,4,REGULAR,freethrow,3 of 3,[],1628378,,,1610612762,113,97,2021-11-30T04:01:03Z,5330000,,,0,,D. Mitchell Free Throw 3 of 3 (26 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,26.0,,,,,,
540,PT05M28.00S,2021-11-30T04:01:19.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,87.07293035479631,48.529411764705884,1610612757,113,97,2021-11-30T04:01:24Z,5340000,-7.0,69.0,1,right,MISS D. Lillard 6' driving floating Shot,[203081],1610612757.0,POR,driving floating,,,Lillard,D. Lillard,,,,,,,6.94,Missed,,,,,,,,,,,,,,,,,
541,PT05M26.00S,2021-11-30T04:01:21.0Z,4,REGULAR,rebound,defensive,[],1630235,,,1610612762,113,97,2021-11-30T04:17:25Z,5350000,,,0,,T. Forrest REBOUND (Off:0 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,540.0,2.0,2.0,0.0,,,,,,,,,,,,,
542,PT05M21.00S,2021-11-30T04:01:27.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612762,113,97,2021-11-30T04:01:32Z,5360000,,,0,,J. Nurkic shooting personal FOUL (3 PF) (Forrest 2 FT),"[203994, 1630235]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,1628951.0,,,,,,,,,,3.0,0.0,Forrest,1630235.0,,,,,,,
544,PT05M21.00S,2021-11-30T04:01:50.8Z,4,REGULAR,freethrow,1 of 2,[],1630235,,,1610612762,113,97,2021-11-30T04:01:50Z,5380000,,,0,,MISS T. Forrest Free Throw 1 of 2,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,Missed,,,,,,,,,,,,,,,,,
545,PT05M21.00S,2021-11-30T04:01:50.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,113,97,2021-11-30T04:01:50Z,5390000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,
546,PT05M21.00S,2021-11-30T04:02:06.1Z,4,REGULAR,freethrow,2 of 2,[],1630235,,,1610612762,114,97,2021-11-30T04:02:06Z,5400000,,,0,,T. Forrest Free Throw 2 of 2 (5 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,
547,PT05M09.00S,2021-11-30T04:02:18.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203994,93.9060446780552,56.127450980392155,1610612757,114,99,2021-11-30T04:02:24Z,5410000,31.0,5.0,1,right,J. Nurkic turnaround Hook (21 PTS) (C. McCollum 6 AST),"[203994, 203468]",1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,,,3.1,Made,,,,,,,,,,,21.0,C. McCollum,203468.0,6.0,,,
549,PT04M52.00S,2021-11-30T04:02:35.9Z,4,REGULAR,2pt,Jump Shot,[],1628378,9.280551905387648,31.862745098039213,1610612762,116,99,2021-11-30T04:02:41Z,5430000,91.0,35.0,1,left,D. Mitchell 9' driving floating bank Jump Shot (28 PTS) (T. Forrest 2 AST),"[1628378, 1630235]",1610612762.0,UTA,driving floating bank,,,Mitchell,D. Mitchell,,,,,,,9.71,Made,,,,,,,,,,,28.0,T. Forrest,1630235.0,2.0,,,
551,PT04M43.00S,2021-11-30T04:02:46.5Z,4,REGULAR,foul,personal,['2freethrow'],203497,,,1610612757,116,99,2021-11-30T04:02:52Z,5450000,,,0,,R. Gobert shooting personal FOUL (3 PF) (Nurkic 2 FT),"[203497, 203994]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,1628951.0,,,,,,,,,,3.0,0.0,Nurkic,203994.0,,,,,,,
553,PT04M43.00S,2021-11-30T04:03:14.5Z,4,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,116,99,2021-11-30T04:03:14Z,5470000,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,
554,PT04M43.00S,2021-11-30T04:03:14.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,116,99,2021-11-30T04:03:14Z,5480000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,,
555,PT04M43.00S,2021-11-30T04:03:20.5Z,4,REGULAR,substitution,out,[],1630235,,,1610612757,116,99,2021-11-30T04:03:24Z,5490000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT04M43.00S,2021-11-30T04:03:20.5Z,4,REGULAR,substitution,in,[],201144,,,1610612757,116,99,2021-11-30T04:03:24Z,5500000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT04M43.00S,2021-11-30T04:03:38.2Z,4,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,116,100,2021-11-30T04:03:38Z,5510000,,,0,,J. Nurkic Free Throw 2 of 2 (22 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,22.0,,,,,,
