actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-19T02:10:15.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-19T02:10:15Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2021-12-19T02:10:17.3Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612762,0,0,2021-12-19T02:10:17Z,40000,,,0,,Jump Ball R. Gobert vs. D. Gafford: Tip to R. O'Neale,"[1626220, 203497, 1629655]",1610612762.0,UTA,startperiod,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Gobert,203497.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2021-12-19T02:10:27.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.25295663600527,72.79411764705883,1610612762,3,0,2021-12-19T02:10:32Z,70000,114.0,227.0,1,right,D. Mitchell 25' 3PT  (3 PTS) (R. O'Neale 1 AST),"[1628378, 1626220]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,25.41,Made,3.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2021-12-19T02:10:45.9Z,1,REGULAR,turnover,lost ball,[],203915,,,1610612764,3,0,2021-12-19T02:10:49Z,90000,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 1626220]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,,,,,,
10,PT11M29.00S,2021-12-19T02:10:45.9Z,1,REGULAR,steal,,[],1626220,,,1610612762,3,0,2021-12-19T02:10:47Z,100000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M22.00S,2021-12-19T02:10:53.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,64.60249671484888,21.813725490196077,1610612762,6,0,2021-12-19T02:11:26Z,110000,-141.0,280.0,1,right,D. Mitchell 31' 3PT pullup (6 PTS) (R. O'Neale 2 AST),"[1628378, 1626220]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,31.36,Made,6.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,,,,,
13,PT10M56.00S,2021-12-19T02:11:19.0Z,1,REGULAR,3pt,Jump Shot,[],203915,23.078186596583443,88.48039215686273,1610612764,6,0,2021-12-19T02:11:25Z,130000,-192.0,164.0,1,left,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2021-12-19T02:11:25.0Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,6,0,2021-12-19T02:11:25Z,140000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M43.00S,2021-12-19T02:11:35.5Z,1,REGULAR,foul,personal,[],203484,,,1610612762,6,0,2021-12-19T02:11:41Z,150000,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1628378]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Mitchell,1628378.0,,
17,PT10M39.00S,2021-12-19T02:11:59.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,66.83639947437582,56.61764705882353,1610612762,6,0,2021-12-19T02:12:04Z,170000,33.0,259.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
