actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M28.00S,2022-04-06T01:12:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,81.68528252299606,53.18627450980392,1610612763,3,3,2022-04-06T01:12:23Z,180000,16.0,120.0,1,right,MISS D. Bane 12' fadeaway Shot,[1630217],1610612763.0,MEM,fadeaway,,,Bane,D. Bane,,,,,12.08,Missed,,,,,,,,,,,,,,,,,,
19,PT10M27.00S,2022-04-06T01:12:18.6Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,3,3,2022-04-06T01:12:23Z,190000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M21.00S,2022-04-06T01:12:25.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201144,32.013797634691194,47.30392156862745,1610612762,6,3,2022-04-06T01:12:32Z,200000,13.0,248.0,1,left,M. Conley 24' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[201144, 202711]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,24.88,Made,,,,,,,,,,3.0,B. Bogdanovic,202711.0,1.0,,,,,
22,PT10M02.00S,2022-04-06T01:12:44.3Z,1,REGULAR,2pt,Jump Shot,[],1626145,81.2910643889619,22.794117647058822,1610612763,6,3,2022-04-06T01:12:49Z,220000,-136.0,123.0,1,right,MISS T. Jones 18' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,18.36,Missed,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2022-04-06T01:12:47.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,6,3,2022-04-06T01:12:49Z,230000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M52.00S,2022-04-06T01:12:53.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,10.200394218134035,2.941176470588235,1610612762,6,3,2022-04-06T01:12:59Z,240000,235.0,43.0,1,left,MISS D. Mitchell step back 3PT,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,
25,PT09M50.00S,2022-04-06T01:12:55.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,3,2022-04-06T01:14:47Z,250000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M46.00S,2022-04-06T01:13:00.5Z,1,REGULAR,3pt,Jump Shot,[],1630533,92.85479632063075,3.9215686274509802,1610612763,6,3,2022-04-06T01:13:08Z,260000,-230.0,15.0,1,right,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,
27,PT09M44.00S,2022-04-06T01:13:02.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,6,3,2022-04-06T01:13:08Z,270000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M35.00S,2022-04-06T01:13:11.6Z,1,REGULAR,3pt,Jump Shot,[],202711,26.888961892247043,79.65686274509804,1610612762,9,3,2022-04-06T01:16:08Z,280000,-148.0,200.0,1,left,B. Bogdanovic 24' 3PT step back (6 PTS),[202711],1610612762.0,UTA,step back,,,Bogdanovic,B. Bogdanovic,,,,,24.92,Made,,,,,,,,,,6.0,,,,,,,,
29,PT09M33.00S,2022-04-06T01:13:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,9,3,2022-04-06T01:13:16Z,290000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M16.00S,2022-04-06T01:16:28.3Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,9,3,2022-04-06T01:16:36Z,300000,,,0,,D. Bane bad pass out-of-bounds TURNOVER (1 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,,,,,,,2530.0,,,,,,,,,1.0,,,,
31,PT09M04.00S,2022-04-06T01:16:52.6Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612762,9,3,2022-04-06T01:16:56Z,310000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 203500]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,1.0,Adams,203500.0,,
32,PT09M04.00S,2022-04-06T01:16:52.6Z,1,REGULAR,steal,,[],203500,,,1610612763,9,3,2022-04-06T01:16:54Z,320000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2022-04-06T01:17:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,93.38042049934296,47.05882352941176,1610612763,9,3,2022-04-06T01:17:04Z,330000,-15.0,10.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2022-04-06T01:17:02.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,9,3,2022-04-06T01:17:04Z,340000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M51.00S,2022-04-06T01:17:06.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203497,5.995400788436268,46.07843137254902,1610612762,11,3,2022-04-06T01:17:12Z,350000,20.0,4.0,1,left,R. Gobert alley-oop DUNK (2 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.0,Made,,,,,,,,,,2.0,M. Conley,201144.0,2.0,,,,,
37,PT08M36.00S,2022-04-06T01:17:20.9Z,1,REGULAR,2pt,Jump Shot,[],1628991,77.87450722733246,50.73529411764706,1610612763,11,3,2022-04-06T01:17:25Z,370000,4.0,155.0,1,right,MISS J. Jackson Jr. 15' floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,15.55,Missed,,,,,,,,,,,,,,,,,,
38,PT08M34.00S,2022-04-06T01:17:22.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,11,3,2022-04-06T01:34:47Z,380000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M30.00S,2022-04-06T01:17:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,7.30946123521682,51.470588235294116,1610612762,13,3,2022-04-06T01:17:37Z,390000,-7.0,16.0,1,left,D. Mitchell running Layup (2 PTS),[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,1.78,Made,,,,,,,,,,2.0,,,,,,,,
40,PT08M08.00S,2022-04-06T01:17:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,87.33574244415243,39.705882352941174,1610612763,13,5,2022-04-06T01:17:53Z,400000,-51.0,67.0,1,right,J. Jackson Jr. 8' driving Layup (2 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,8.41,Made,,,,,,,,,,2.0,,,,,,,,
41,PT07M58.00S,2022-04-06T01:18:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,10.200394218134035,45.34313725490196,1610612762,13,5,2022-04-06T01:18:04Z,410000,23.0,43.0,1,left,MISS M. Conley driving Layup,[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,4.93,Missed,,,,,,,,,,,,,,,,,,
42,PT07M56.00S,2022-04-06T01:18:02.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,13,5,2022-04-06T01:18:04Z,420000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT07M48.00S,2022-04-06T01:18:12.5Z,1,REGULAR,violation,kicked ball,[],203497,,,1610612763,13,5,2022-04-06T01:18:19Z,430000,,,0,,R. Gobert kicked ball VIOLATION,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,202053.0,,,,,,,,,,,,,
44,PT07M43.00S,2022-04-06T01:18:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.24901445466492,54.65686274509803,1610612763,13,7,2022-04-06T01:18:38Z,440000,23.0,11.0,1,right,D. Bane cutting Layup (2 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,2.58,Made,,,,,,,,,,2.0,S. Adams,203500.0,1.0,,,,,
46,PT07M21.00S,2022-04-06T01:18:54.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,25.706307490144546,82.1078431372549,1610612762,13,7,2022-04-06T01:18:59Z,460000,-161.0,189.0,1,left,MISS D. Mitchell 24' step back bank 3PT,[1628378],1610612762.0,UTA,step back bank,,,Mitchell,D. Mitchell,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,
47,PT07M19.00S,2022-04-06T01:18:56.3Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,13,7,2022-04-06T01:18:59Z,470000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,46.0,3.0,3.0,0.0,,,,,,,,,,,,,,
48,PT07M04.00S,2022-04-06T01:19:11.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,89.17542706964521,55.88235294117647,1610612763,13,9,2022-04-06T01:22:50Z,480000,29.0,49.0,1,right,S. Adams Hook (2 PTS) (D. Bane 1 AST),"[203500, 1630217]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,5.74,Made,,,,,,,,,,2.0,D. Bane,1630217.0,1.0,,,,,
49,PT06M46.00S,2022-04-06T01:19:30.6Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612762,13,9,2022-04-06T01:22:54Z,490000,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (1 TO),[1628378],1610612762.0,UTA,lost ball,,,Mitchell,D. Mitchell,,,,,,,,,,,202053.0,,,,,,,,,1.0,,,,
50,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,out,[],201144,,,1610612763,13,9,2022-04-06T01:19:47Z,500000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,out,[],203497,,,1610612763,13,9,2022-04-06T01:19:47Z,510000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,13,9,2022-04-06T01:19:47Z,520000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,13,9,2022-04-06T01:19:47Z,530000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,in,[],202355,,,1610612763,13,9,2022-04-06T01:19:47Z,540000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,in,[],203903,,,1610612763,13,9,2022-04-06T01:19:47Z,550000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,13,9,2022-04-06T01:19:47Z,560000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M46.00S,2022-04-06T01:19:33.2Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,13,9,2022-04-06T01:19:47Z,570000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M27.00S,2022-04-06T01:20:10.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203500,91.5407358738502,52.69607843137255,1610612763,13,9,2022-04-06T01:20:17Z,580000,13.0,27.0,1,right,MISS S. Adams cutting DUNK,[203500],1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,3.02,Missed,,,,,,,,,,,,,,,,,,
59,PT06M27.00S,2022-04-06T01:20:10.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,13,9,2022-04-06T01:20:17Z,590000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,
60,PT06M27.00S,2022-04-06T01:20:13.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,13,9,2022-04-06T01:20:13Z,600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M14.00S,2022-04-06T01:20:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,8.492115637319317,50.73529411764706,1610612762,13,9,2022-04-06T01:20:39Z,610000,-4.0,27.0,1,left,MISS R. O'Neale driving finger roll Layup,[1626220],1610612762.0,UTA,driving finger roll,,,O'Neale,R. O'Neale,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,
63,PT06M13.00S,2022-04-06T01:20:32.2Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,13,9,2022-04-06T01:20:36Z,620000,,,0,,H. Whiteside REBOUND (Off:1 Def:0),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,,
64,PT06M10.00S,2022-04-06T01:20:34.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202355,8.360709592641262,50.245098039215684,1610612762,15,9,2022-04-06T01:20:40Z,630000,-1.0,26.0,1,left,H. Whiteside floating Jump Shot (2 PTS),[202355],1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,2.61,Made,,,,,,,,,,2.0,,,,,,,,
65,PT05M58.00S,2022-04-06T01:20:47.8Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612763,15,9,2022-04-06T01:20:53Z,640000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Williams 2 FT),"[202355, 1630533]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,1193.0,1.0,0.0,Williams,1630533.0,,,,,,,,,
67,PT05M58.00S,2022-04-06T01:21:18.0Z,1,REGULAR,freethrow,1 of 2,[],1630533,,,1610612763,15,10,2022-04-06T01:21:18Z,660000,,,0,,Z. Williams Free Throw 1 of 2 (4 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
68,PT05M58.00S,2022-04-06T01:21:35.5Z,1,REGULAR,freethrow,2 of 2,[],1630533,,,1610612763,15,11,2022-04-06T01:21:35Z,670000,,,0,,Z. Williams Free Throw 2 of 2 (5 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
69,PT05M42.00S,2022-04-06T01:21:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202355,10.988830486202366,50.0,1610612762,15,11,2022-04-06T01:25:24Z,680000,0.0,51.0,1,left,MISS H. Whiteside Layup,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,5.08,Missed,,,,,,,,,,,,,,,,,,
70,PT05M40.00S,2022-04-06T01:21:56.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,15,11,2022-04-06T01:21:59Z,690000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT05M35.00S,2022-04-06T01:22:04.0Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612763,15,11,2022-04-06T01:22:09Z,700000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Adams 2 FT),"[202355, 203500]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,2530.0,2.0,0.0,Adams,203500.0,,,,,,,,,
73,PT05M35.00S,2022-04-06T01:22:25.9Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,15,11,2022-04-06T01:22:44Z,720000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT05M35.00S,2022-04-06T01:22:25.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,15,11,2022-04-06T01:22:44Z,730000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,
75,PT05M35.00S,2022-04-06T01:22:25.9Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,15,11,2022-04-06T01:22:44Z,740000,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,
76,PT05M34.00S,2022-04-06T01:22:26.9Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,15,11,2022-04-06T01:22:44Z,750000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,75.0,2.0,1.0,1.0,,,,,,,,,,,,,,
77,PT05M18.00S,2022-04-06T01:22:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.521024967148489,54.41176470588235,1610612762,15,11,2022-04-06T01:23:03Z,760000,-22.0,9.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[202711, 203500]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,2.38,Missed,,,,,,,,,,,,,,,,,Adams,203500.0
78,PT05M18.00S,2022-04-06T01:22:58.7Z,1,REGULAR,block,,[],203500,,,1610612762,15,11,2022-04-06T01:24:38Z,770000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2022-04-06T01:23:00.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,15,11,2022-04-06T01:23:03Z,780000,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,,
80,PT05M13.00S,2022-04-06T01:23:04.2Z,1,REGULAR,turnover,bad pass,[],203500,,,1610612763,15,11,2022-04-06T01:23:09Z,790000,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1628378]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,
81,PT05M13.00S,2022-04-06T01:23:04.2Z,1,REGULAR,steal,,[],1628378,,,1610612762,15,11,2022-04-06T01:23:05Z,800000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M03.00S,2022-04-06T01:23:14.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202355,11.251642575558476,22.058823529411764,1610612762,15,11,2022-04-06T01:23:20Z,810000,140.0,53.0,1,left,MISS H. Whiteside 14' fadeaway Shot,[202355],1610612762.0,UTA,fadeaway,,,Whiteside,H. Whiteside,,,,,14.95,Missed,,,,,,,,,,,,,,,,,,
83,PT05M00.00S,2022-04-06T01:23:17.3Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,15,11,2022-04-06T01:23:20Z,820000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M56.00S,2022-04-06T01:23:20.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,71.56701708278581,21.07843137254902,1610612763,15,14,2022-04-06T01:23:27Z,830000,-145.0,215.0,1,right,T. Jones 25' 3PT pullup (3 PTS) (D. Melton 1 AST),"[1626145, 1629001]",1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,25.89,Made,,,,,,,,,,3.0,D. Melton,1629001.0,1.0,,,,,
86,PT04M41.00S,2022-04-06T01:23:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,12.697109067017081,37.00980392156863,1610612762,15,14,2022-04-06T01:23:39Z,850000,65.0,67.0,1,left,MISS D. Mitchell 9' driving bank Shot,[1628378],1610612762.0,UTA,driving bank,,,Mitchell,D. Mitchell,,,,,9.33,Missed,,,,,,,,,,,,,,,,,,
87,PT04M39.00S,2022-04-06T01:23:37.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,15,14,2022-04-06T01:23:39Z,860000,,,0,,S. Adams REBOUND (Off:0 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,86.0,4.0,4.0,0.0,,,,,,,,,,,,,,
