actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
19,PT10M32.00S,2022-03-10T03:12:32.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,0,0,2022-03-10T03:12:32Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2022-03-10T03:12:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,14.14257555847569,50.49019607843137,1610612757,0,0,2022-03-10T03:13:01Z,200000,-2.0,80.0,1,left,MISS B. Williams 8' driving Layup - blocked,"[1630314, 201144]",1610612757.0,POR,driving,,,Williams,B. Williams,,,,,8.04,Missed,,,,,Conley,201144.0,,,,,,,,,,,,
21,PT10M17.00S,2022-03-10T03:12:56.0Z,1,REGULAR,block,,[],201144,,,1610612757,0,0,2022-03-10T03:12:58Z,210000,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M17.00S,2022-03-10T03:12:56.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,0,0,2022-03-10T03:13:01Z,220000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
23,PT10M17.00S,2022-03-10T03:13:00.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,0,0,2022-03-10T03:13:00Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M16.00S,2022-03-10T03:13:13.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629234,21.369908015768726,22.794117647058822,1610612757,0,0,2022-03-10T03:13:18Z,240000,136.0,148.0,1,left,MISS D. Eubanks 20' Jump Shot,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,20.13,Missed,,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2022-03-10T03:13:16.1Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,0,0,2022-03-10T03:13:18Z,250000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M03.00S,2022-03-10T03:13:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,91.14651773981603,54.65686274509803,1610612762,0,0,2022-03-10T03:13:30Z,260000,23.0,31.0,1,right,MISS M. Conley driving Layup - blocked,"[201144, 1629234]",1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,3.85,Missed,,,,,Eubanks,1629234.0,,,,,,,,,,,,
27,PT10M03.00S,2022-03-10T03:13:25.9Z,1,REGULAR,block,,[],1629234,,,1610612762,0,0,2022-03-10T03:13:28Z,270000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M00.00S,2022-03-10T03:13:28.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,0,0,2022-03-10T03:13:30Z,280000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M50.00S,2022-03-10T03:13:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629604,8.886333771353483,58.08823529411765,1610612757,0,0,2022-03-10T03:13:42Z,290000,-40.0,31.0,1,left,MISS C. Elleby driving reverse Layup,[1629604],1610612757.0,POR,driving reverse,,,Elleby,C. Elleby,,,,,5.09,Missed,,,,,,,,,,,,,,,,,,
30,PT09M48.00S,2022-03-10T03:13:40.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,0,0,2022-03-10T03:13:42Z,300000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M39.00S,2022-03-10T03:13:49.2Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612762,0,0,2022-03-10T03:13:53Z,310000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1628404]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,
32,PT09M39.00S,2022-03-10T03:13:49.2Z,1,REGULAR,steal,,[],1628404,,,1610612757,0,0,2022-03-10T03:13:51Z,320000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M38.00S,2022-03-10T03:13:53.2Z,1,REGULAR,foul,personal,[],201144,,,1610612757,0,0,2022-03-10T03:14:16Z,330000,,,0,,M. Conley take personal FOUL (1 PF),"[201144, 1628404]",1610612762.0,UTA,take,,,Conley,M. Conley,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Hart,1628404.0,,,,
35,PT09M23.00S,2022-03-10T03:14:27.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629234,9.017739816031538,39.950980392156865,1610612757,0,2,2022-03-10T03:14:33Z,350000,50.0,32.0,1,left,D. Eubanks bank Hook (2 PTS) (J. Hart 1 AST),"[1629234, 1628404]",1610612757.0,POR,bank,,,Eubanks,D. Eubanks,,,,,5.97,Made,,,,,,,,,,,,,,,2.0,J. Hart,1628404.0,1.0
36,PT09M05.00S,2022-03-10T03:14:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.19776609724047,54.65686274509803,1610612762,2,2,2022-03-10T03:14:55Z,360000,23.0,21.0,1,right,B. Bogdanovic driving Layup (2 PTS),[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,3.12,Made,,,,,,,,,,,,,,,2.0,,,
38,PT08M53.00S,2022-03-10T03:14:58.4Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.013797634691194,32.35294117647059,1610612757,2,2,2022-03-10T03:15:03Z,370000,88.0,248.0,1,left,MISS J. Hart 26' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
39,PT08M49.00S,2022-03-10T03:15:02.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,2,2,2022-03-10T03:15:03Z,380000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M42.00S,2022-03-10T03:15:09.1Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,2,2,2022-03-10T03:15:13Z,390000,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 1629234]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,2.0,Eubanks,1629234.0,,,,,,,,,
41,PT08M42.00S,2022-03-10T03:15:09.1Z,1,REGULAR,steal,,[],1629234,,,1610612757,2,2,2022-03-10T03:15:11Z,400000,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M35.00S,2022-03-10T03:15:15.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629604,10.463206307490145,45.588235294117645,1610612757,2,2,2022-03-10T03:16:27Z,410000,22.0,46.0,1,left,MISS C. Elleby running Layup,[1629604],1610612757.0,POR,running,,,Elleby,C. Elleby,,,,,5.09,Missed,,,,,,,,,,,,,,,,,,
43,PT08M32.00S,2022-03-10T03:15:18.1Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612757,2,2,2022-03-10T03:16:27Z,420000,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT08M32.00S,2022-03-10T03:15:18.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628404,5.590000152587891,50.0,1610612757,2,2,2022-03-10T03:15:18Z,430000,0.0,0.0,1,left,MISS J. Hart tip Layup,[1628404],1610612757.0,POR,tip,,,Hart,J. Hart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
45,PT08M31.00S,2022-03-10T03:15:19.7Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,2,2,2022-03-10T03:15:19Z,440000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT08M22.00S,2022-03-10T03:15:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1630314,,,1610612762,2,2,2022-03-10T03:15:40Z,450000,,,0,,B. Williams shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1630314, 202711]",1610612757.0,POR,shooting,,,Williams,B. Williams,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Bogdanovic,202711.0,,,,
48,PT08M22.00S,2022-03-10T03:15:54.1Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,3,2,2022-03-10T03:15:54Z,470000,,,0,,B. Bogdanovic Free Throw 1 of 2 (3 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
49,PT08M22.00S,2022-03-10T03:16:10.4Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,4,2,2022-03-10T03:16:10Z,480000,,,0,,B. Bogdanovic Free Throw 2 of 2 (4 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
50,PT08M09.00S,2022-03-10T03:16:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,12.040078843626807,46.568627450980394,1610612757,4,2,2022-03-10T03:17:23Z,490000,17.0,61.0,1,left,MISS B. Williams 6' driving floating Shot,[1630314],1610612757.0,POR,driving floating,,,Williams,B. Williams,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,
51,PT08M07.00S,2022-03-10T03:16:26.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,4,2,2022-03-10T03:16:28Z,500000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,,
52,PT07M54.00S,2022-03-10T03:16:39.3Z,1,REGULAR,3pt,Jump Shot,[],1626220,68.67608409986859,76.47058823529412,1610612762,7,2,2022-03-10T03:16:44Z,510000,132.0,242.0,1,right,R. O'Neale 27' 3PT  (3 PTS) (M. Conley 1 AST),"[1626220, 201144]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,27.58,Made,,,,,,,,,,,,,,,3.0,M. Conley,201144.0,1.0
54,PT07M39.00S,2022-03-10T03:16:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629604,8.623521681997373,54.90196078431373,1610612757,7,2,2022-03-10T03:17:00Z,530000,-25.0,29.0,1,left,MISS C. Elleby driving Layup,[1629604],1610612757.0,POR,driving,,,Elleby,C. Elleby,,,,,3.77,Missed,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2022-03-10T03:16:58.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,7,2,2022-03-10T03:17:00Z,540000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,54.0,4.0,4.0,0.0,,,,,,,,,,,,,,
56,PT07M24.00S,2022-03-10T03:17:09.9Z,1,REGULAR,3pt,Jump Shot,[],202711,65.65374507227332,45.09803921568628,1610612762,7,2,2022-03-10T03:17:16Z,550000,-25.0,270.0,1,right,MISS B. Bogdanovic 27' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,
57,PT07M22.00S,2022-03-10T03:17:11.9Z,1,REGULAR,rebound,defensive,[],1630314,,,1610612757,7,2,2022-03-10T03:17:16Z,560000,,,0,,B. Williams REBOUND (Off:0 Def:1),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M15.00S,2022-03-10T03:17:19.1Z,1,REGULAR,turnover,lost ball,[],1630190,,,1610612757,7,2,2022-03-10T03:17:23Z,570000,,,0,,E. Hughes lost ball TURNOVER (1 TO),"[1630190, 1628378]",1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,,,,,
59,PT07M15.00S,2022-03-10T03:17:19.1Z,1,REGULAR,steal,,[],1628378,,,1610612762,7,2,2022-03-10T03:19:41Z,580000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M12.00S,2022-03-10T03:17:25.2Z,1,REGULAR,foul,personal,[],1629604,,,1610612762,7,2,2022-03-10T03:17:36Z,590000,,,0,,C. Elleby personal FOUL (1 PF),"[1629604, 1626220]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,O'Neale,1626220.0,,,,
62,PT07M12.00S,2022-03-10T03:17:36.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,7,2,2022-03-10T03:17:36Z,610000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,out,[],201144,,,1610612762,7,2,2022-03-10T03:20:09Z,620000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,out,[],203497,,,1610612762,7,2,2022-03-10T03:20:09Z,630000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,7,2,2022-03-10T03:20:09Z,640000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,in,[],202355,,,1610612762,7,2,2022-03-10T03:20:09Z,650000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,out,[],1629604,,,1610612762,7,2,2022-03-10T03:20:48Z,660000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,out,[],1629234,,,1610612762,7,2,2022-03-10T03:20:48Z,670000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,in,[],1629833,,,1610612762,7,2,2022-03-10T03:20:48Z,680000,,,0,,SUB in: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M12.00S,2022-03-10T03:20:05.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612762,7,2,2022-03-10T03:20:48Z,690000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M59.00S,2022-03-10T03:21:14.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,91.40932982917214,47.05882352941176,1610612762,9,2,2022-03-10T03:21:19Z,700000,-15.0,28.0,1,right,D. Mitchell driving Layup (2 PTS) (T. Forrest 1 AST),"[1628378, 1630235]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,3.19,Made,,,,,,,,,,,,,,,2.0,T. Forrest,1630235.0,1.0
73,PT06M47.00S,2022-03-10T03:21:29.7Z,1,REGULAR,foul,personal,[],202355,,,1610612757,9,2,2022-03-10T03:21:35Z,720000,,,0,,H. Whiteside personal FOUL (1 PF),"[202355, 1630570]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Watford,1630570.0,,,,
75,PT06M41.00S,2022-03-10T03:21:49.8Z,1,REGULAR,2pt,Jump Shot,[],1630314,17.559132720105126,68.87254901960785,1610612757,9,4,2022-03-10T03:21:54Z,740000,-94.0,113.0,1,left,B. Williams 14' pullup Jump Shot (2 PTS),[1630314],1610612757.0,POR,pullup,,,Williams,B. Williams,,,,,14.69,Made,,,,,,,,,,,,,,,2.0,,,
76,PT06M20.00S,2022-03-10T03:22:10.7Z,1,REGULAR,3pt,Jump Shot,[],202711,92.72339027595268,2.696078431372549,1610612762,12,4,2022-03-10T03:22:15Z,750000,-237.0,16.0,1,right,B. Bogdanovic 3PT  (7 PTS) (D. Mitchell 1 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.7,Made,,,,,,,,,,,,,,,7.0,D. Mitchell,1628378.0,1.0
78,PT06M12.00S,2022-03-10T03:22:22.5Z,1,REGULAR,foul,personal,[],1628378,,,1610612757,12,4,2022-03-10T03:22:28Z,770000,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 1628404]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Hart,1628404.0,,,,
80,PT06M04.00S,2022-03-10T03:22:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629833,9.149145860709593,2.941176470588235,1610612757,12,4,2022-03-10T03:22:57Z,790000,235.0,34.0,1,left,MISS K. Blevins 3PT,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,
81,PT05M59.00S,2022-03-10T03:22:55.3Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,12,4,2022-03-10T03:22:56Z,800000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT05M46.00S,2022-03-10T03:23:07.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.7562417871222,74.01960784313727,1610612762,12,4,2022-03-10T03:23:32Z,810000,120.0,251.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,27.79,Missed,,,,,,,,,,,,,,,,,,
83,PT05M45.00S,2022-03-10T03:23:08.0Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,12,4,2022-03-10T03:28:34Z,820000,,,0,,H. Whiteside REBOUND (Off:1 Def:0),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,82.0,1.0,0.0,1.0,,,,,,,,,,,,,,
84,PT05M45.00S,2022-03-10T03:23:14.3Z,1,REGULAR,foul,personal,[],1630570,,,1610612762,12,4,2022-03-10T03:28:37Z,830000,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 202355]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Whiteside,202355.0,,,,
86,PT05M34.00S,2022-03-10T03:23:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630235,92.46057818659659,58.57843137254902,1610612762,14,4,2022-03-10T03:23:47Z,850000,43.0,18.0,1,right,T. Forrest driving Layup (2 PTS),[1630235],1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,4.67,Made,,,,,,,,,,,,,,,2.0,,,
87,PT05M21.00S,2022-03-10T03:23:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629833,5.075558475689881,53.92156862745098,1610612757,14,6,2022-03-10T03:24:08Z,860000,-20.0,-5.0,1,left,K. Blevins reverse Layup (2 PTS) (E. Hughes 1 AST),"[1629833, 1630190]",1610612757.0,POR,reverse,,,Blevins,K. Blevins,,,,,2.02,Made,,,,,,,,,,,,,,,2.0,E. Hughes,1630190.0,1.0
89,PT05M05.00S,2022-03-10T03:24:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,83.919185282523,41.42156862745098,1610612762,14,6,2022-03-10T03:24:14Z,880000,-43.0,99.0,1,right,MISS B. Bogdanovic 10' turnaround Shot,[202711],1610612762.0,UTA,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,10.76,Missed,,,,,,,,,,,,,,,,,,
